repo, bugs, ossf score, complex functions, total functions
greenplum-db/gpdb,17,8.1,42,3404
facebook/zstd,17,9,451,2269
alperakcan/fuse-ext2,17,7.2,13,58
vcmi/vcmi,16,6.6,262,5524
tmate-io/tmate,16,4.6,133,1094
scanlime/fadecandy,16,6,25,298
pgRouting/pgrouting,16,8.4,99,455
openjdk/jfx,16,7.2,301,1464
nmap/ncrack,16,4.3,38,566
libcpr/cpr,16,7,144,992
foonathan/memory,16,6.2,38,260
flyinghead/flycast,16,5,25,646
cryfs/cryfs,16,5.9,91,2423
cisco/joy,16,5,94,725
audacity/audacity,16,6.6,39,577
Tracktion/tracktion_engine,16,5.1,0,38
TH3xACE/SUDO_KILLER,16,6.2,200,838
Orc/discount,16,7,28,208
ETH3D/badslam,16,5.5,208,1335
xournalpp/xournalpp,15,6.9,48,1618
wolkykim/qlibc,15,5.3,24,262
posva/catimg,15,6.5,3,21
ossia/score,15,5.6,19,503
hackerschoice/gsocket,15,6.6,72,357
flightlessmango/MangoHud,15,6,124,1092
csmith-project/csmith,15,7.2,43,854
canonical/raft,15,7.1,51,455
algorand/go-algorand,15,6.1,54,492
ValveSoftware/vogl,15,6.7,354,2659
Samsung/rlottie,15,7.1,22,438
GarageGames/Torque3D,15,5,296,1995
zeldaret/botw,14,6.2,86,3358
westes/flex,14,6.3,30,199
werman/noise-suppression-for-voice,14,4.5,11,228
tensor-compiler/taco,14,5.3,74,1557
steemit/steem,14,4.8,336,4107
rubinius/rubinius,14,5.7,56,552
quantcast/qfs,14,5.8,44,317
premake/premake-core,14,6.6,190,1363
o-oconnell/minixfromscratch,14,5.6,16,109
netheril96/securefs,14,4.9,79,1846
nanomsg/nanomsg,14,4.6,78,525
microsoft/SEAL,14,8.1,125,999
linux-can/can-utils,14,6.3,48,207
libsdl-org/SDL,14,6.4,395,2675
libevent/libevent,14,8,403,1588
letoram/arcan,14,5.7,18,186
janet-lang/janet,14,6.8,73,855
esnet/iperf,14,8.3,38,244
cathugger/mkp224o,14,6.9,3,37
c3lang/c3c,14,5.5,251,1598
buaazp/zimg,14,5.5,39,343
bareos/bareos,14,7.4,20,591
TheTumultuousUnicornOfDarkness/CPU-X,14,5.4,28,356
BobLChen/VulkanDemos,14,5,205,1544
0intro/plan9,14,6.3,16,100
qtumproject/qtum,13,7.7,77,863
prabhuomkar/pytorch-cpp,13,5.8,1,105
pangweiwei/slua,13,5.2,10,605
p-ranav/argparse,13,5.2,36,680
ntop/PF_RING,13,5.1,280,1594
megamarc/Tilengine,13,7.4,29,523
mariadb-corporation/MaxScale,13,5.4,62,207
joan2937/pigpio,13,7.4,82,396
hunspell/hunspell,13,7.1,72,306
facebookresearch/ELF,13,7,15,245
electronicarts/EASTL,13,7,85,986
doxygen/doxygen,13,6,238,2880
digego/extempore,13,4.2,41,252
bitcoin-core/secp256k1,13,9,66,243
bcosorg/bcos,13,5.3,48,1280
arximboldi/immer,13,6.7,16,288
Roblox/luau,13,7,626,4648
CongducPham/LowCostLoRaGw,13,5.6,84,396
Bitcoin-ABC/bitcoin-abc,13,6.2,60,289
Bionus/imgbrd-grabber,13,5.1,249,2371
wangyu-/UDPspeeder,12,6.6,19,217
treefrogframework/treefrog-framework,12,5,42,345
toitlang/toit,12,6.5,450,3774
sourcey/libsourcey,12,5,186,1940
seemoo-lab/owl,12,5.2,9,143
rurban/smhasher,12,4.8,11,414
poac-dev/poac,12,5.3,17,434
pmem/pmdk,12,6.8,14,163
openthread/openthread,12,8.6,214,1508
nomacs/nomacs,12,6.8,44,1647
microsoft/mimalloc,12,7.4,6,265
martinus/nanobench,12,6.9,0,14
lz4/lz4,12,7.3,43,369
lbryio/lbrycrd,12,5.6,35,154
jupp0r/prometheus-cpp,12,5.7,32,285
hexagonal-sun/bic,12,4.4,13,257
firoorg/firo,12,6,32,168
facebook/yoga,12,6.7,43,807
erwincoumans/tiny-differentiable-simulator,12,4.8,27,299
cxasm/notepad--,12,6.2,321,2901
boostorg/beast,12,6.5,69,973
abseil/abseil-cpp,12,8.8,63,1051
XRPLF/rippled,12,8.1,30,108
Tencent/xLua,12,4.4,32,1483
RavenProject/Ravencoin,12,5.7,53,237
PortAudio/portaudio,12,7.2,68,428
G4lile0/tinyGS,12,5.5,17,58
BTCGPU/BTCGPU,12,6.7,35,154
AntiMicroX/antimicrox,12,5.5,88,1194
znc/znc,11,6.6,113,1563
zcash/zcash,11,6,80,849
vergecurrency/verge,11,5.4,63,269
taglib/taglib,11,5.1,31,605
sylefeb/Silice,11,6,128,3498
standardese/standardese,11,4.4,75,1071
sipeed/TinyMaix,11,7.4,1,60
rpng/open_vins,11,6.2,58,354
osandov/drgn,11,6,107,1185
oneapi-src/oneDNN,11,8.1,1422,6838
nextcloud/desktop,11,8.2,317,2831
microsoft/ShaderConductor,11,6.4,1649,17914
metacall/core,11,4.8,23,702
lucasb-eyer/pydensecrf,11,6.3,4,10
kingToolbox/WindTerm,11,5.2,785,4405
jonas/tig,11,5.9,50,642
idealvin/coost,11,6,31,387
google/brunsli,11,6.1,62,463
ggerganov/imtui,11,4.4,118,788
duncanthrax/scream,11,4.3,4,15
dogecoin/dogecoin,11,6.8,53,746
c2lang/c2compiler,11,7,85,1272
avast/retdec,11,5.7,125,3654
Sapd/HeadsetControl,11,6.7,3,71
PDAL/PDAL,11,6,75,1700
FASTSHIFT/X-TRACK,11,5.1,191,1346
ElementsProject/elements,11,8.9,84,886
BitFunnel/NativeJIT,11,6.2,18,227
AprilRobotics/apriltag,11,6.4,28,243
yshui/picom,10,7.1,108,478
rsyslog/rsyslog,10,7.1,382,1688
quick-lint/quick-lint-js,10,5.8,73,1262
owntone/owntone-server,10,6.3,86,2310
mrc-ide/covid-sim,10,7.5,47,184
minetest/minetest,10,6.9,10,494
microsoft/snmalloc,10,8,7,103
memononen/nanosvg,10,7.3,13,117
litehtml/litehtml,10,6.6,100,909
libsndfile/libsndfile,10,9.2,76,1090
letscontrolit/ESPEasy,10,6.7,12,58
kuba--/zip,10,6.4,20,76
kkos/oniguruma,10,5.3,100,594
ggerganov/ggwave,10,6,99,793
erpc-io/eRPC,10,5.9,49,487
ceres-solver/ceres-solver,10,6.1,248,1983
brandon-rhodes/pyephem,10,5.4,18,203
bbuchfink/diamond,10,5.3,16,299
atomvm/AtomVM,10,7.2,18,344
assaultcube/AC,10,3.7,15,79
andrewprock/pokerstove,10,6.4,11,134
andlabs/libui,10,5.8,0,274
WasmEdge/WasmEdge,10,7.1,56,1280
Tencent/sluaunreal,10,7,15,742
SuperTux/supertux,10,5.9,106,2814
Provenance-Emu/Provenance,10,4.7,133,853
Exim/exim,10,8,14,39
Cockatrice/Cockatrice,10,6.1,36,1285
BrunoLevy/learn-fpga,10,6.5,60,534
Bareflank/hypervisor,10,5.2,2,47
zhaojh329/rtty,9,4.6,18,95
zenustech/zeno,9,5.7,10,225
wangyu-/tinyfecVPN,9,6.7,11,109
taviso/ctypes.sh,9,5.6,22,269
sqlitebrowser/sqlitebrowser,9,5.3,99,1557
skvadrik/re2c,9,5.9,61,425
shadowsocks/simple-obfs,9,6.1,31,245
schwabe/ics-openvpn,9,4.2,24,107
relan/exfat,9,6.8,5,163
patrikhuber/eos,9,6.8,0,6
oatpp/oatpp,9,7.5,41,632
nuttyartist/notes,9,6.2,40,514
nmathewson/libevent_obsolete,9,6.4,350,1395
msteinbeck/tinyspline,9,5,39,581
madMAx43v3r/chia-plotter,9,5.4,119,1566
lfos/calcurse,9,5.1,64,558
leela-zero/leela-zero,9,4.6,20,221
hzqst/VmwareHardenedLoader,9,6.3,72,929
gsliepen/tinc,9,5.8,101,786
google/zopfli,9,7.3,47,319
flashrom/flashrom,9,8.6,59,882
dariomanesku/cmftStudio,9,6.2,1,4
capstone-engine/capstone,9,5.7,72,954
beark/ftl,9,6.3,0,72
badaix/snapcast,9,5.7,20,324
arvidn/libtorrent,9,6.7,210,2267
ariya/phantomjs,9,5.2,16,304
VirusTotal/yara,9,5.5,95,678
xiph/rnnoise,8,6.4,6,45
wqking/eventpp,8,6.3,1,93
wangyu-/udp2raw,8,6.3,24,292
ultravideo/kvazaar,8,3.8,128,581
tinyproxy/tinyproxy,8,5.5,12,185
stevemk14ebr/PolyHook_2_0,8,6.8,139,784
pmacct/pmacct,8,6.1,249,2404
openucx/ucx,8,7.3,663,3506
openSUSE/snapper,8,6.5,33,775
open-quantum-safe/liboqs,8,7.5,153,5585
neurobin/shc,8,6.6,2,15
miniupnp/miniupnp,8,6.6,42,192
meyerd/n2n,8,6.1,13,137
memcached/memcached,8,6.3,117,579
luben/zstd-jni,8,6.5,138,857
linw7/TKeed,8,5.2,2,44
lightvector/KataGo,8,6.5,166,1187
intel/linux-sgx,8,8.2,126,992
ianlancetaylor/libbacktrace,8,6.8,18,124
ggerganov/whisper.cpp,8,5.9,39,269
fmtlib/fmt,8,7.1,8,428
flameshot-org/flameshot,8,6.3,16,883
dgiese/dustcloud,8,5.8,20,192
cadenji/foolrenderer,8,6.2,7,84
aws/aws-iot-device-sdk-embedded-C,8,6.4,282,1743
apple/swift-corelibs-libdispatch,8,8.6,34,516
VowpalWabbit/vowpal_wabbit,8,4.2,145,1617
Studio3T/robomongo,8,5.5,247,1453
CloverHackyColor/CloverBootloader,8,4.8,24,268
7thSamurai/steganography,8,6.2,17,149
yahoojapan/NGT,7,7.1,22,210
winscp/winscp,7,7.6,29,613
unum-cloud/ujrpc,7,6.3,6,78
twitter/vireo,7,7.4,16,286
topling/toplingdb,7,6.4,553,7051
tezc/sc,7,5.9,52,650
stan-dev/math,7,8.2,42,558
savoirfairelinux/opendht,7,5.6,113,1002
rapiz1/DungeonRush,7,4.6,10,126
protocolbuffers/upb,7,7.2,13,457
osmc/osmc,7,6.4,30,201
mortbopet/Ripes,7,5.5,15,671
libuv/libuv,7,7.3,110,1024
libharu/libharu,7,5.6,30,722
libfive/libfive,7,7.4,27,306
kpu/kenlm,7,6.9,18,487
irungentoo/toxcore,7,6.3,47,763
intel/media-driver,7,7.1,10,101
hyperrealm/libconfig,7,4.6,4,127
hpjansson/chafa,7,7.2,86,889
h2o/h2o,7,7.4,92,424
google/brotli,7,8.1,32,298
ggerganov/ggml,7,7.5,55,330
gbdev/rgbds,7,4.3,60,420
fetlang/fetlang,7,5.1,9,128
eranpeer/FakeIt,7,5.6,4,199
equalsraf/neovim-qt,7,5.5,30,501
dealii/dealii,7,8.5,820,5980
boost-ext/di,7,3.8,3,479
babelouest/ulfius,7,6.7,41,225
audiohacked/OpenCorsairLink,7,6.4,10,180
asmuth/clip,7,6.4,9,456
alibaba/ilogtail,7,6,180,1162
ValveSoftware/GameNetworkingSockets,7,5.9,123,713
Tencent/TSeer,7,5.3,44,532
RedisLabs/memtier_benchmark,7,5.7,21,302
PCSX2/pcsx2,7,6.4,17,135
Exiv2/exiv2,7,7.3,114,1513
EliasOenal/multimon-ng,7,4.9,43,147
Crypto-toolbox/HFT-Orderbook,7,6.3,0,41
Awesome-HarmonyOS/HarmonyOS,7,6.1,138,1088
AcademySoftwareFoundation/openvdb,7,7.7,17,284
wifidog/wifidog-gateway,6,6.1,13,159
wasm3/wasm3,6,4.4,107,1044
vstakhov/libucl,6,7.4,60,241
troglobit/inadyn,6,6.6,23,186
tidalcycles/Tidal,6,5.8,6,345
sudo-project/sudo,6,6,352,1690
scarsty/kys-cpp,6,6.5,39,559
sbarex/QLMarkdown,6,5.5,49,271
phusion/passenger,6,5.9,54,353
percona/percona-xtrabackup,6,7.1,18,138
percona/percona-server,6,7.1,18,225
openlink/virtuoso-opensource,6,6.4,18,138
ninja-build/ninja,6,6.5,27,598
mysql/mysql-server,6,4.7,18,138
msnh2012/Msnhnet,6,5.1,111,916
microsoft/winget-cli,6,6.4,97,436
microsoft/AirSim,6,5.3,28,530
meganz/sdk,6,7.5,492,5804
madler/zlib,6,6.2,29,209
lief-project/LIEF,6,4.9,60,2152
libexpat/libexpat,6,8.3,27,296
lexborisov/myhtml,6,6.4,43,607
jwasham/practice-c,6,6,3,21
jonasmr/microprofile,6,4.7,14,170
hoohack/read-php-src,6,5.8,264,666
ggerganov/llama.cpp,6,5.3,31,217
clMathLibraries/clBLAS,6,6.1,3,13
cginternals/glbinding,6,5.7,2,150
aras-p/ClangBuildAnalyzer,6,5.4,22,436
allinurl/gwsocket,6,7.3,3,108
TheAlgorithms/C-Plus-Plus,6,6.8,17,996
Tessil/robin-map,6,5.4,0,3
Tencent/mars,6,6.1,227,1335
Plutoberth/SonyHeadphonesClient,6,5,85,757
OpenSYCL/OpenSYCL,6,5.8,26,340
FORTH-ModelBasedTracker/MocapNET,6,7.2,54,505
ArthurSonzogni/Diagon,6,5.2,50,971
Almamu/linux-wallpaperengine,6,6.3,8,184
zrax/pycdc,5,5.3,11,60
wdas/ptex,5,5.6,7,178
stenzek/duckstation,5,5,4,78
solodon4/Mach7,5,5,4,45
richgel999/miniz,5,5.3,26,137
peng-zhihui/A-Eye,5,4.7,105,1575
openwrt/openwrt,5,6.9,9,106
mlpack/ensmallen,5,8.6,2,25
meganz/MEGAcmd,5,7.6,349,3636
libssh2/libssh2,5,7,88,449
lexborisov/Modest,5,6.8,78,1579
lede-project/source,5,6.3,9,106
lava/matplotlib-cpp,5,6.4,0,15
juj/MathGeoLib,5,6,22,673
jmpews/Dobby,5,5.2,14,90
jedisct1/libsodium,5,6.3,23,408
jbruchon/elks,5,6.1,8,26
jarro2783/cxxopts,5,6.7,2,5
jarcode-foss/glava,5,6.2,17,127
ivmai/bdwgc,5,6.8,7,57
immortalwrt/immortalwrt,5,7.6,9,106
hoglet67/RGBtoHDMI,5,6.6,90,524
google/highway,5,8.2,15,221
google/draco,5,6.7,36,367
gnuradio/gnuradio,5,7.4,114,1979
gamelinux/passivedns,5,6.3,13,58
foonathan/cppast,5,6.7,50,490
facebook/hhvm,5,5.8,123,892
ethz-asl/okvis,5,6.1,11,156
erincatto/box2d-lite,5,6.2,53,572
eclipse/mosquitto,5,5.4,200,745
eBay/NuRaft,5,7.5,48,474
dev-cafe/cmake-cookbook,5,6.8,0,55
dblalock/bolt,5,6,17,65
crownengine/crown,5,4.4,7,150
cisco/libsrtp,5,7,21,226
bingoogolapple/BGAQRCode-Android,5,4.7,2,6
asterisk/asterisk,5,7.3,19,75
assimp/assimp,5,7.8,96,988
ammarahm-ed/react-native-mmkv-storage,5,6,8,182
ZLMediaKit/ZLToolKit,5,6.3,7,364
OpenRCT2/OpenRCT2,5,6.5,646,6856
FEX-Emu/FEX,5,7.5,0,55
Entware/Entware,5,6.4,9,104
CodingGay/BlackDex,5,5.2,12,85
ClemensElflein/OpenMower,5,5.9,0,12
AngoraFuzzer/Angora,5,6.5,30,499
AcademySoftwareFoundation/OpenColorIO,5,8.4,364,2828
zhlynn/zsign,4,6.7,19,193
xiph/LPCNet,4,6.4,15,93
vivien/i3blocks,4,5.7,3,117
troldal/OpenXLSX,4,5.9,26,498
tizonia/tizonia-openmax-il,4,6.3,56,389
stephane/libmodbus,4,5.3,8,106
statsite/statsite,4,6.8,9,418
sogou/workflow,4,6.5,38,1224
simd-everywhere/simde,4,5.4,1241,23930
securesocketfunneling/ssf,4,5.5,4,190
rpclib/rpclib,4,5.7,4,84
qt-creator/qt-creator,4,5.3,8,118
qicosmos/rest_rpc,4,6,0,36
pyca/pynacl,4,7,23,370
ossrs/state-threads,4,4.7,9,89
oracle/graaljs,4,6.1,72,561
opentx/opentx,4,5.2,152,1816
mozilla/DeepSpeech,4,4.6,6,145
mmorise/World,4,6.9,0,221
mikke89/RmlUi,4,6,82,1114
microsoft/verona,4,7.5,1,114
microsoft/napajs,4,7.1,0,66
marian-nmt/marian,4,4.8,31,136
logrotate/logrotate,4,7.4,14,64
libusb/libusb,4,6.4,13,199
kgabis/parson,4,5.6,4,108
jpmens/jo,4,6,9,66
jlblancoc/nanoflann,4,7.1,1,34
intel/pcm,4,6.8,82,782
ihhub/fheroes2,4,5.2,257,2831
harporoeder/ebpfsnitch,4,5.9,1,82
google/marl,4,8.7,1,54
ggreer/the_silver_searcher,4,7.2,18,72
fragglet/c-algorithms,4,6,1,148
foonathan/type_safe,4,5.5,2,49
emilk/loguru,4,7.4,1,26
eclipse/paho.mqtt.embedded-c,4,5.9,2,99
eclipse-ecal/ecal,4,5.9,94,2913
dougbinks/enkiTS,4,6.4,3,103
coqui-ai/STT,4,5.5,6,145
cityflow-project/CityFlow,4,7,9,148
chris2511/xca,4,4.6,29,918
blechschmidt/massdns,4,6.8,6,57
amadvance/snapraid,4,4.6,51,400
aliyun/ossfs,4,5.3,190,317
alexa/avs-device-sdk,4,6.9,2,33
albertlauncher/albert,4,7,7,265
abishekvashok/cmatrix,4,6.9,1,6
YosysHQ/nextpnr,4,6.3,7,299
XiaoMi/mace,4,2.9,26,380
ValveSoftware/openvr,4,5.6,16,575
RainerKuemmerle/g2o,4,5.5,39,582
RPCS3/rpcs3,4,6.3,12,191
AlexFanw/HUSTER-CS,4,5.2,3,34
zpl-c/librg,3,4.5,0,19
weolar/miniblink49,3,4.8,0,9
vroland/epdiy,3,6.1,4,342
unity3d-jp/NormalPainter,3,5.2,18,150
uncrustify/uncrustify,3,7.5,144,677
uTensor/uTensor,3,7.1,1,90
transmission/transmission,3,5.9,99,1737
the-tcpdump-group/libpcap,3,7.6,40,387
tevador/RandomX,3,6.7,12,236
strasdat/Sophus,3,6,13,38
session-replay-tools/cetus,3,5,9,113
rakshasa/libtorrent,3,6.8,26,868
pistacheio/pistache,3,5.7,11,273
pfultz2/Linq,3,6.2,0,1
opendnssec/SoftHSMv2,3,7.2,135,1949
nghttp2/nghttp2,3,6.8,111,1532
netblue30/firejail,3,8.2,136,794
mobile-shell/mosh,3,6.6,24,287
miek/inspectrum,3,5.5,2,60
microsoft/CCF,3,6.1,6,232
meta-toolkit/meta,3,5.5,19,919
medooze/media-server,3,7.4,8,45
lastpass/lastpass-cli,3,6,20,301
kmammou/v-hacd,3,6.6,4,28
juzzlin/Heimer,3,7,11,525
jacktrip/jacktrip,3,7.9,28,375
intel/isa-l,3,7.5,23,158
httperf/httperf,3,7.2,14,156
hluk/CopyQ,3,6.2,73,1862
grame-cncm/faust,3,4.4,2,62
google/mathfu,3,7,26,96
google/liquidfun,3,6.4,17,341
github/securitylab,3,8.1,4,313
fireice-uk/xmr-stak-cpu,3,6.6,3,108
farbrausch/fr_public,3,4.6,3,28
facebook/rocksdb,3,8.7,600,6905
f4exb/sdrangel,3,6.1,352,5541
eventql/eventql,3,4.2,3,28
dmlc/xgboost,3,7.9,31,704
davideberly/GeometricTools,3,7.3,12,1195
darktable-org/darktable,3,6.8,739,5276
craigsapp/midifile,3,6.5,23,360
commonmark/cmark,3,6.6,42,230
citp/BlockSci,3,6.5,226,3245
chriskohlhoff/asio,3,5.9,5,379
boostorg/hana,3,7.3,19,227
aria2/aria2,3,4.7,6,36
aizvorski/h264bitstream,3,6.5,34,87
Tencent/Tendis,3,2.4,169,2724
Slackadays/Clipboard,3,5.8,5,161
SFML/SFML,3,5.7,18,505
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,4.7,8,61
DanielChappuis/reactphysics3d,3,5.4,22,320
Cocos-BCX/cocos-mainnet,3,6.1,34,85
Cisco-Talos/clamav,3,7.6,32,145
ChunelFeng/CGraph,3,6.4,1,135
Benjamin-Dobell/Heimdall,3,5,0,10
zetavm/zetavm,2,6,13,152
zauonlok/renderer,2,4,8,195
yyzybb537/libgo,2,6,8,153
yedf2/handy,2,6.4,13,127
xmrig/xmrig,2,7.5,49,125
xbmc/xbmc,2,7.3,4,53
vincentlaucsb/csv-parser,2,6.7,0,61
vgmtrans/vgmtrans,2,4.7,33,249
tsl0922/ttyd,2,4.6,3,45
trojan-gfw/trojan,2,7.1,8,134
traviscross/mtr,2,7.4,15,176
szechyjs/dsd,2,6.2,0,15
sparsehash/sparsehash,2,5.4,33,141
slic3r/Slic3r,2,6.2,26,131
skywind3000/kcp,2,7.7,5,30
simsong/tcpflow,2,4.3,24,272
simdutf/simdutf,2,5.6,16,519
seetafaceengine/SeetaFace2,2,6.5,27,348
schweikert/fping,2,5.4,6,54
rougier/freetype-gl,2,5.9,7,106
ridiculousfish/libdivide,2,6.8,2,19
pybind/pybind11,2,7.6,7,268
plasma-umass/Mesh,2,4.7,2,70
peregrine-lang/Peregrine,2,6.3,27,337
oliverw/miningcore,2,4.8,8,41
odygrd/quill,2,6.2,2,102
obsproject/obs-studio,2,6.4,10,136
nokiatech/heif,2,6.4,43,1412
nickgillian/grt,2,6.9,0,3
mutouyun/cpp-ipc,2,5.8,1,46
mhx/dwarfs,2,6.8,5,22
maxmind/libmaxminddb,2,5.8,9,82
libcheck/check,2,5.1,17,439
lemire/FastPFor,2,7.3,8,169
layoutBox/FlexLayout,2,6.3,0,3
laurentkneip/opengv,2,7,8,147
kimwalisch/primesieve,2,5.5,13,144
json-parser/json-parser,2,5.8,1,6
json-c/json-c,2,8,18,195
jessek/hashdeep,2,5.7,8,137
input-leap/input-leap,2,5.8,29,926
inotify-tools/inotify-tools,2,4.8,13,87
hughperkins/tf-coriander,2,5.3,245,2711
haywire/haywire,2,5,25,144
haikarainen/light,2,6.4,1,53
google/leveldb,2,9,29,661
google/gemmlowp,2,7.6,2,72
gnif/LookingGlass,2,5.9,176,589
fukuchi/libqrencode,2,5,9,166
francescmm/GitQlient,2,5.6,19,565
fholger/openvr_fsr,2,3.2,24,645
emmericp/ixy,2,6.7,6,60
emcrisostomo/fswatch,2,4.4,1,79
embree/embree,2,6.4,18,295
ebiggers/libdeflate,2,5.8,11,98
drogonframework/drogon,2,6.9,89,883
cxong/cdogs-sdl,2,6.7,23,164
crow-translate/crow-translate,2,5.6,6,287
cjdelisle/cjdns,2,6,37,323
cisco-system-traffic-generator/trex-core,2,5.9,15,344
chenshuo/muduo,2,6.7,10,720
banach-space/llvm-tutor,2,5.5,0,3
audacious-media-player/audacious,2,6.3,9,214
apache/hawq,2,4.5,0,3
andrewrk/libsoundio,2,7.2,10,128
albertodemichelis/squirrel,2,6.6,22,474
aklomp/base64,2,5.2,8,31
akheron/jansson,2,5.8,11,156
aguinet/wannakey,2,5.9,0,12
adnanaziz/EPIJudge,2,5,9,468
a2o/snoopy,2,4.1,3,165
Yubico/yubico-pam,2,5.3,8,23
SciresM/hactool,2,4.7,133,941
ScanNet/ScanNet,2,5.8,2,23
Rezonality/zep,2,5.2,30,371
ReimuNotMoe/ydotool,2,5.8,6,12
RaftLib/RaftLib,2,5.3,3,167
PyMesh/PyMesh,2,4.4,0,3
PetteriAimonen/libfixmath,2,6.4,14,74
PaddlePaddle/FastDeploy,2,5,59,912
OpenRC/openrc,2,7.2,46,256
FreeOpcUa/freeopcua,2,6.4,10,373
CaoWGG/TensorRT-CenterNet,2,5.4,14,149
Ableton/link,2,6.7,2,33
86Box/86Box,2,6.2,4,10
0x90/wifi-arsenal,2,4.8,5,79
zyantific/zydis,1,7.2,102,374
zlib-ng/minizip-ng,1,5.8,18,327
zeux/meshoptimizer,1,5.4,17,137
yuesong-feng/30dayMakeCppServer,1,6.1,0,124
yse/easy_profiler,1,5.9,4,110
whoozle/android-file-transfer-linux,1,4.6,14,297
wgtdkp/wgtcc,1,6.1,14,277
wfrest/wfrest,1,6.6,2,100
webmproject/libwebp,1,7.4,119,1308
unity3d-jp/MeshSync,1,6.9,3,89
twitter/twemproxy,1,5.3,98,546
twitter/ios-twitter-image-pipeline,1,5.9,119,1300
thewtex/tmux-mem-cpu-load,1,7,1,10
tgraf/bmon,1,6,18,212
tfhe/tfhe,1,6.5,0,211
tcbrindle/raytracer.hpp,1,5.8,0,1
taocpp/PEGTL,1,5.9,19,246
strukturag/libheif,1,5.6,28,432
sheredom/subprocess.h,1,5.4,39,57
robin-shaun/XTDrone,1,6.8,11,36
revng/revng,1,7.3,71,637
reo7sp/tgbot-cpp,1,6.7,1,254
rbock/sqlpp11,1,8.3,2,22
open-mpi/ompi,1,7.4,20,91
nvim-telescope/telescope-fzf-native.nvim,1,5.5,5,38
nih-at/libzip,1,7.1,37,421
niXman/yas,1,5.2,2,5
networkit/networkit,1,7.3,145,1658
ndless-nspire/Ndless,1,5.3,0,2
msracver/Deep-Image-Analogy,1,3.4,157,1064
mrtazz/restclient-cpp,1,7,0,12
monero-project/monero,1,7.7,2,34
microsoft/GSL,1,8,0,13
matt-42/iod,1,6.5,2,24
mapcrafter/mapcrafter,1,6.8,20,459
maharmstone/quibble,1,6.8,84,500
lzfse/lzfse,1,7.3,8,46
luceneplusplus/LucenePlusPlus,1,7.7,186,2711
libnet/libnet,1,5,10,169
libimobiledevice/ifuse,1,4.5,3,23
libffi/libffi,1,5.8,4,54
johang/btfs,1,6.4,0,32
jmcnamara/libxlsxwriter,1,6.4,117,881
jeremycw/httpserver.h,1,6,10,87
jart/hiptext,1,5.6,0,3
happynear/caffe-windows,1,4.5,192,1210
griddb/griddb,1,5,3,35
grf-labs/grf,1,7.3,9,122
googleprojectzero/TinyInst,1,5.4,4,118
elFarto/nvidia-vaapi-driver,1,6.8,7,115
doyubkim/fluid-engine-dev,1,5,63,1538
docopt/docopt.cpp,1,7,2,23
dmlc/dmlc-core,1,6,2,54
dlundquist/sniproxy,1,6.3,11,177
dannagle/PacketSender,1,5.6,28,233
cutelyst/cutelyst,1,5.9,55,651
csmith-project/creduce,1,6.2,4,40
cockpit-project/cockpit,1,6.2,114,1272
cmu-sei/pharos,1,5.8,0,11
clab/fast_align,1,6.3,6,26
cboxdoerfer/fsearch,1,5.6,26,729
c9s/r3,1,6,5,40
bombela/backward-cpp,1,7.9,0,5
bk138/gromit-mpx,1,5.4,9,54
andybarry/flight,1,5.2,0,3
alibaba/weex,1,5,16,334
alexgkendall/caffe-segnet,1,4.7,126,847
alecthomas/entityx,1,5.7,0,17
aksnzhy/xlearn,1,5.5,0,3
aerys/minko,1,5.2,0,3
Tencent/Hippy,1,5.6,234,976
Tencent/GameAISDK,1,4.3,12,243
TartanLlama/expected,1,6.7,1,2
StanfordPL/stoke,1,4.2,0,3
SergiusTheBest/plog,1,6.6,3,40
REGoth-project/REGoth,1,6,3,8
F8LEFT/FUPK3,1,5.1,26,588
ColdGrub1384/Pyto,1,5,4,53
CobaltFusion/DebugViewPP,1,3.7,4,299
CLIUtils/CLI11,1,6.5,0,56
CE-Programming/CEmu,1,5.6,2,17
BVLC/caffe,1,5.4,163,1070
AshampooSystems/boden,1,4.9,9,250
AsPJT/DungeonTemplateLibrary,1,6.3,0,10
ArthurSonzogni/FTXUI,1,5.8,3,384
zeux/volk,0,6.5,0,7
zeux/pugixml,0,6.3,30,430
zerotier/ZeroTierOne,0,5.8,2,190
zeromq/cppzmq,0,6,0,4
zealdocs/zeal,0,5.6,6,213
zddhub/opensse,0,6.1,1,33
zbackup/zbackup,0,6,1,31
yugabyte/yugabyte-db,0,5.6,2,166
yuezk/GlobalProtect-openconnect,0,5.8,2,96
yuanming-hu/taichi_mpm,0,5.6,3,37
yitter/IdGenerator,0,6.3,1,10
yhirose/cpp-peglib,0,6.5,4,116
yandex/odyssey,0,5.2,2,166
yaml/libyaml,0,5.2,66,202
xemu-project/xemu,0,4.8,10,91
wolfSSL/wolfssl,0,8,297,1636
wjakob/nanobind,0,6.5,14,241
wisdompeak/LeetCode,0,6.9,0,2
wilix-team/iohook,0,4.2,4,76
webcamoid/webcamoid,0,6.2,167,4348
wazuh/wazuh,0,5,20,338
wang-xinyu/tensorrtx,0,7,1,145
vgough/encfs,0,7.3,5,111
vector-of-bool/pitchfork,0,5.6,0,1
userver-framework/userver,0,5.8,0,1
upx/upx,0,5.2,131,831
unetbootin/unetbootin,0,2.3,12,80
uber/h3,0,6.3,70,343
tronkko/dirent,0,6.4,11,29
