repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
davmac314/dinit,5,466,5.2,30,195,3806,23595
crownengine/crown,5,40,4.5,7,150,189920,1051890
cisco/libsrtp,5,51,5.8,21,226,8867,19163
bytedance/Fastbot_Android,5,2,4.4,38,401,10540,33847
bepaald/signalbackup-tools,5,196,5,71,163,9314,30673
asterisk/asterisk,5,4,7.4,19,75,226607,724837
apache/nuttx,5,6,7.5,5,62,1589946,2463187
ZerBea/hcxtools,5,-1,6,68,265,609,19219
Tencent/ScriptX,5,0,4.7,5,291,5133,18528
Return-To-The-Roots/s25client,5,3,5.9,270,3154,18483,120545
QingdaoU/Judger,5,46,3.9,17,134,1604,5548
OWASP/IoTGoat,5,121,3.8,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
LongSoft/UEFITool,5,380,5.4,49,488,9750,42692
Lienol/openwrt,5,120,6,9,103,60127,223173
H5GG/H5GG,5,16,3.2,7,80,30684,82714
FRRouting/frr,5,-1,5.1,2389,18058,102214,645287
FEX-Emu/FEX,5,-1,6.9,0,16,18949,137941
Exiv2/exiv2,5,1037,6.9,113,1521,21218,78547
Entware/Entware,5,120,6.4,9,106,7650,48323
BlueBrain/HighFive,5,327,6.9,38,496,3106,10556
AngoraFuzzer/Angora,5,68,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,8,366,2895,24178,189123
151,4.5,4066,85,124287,27262,,
zhlynn/zsign,4,22,4.8,19,194,105,8078
xMasterX/all-the-plugins,4,23,4.2,2,37,213376,1396641
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,4.8,273,777,196887,601725
unum-cloud/usearch,4,-1,5.5,0,21,1758,8761
troldal/OpenXLSX,4,-1,3.4,26,496,17957,74339
the-tcpdump-group/libpcap,4,71,6.1,44,397,28630,45631
swkBerlin/kata-bootstraps,4,7,3,0,1,237,2610
stephane/libmodbus,4,0,4.7,8,106,834,5451
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,234,5.2,79,760,30824,424225
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,5.8,76,1192,12897,845428
qicosmos/rest_rpc,4,0,4.3,0,36,50956,191533
pyca/pynacl,4,169,5.8,23,370,2402,45891
pezmaster31/bamtools,4,135,4.3,26,427,8308,24708
ossrs/state-threads,4,14,4.2,9,89,13043,25013
oracle/graaljs,4,203,2.9,90,696,532601,2947938
opentx/opentx,4,0,4.4,152,1816,117173,344177
opendnssec/SoftHSMv2,4,119,5.3,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,0,4.3,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
mity/md4c,4,43,4.1,34,136,1323,7882
marian-nmt/marian,4,58,4.4,31,136,97898,253796
logrotate/logrotate,4,9,7.6,14,64,363,5160
libconfuse/libconfuse,4,-1,4.3,10,123,1719,5633
lamarrr/STX,4,0,5.8,0,9,3482,9322
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,-1,4.8,105,474,7761,25387
jlblancoc/nanoflann,4,23,5.7,1,33,9727,24045
jfedor2/hid-remapper,4,0,5.2,40,549,631,7018
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,278,6.5,88,824,4144,37983
ihhub/fheroes2,4,152,6.1,290,3036,17078,124124
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,12,5.5,9,212,1714,17272
google/marl,4,0,6.9,1,54,2157,7516
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.1,2,49,2975,11817
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,9,6.2,55,612,3316,19499
eclipse/paho.mqtt.embedded-c,4,14,4,2,99,1792,7622
dougbinks/enkiTS,4,7,6.3,3,103,1041,4295
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.9,15,93,1286,5152
cpp-main/cpp-tbox,4,73,5.8,28,853,18859,49878
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,5,115,781,59995,120242
amadvance/snapraid,4,49,4.2,51,400,12059,43848
aliyun/ossfs,4,37,3.7,85,520,5062,19369
alibaba/tblive,4,41,2.5,10,232,160798,286986
alexa/avs-device-sdk,4,0,4.9,2,33,141576,534740
aff3ct/MIPP,4,68,5.3,32,618,3014,42810
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6.1,7,299,56505,235534
Winderton/xplatform,4,-1,4,0,6,9566,27777
RainerKuemmerle/g2o,4,0,5.4,38,591,20827,47320
Project-LemonLime/Project_LemonLime,4,1,5,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5.1,41,486,12513,32593
OpenArkStudio/ARK,4,16,3.9,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,6.5,0,4,31799,108730
MasterQ32/kristall,4,30,5.7,106,1187,3436,62366
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.6,60,622,15669,56891
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.5,0,6,199,2151
EUA/wxHexEditor,4,155,6.1,14,291,5287,33287
BlitterStudio/amiberry,4,83,4.8,6,314,76775,827775
zpl-c/librg,3,0,4.2,0,19,2937,23192
webcamoid/webcamoid,3,0,5.7,72,2429,16233,92051
vroland/epdiy,3,-1,5.4,4,342,9646,313632
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uncrustify/uncrustify,3,0,6.9,145,681,17526,108721
uTensor/uTensor,3,3,4.9,1,90,2870,162563
topling/toplingdb,3,-1,6.8,562,7191,98580,467042
tgfrerer/island,3,0,5.5,59,754,14996,71858
tevador/RandomX,3,33,6.2,12,237,2786,12351
terralang/terra,3,-1,4.1,30,315,1585,12172
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,174,5.6,80,227,4812,45767
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,213,5,32,543,7414,49217
strasdat/Sophus,3,-1,6,13,38,2965,10964
stephenberry/glaze,3,0,5.9,1,89,1114,24543
session-replay-tools/cetus,3,3,2.4,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
richgel999/miniz,3,45,5.3,26,137,926,10126
resurrecting-open-source-projects/scrot,3,-1,4.9,6,60,467,2253
rauc/rauc,3,5,7.9,234,835,3745,31140
pistacheio/pistache,3,-1,5.1,9,284,2551,33420
pfultz2/Linq,3,0,4.1,0,1,703,3214
p4lang/behavioral-model,3,-1,6.9,38,1916,21286,85429
nbarkhina/N64Wasm,3,235,3.5,27,193,46461,512880
nasa/XPlaneConnect,3,6,2.5,4,89,5862,7709
miek/inspectrum,3,0,6.2,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
limbo018/DREAMPlace,3,43,3.4,6,14,5543,28221
libtom/libtommath,3,155,7,61,222,3513,13413
libsndfile/libsamplerate,3,0,6,6,70,755,371434
libimobiledevice/libplist,3,99,4.4,132,580,2539,10955
libharu/libharu,3,118,5.2,30,723,3771,135185
lastpass/lastpass-cli,3,36,5.6,20,301,2160,10026
kmammou/v-hacd,3,3,4.6,4,28,996,12784
kenzok8/small-package,3,0,4.4,6,33,6878,91077
juzzlin/Heimer,3,2,5.5,11,535,2800,15206
json-c/json-c,3,129,7,21,211,3118,9114
intel/isa-l,3,-1,6.7,23,160,6301,45937
httperf/httperf,3,9,5.7,14,156,2073,7638
horsicq/XAPKDetector,3,107,4.8,112,1584,242,869
gphoto/libgphoto2,3,2,6.9,4,91,31958,137927
google/mathfu,3,188,5.7,26,96,2782,5514
github/securitylab,3,33,6.8,4,313,5754,19081
garbear/kodi-steamlink,3,4,2.7,41,169,163289,729662
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,170,5.6,377,5944,76636,695300
eventql/eventql,3,45,1.8,3,28,189351,734247
eclipse-ecal/ecal,3,17,6.2,92,3042,45580,126002
ebiggers/libdeflate,3,37,5.1,11,98,5522,11359
davideberly/GeometricTools,3,151,6.2,12,1195,52586,294113
craigsapp/midifile,3,8,4.3,23,361,5181,16150
coqui-ai/STT,3,42,4.5,6,145,51946,202081
commonmark/cmark,3,10,5.2,42,230,840,21076
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,-1,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,382,33104,240645
chris2511/xca,3,0,5,28,916,1732,28550
breakfastquay/rubberband,3,-1,4.8,20,243,4991,24018
boostorg/hana,3,-1,4.5,19,227,22763,59565
blechschmidt/massdns,3,16,4.6,7,57,221,6179
banach-space/llvm-tutor,3,-1,5.7,0,3,1246,1767
arangodb/velocypack,3,244,5.6,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,157,4.8,10,194,1662,11067
aizvorski/h264bitstream,3,27,4.6,34,87,932,9384
aide/aide,3,49,5.5,33,260,2193,10609
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,16,5.3,12,455,84452,814442
Tencent/Tendis,3,40,2.3,169,2724,62025,333564
Tarsnap/scrypt,3,37,6.8,16,113,2859,5733
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,1.9,8,61,50802,77163
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,36,2.4,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,5.3,1,207,7320,7500
LuminanceHDR/LuminanceHDR,3,43,3.1,28,52,16347,67095
LLNL/zfp,3,45,4.5,7,74,3744,39808
KomputeProject/kompute,3,-1,5.4,6,209,1307,7669
KjellKod/g3log,3,3,5.1,1,53,1240,5012
JayDDee/cpuminer-opt,3,41,4.3,10,125,20563,170025
Ericsson/CodeCompass,3,4,4.7,0,3,3175,24004
Dwarf-Therapist/Dwarf-Therapist,3,0,4.7,99,980,6282,36565
Cocos-BCX/cocos-mainnet,3,47,3.1,34,85,41364,190147
Cisco-Talos/clamav,3,80,6.8,32,145,38266,211126
CandyConfident/HighPerformanceConcurrentServer,3,5,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
ArkScript-lang/Ark,3,0,5.1,14,202,2997,8465
AngusJohnson/Clipper2,3,81,5.3,21,221,737,9864
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,6.4,2,33,4373,24998
zlib-ng/minizip-ng,2,12,5.4,18,332,1216,14482
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,24,4.8,0,61,4367,26784
triton-inference-server/client,2,2,5.9,2,34,9728,43522
traviscross/mtr,2,35,6.5,15,176,2476,10479
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,179,5.5,557,1730,27973,131581
stclib/STC,2,0,5.9,2,20,4128,23641
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10821,62528
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,24,272,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6.2,6,54,567,2674
sampsyo/llvm-pass-skeleton,2,0,6.1,0,1,0,29
rougier/freetype-gl,2,15,4.6,7,106,22693,34877
rockdaboot/wget2,2,300,5.9,122,945,15159,44157
rikyoz/bit7z,2,87,5,0,230,3797,14216
ridiculousfish/libdivide,2,0,4.6,2,19,1013,201657
randy408/libspng,2,37,5.5,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.5,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.9,0,69,427,3018
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5.8,1,57,14058,38993
munt/munt,2,84,4.4,10,373,5908,31840
mpartel/bindfs,2,13,5.4,8,124,393,4202
mitsuba-renderer/drjit,2,0,5.9,54,468,2942,27649
michaelrsweet/mxml,2,4,5.7,12,99,2230,5204
mhx/dwarfs,2,30,5.9,5,22,3456,38369
meganz/sdk,2,0,6.1,588,6606,54258,200381
maxmind/libmaxminddb,2,10,6.1,9,82,335,5671
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
libnet/nemesis,2,12,3.9,19,90,834,7178
libcheck/check,2,11,4.4,17,433,2421,11850
lemire/FastPFor,2,-1,5.3,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,16,4,5,339,22959,213361
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
layoutBox/FlexLayout,2,0,5.8,0,3,23487,86074
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,5.1,4,108,184,3091
kcat/openal-soft,2,189,5,66,1095,8040,72364
json-parser/json-parser,2,2,4.9,1,6,140,1376
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,7,27,434,13244,38144
itas109/CSerialPort,2,16,4.5,8,454,1875,6438
ispc/ispc,2,31,6.5,4,137,10798,51648
intel/x86-simd-sort,2,-1,5.9,0,48,506,7663
input-leap/input-leap,2,0,5.3,29,922,27937,81048
inotify-tools/inotify-tools,2,6,5.6,12,90,1476,4608
hosseinmoein/DataFrame,2,5,7.2,2,25,7737,37762
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
google/highway,2,-1,8,33,382,11876,90443
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,6.2,11,77,27396,86215
gem5/gem5,2,0,5.3,7,268,298373,888250
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,20,149,39888,230895
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fritzone/obfy,2,13,4.5,0,19,65,958
francescmm/GitQlient,2,0,5.2,19,578,4027,15936
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,5.2,0,17,1128,1317
emqx/qmqtt,2,0,5.1,0,3,21383,62631
douban/libmc,2,24,4.8,5,85,511,5943
cxong/cdogs-sdl,2,31,5.1,23,164,21809,121769
crow-translate/crow-translate,2,0,5.1,6,283,1850,7754
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,647,3.3,10,242,8891,39333
codelibs/libdxfrw,2,50,4.8,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,2.8,15,344,432877,1777803
cginternals/cppfs,2,16,3.5,3,115,3308,5866
brunodev85/winlator,2,20,4,0,19,22,556
bkryza/clang-uml,2,257,5,13,468,22254,105859
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
audacious-media-player/audacious,2,20,4.9,9,214,5897,34477
apache/hawq,2,0,3.8,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.2,22,474,290,14013
aklomp/base64,2,1,4.4,8,31,1070,5235
akheron/jansson,2,28,5.6,11,156,922,8437
aguinet/wannakey,2,58,3.6,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.8,3,167,8087,7167
ZJULearning/nsg,2,9,3.9,5,25,95,1400
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
The-4n/4NXCI,2,0,3.7,133,941,25157,73659
Thalhammer/jwt-cpp,2,81,7.1,0,6,1645,6761
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.2,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,10,4.9,31,376,26585,126098
ReimuNotMoe/ydotool,2,1,4.3,6,12,239,908
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,25,5,0,5,2753,17565
PoseLib/PoseLib,2,63,5.7,2,148,3355,11468
PetteriAimonen/libfixmath,2,1,5.7,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,4.3,59,912,119395,515962
OpenSees/OpenSees,2,1,4.8,10,30,253950,1003276
OpenRC/openrc,2,1,6.5,47,257,1783,14345
NLnetLabs/unbound,2,-1,6.7,279,2418,42271,121366
MengRao/fmtlog,2,27,4.5,1,25,94,1434
MegEngine/InferLLM,2,44,6.1,14,152,510,9291
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,-1,4.1,4,277,5742,22902
Komet/MediaElch,2,0,4.5,66,1923,7740,97277
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,0,6.2,4,31,52712,289592
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
IronsDu/brynet,2,39,4.3,2,36,1551,24576
Icinga/icinga2,2,0,6.8,5,29,13947,95286
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,6.3,12,130,888,6310
CrowCpp/Crow,2,177,4.4,4,43,2564,28439
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
AliveToolkit/alive2,2,-1,5.9,47,1001,1311,26454
86Box/86Box,2,11,5.3,4,10,47391,490110
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,53,6.7,103,378,8175,19936
yse/easy_profiler,1,12,3.5,4,110,10287,36324
whoozle/android-file-transfer-linux,1,0,4.3,14,297,2549,14447
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
wfrest/wfrest,1,1,6.3,2,110,7544,27045
webmproject/libwebp,1,181,5.9,120,1344,11686,76484
url-kaist/patchwork-plusplus,1,0,5.4,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,36,5.8,0,131,13657,24542
tidyverse/vroom,1,20,5.8,1,5,6163,44299
thewtex/tmux-mem-cpu-load,1,7,5.3,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,5.8,19,248,1946,22938
sheredom/subprocess.h,1,42,4.5,39,57,821,2666
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
robotology/yarp,1,0,3.4,116,1415,152022,584798
robin-shaun/XTDrone,1,1,3.7,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.8,5,9,204,966
reo7sp/tgbot-cpp,1,95,5.3,1,254,5362,12232
rbock/sqlpp11,1,-1,7.4,2,42,12311,29873
pygobject/pycairo,1,-1,6,11,327,764,8873
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,140869,431327
omnigres/omnigres,1,-1,5.6,0,1,7252,62660
nvim-telescope/telescope-fzf-native.nvim,1,20,5.2,5,38,56,1858
nih-at/libzip,1,0,6.8,35,384,5397,16797
niXman/yas,1,7,4.9,2,5,13970,31430
ngtcp2/ngtcp2,1,111,7.3,58,681,19053,66434
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.6,0,2,7129,70783
mtrojnar/osslsigncode,1,16,6,21,230,2212,9803
msracver/Deep-Image-Analogy,1,-1,0.6,157,1064,34262,141124
mrtazz/restclient-cpp,1,2,5.2,0,12,22715,58737
mlpack/ensmallen,1,337,8.1,2,25,19493,39240
microsoft/DirectStorage,1,-1,6.5,7,78,11139,53069
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
maoabc/nmmp,1,37,4,28,213,13009,277434
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.2,0,91,102,697
luceneplusplus/LucenePlusPlus,1,0,5.8,186,2711,41254,207021
libnet/libnet,1,81,5.5,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
libffi/libffi,1,26,5.4,4,54,8581,39069
lemire/EWAHBoolArray,1,236,4.2,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
junhyukoh/caffe-lstm,1,0,2.2,127,949,11584,54434
jpvanoosten/LearningDirectX12,1,166,2.6,31,301,97788,347008
johang/btfs,1,1,4.5,0,32,57,969
jmcnamara/libxlsxwriter,1,772,5.9,117,884,25972,63457
jeremycw/httpserver.h,1,0,4.7,10,87,1252,5990
jart/hiptext,1,0,3.6,0,3,13886,37677
ja2-stracciatella/ja2-stracciatella,1,16,4.6,35,361,63210,334040
iputils/iputils,1,11,6,20,99,747,5963
intel/libva,1,1,6.7,21,324,11544,16940
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
hughperkins/tf-coriander,1,0,3.4,245,2711,63849,252805
hidviz/hidviz,1,0,4.2,1,51,2625,6408
happynear/caffe-windows,1,-1,2.2,192,1210,13836,70317
griddb/griddb,1,1,4.3,3,35,83646,499022
grf-labs/grf,1,50,6.1,9,122,25978,106137
google/crc32c,1,34,6.7,12,290,166,1295
google/adiantum,1,36,5.7,13,81,625,313965
firebreath/FireBreath,1,-1,3.7,3,109,17603,54287
elFarto/nvidia-vaapi-driver,1,15,6.2,7,115,6734,10952
doyubkim/fluid-engine-dev,1,21,4.9,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,6,2,54,5371,17324
dlundquist/sniproxy,1,7,4.3,11,177,1148,5521
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
delfrrr/delaunator-cpp,1,24,4.3,0,7,41,750
ddiakopoulos/tinyply,1,17,4,1,2,760,5800
dannagle/PacketSender,1,0,5.2,28,233,548,10168
csmith-project/creduce,1,0,4.6,4,40,5329,32443
creytiv/re,1,-1,4,51,1256,9168,39059
cmu-sei/pharos,1,0,-1,0,11,19169,74612
clab/fast_align,1,1,4.3,6,26,85,1399
cboxdoerfer/fsearch,1,0,5.3,33,735,1017,17029
c9s/r3,1,7,6.1,5,40,2366,14317
bombela/backward-cpp,1,26,5.9,0,5,831,3759
blurrypiano/littleVulkanEngine,1,45,4.1,0,69,663,4916
bk138/gromit-mpx,1,2,5.4,10,54,395,2830
billyquith/ponder,1,30,4.3,0,206,18774,57071
berndporr/iir1,1,4,4.6,0,45,1994,3518
avluis/Hentoid,1,180,4.6,120,1344,14297,92016
anthonix/ffts,1,4,4.1,6,46,2458,20848
andybarry/flight,1,0,2.4,0,3,27270,77159
alexgkendall/caffe-segnet,1,0,2.2,126,852,11390,50736
alexgkendall/caffe-posenet,1,-1,2.2,129,958,11737,55776
alecthomas/entityx,1,96,5,0,17,1786,16720
alandefreitas/matplotplusplus,1,0,4.6,24,504,11625,1050691
aksnzhy/xlearn,1,0,3.5,0,3,24813,62221
aerys/minko,1,0,2.4,0,3,314605,1118342
WaterJuice/WjCryptLib,1,47,3.6,0,66,1774,4361
Ubpa/USRefl,1,0,4.4,0,30,168,3120
Tencent/Taitank,1,266,4.6,229,945,9911,33303
Tencent/GameAISDK,1,-1,1.2,12,243,419874,2055241
TartanLlama/expected,1,3,4.7,1,2,112,3504
StanfordPL/stoke,1,0,3.7,0,3,50702,126318
SergiusTheBest/plog,1,0,6.3,3,40,1142,13800
RaftLib/RaftLib,1,-1,5,3,167,7294,15604
REGoth-project/REGoth,1,3,4.2,3,8,11934,36541
OpenHD/OpenHD,1,21,5.2,2,277,4088,17422
Naios/function2,1,1,4.6,6,67,415,2472
MhLiao/TextBoxes_plusplus,1,-1,1.6,256,1342,14173,76114
MegEngine/MegCC,1,3,4.4,12,100,8077,120833
MKXJun/DirectX11-With-Windows-SDK,1,188,4.3,87,935,119368,386559
MIT-SPARK/TEASER-plusplus,1,0,4.6,21,108,2049,5457
Luwx/Lightly,1,0,4.6,42,373,5969,15168
LemonOSProject/LemonOS,1,0,3.8,18,258,3056,42531
LSPosed/LSPlant,1,0,5.6,15,174,393,5411
KDAB/GammaRay,1,26,6.2,0,5,18164,104708
Hopson97/MineCraft-One-Week-Challenge,1,12,5,3,125,12068,47076
FreeRTOS/FreeRTOS-Kernel,1,21,7,28,151,54941,98077
F8LEFT/FUPK3,1,0,3,26,588,53943,141879
DaanDeMeyer/reproc,1,6,4.5,9,53,782,3963
ColdGrub1384/Pyto,1,26,2.4,4,53,548405,915407
CobaltFusion/DebugViewPP,1,26,3.2,4,299,9130,54654
CLIUtils/CLI11,1,829,5.8,0,58,2467,22169
CE-Programming/CEmu,1,3,5.6,2,17,1015,24999
BabitMF/bmf,1,0,6.4,36,420,9832,38562
AshampooSystems/boden,1,8,2.6,9,250,1688,21917
AsPJT/DungeonTemplateLibrary,1,40,4.3,0,10,5731,17901
AirGuanZ/Atrc,1,11,3.5,0,19,13364,87207
AcademySoftwareFoundation/xstudio,1,6,4.8,9,53,13301,131266
834810071/muduo_study,1,0,3.8,14,544,2017,11220
3cky/mbusd,1,6,4.9,3,44,1073,2700
zm0612/eskf-gps-imu-fusion,0,5,5.3,2,33,1277,2068
zhihu/cuBERT,0,0,3.7,2,46,1632,7266
zherczeg/sljit,0,894,6.9,68,205,5583,49898
zeux/volk,0,0,5.8,0,7,117,4940
zeux/pugixml,0,24,6.3,30,432,2057,23708
zeromq/cppzmq,0,0,6.3,0,4,364,5967
zddhub/opensse,0,3,3.8,1,33,2274,7438
zbackup/zbackup,0,23,4.4,1,31,1021,7438
zaps166/QMPlay2,0,0,5,1,5,8331,76933
zakirullin/tiny-compiler,0,3,4.5,0,15,4,510
