repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
hoohack/read-php-src,5,50,3.4,133,348,323155,1988146
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,5.8,9,100,77874,335941
giacomo-b/CppRobotics,5,53,4.2,130,2625,228,635
ghaerr/elks,5,0,6.2,8,26,61873,271421
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,4.4,13,58,353,3437
frankmorgner/vsmartcard,5,702,3.8,8,79,2726,10097
f3d-app/f3d,5,0,6.2,12,238,6871,35232
eunomia-bpf/bpftime,5,5,6.5,10,287,7109,816650
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,88,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eclipse-ecal/ecal,5,18,6.2,92,3032,46036,126730
eBay/NuRaft,5,102,8.1,52,491,6986,24439
dev-cafe/cmake-cookbook,5,7,3.5,0,55,866,10719
deiv/driftnet,5,10,4.1,8,107,1424,4293
deathkiller/jazz2-native,5,2,5.4,159,2196,62358,199293
dblalock/bolt,5,88,3.8,17,65,66182,262286
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
asterisk/asterisk,5,4,7.6,19,75,226307,725642
apache/nuttx,5,6,7.5,5,62,1613348,2512378
ZerBea/hcxtools,5,-1,6,70,267,572,19541
Tencent/ScriptX,5,42,4.8,5,292,5141,18556
Return-To-The-Roots/s25client,5,3,6,271,3169,18534,121410
QingdaoU/Judger,5,46,3.8,17,134,1604,5548
OWASP/IoTGoat,5,121,3.8,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
LongSoft/UEFITool,5,383,5.4,49,488,9752,42697
Lienol/openwrt,5,120,6,9,103,60127,223173
FEX-Emu/FEX,5,0,6.8,0,19,18961,138392
Exiv2/exiv2,5,1029,6.9,112,1516,21206,78686
Entware/Entware,5,120,5.8,9,106,7650,48323
BlueBrain/HighFive,5,1340,6.9,40,504,3162,12247
AngoraFuzzer/Angora,5,62,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,5,8,366,2900,24257,189428
zhlynn/zsign,4,22,4.8,19,194,105,8078
xMasterX/all-the-plugins,4,23,4.8,2,37,211806,1348099
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
troldal/OpenXLSX,4,33,3.4,26,496,17957,74339
the-tcpdump-group/libpcap,4,71,6.4,44,397,28672,45638
swkBerlin/kata-bootstraps,4,7,3.7,0,1,237,2610
stephane/libmodbus,4,0,4.7,8,106,834,5451
statsite/statsite,4,53,4.9,9,418,3664,15698
simple64/simple64,4,234,4.6,79,760,30824,424225
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,5,76,1192,12897,845428
qicosmos/rest_rpc,4,0,4.5,0,36,50956,191533
pyca/pynacl,4,169,6.1,23,370,2402,45891
pezmaster31/bamtools,4,123,4.6,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
oracle/graaljs,4,203,2.9,90,696,532555,2947846
opentx/opentx,4,0,4.6,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,4.1,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
mity/md4c,4,43,4.5,34,136,1322,7882
marian-nmt/marian,4,58,4.4,31,136,97898,253796
logrotate/logrotate,4,9,7.3,14,64,363,5160
libconfuse/libconfuse,4,-1,4.2,10,123,1719,5633
lamarrr/STX,4,0,5.8,0,9,3478,9298
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,89,4.8,105,485,7895,25669
jlblancoc/nanoflann,4,15,6.2,2,40,9767,24253
jjwbruijn/OpenEPaperLink,4,24,4.1,2,36,686870,4375443
jfedor2/hid-remapper,4,0,5.2,40,551,641,7565
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,287,7.9,89,834,4189,38780
ihhub/fheroes2,4,154,6.1,300,3103,17695,126859
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,9,4.7,9,212,1714,17274
google/marl,4,0,7.6,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.3,2,49,2975,11817
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,9,6.6,55,620,3490,19888
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,6,3,103,1041,4295
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.9,15,93,1286,5152
cpp-main/cpp-tbox,4,229,5.8,28,859,18881,50102
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,5,115,781,59995,120242
bepaald/signalbackup-tools,4,0,5,71,167,9777,31773
amadvance/snapraid,4,49,4.3,51,400,12059,43848
aliyun/ossfs,4,37,3.3,85,520,5062,19369
alibaba/tblive,4,41,2.5,10,232,160798,286986
alexa/avs-device-sdk,4,0,4.9,2,33,141576,534740
aff3ct/MIPP,4,68,5.4,32,644,3218,46589
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6.2,7,299,57012,241766
Winderton/xplatform,4,-1,4,0,6,9566,27777
RainerKuemmerle/g2o,4,0,5.4,38,588,20536,46175
Project-LemonLime/Project_LemonLime,4,1,4.1,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5,41,486,12513,32593
OpenArkStudio/ARK,4,16,3.9,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,5.9,0,4,31799,108730
MasterQ32/kristall,4,30,5.7,107,1191,3441,62570
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.6,60,622,15669,56930
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.5,0,6,199,2151
EUA/wxHexEditor,4,155,6.1,14,291,5287,33289
128,3.9,4067,85,124301,27268,,
zpl-c/librg,3,0,3.9,0,19,2937,23192
webcamoid/webcamoid,3,0,6.5,72,2429,16233,92121
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uncrustify/uncrustify,3,0,6.2,147,683,18917,110096
uTensor/uTensor,3,11,4.8,1,90,2870,162565
tgfrerer/island,3,0,5.7,60,754,15693,75847
tevador/RandomX,3,33,6.2,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.6,80,232,4812,45775
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,219,5.3,32,544,7488,49314
session-replay-tools/cetus,3,3,2.4,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.3,4,43,482,4819
resurrecting-open-source-projects/scrot,3,-1,4.6,6,60,467,2253
rauc/rauc,3,1,7.9,239,849,3789,31245
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
pistacheio/pistache,3,-1,5.3,9,286,2624,33685
pfultz2/Linq,3,0,4.1,0,1,703,3214
p4lang/behavioral-model,3,-1,6.3,38,1916,21286,85441
nmap/ncrack,3,446,3.7,5,73,32435,85130
nbarkhina/N64Wasm,3,235,3.8,27,193,46461,512880
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,5.9,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
limbo018/DREAMPlace,3,43,3.2,6,14,5559,28265
libtom/libtommath,3,153,5.5,30,161,3513,13413
libsndfile/libsamplerate,3,0,5.8,6,70,755,371434
libharu/libharu,3,118,4.7,30,723,3771,135185
lastpass/lastpass-cli,3,36,5.6,20,301,2160,10026
kmammou/v-hacd,3,3,5.7,4,28,996,12782
kenzok8/small-package,3,0,4.4,6,34,6884,91095
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,11,560,2926,15450
httperf/httperf,3,9,5.7,14,156,2073,7638
google/mathfu,3,188,5.7,26,96,2782,5514
github/securitylab,3,33,6.8,4,313,5754,19081
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,120,5.2,384,5976,83358,698838
eventql/eventql,3,45,1.8,3,28,189351,734247
ebiggers/libdeflate,3,37,4.5,11,98,5522,11359
davideberly/GeometricTools,3,691,6.2,12,1195,52970,295688
craigsapp/midifile,3,8,4.3,23,361,5181,16150
coqui-ai/STT,3,42,4.5,6,145,51946,202081
commonmark/cmark,3,10,6.5,42,230,840,21087
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,4.8,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.5,39,382,33103,240645
chris2511/xca,3,0,5,28,916,1721,28314
breakfastquay/rubberband,3,-1,5,20,243,4991,24032
boostorg/hana,3,-1,6.2,19,228,22763,59578
blechschmidt/massdns,3,16,4,7,57,221,6179
arangodb/velocypack,3,244,5.4,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,157,4.2,10,194,1662,11119
aizvorski/h264bitstream,3,25,5.8,34,87,932,9388
aide/aide,3,52,6.3,33,266,2193,10853
adamritter/fastgron,3,104,4.8,15,214,15639,29819
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,15,5.3,12,455,84452,814442
Tencent/Tendis,3,40,2.3,169,2724,62025,333564
Tarsnap/scrypt,3,37,6.3,16,113,2859,5733
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
STMicroelectronics/STM32CubeF4,3,0,5.9,20,52,750703,10328791
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,1.9,9,61,50802,77172
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.4,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,5.2,2,270,7443,8713
LuminanceHDR/LuminanceHDR,3,43,3.2,28,52,16346,67108
LLNL/zfp,3,45,4.6,7,74,3743,39807
KjellKod/g3log,3,5,5.8,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,4.3,10,125,20448,170882
FreeRTOS/FreeRTOS-Kernel,3,62,7,68,309,55595,97158
Ericsson/CodeCompass,3,4,7.1,0,3,3191,24524
Dwarf-Therapist/Dwarf-Therapist,3,0,4.3,99,981,6283,36575
Cocos-BCX/cocos-mainnet,3,47,3.1,34,85,41364,190147
Cisco-Talos/clamav,3,80,7.1,32,145,38277,211278
CandyConfident/HighPerformanceConcurrentServer,3,4,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,4.8,2,33,4373,24998
znc/znc,2,0,5.9,112,1565,5824,41379
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,26,4.8,0,61,4367,26784
triton-inference-server/client,2,2,6.2,2,34,9787,43673
traviscross/mtr,2,35,6.5,15,175,2476,10479
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,181,5.7,582,1737,28008,132025
stclib/STC,2,0,5.6,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10849,62612
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,24,272,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,5.7,6,54,567,2674
sampsyo/llvm-pass-skeleton,2,0,4.3,0,1,0,29
rougier/freetype-gl,2,15,4.5,7,106,22693,34877
rockdaboot/wget2,2,300,5.9,122,946,15160,44282
rikyoz/bit7z,2,90,5,0,231,3805,14222
ridiculousfish/libdivide,2,0,5.3,2,19,1013,201657
randy408/libspng,2,37,5.7,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.3,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.5,0,69,427,3018
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5.9,1,57,14058,38993
munt/munt,2,84,4.1,10,373,5908,31840
mpartel/bindfs,2,14,7.3,8,125,394,4261
mitsuba-renderer/drjit,2,0,5.9,55,470,2950,27734
michaelrsweet/mxml,2,4,5.8,12,99,2230,5204
mhx/dwarfs,2,17,6.1,5,21,5188,51155
maxmind/libmaxminddb,2,10,6.2,9,82,332,5690
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
libnet/nemesis,2,12,3.8,19,90,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,5.3,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,16,4,5,339,23022,214308
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
layoutBox/FlexLayout,2,0,5.4,0,3,23487,86074
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,5.1,4,108,184,3091
json-parser/json-parser,2,2,4.9,1,6,140,1376
json-c/json-c,2,129,7,21,211,3118,9114
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,7,27,440,13295,38278
itas109/CSerialPort,2,16,4.8,10,454,1877,6481
ispc/ispc,2,31,5.9,4,137,10798,51660
iputils/iputils,2,11,6,20,99,747,5969
intel/x86-simd-sort,2,-1,5.9,0,84,532,8089
input-leap/input-leap,2,0,5.6,29,921,27937,81052
inotify-tools/inotify-tools,2,6,4.8,12,90,1476,4608
horsicq/XAPKDetector,2,107,4.8,114,1589,242,869
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,6,4,108,16442,58354
google/highway,2,-1,9.2,33,385,12080,91023
google/gemmlowp,2,5,6.5,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,6,11,77,27414,86330
gem5/gem5,2,0,4.4,7,268,300700,897076
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,20,149,39863,230957
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,4.8,0,17,1128,1317
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.9,15,461,101,2812
ecnerwala/cp-book,2,39,6.2,14,407,564,5805
douban/libmc,2,24,5.4,5,87,517,6082
cxong/cdogs-sdl,2,31,5.1,23,164,21828,122428
crow-translate/crow-translate,2,0,5.2,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,721,3.9,10,242,8891,39333
codelibs/libdxfrw,2,50,4.8,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,3.6,15,344,432877,1777814
cginternals/cppfs,2,16,3.5,3,115,3308,5866
berry-lang/berry,2,-1,6.1,25,720,3731,18225
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
audacious-media-player/audacious,2,20,5.7,9,214,5899,34547
apache/hawq,2,0,3.8,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.1,22,474,290,14013
aklomp/base64,2,1,5.1,8,31,1070,5235
akheron/jansson,2,28,5.6,11,156,922,8437
aguinet/wannakey,2,58,3.6,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.4,3,167,8087,7167
ZJULearning/nsg,2,9,4.6,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
WarmUpTill/SceneSwitcher,2,0,5.2,11,2009,2626,115815
The-4n/4NXCI,2,0,3.7,133,941,25157,73659
Thalhammer/jwt-cpp,2,81,7.4,0,6,1804,7503
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.2,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,10,4,31,376,26585,126098
ReimuNotMoe/ydotool,2,1,4.3,6,12,239,908
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,28,5,0,5,2753,17565
PoseLib/PoseLib,2,64,6.2,2,152,3422,11627
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,3.5,59,912,119396,515981
OpenSees/OpenSees,2,1,4.6,10,30,253653,1004213
OpenRC/openrc,2,1,6.3,47,257,1785,14345
NLnetLabs/unbound,2,-1,6.7,280,2418,42276,121426
MengRao/fmtlog,2,34,4.8,1,25,94,1434
MegEngine/InferLLM,2,44,5,14,152,510,9291
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,33,4.1,4,277,5742,22902
Komet/MediaElch,2,0,4.5,66,1932,7797,97364
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,52783,289886
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
Icinga/icinga2,2,0,6.7,5,29,13964,96022
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,5.6,12,130,888,6310
CrowCpp/Crow,2,177,4.4,4,43,2564,28439
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
AliveToolkit/alive2,2,0,5.9,48,1012,1333,26763
AOMediaCodec/libavif,2,104,7.5,82,390,5163,35664
86Box/86Box,2,11,6,4,10,48147,498446
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,55,6.7,104,379,8180,20052
zlib-ng/minizip-ng,1,11,5.3,19,332,1222,14537
yse/easy_profiler,1,12,4.1,4,110,10288,36337
whoozle/android-file-transfer-linux,1,0,5,14,297,2549,14458
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
webmproject/libwebp,1,181,5.9,120,1348,11753,82906
url-kaist/patchwork-plusplus,1,0,4.6,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,36,5.7,0,131,13707,24570
tidyverse/vroom,1,20,5.6,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,5.2,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,4.6,19,248,1946,22938
sheredom/subprocess.h,1,42,4.8,39,57,821,2666
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rose-compiler/rose,1,0,4.3,0,14,284204,1100881
robotology/yarp,1,0,3,116,1415,144655,552196
robin-shaun/XTDrone,1,1,3.2,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.6,5,9,204,966
reo7sp/tgbot-cpp,1,95,5.4,1,254,5365,12294
rbock/sqlpp11,1,20,7.4,2,42,12338,29911
pygobject/pycairo,1,-1,6,11,327,764,8873
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,140598,430879
nvim-telescope/telescope-fzf-native.nvim,1,20,5,5,38,56,1858
nih-at/libzip,1,0,5.6,35,384,5397,16797
niXman/yas,1,7,4.5,2,5,13970,31430
ngtcp2/ngtcp2,1,111,7.2,58,681,19075,66526
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.6,0,2,7129,70783
mtrojnar/osslsigncode,1,16,6.3,21,248,2333,10201
msracver/Deep-Image-Analogy,1,-1,0.6,157,1064,34262,141124
mrtazz/restclient-cpp,1,2,5.2,0,12,22715,58737
mlpack/ensmallen,1,338,8,2,25,19522,39460
microsoft/DirectStorage,1,62,7.1,7,78,11139,53069
meganz/sdk,1,0,6.1,321,3562,56626,213239
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
maoabc/nmmp,1,37,4,28,213,13009,277434
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.2,0,91,102,697
luceneplusplus/LucenePlusPlus,1,0,5.8,186,2711,41254,207021
libnet/libnet,1,81,4.6,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
libffi/libffi,1,26,5.4,4,54,8608,39427
lemire/EWAHBoolArray,1,236,4.2,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
junhyukoh/caffe-lstm,1,0,2.2,127,949,11584,54434
jpvanoosten/LearningDirectX12,1,166,2.6,31,301,97788,347008
johang/btfs,1,1,4.6,0,32,57,973
jmcnamara/libxlsxwriter,1,772,5.8,114,883,26116,63542
jeremycw/httpserver.h,1,0,4.7,10,87,1252,5990
jart/hiptext,1,0,3.6,0,3,13886,37677
ja2-stracciatella/ja2-stracciatella,1,16,4.4,35,361,63219,334036
intel/libva,1,1,6.7,21,324,11576,16988
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
hughperkins/tf-coriander,1,0,3.4,245,2711,63849,252805
hidviz/hidviz,1,0,4.2,1,51,2625,6408
happynear/caffe-windows,1,-1,2.2,192,1210,13836,70317
griddb/griddb,1,1,4.6,3,35,83646,499025
grf-labs/grf,1,50,6.1,9,122,25978,106137
google/crc32c,1,34,6.7,12,290,166,1295
google/adiantum,1,36,5.7,13,81,625,313965
gmarcais/Jellyfish,1,176,4.4,6,183,10421,35406
fritzone/obfy,1,13,4.5,0,19,65,958
firebreath/FireBreath,1,0,3.7,3,109,17603,54287
file/file,1,113,4.7,52,282,2762,17825
elFarto/nvidia-vaapi-driver,1,16,5.8,7,115,6762,11008
doyubkim/fluid-engine-dev,1,21,5.2,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,5.3,2,54,5371,17324
dlundquist/sniproxy,1,5,4.6,10,163,1144,5547
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
delfrrr/delaunator-cpp,1,24,4.3,0,7,41,750
ddiakopoulos/tinyply,1,17,4.5,1,2,760,5800
dannagle/PacketSender,1,0,5.2,28,235,559,10317
csmith-project/creduce,1,0,4.9,4,40,5329,32478
creytiv/re,1,263,3.9,51,1256,9168,39059
cmu-sei/pharos,1,0,2.6,0,11,19169,74612
clab/fast_align,1,1,4.3,6,26,85,1399
cboxdoerfer/fsearch,1,0,5.3,33,735,1017,17029
c9s/r3,1,7,6.3,5,40,2366,14317
c-ares/c-ares,1,175,6.8,55,647,8009,42384
brofield/simpleini,1,0,5.3,0,4,1474,3591
bombela/backward-cpp,1,26,7.1,0,12,831,3759
blurrypiano/littleVulkanEngine,1,45,4.1,0,69,663,4916
bk138/gromit-mpx,1,2,5.4,10,54,395,2830
billyquith/ponder,1,30,4.3,0,206,18774,57071
berndporr/iir1,1,4,4.5,0,45,1994,3518
avluis/Hentoid,1,180,4.6,120,1344,14297,92016
anthonix/ffts,1,4,4.1,6,46,2458,20848
andybarry/flight,1,0,2.4,0,3,27270,77159
alexgkendall/caffe-segnet,1,0,2.2,126,852,11390,50736
alexgkendall/caffe-posenet,1,-1,2.2,129,958,11737,55776
alecthomas/entityx,1,96,5,0,17,1786,16720
alandefreitas/matplotplusplus,1,0,4.4,24,504,11625,1050691
aksnzhy/xlearn,1,0,3.5,0,3,24813,62221
aerys/minko,1,0,2.4,0,3,314605,1118342
WaterJuice/WjCryptLib,1,47,3.6,0,66,1774,4361
Ubpa/USRefl,1,0,4.4,0,30,168,3120
Tencent/Taitank,1,266,4.6,229,945,9911,33303
Tencent/GameAISDK,1,-1,1.2,12,243,419874,2055241
TartanLlama/expected,1,3,4.7,1,2,112,3504
StanfordPL/stoke,1,0,3.7,0,3,50702,126318
SergiusTheBest/plog,1,0,6.1,3,40,1142,13872
RaftLib/RaftLib,1,5,4.5,3,167,7294,15604
REGoth-project/REGoth,1,3,4.2,3,8,11934,36541
OpenHD/OpenHD,1,18,5.2,3,279,4123,17577
Naios/function2,1,1,4.8,6,67,415,2472
MhLiao/TextBoxes_plusplus,1,-1,1.6,256,1342,14173,76114
MegEngine/MegCC,1,3,4.4,12,100,8094,121590
MKXJun/DirectX11-With-Windows-SDK,1,188,4.3,87,935,119368,386559
MIT-SPARK/TEASER-plusplus,1,97,4.8,21,106,2049,5457
Luwx/Lightly,1,0,4.6,42,373,5969,15168
LemonOSProject/LemonOS,1,0,4,18,258,3056,42526
LSPosed/LSPlant,1,0,5.9,15,174,393,5579
LMP88959/NTSC-CRT,1,11,5.8,4,16,831,3721
KDAB/GammaRay,1,26,6.2,0,5,17957,103858
Hopson97/MineCraft-One-Week-Challenge,1,12,5,3,125,12068,47076
F8LEFT/FUPK3,1,0,3,26,588,53943,141879
DaanDeMeyer/reproc,1,6,4.5,9,53,782,3963
ColdGrub1384/Pyto,1,26,2.4,4,53,548405,915407
CobaltFusion/DebugViewPP,1,26,3.2,4,299,9130,54654
CE-Programming/CEmu,1,3,4.6,2,17,1015,24999
BabitMF/bmf,1,0,5.6,39,432,9996,39388
AshampooSystems/boden,1,8,2.6,9,250,1688,21917
AsPJT/DungeonTemplateLibrary,1,40,4.3,0,10,5731,17901
AirGuanZ/Atrc,1,11,3.5,0,19,13364,87207
AcademySoftwareFoundation/xstudio,1,6,6.2,9,53,13301,131266
834810071/muduo_study,1,0,3.8,14,544,2017,11220
3cky/mbusd,1,7,5.5,3,45,1095,2769
