repo, bugs, ossf score, complex functions, total functions
codership/galera,28,6.4,124,1180
alibaba/GCanvas,28,6.1,31,400
Tencent/TNN,28,5.1,227,2136
MycroftAI/mimic1,28,6.5,52,687
zweigraf/face-landmarking-ios,27,5.8,150,1326
zlib-ng/zlib-ng,27,6.4,57,383
zaki/irrlicht,27,5.6,79,422
tmux/tmux,27,6.6,248,1958
supertuxkart/stk-code,27,5.5,220,1182
philburk/pforth,27,5.5,3,88
mtcp-stack/mtcp,27,6.5,100,851
morganstanley/binlog,27,6.9,17,108
menwenjun/redis_source_annotation,27,6,77,617
losnoco/Cog,27,5.8,21,209
hroptatyr/dateutils,27,7.1,34,325
gromacs/gromacs,27,5.8,115,640
eudev-project/eudev,27,7.7,108,722
dmlc/treelite,27,6.3,9,315
ardera/flutter-pi,27,5.9,29,306
aiekick/ImGuiFileDialog,27,4.9,159,1782
JoeyDeVries/LearnOpenGL,27,7.4,8,367
InteractiveComputerGraphics/PositionBasedDynamics,27,4.3,177,1683
FreeRDP/FreeRDP,27,8.4,275,1992
FLIF-hub/FLIF,27,6.2,49,269
DaehwanKimLab/hisat2,27,7.2,81,306
Auburn/FastNoise2,27,5,226,3291
ARMmbed/mbed-os,27,6.5,57,1081
zpl-c/zpl,26,6,0,46
zmap/zmap,26,6.8,25,202
vcftools/vcftools,26,5.7,64,285
swig/swig,26,7.2,290,1546
strukturag/libde265,26,5.8,65,525
sheredom/json.h,26,5.3,138,200
physercoe/starquant,26,6.4,116,1804
paroj/gltut,26,4.8,59,1050
mz-automation/libiec61850,26,6.7,176,1631
kuzudb/kuzu,26,6.5,102,2574
jemalloc/jemalloc,26,7.8,179,1601
jacksonliam/mjpg-streamer,26,6.1,17,82
huawei-noah/bolt,26,5.5,95,977
google/packetdrill,26,7.4,35,432
drhelius/Gearboy,26,3.9,38,288
Tencent/wwsearch,26,4,318,3459
LizardByte/Sunshine,26,6.6,58,683
LiteOS/LiteOS,26,6,182,1487
LibrePCB/LibrePCB,26,7.9,235,4094
trabucayre/openFPGALoader,25,5.7,54,400
sctplab/usrsctp,25,5.4,260,817
merbanan/rtl_433,25,6,97,961
lighttransport/nanort,25,7.3,8,35
libgd/libgd,25,5.9,78,382
gnss-sdr/gnss-sdr,25,6.4,247,2823
eteran/c-vector,25,6.5,13,23
cubefs/cubefs,25,5,225,3493
alibaba/CicadaPlayer,25,5.5,352,6041
TorqueGameEngines/Torque2D,25,3.1,19,142
Tencent/MMKV,25,7.6,40,1022
MikeLankamp/fpm,25,6.9,34,186
GarageGames/Torque2D,25,4.9,19,142
Blosc/bcolz,25,5.2,74,709
ARM-software/astc-encoder,25,6.3,41,203
zxing-cpp/zxing-cpp,24,5.7,127,1684
xoseperez/espurna,24,5.4,44,469
traildb/traildb,24,6.2,25,222
stp/stp,24,4.9,138,1025
stepmania/stepmania,24,3.9,296,1890
ompl/ompl,24,7.2,141,1776
mpromonet/v4l2rtspserver,24,5.2,114,1328
mgba-emu/mgba,24,6.7,296,1890
kohler/gifsicle,24,6.2,41,320
ithewei/libhv,24,6.5,56,700
guanzhi/GmSSL,24,6.2,264,1605
flang-compiler/flang,24,6.6,34,457
felixguendling/cista,24,5.4,2,46
cycfi/elements,24,4.5,6,333
buddhi1980/mandelbulber2,24,6.6,264,1645
apache/apr,24,7.1,105,883
WayneD/rsync,24,7.2,171,716
TheRealOrange/icer_compression,24,6.4,43,144
OpenAtomFoundation/TencentOS-tiny,24,5.7,19,1153
OSGeo/PROJ,24,6,231,2379
FlightGear/flightgear,24,6.3,46,420
y123456yz/Reading-and-comprehense-redis-cluster,23,5.2,61,421
sweeneychris/TheiaSfM,23,7.3,7,143
powertab/powertabeditor,23,5.9,46,1071
openppl-public/ppl.nn,23,7,238,3621
libspatialindex/libspatialindex,23,5,35,526
istoreos/istoreos,23,7.3,22,262
ccache/ccache,23,7.6,165,856
biojppm/rapidyaml,23,6.2,520,1395
bbidulock/icewm,23,6.7,212,2221
Tarsnap/tarsnap,23,7.5,132,1033
Project-OSRM/osrm-backend,23,5.8,124,1365
NVIDIA/libglvnd,23,6.1,48,435
ISEE-Technology/CamVox,23,5,265,2869
wondertrader/wondertrader,22,6.5,167,1869
simongog/sdsl-lite,22,6.3,107,385
septag/glslcc,22,5.4,573,3822
michaeljclark/rv8,22,6.4,70,986
lizardfs/lizardfs,22,6.8,170,1859
guillaumeblanc/ozz-animation,22,4.7,550,2717
google/re2,22,7.7,59,621
fossephate/JoyCon-Driver,22,5.2,182,1284
foonathan/lexy,22,5.7,273,2266
decaf-project/DECAF,22,5.1,62,313
danielkrupinski/Osiris,22,5.9,127,1164
anbox/anbox,22,6.2,19,640
aliakseis/LIII,22,4.5,205,2240
Tencent/ncnn,22,6.3,216,935
PurpleI2P/i2pd,22,6.7,114,1360
zeromq/libzmq,21,7,70,909
vectorgraphics/asymptote,21,7.4,36,449
urcu/userspace-rcu,21,7.3,37,331
torproject/tor,21,7.6,2769,10267
taisei-project/taisei,21,6.2,381,4765
sustrik/libdill,21,6.7,43,521
particle-iot/device-os,21,7.6,29,652
okbob/pspg,21,6.6,68,265
mudita/MuditaOS,21,6.8,49,386
monkey/monkey,21,6.8,143,1270
mm2/Little-CMS,21,6.1,67,816
microsoft/ALEX,21,7.4,1,2
hvmi/hvmi,21,6.8,683,1900
gqrx-sdr/gqrx,21,6,19,450
google/sentencepiece,21,6.2,51,757
facontidavide/PlotJuggler,21,6.3,100,3330
facebookresearch/nle,21,6.4,754,3260
cxong/tinydir,21,5.2,1,25
apache/incubator-kvrocks,21,7.4,451,6114
Unity-Technologies/HLSLcc,21,6.3,95,434
TrueBlocks/trueblocks-core,21,6,234,3114
HumbleNet/HumbleNet,21,5.7,28,106
BinomialLLC/basis_universal,21,7,223,1211
zsummer/breeze,20,5.1,88,1752
yasio/yasio,20,5.6,180,1554
sustrik/libmill,20,6.4,22,337
stedolan/jq,20,6.1,130,905
richgel999/fpng,20,6.1,36,220
priitj/whitedb,20,5.8,74,420
openssh/openssh-portable,20,6.8,259,2007
majn/telegram-purple,20,5.9,1342,6789
libunwind/libunwind,20,8.2,13,179
canonical/lightdm,20,5.5,46,906
brainflow-dev/brainflow,20,4.4,31,1213
aircrack-ng/aircrack-ng,20,8,167,928
Tencent/libco,20,6.5,2,90
SOCI/soci,20,6.4,26,771
RedPitaya/RedPitaya,20,6.9,141,1848
LibreSprite/LibreSprite,20,6.6,545,4264
BenLangmead/bowtie2,20,5.6,126,279
zlgopen/awtk,19,7,283,2067
wmbusmeters/wmbusmeters,19,6.6,68,786
warmcat/libwebsockets,19,7.4,150,1189
septag/sx,19,6,18,236
puzzlepaint/camera_calibration,19,6,211,1560
pioneerspacesim/pioneer,19,5.4,155,1906
pgbackrest/pgbackrest,19,5.7,667,2648
olikraus/u8g2,19,6,10,653
nlohmann/json,19,8.5,79,317
nanomsg/nng,19,6.3,95,1684
mitsuba-renderer/mitsuba2,19,6.6,187,2550
micropython/micropython,19,6.3,241,2242
liudf0716/xfrpc,19,6.5,416,1814
ju1ce/April-Tag-VR-FullBody-Tracker,19,7,4,161
harfbuzz/harfbuzz,19,8.1,176,958
google/orbit,19,5.9,53,1134
arkdb/inception,19,6.4,20,435
apache/thrift,19,6.9,257,3088
alibaba/PhotonLibOS,19,6.6,44,883
aap/librw,19,5.3,50,745
Syllo/nvtop,19,7,34,141
Smorodov/Multitarget-tracker,19,5.2,104,971
SVF-tools/SVF,19,6.4,135,1324
OpenVPN/openvpn,19,5.7,461,1567
Mudlet/Mudlet,19,5.4,278,3603
DaveGamble/cJSON,19,7.1,17,239
yuzu-emu/yuzu-mainline,18,5.1,83,376
yuzu-emu/yuzu,18,7.1,83,376
vsergeev/c-periphery,18,7.4,28,173
vinniefalco/LuaBridge,18,6.1,63,2602
utilForever/RosettaStone,18,5.8,1251,3144
ruben2020/codequery,18,4.5,300,2202
rauc/rauc,18,8.1,97,550
pytorch/FBGEMM,18,7.3,147,904
ptitSeb/gl4es,18,7.7,235,1117
martinus/robin-hood-hashing,18,6.5,31,154
marcobambini/gravity,18,5.6,81,751
laurolins/nanocube,18,5,0,3
k4zmu2a/SpaceCadetPinball,18,6.6,145,1313
jkriege2/JKQtPlotter,18,7.1,144,1284
glennrp/libpng,18,7.1,265,1683
flutter/codelabs,18,8.2,2565,11502
boazsegev/facil.io,18,6.4,26,486
bitshares/bitshares-core,18,5.6,268,1948
TheTumultuousUnicornOfDarkness/CPU-X,18,5.2,28,356
Snaipe/Criterion,18,5.9,75,474
OpenLightingProject/ola,18,6.3,104,2953
vmangos/core,17,4.6,66,294
signalwire/freeswitch,17,8.4,438,3651
sass/node-sass,17,5.5,58,782
recastnavigation/recastnavigation,17,6.5,121,1100
quickfix/quickfix,17,4.5,90,1447
prusa3d/PrusaSlicer,17,5.6,153,1053
openenclave/openenclave,17,7.1,13,180
nba-emu/NanoBoyAdvance,17,5.5,116,1008
libSDL2pp/libSDL2pp,17,4.9,8,234
hyrathb/mentohust,17,6.3,4,93
homenc/HElib,17,6.1,31,749
greenplum-db/gpdb,17,7.9,42,3406
feaser/openblt,17,6.2,33,148
facebook/zstd,17,8.8,452,2269
cr-marcstevens/hashclash,17,4.5,93,287
codenamecpp/carnage3d,17,4.7,101,1729
alperakcan/fuse-ext2,17,7.2,13,58
alliedmodders/amxmodx,17,5.1,40,169
YimMenu/YimMenu,17,6.5,384,3073
ObEngine/ObEngine,17,5.6,118,2178
Meituan-Dianping/Logan,17,6.4,115,935
tunabrain/incremental-fluids,16,5.8,9,193
tpm2-software/tpm2-tss,16,7.4,217,2139
tmate-io/tmate,16,4.6,133,1094
svgpp/svgpp,16,6.4,24,357
scanlime/fadecandy,16,6,25,298
pgRouting/pgrouting,16,8.4,99,455
openjdk/jfx,16,7.2,301,1464
nccgroup/TriforceAFL,16,4.8,148,812
lyusupov/SoftRF,16,6.3,25,384
libcpr/cpr,16,7,144,992
ifcquery/ifcplusplus,16,5.9,43,424
iboB/dynamix,16,6.3,105,493
foonathan/memory,16,5.3,38,260
flyinghead/flycast,16,4.8,25,646
cryfs/cryfs,16,5.6,91,2423
cisco/joy,16,5,94,725
cirosantilli/cpp-cheat,16,5.8,2,77
charles-lunarg/vk-bootstrap,16,6.3,32,391
audacity/audacity,16,6.2,39,577
Tracktion/tracktion_engine,16,5.1,0,38
TH3xACE/SUDO_KILLER,16,6.2,200,838
PortAudio/portaudio,16,7.2,72,432
Orc/discount,16,6.7,28,208
MusicPlayerDaemon/MPD,16,7.1,27,2631
MiniZinc/libminizinc,16,6.8,227,1219
LSPosed/LSPlant,16,6.1,63,1095
ETH3D/badslam,16,5.4,208,1335
xournalpp/xournalpp,15,6.9,48,1611
wolkykim/qlibc,15,5.3,24,262
posva/catimg,15,6.5,3,21
ossia/score,15,5.6,19,503
nmap/nmap,15,6.9,95,786
libts/tslib,15,6.7,31,149
hackerschoice/gsocket,15,6.6,72,357
flightlessmango/MangoHud,15,6,125,1095
csmith-project/csmith,15,7.1,43,854
canonical/raft,15,7.3,51,455
bitcoin/bitcoin,15,8.8,88,893
bitcoin-sv/bitcoin-sv,15,7.3,56,552
bitcoin-core/gui,15,7.8,88,893
algorand/go-algorand,15,6.1,54,492
ValveSoftware/vogl,15,6.7,354,2659
Thekla/thekla_atlas,15,6.4,35,362
Samsung/rlottie,15,7.1,22,438
PCRE2Project/pcre2,15,6.9,66,198
Mbed-TLS/mbedtls,15,9.4,245,1700
Lameguy64/PSn00bSDK,15,5.1,9,158
GarageGames/Torque3D,15,5,296,1995
BitcoinUnlimited/BitcoinUnlimited,15,6.2,49,238
zeldaret/botw,14,5.8,86,3358
westes/flex,14,6.2,30,199
werman/noise-suppression-for-voice,14,4.3,11,228
usb-tools/USBProxy-legacy,14,6.1,19,198
tensor-compiler/taco,14,5.3,74,1557
steemit/steem,14,4.8,336,4107
shibatch/sleef,14,6,26,514
rubinius/rubinius,14,5.7,56,552
quantcast/qfs,14,5.8,44,317
premake/premake-core,14,6.5,190,1363
potassco/clingo,14,5.8,436,3299
o-oconnell/minixfromscratch,14,5.6,16,109
netheril96/securefs,14,4.9,79,1846
nanomsg/nanomsg,14,4.6,78,525
microsoft/SEAL,14,7,125,999
libsdl-org/SDL,14,6.5,395,2682
libevent/libevent,14,8,403,1588
letoram/arcan,14,5.7,18,186
janet-lang/janet,14,6.8,73,856
inanevin/LinaEngine,14,5.2,154,1154
esnet/iperf,14,8.5,38,244
charlesnicholson/nanoprintf,14,6.9,4,20
cathugger/mkp224o,14,7.1,3,37
c3lang/c3c,14,5.5,251,1598
buaazp/zimg,14,5.5,39,343
bareos/bareos,14,7.4,20,591
ValveSoftware/Fossilize,14,7.3,414,4024
PowerDNS/pdns,14,7,146,1263
OpenMPT/openmpt,14,6,190,1363
NagyD/SDLPoP,14,7.3,80,706
LiquidPlayer/LiquidCore,14,4.4,112,1460
IntelLabs/control-flag,14,5.9,10,86
Harvey-OS/harvey,14,5.6,16,100
BobLChen/VulkanDemos,14,5,205,1544
0intro/plan9,14,6.3,16,100
qtumproject/qtum,13,7.7,83,908
prabhuomkar/pytorch-cpp,13,5.6,1,101
peercoin/peercoin,13,7.6,83,908
pangweiwei/slua,13,5.2,10,605
p-ranav/argparse,13,5.2,36,680
ov2slam/ov2slam,13,6.4,182,1685
oneapi-src/oneDNN,13,8.4,1439,6871
megamarc/Tilengine,13,7.4,29,523
mariadb-corporation/MaxScale,13,5.4,62,207
linux-can/can-utils,13,6.3,48,207
k-takata/Onigmo,13,5.5,77,464
joan2937/pigpio,13,7.4,82,396
hunspell/hunspell,13,7,72,306
faragon/libsrt,13,6.4,61,508
facebookresearch/ELF,13,7,15,245
electronicarts/EASTL,13,7,85,986
doxygen/doxygen,13,6.2,240,2872
digego/extempore,13,4.2,41,252
danielaparker/jsoncons,13,6.1,11,301
cvxgrp/scs,13,6.3,16,157
bo3b/3Dmigoto,13,4.6,56,181
bitcoinxt/bitcoinxt,13,7.4,48,205
bitcoin-core/secp256k1,13,9,68,246
bcosorg/bcos,13,5.3,48,1280
atomvm/AtomVM,13,7.2,18,351
arximboldi/immer,13,6.1,16,288
OpenIDC/mod_auth_openidc,13,6.3,256,539
NoelFB/blah,13,6.5,169,1854
CongducPham/LowCostLoRaGw,13,5.6,84,396
Bitcoin-ABC/bitcoin-abc,13,7.1,60,289
Bionus/imgbrd-grabber,13,4.7,249,2371
zsiciarz/aquila,12,5.6,14,639
wangyu-/UDPspeeder,12,6.6,19,217
treefrogframework/treefrog-framework,12,4.8,42,345
toitlang/toit,12,6.5,450,3776
thrill/thrill,12,6.4,37,639
sourcey/libsourcey,12,5,186,1940
seemoo-lab/owl,12,5.2,9,143
rurban/smhasher,12,5.2,11,422
rhash/RHash,12,7.3,38,301
resiprocate/resiprocate,12,5.1,22,541
poac-dev/poac,12,5.4,18,444
pmem/pmdk,12,6.7,14,163
openthread/openthread,12,9,214,1508
nomacs/nomacs,12,6.9,44,1647
microsoft/mimalloc,12,7.4,6,265
mchalupa/dg,12,5.2,48,676
martinus/nanobench,12,6.9,0,14
lz4/lz4,12,7.3,43,369
lbryio/lbrycrd,12,5.6,35,154
jupp0r/prometheus-cpp,12,5.6,32,285
hexagonal-sun/bic,12,4.4,13,257
firoorg/firo,12,6,32,168
facebook/yoga,12,6.7,43,807
erwincoumans/tiny-differentiable-simulator,12,4.8,27,299
cxasm/notepad--,12,6.2,321,2901
boostorg/beast,12,6.5,69,973
agroal/pgagroal,12,6,58,352
abseil/abseil-cpp,12,8.8,63,1056
XRPLF/rippled,12,8,30,108
Tencent/xLua,12,4.4,32,1483
Roblox/luau,12,6.9,641,4741
RavenProject/Ravencoin,12,5.6,53,237
OpenSpace/OpenSpace,12,6.3,107,957
G4lile0/tinyGS,12,5.5,17,58
FEniCS/dolfinx,12,8.3,2,75
BTCGPU/BTCGPU,12,6.7,35,154
AntiMicroX/antimicrox,12,5.5,88,1194
znc/znc,11,6.1,113,1563
zcash/zcash,11,6,80,849
zaps166/QMPlay2,11,6.6,80,489
wdas/partio,11,5.1,24,146
vergecurrency/verge,11,5.4,63,269
unittest-cpp/unittest-cpp,11,6.1,62,393
tinyalsa/tinyalsa,11,7.2,8,184
taglib/taglib,11,5.1,31,605
syoyo/tinyexr,11,6.8,26,132
sylefeb/Silice,11,6,128,3498
standardese/standardese,11,4.2,75,1071
sipeed/TinyMaix,11,7.3,1,60
rpng/open_vins,11,6.2,58,354
osandov/drgn,11,6,107,1185
open-iscsi/open-iscsi,11,7.9,42,260
nextcloud/desktop,11,8.4,317,2835
microsoft/ShaderConductor,11,6.4,1649,17914
metacall/core,11,4.6,23,701
lucasb-eyer/pydensecrf,11,6.3,4,10
kripken/BananaBread,11,5.5,14,74
kingToolbox/WindTerm,11,5.2,785,4405
jonas/tig,11,5.8,50,642
infinit/elle,11,5.9,14,468
idealvin/coost,11,6,31,387
google/brunsli,11,6.1,62,463
ggerganov/imtui,11,4.4,118,788
duncanthrax/scream,11,4.3,4,15
dogecoin/dogecoin,11,6.8,53,746
chokkan/liblbfgs,11,6.6,4,11
c2lang/c2compiler,11,6.4,85,1272
avast/retdec,11,6.3,125,3654
TarsCloud/TarsCpp,11,5.5,130,2312
Sapd/HeadsetControl,11,6.6,3,71
PDAL/PDAL,11,5.9,75,1700
HardySimpson/zlog,11,7.3,16,169
Haivision/srt,11,6.2,59,619
FASTSHIFT/X-TRACK,11,5.2,191,1346
ElementsProject/elements,11,8.9,84,886
BitFunnel/NativeJIT,11,6.2,18,227
AprilRobotics/apriltag,11,6.2,28,243
yshui/picom,10,7.1,108,478
samhocevar/zzuf,10,5.7,25,140
sahlberg/libnfs,10,5.5,34,1177
rsyslog/rsyslog,10,7.1,382,1688
owntone/owntone-server,10,6.1,86,2310
ouster-lidar/ouster_example,10,7.5,14,392
mrc-ide/covid-sim,10,7.5,47,184
minetest/minetest,10,6.9,10,494
microsoft/snmalloc,10,8,7,103
memononen/nanosvg,10,7.3,13,117
ltcmelo/psychec,10,5.3,88,778
litehtml/litehtml,10,6.6,100,909
libsndfile/libsndfile,10,9.2,76,1090
liaozhelin/yds-charger,10,5,10,547
letscontrolit/ESPEasy,10,6.3,12,58
kuba--/zip,10,6.7,20,76
kkos/oniguruma,10,5.3,100,594
jedisct1/pure-ftpd,10,5,51,230
intel/intel-graphics-compiler,10,4.8,83,1167
ggerganov/ggwave,10,6,99,793
facebook/openbmc,10,6.4,55,421
erpc-io/eRPC,10,6,49,487
ceres-solver/ceres-solver,10,6.1,248,1983
brandon-rhodes/pyephem,10,5.5,18,203
binji/binjgb,10,4.6,144,1206
bbuchfink/diamond,10,5.3,16,299
assaultcube/AC,10,3.7,15,79
andrewprock/pokerstove,10,6.4,11,134
andlabs/libui,10,5.8,0,274
WasmEdge/WasmEdge,10,7.1,56,1280
Twinklebear/ChameleonRT,10,5.6,90,735
Tencent/sluaunreal,10,7,15,742
SuperTux/supertux,10,5.9,106,2824
Provenance-Emu/Provenance,10,4.7,133,853
PaddlePaddle/FlyCV,10,8.3,46,265
Morwenn/cpp-sort,10,5.7,56,556
KwaiAppTeam/KOOM,10,5.2,7,367
Genivia/ugrep,10,5,104,287
Exim/exim,10,8,14,39
Cockatrice/Cockatrice,10,6.3,35,1287
BrunoLevy/learn-fpga,10,6,60,534
BehaviorTree/Groot,10,5.9,20,529
Bareflank/hypervisor,10,5.2,2,47
zhaojh329/rtty,9,4.4,18,95
zeromq/zeromq4-x,9,5.9,52,520
zenustech/zeno,9,5.5,10,225
wangyu-/tinyfecVPN,9,6.7,11,109
taviso/ctypes.sh,9,5.6,22,269
ssdeep-project/ssdeep,9,5.7,5,79
sqlitebrowser/sqlitebrowser,9,5.3,99,1557
skvadrik/re2c,9,5.9,61,425
shadowsocks/simple-obfs,9,6.1,31,245
schwabe/ics-openvpn,9,4.2,24,107
relan/exfat,9,6.8,5,163
oatpp/oatpp,9,7.5,41,632
nuttyartist/notes,9,6.2,40,514
ntop/PF_RING,9,5.1,51,551
nmathewson/libevent_obsolete,9,6.4,350,1395
msteinbeck/tinyspline,9,5,39,581
microsoft/proxy,9,6.2,0,22
madMAx43v3r/chia-plotter,9,5.4,119,1566
lfos/calcurse,9,6,66,558
leela-zero/leela-zero,9,4.6,20,221
kspalaiologos/bzip3,9,5.7,6,29
hzqst/unicorn_pe,9,5.8,71,929
hzqst/VmwareHardenedLoader,9,6.3,72,929
gsliepen/tinc,9,5.8,101,786
google/zopfli,9,7.3,47,319
google/highwayhash,9,8.7,0,31
gaoxiang12/slam_in_autonomous_driving,9,6,49,768
flashrom/flashrom,9,8.4,60,884
dariomanesku/cmftStudio,9,6.2,1,4
capstone-engine/capstone,9,5.8,72,954
beark/ftl,9,6.3,0,72
badaix/snapcast,9,5.7,20,324
arvidn/libtorrent,9,6.6,212,2272
ariya/phantomjs,9,5.2,16,304
VowpalWabbit/vowpal_wabbit,9,4.2,145,1633
VirusTotal/yara,9,5.6,95,678
LeelaChessZero/lc0,9,7.7,43,413
JDAI-CV/dabnn,9,5,58,534
FNA-XNA/FAudio,9,6.4,29,242
BlueBrain/HighFive,9,7.5,32,474
xiph/rnnoise,8,6.4,6,45
wqking/eventpp,8,6.3,1,93
wangyu-/udp2raw,8,6.3,24,292
ultravideo/kvazaar,8,3.4,128,581
tinyproxy/tinyproxy,8,5.5,12,185
stevemk14ebr/PolyHook_2_0,8,7,139,784
seleznevae/libfort,8,6.5,57,395
saitoha/libsixel,8,5.7,26,168
pmem/syscall_intercept,8,5,4,135
pmacct/pmacct,8,6,249,2406
oxen-io/lokinet,8,8.4,89,2120
openucx/ucx,8,7.3,666,3531
openSUSE/snapper,8,6.5,33,775
open-quantum-safe/liboqs,8,7.5,153,5588
neurobin/shc,8,6.6,2,15
mitchellkrogza/apache-ultimate-bad-bot-blocker,8,3.1,51,374
miniupnp/miniupnp,8,6.6,42,192
meyerd/n2n,8,6.1,13,137
memcached/memcached,8,6.3,117,579
m-schuetz/compute_rasterizer,8,5.4,65,601
luben/zstd-jni,8,6.5,139,857
lldpd/lldpd,8,5.6,46,464
linw7/TKeed,8,5.2,2,44
lightvector/KataGo,8,6.5,166,1187
kubo/funchook,8,5.5,12,91
kraxarn/spotify-qt,8,6.2,4,578
intel/linux-sgx,8,8.2,126,992
ianlancetaylor/libbacktrace,8,6.6,18,124
hjwdzh/Manifold,8,6.1,6,22
fmtlib/fmt,8,6.8,8,428
flameshot-org/flameshot,8,6.3,16,883
dgiese/dustcloud,8,5.8,20,192
cadenji/foolrenderer,8,6.2,7,84
aws/aws-iot-device-sdk-embedded-C,8,6.7,282,1743
aras-p/hlsl2glslfork,8,5.5,35,308
apple/swift-corelibs-libdispatch,8,8.6,34,516
Studio3T/robomongo,8,5.5,247,1453
OpenEtherCATsociety/SOEM,8,5.7,36,143
JSBSim-Team/jsbsim,8,6.3,89,1197
Genivia/RE-flex,8,6,48,146
CloverHackyColor/CloverBootloader,8,4.8,24,268
Ai-Thinker-Open/GPRS_C_SDK,8,4.6,16,215
7thSamurai/steganography,8,6.2,17,149
yahoojapan/NGT,7,7,22,210
winscp/winscp,7,7.6,29,613
voutcn/megahit,7,6.3,36,167
unum-cloud/ujrpc,7,7.6,6,79
twitter/vireo,7,7.4,16,286
topling/toplingdb,7,6.1,557,7060
tezc/sc,7,5.8,52,650
stan-dev/math,7,8.2,42,569
slowmoVideo/slowmoVideo,7,4.3,19,348
shish/rosettaboy,7,5.7,12,82
savoirfairelinux/opendht,7,5.3,113,1002
sammycage/lunasvg,7,6.6,24,279
rapiz1/DungeonRush,7,4.6,10,126
protocolbuffers/upb,7,7.2,13,457
osmc/osmc,7,6.4,30,201
mortbopet/Ripes,7,5.5,15,673
libuv/libuv,7,7.3,110,1024
libharu/libharu,7,5.9,30,722
libfive/libfive,7,7.4,27,306
kpu/kenlm,7,6.9,18,487
jiejieTop/mqttclient,7,6.3,115,1034
isl-org/FastGlobalRegistration,7,6.6,1,12
irungentoo/toxcore,7,6.3,47,763
intel/media-driver,7,6.9,10,101
hyperrealm/libconfig,7,4.6,4,127
hpjansson/chafa,7,7.2,86,889
h2o/h2o,7,7.2,92,424
google/brotli,7,7.8,32,298
gbdev/rgbds,7,4.3,60,420
ftylitak/qzxing,7,6,42,517
fetlang/fetlang,7,5.1,9,128
eranpeer/FakeIt,7,6.8,4,203
equalsraf/neovim-qt,7,5.4,29,438
dgoulet/torsocks,7,6.4,37,210
boost-ext/di,7,3.8,3,479
babelouest/ulfius,7,6.7,41,225
audiohacked/OpenCorsairLink,7,6.4,10,180
asmuth/clip,7,6.4,9,456
alibaba/ilogtail,7,6,180,1162
ValveSoftware/GameNetworkingSockets,7,5.9,123,713
Tencent/TSeer,7,5.3,44,532
Soulghost/iblessing,7,4.5,34,203
RedisLabs/memtier_benchmark,7,5.6,21,302
PCSX2/pcsx2,7,6.3,17,135
OpenHantek/openhantek,7,7.4,0,3
KratosMultiphysics/Kratos,7,7.3,30,201
KDE/latte-dock,7,7.2,59,1728
Exiv2/exiv2,7,7.3,114,1513
EliasOenal/multimon-ng,7,4.9,43,147
Crypto-toolbox/HFT-Orderbook,7,6.3,0,41
ChunelFeng/caiss,7,5.5,11,330
Awesome-HarmonyOS/HarmonyOS,7,6.1,138,1088
Alex313031/thorium,7,6,1,18
AcademySoftwareFoundation/openvdb,7,7.7,17,284
xant/libhl,6,6.2,25,241
wifidog/wifidog-gateway,6,6.1,13,159
wasm3/wasm3,6,4.1,107,1044
vstakhov/libucl,6,6.6,60,241
troglobit/inadyn,6,6.6,23,186
tizonia/tizonia-openmax-il,6,6.3,58,459
tidalcycles/Tidal,6,5.8,6,345
thesofproject/sof,6,7.3,7,73
tenzir/vast,6,6.7,0,3
sxyu/volrend,6,6.1,31,209
sudo-project/sudo,6,6,353,1693
stressapptest/stressapptest,6,7,11,202
scarsty/kys-cpp,6,6.5,39,559
sbarex/QLMarkdown,6,5.5,49,271
quarkslab/binbloom,6,6.2,12,54
phusion/passenger,6,5.9,54,353
percona/percona-xtrabackup,6,7,18,138
percona/percona-server,6,7.2,18,225
openvehicles/Open-Vehicle-Monitoring-System-3,6,8.3,215,1369
openlink/virtuoso-opensource,6,6.4,18,138
nomic-ai/pyllamacpp,6,5.8,35,450
ninja-build/ninja,6,6.1,27,598
mysql/mysql-server,6,4.7,18,138
msnh2012/Msnhnet,6,5.1,111,916
mosra/corrade,6,7.2,25,523
microsoft/winget-cli,6,6.4,97,436
microsoft/LightGBM,6,7.2,49,461
microsoft/AirSim,6,5.3,28,530
mellowcandle/bitwise,6,4.9,6,52
meganz/sdk,6,7.5,514,6048
madler/zlib,6,6.2,29,209
liudf0716/xkcptun,6,5.6,7,95
lief-project/LIEF,6,5.1,60,2156
libexpat/libexpat,6,9,27,296
lexborisov/myhtml,6,6.4,43,607
jwasham/practice-c,6,6,3,21
jonasmr/microprofile,6,4.7,14,170
clMathLibraries/clBLAS,6,6.1,3,13
cginternals/glbinding,6,5.7,2,150
area9innovation/flow9,6,5.8,119,775
aras-p/ClangBuildAnalyzer,6,5.4,22,436
allinurl/gwsocket,6,7.3,3,108
alandefreitas/moderncpp,6,5,5,198
WG21-SG14/SG14,6,6,9,68
TheAlgorithms/C-Plus-Plus,6,6.8,17,1006
Tessil/robin-map,6,5.3,0,3
Tessil/ordered-map,6,5.5,0,4
Tessil/hopscotch-map,6,4.8,0,3
Tencent/mars,6,6.1,227,1335
Return-To-The-Roots/s25client,6,5.9,293,3190
Plutoberth/SonyHeadphonesClient,6,5,85,757
OpenSYCL/OpenSYCL,6,5.9,26,340
Naios/continuable,6,6.3,7,166
Mellanox/sockperf,6,8.1,25,134
KDE/krita,6,6.8,1,3
KDE/heaptrack,6,5.9,0,3
FORTH-ModelBasedTracker/MocapNET,6,6.4,54,505
