repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
embeddedartistry/libc,6,0,30,7.7,27,261,3818,9319
davmac314/dinit,6,2644,449,5.6,29,185,3727,22854
clMathLibraries/clBLAS,6,-1,1,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,1,4.7,2,150,6858,226711
area9innovation/flow9,6,1405,367,6,119,775,106453,314240
aras-p/ClangBuildAnalyzer,6,282,0,5.1,22,437,10072,31690
allinurl/gwsocket,6,267,7,6.3,3,108,903,3045
alandefreitas/moderncpp,6,0,-1,5,5,197,2440,6840
ZikangYuan/sr_lio,6,0,0,7.6,0,3,1089,7424
ZikangYuan/liw_oam,6,0,0,7,0,3,1119,7783
XboxDev/extract-xiso,6,1240,33,5.6,12,28,328,1765
WG21-SG14/SG14,6,0,25,6,9,68,487,10197
UMSKT/UMSKT,6,0,0,5.4,3,61,722,2018
Tessil/robin-map,6,0,0,4.8,0,3,1220,3652
Tessil/ordered-map,6,0,0,4.9,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,4.9,0,3,1480,4409
Plutoberth/SonyHeadphonesClient,6,-1,118,5.7,85,757,235,1941
OpenSYCL/OpenSYCL,6,125,10,6.3,26,340,15081,62704
KDE/heaptrack,6,0,0,5.9,0,3,2747,23897
FORTH-ModelBasedTracker/MocapNET,6,-1,16,7.2,54,505,3943,28818
Exiv2/exiv2,6,26,1038,7.3,113,1519,21198,78469
CoSMoSoftware/OBS-studio-webrtc,6,2561,172,5,50,461,54615,314988
BlueBrain/HighFive,6,0,297,7.5,34,479,2832,10110
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,5.8,0,31,2079,3351
ArthurSonzogni/Diagon,6,22,151,5.6,49,976,445,5862
Almamu/linux-wallpaperengine,6,7,39,6.6,8,203,8032,22223
AlbrechtL/welle.io,6,10,13,6.3,21,364,18919,102388
ztxz16/fastllm,5,-1,151,6.3,28,190,1331,24641
zrax/pycdc,5,125,-1,5.3,11,63,201,6140
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,68,13,6.2,7,178,1979,15661
utsaslab/pebblesdb,5,0,240,6.4,29,627,4391,27177
unum-cloud/usearch,5,-1,56,5.6,0,19,1298,6855
st3w/neo,5,1,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,184,5,4,45,32958,76242
romeric/Fastor,5,0,2,7.2,27,156,5115,54916
pfq/PFQ,5,962,5,6.4,60,461,24434,61954
percona/PerconaFT,5,-1,110,7.1,33,380,56868,184131
peng-zhihui/A-Eye,5,0,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,-1,6.1,2,29,9228,19883
ouster-lidar/ouster_example,5,0,36,6.2,7,185,5984,21884
orb-community/pktvisor,5,-1,12,5.8,15,148,8897,49508
openwrt-mirror/openwrt,5,93,124,6.4,10,105,62310,260952
opentrack/opentrack,5,1367,0,4.2,11,351,3833,32677
mlpack/ensmallen,5,0,328,8.7,2,25,19281,38848
meganz/MEGAcmd,5,-1,0,7.6,350,3637,1456,29597
medooze/media-server,5,0,213,8,19,147,32198,89915
lexborisov/Modest,5,0,-1,6.8,78,1579,15389,106648
lede-project/source,5,120,120,7.1,9,106,58546,223969
lava/matplotlib-cpp,5,0,57,6.4,0,15,190,2607
juj/MathGeoLib,5,0,23,5.8,22,673,12935,49967
jmpews/Dobby,5,-1,3,4.1,14,90,1816,18241
jbruchon/elks,5,0,0,5.7,8,26,61942,270997
jarro2783/cxxopts,5,0,7,6.5,2,5,518,11683
jarcode-foss/glava,5,-1,0,6.2,17,127,830,15002
ivmai/bdwgc,5,3128,3,6.8,7,58,10462,40546
immortalwrt/immortalwrt,5,109,120,7.6,9,106,58490,224592
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
ganglia/monitor-core,5,0,3,7.2,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.3,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,3.7,8,79,2725,10081
foonathan/cppast,5,0,61,5.6,50,490,2719,19821
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,88,6.2,53,572,13474,50549
emilk/loguru,5,0,6,7.4,7,82,563,3095
embotech/ecos,5,0,20,6.8,20,118,4352,11275
eBay/NuRaft,5,0,102,9.2,51,486,6920,24207
dev-cafe/cmake-cookbook,5,16,54,6.8,0,55,866,10719
deiv/driftnet,5,-1,10,6.2,8,107,1424,4293
dblalock/bolt,5,-1,88,6,17,65,66182,262286
crownengine/crown,5,-1,40,5,7,150,189900,1051501
cisco/libsrtp,5,0,51,5.9,21,226,8867,19163
bepaald/signalbackup-tools,5,-1,188,5.5,63,151,8943,27826
asterisk/asterisk,5,-1,4,7.7,19,75,225844,723182
apache/nuttx,5,5,6,7.9,5,62,1531964,2368911
ZLMediaKit/ZLToolKit,5,0,57,6.5,7,369,3540,13540
Tencent/ScriptX,5,-1,51,5.7,5,291,5133,18528
Return-To-The-Roots/s25client,5,11,1118,6.7,296,3213,18421,119923
OWASP/IoTGoat,5,101,121,5.5,9,101,31868,187740
Martinsos/edlib,5,0,50,6.4,9,50,581,2009
LongSoft/UEFITool,5,117,386,5.8,49,488,9747,42691
Lienol/openwrt,5,98,120,7.4,9,103,60127,223173
KDE/clazy,5,171,28,7,27,455,5665,24482
Jmgr/actiona,5,-1,0,4.9,46,1034,12303,52346
Facico/Chinese-Vicuna,5,-1,12,7.2,33,203,1332,9680
FEX-Emu/FEX,5,-1,0,7.5,0,15,18129,145598
Entware/Entware,5,126,120,6.4,9,106,7672,47330
AngoraFuzzer/Angora,5,-1,-1,6.5,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,485,7,8.4,364,2836,23875,184950
zhlynn/zsign,4,-1,22,6.7,19,194,105,8078
whoenig/libMultiRobotPlanning,4,-1,4,5.7,2,103,968,5624
vivien/i3blocks,4,-1,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,138,3.8,273,777,196887,601725
troldal/OpenXLSX,4,0,222,5.7,26,496,17957,74339
the-tcpdump-group/libpcap,4,492,69,7.8,40,391,28548,45590
swkBerlin/kata-bootstraps,4,-1,7,3.4,0,1,237,2610
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,-1,53,6.8,9,410,3664,15698
simple64/simple64,4,1304,234,4.9,79,760,30919,424495
simd-everywhere/simde,4,0,-1,5.7,1369,24546,14959,648940
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
savoirfairelinux/opendht,4,-1,185,5.7,31,491,5016,24764
rpp0/gr-lora,4,-1,-1,6.6,1,34,6798,1994
rpclib/rpclib,4,0,81,5.4,4,84,47445,164707
revng/revng,4,-1,-1,7.3,94,780,11471,71474
rdbo/libmem,4,0,6,6.3,6,309,2146,15646
quickfix/quickfix,4,1191,857,6.4,74,1190,12950,845345
qt-creator/qt-creator,4,-1,0,5.3,8,120,178682,1451717
qicosmos/rest_rpc,4,-1,0,5.3,0,36,50956,191531
pyca/pynacl,4,3,169,6.3,23,370,2402,45891
ossrs/state-threads,4,0,14,4.7,9,89,13043,25013
oracle/graaljs,4,39,58,6.1,72,561,527137,2922013
opentx/opentx,4,-1,0,5,152,1816,117165,343966
opendnssec/SoftHSMv2,4,37,122,7.5,135,1947,21274,70147
nemequ/portable-snippets,4,-1,3,6.2,5,245,330,6760
namazso/OpenHashTab,4,-1,0,5.4,8,132,4104,5522
mmorise/World,4,0,21,6.9,0,221,2084,8353
mity/md4c,4,1,43,6.4,34,136,1323,7882
mikke89/RmlUi,4,0,203,6.3,75,1086,36027,115079
marian-nmt/marian,4,0,58,4.4,31,136,97898,253796
logrotate/logrotate,4,240,9,7.4,14,64,362,5122
logicalclocks/rondb,4,80,1,7.6,8,31,1047926,3289276
libconfuse/libconfuse,4,0,-1,4.9,10,123,1719,5633
lamarrr/STX,4,0,0,6.5,0,9,3482,9280
jwasham/practice-cpp,4,0,2,5.8,0,141,13886,38093
jlblancoc/nanoflann,4,0,15,6.5,1,33,9727,24045
jfedor2/hid-remapper,4,-1,0,5.3,35,497,629,5677
j0r1/JRTPLIB,4,0,22,6.3,30,371,5329,21370
intel/pcm,4,-1,278,6.8,85,807,4114,37269
ihhub/fheroes2,4,-1,173,5.2,276,2949,16414,122029
hjwdzh/ManifoldPlus,4,-1,15,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,26,5.9,1,82,52,3413
googleprojectzero/TinyInst,4,-1,9,6.6,9,212,1711,17220
google/marl,4,-1,0,8.7,1,54,2157,7516
fragglet/c-algorithms,4,32,8,6,1,148,4479,7194
foonathan/type_safe,4,0,5,6.2,2,49,2975,11817
etodd/lasercrabs,4,3,202,5.6,48,670,28442,207072
eclipse/paho.mqtt.embedded-c,4,0,3,5.8,2,99,1792,7622
eclipse-ecal/ecal,4,-1,18,6.6,92,2971,43860,120719
dougbinks/enkiTS,4,-1,7,7.5,3,103,1041,4291
dongjing3309/minisam,4,-1,20,6.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,78,41,5.5,15,93,1286,5152
cityflow-project/CityFlow,4,-1,92,6.6,9,148,128,5183
chris2511/xca,4,-1,0,5.1,29,921,1637,27744
candle-usb/candleLight_fw,4,-1,0,5.2,115,780,59902,120147
amadvance/snapraid,4,29,49,4.7,51,400,12059,43848
aliyun/ossfs,4,2,37,6.3,85,520,5055,19365
alibaba/tblive,4,3971,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,-1,11,5.2,32,618,2581,38342
abishekvashok/cmatrix,4,1,3,6.4,1,6,61,748
ZerBea/hcxtools,4,0,-1,6.9,68,263,607,19006
YosysHQ/nextpnr,4,0,7,6.7,7,299,55404,227398
Winderton/xplatform,4,0,-1,4.7,0,6,9566,27777
Slackadays/Clipboard,4,0,0,5.9,19,217,2709,33977
RainerKuemmerle/g2o,4,270,0,5.7,38,593,20776,47282
PSI-Rockin/DobieStation,4,325,0,5.9,144,1872,17916,94983
OpenArkStudio/ARK,4,-1,16,4.5,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,149,8,0,4,31799,108730
Hopson97/open-builder,4,-1,-1,4.7,22,842,19718,107532
GameTechDev/MaskedOcclusionCulling,4,-1,4,6.4,2,45,1426,4267
Forceflow/libmorton,4,0,4,5.9,0,6,199,2151
FRRouting/frr,4,-1,-1,5.5,2357,17882,101270,638145
BlitterStudio/amiberry,4,0,83,5.5,6,313,76775,827754
zpl-c/librg,3,-1,0,4.4,0,19,2937,23191
vroland/epdiy,3,0,-1,5.8,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,29,5.2,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,-1,29,5.5,20,140,418,8331
uncrustify/uncrustify,3,0,0,7.5,144,679,17407,106744
uTensor/uTensor,3,-1,6,6.8,1,90,2870,162563
ttlappalainen/NMEA2000,3,-1,36,6.3,0,131,13655,24539
topling/toplingdb,3,-1,3,7.1,560,7184,98556,466595
tevador/RandomX,3,0,33,6.8,12,236,2509,11348
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,172,5.4,80,226,4815,45803
stxxl/stxxl,3,0,345,6,12,130,14613,61833
strukturag/libheif,3,18,216,5.5,37,550,7045,48330
strasdat/Sophus,3,-1,-1,5.7,13,38,2928,10159
stephenberry/glaze,3,0,0,6.1,1,87,1076,23174
session-replay-tools/cetus,3,158,3,5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,-1,4.8,4,43,482,4819
richgel999/miniz,3,0,45,5.1,26,137,926,10121
rakshasa/libtorrent,3,1043,-1,6.5,26,868,10864,34972
pistacheio/pistache,3,0,-1,6.1,9,279,2519,33253
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,6.9,38,1916,21279,85392
nbarkhina/N64Wasm,3,1367,235,6.2,27,193,46461,512880
nasa/XPlaneConnect,3,0,6,4.9,4,89,5862,7709
miek/inspectrum,3,359,-1,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
matus-chochlik/oglplus,3,0,95,6.4,12,86,75679,218508
limbo018/DREAMPlace,3,0,43,5.9,6,14,5543,28221
libtom/libtommath,3,0,161,8.4,61,222,3513,13387
libsndfile/libsamplerate,3,804,0,6.9,6,70,755,371434
libimobiledevice/libplist,3,1142,99,5.5,132,580,2539,10943
lastpass/lastpass-cli,3,-1,36,6,20,301,2163,10020
kmammou/v-hacd,3,-1,3,6.5,4,28,996,12784
juzzlin/Heimer,3,4,2,6.5,11,527,2799,15062
json-c/json-c,3,0,129,8,21,211,3118,9112
john30/ebusd,3,7,90,5.4,98,445,7266,24416
jacktrip/jacktrip,3,497,-1,7.9,29,431,12990,37127
intel/isa-l,3,0,-1,7.4,23,160,6301,45937
httperf/httperf,3,71,9,7.2,14,156,2073,7638
horsicq/XAPKDetector,3,-1,128,6.6,111,1580,242,869
grame-cncm/faust,3,-1,82,4.2,2,62,74340,292046
google/mathfu,3,-1,188,7,26,96,2782,5514
github/securitylab,3,0,103,8.1,4,313,5631,18592
fireice-uk/xmr-stak-cpu,3,-1,40,6.6,3,108,3895,17331
farbrausch/fr_public,3,0,6,4.6,3,28,73026,713666
falltergeist/falltergeist,3,-1,176,5.3,21,854,4271,45170
f4exb/sdrangel,3,0,143,6.3,364,5752,74340,669345
eventql/eventql,3,54,45,4.2,3,28,189351,734247
eurecom-s3/symcc,3,-1,0,5,1,41,1622,3946
ethz-adrl/ifopt,3,147,1,6.7,0,17,1128,1317
ebiggers/libdeflate,3,318,38,5.7,11,98,5492,11371
davideberly/GeometricTools,3,-1,-1,7.6,12,1195,52039,291556
cutelyst/cutelyst,3,308,0,5.2,55,647,11807,46924
craigsapp/midifile,3,0,8,6.8,23,361,5181,16150
coqui-ai/STT,3,269,42,4.6,6,145,51946,202081
commonmark/cmark,3,1502,10,5.5,42,230,840,21073
cofyc/dnscrypt-wrapper,3,49,-1,5.9,18,113,283,5148
coder-mike/microvium,3,-1,12,7.1,29,92,6044,20327
citp/BlockSci,3,-1,0,6.2,226,3217,3499,22103
cilium/pwru,3,492,64,6.5,39,382,33122,240585
breakfastquay/rubberband,3,0,-1,6.3,20,243,4991,24018
boostorg/hana,3,0,-1,6.4,19,227,22763,59565
blechschmidt/massdns,3,-1,16,6.6,7,57,221,6179
banach-space/llvm-tutor,3,-1,-1,5.9,0,3,1246,1765
arangodb/velocypack,3,38,251,6.3,17,169,29613,97997
angt/glorytun,3,3,6,4.6,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,-1,79,5.4,8,182,1628,10199
aizvorski/h264bitstream,3,803,27,6.5,34,87,932,9384
aide/aide,3,576,49,7.2,33,260,2193,10609
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,0,16,7.2,12,455,80445,789830
Tencent/Tendis,3,-1,-1,2.4,169,2724,62025,333564
Tarsnap/scrypt,3,130,37,7.2,16,113,2851,5733
Shark-ML/Shark,3,-1,569,5.5,11,172,37964,81273
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,0,86,4.8,8,61,50802,77163
Project-LemonLime/Project_LemonLime,3,-1,0,5.2,17,314,1004,11851
Meulengracht/MollenOS,3,6,6,5.8,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,-1,38,5.6,285,1236,159117,298460
LuminanceHDR/LuminanceHDR,3,-1,43,6,28,52,16347,67095
LLNL/zfp,3,2,45,4.3,7,74,3744,39808
KomputeProject/kompute,3,-1,-1,5.1,6,209,1307,7668
KjellKod/g3log,3,0,3,6.3,1,53,1240,5011
JayDDee/cpuminer-opt,3,0,41,5.5,10,125,21109,166679
Haivision/srt,3,380,0,6.2,59,620,15532,55853
Ericsson/CodeCompass,3,-1,4,5,0,3,3172,23988
Dwarf-Therapist/Dwarf-Therapist,3,0,0,5.4,101,994,6351,37093
Cocos-BCX/cocos-mainnet,3,126,47,5.9,34,85,41364,190147
Cisco-Talos/clamav,3,5393,80,7.9,32,145,37890,209474
CandyConfident/HighPerformanceConcurrentServer,3,-1,13,5.9,16,86,96,2965
Benjamin-Dobell/Heimdall,3,-1,0,5,0,10,1419,7088
ArkScript-lang/Ark,3,0,0,4.8,14,202,2997,8465
AndroidAdvanceWithGeektime/Chapter01,3,-1,0,5.5,8,144,34983,99851
zlib-ng/minizip-ng,2,0,12,5.9,18,332,1216,14480
zetavm/zetavm,2,-1,85,6,13,152,1257,7559
zehome/MLVPN,2,-1,30,4.6,10,126,1055,5658
zauonlok/renderer,2,-1,0,4,8,195,395,6443
yyzybb537/libgo,2,0,3,5.8,8,153,81110,391386
xhawk18/s_task,2,212,143,6.4,110,938,104745,164268
vincentlaucsb/csv-parser,2,-1,24,6.6,0,61,4367,26784
traviscross/mtr,2,-1,34,6,15,177,2445,10415
tony2001/pinba_engine,2,0,790,6.2,33,140,4782,27176
tatsuhiro-t/spdylay,2,400,54,5.5,44,488,8503,28269
szechyjs/dsd,2,-1,0,6.2,0,15,13571,39472
stclib/STC,2,-1,0,6.2,0,20,3710,23231
sparsehash/sparsehash,2,0,801,5.4,33,141,2803,7977
smartmontools/smartmontools,2,364,99,6.9,103,565,10815,62482
slic3r/Slic3r,2,-1,37,5.9,26,131,14653,106200
simsong/tcpflow,2,-1,-1,4.7,24,272,5114,18485
simdutf/simdutf,2,2,45,6,18,640,9622,63198
seetafaceengine/SeetaFace2,2,4,240,6.5,27,348,1335,18887
schweikert/fping,2,135,2,5.4,6,54,566,2662
rougier/freetype-gl,2,0,15,5.9,7,106,22693,34877
rikyoz/bit7z,2,-1,83,6.6,0,216,3280,9086
ridiculousfish/libdivide,2,0,0,6.6,2,19,1013,201657
randy408/libspng,2,0,37,6.4,13,141,347,7910
plasma-umass/Mesh,2,-1,6,4.7,2,70,1526,8158
pinterest/rocksplicator,2,-1,0,6.4,76,677,4748,19871
peregrine-lang/Peregrine,2,-1,17,6.2,27,337,807,15934
pdewacht/brlaser,2,0,84,4.6,3,110,273,1333
palacaze/sigslot,2,0,2,4.9,0,68,414,2940
oliverw/miningcore,2,-1,27,4.3,8,41,24906,150581
nokiatech/heif,2,-1,554,6.4,43,1412,10450,38527
nickgillian/grt,2,0,-1,6.9,0,3,54085,137769
mutouyun/cpp-ipc,2,0,8,5.8,1,46,14030,38642
munt/munt,2,0,84,6.7,10,373,5907,31808
mhx/dwarfs,2,-1,30,6.4,5,22,3436,38231
meganz/sdk,2,-1,0,7.5,568,6378,54060,196769
maxmind/libmaxminddb,2,9,10,6.5,9,82,333,5671
lionsoul2014/friso,2,-1,3,6.3,8,130,2124,4181
libnet/nemesis,2,0,12,4.4,19,90,834,7178
libcsp/libcsp,2,0,58,6.7,7,180,2328,8565
libcheck/check,2,0,11,4.9,17,433,2421,11850
lemire/FastPFor,2,0,-1,6.3,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,0,16,5.6,5,339,21120,195847
leggedrobotics/ocs2,2,0,127,4.8,133,479,100996,141166
layoutBox/FlexLayout,2,0,0,5.5,0,3,23378,84369
laurentkneip/opengv,2,0,-1,7,8,147,9271,45813
kgabis/parson,2,0,8,5.6,4,108,184,3072
json-parser/json-parser,2,27,2,5.5,1,6,140,1376
jessek/hashdeep,2,12,32,5.7,8,137,2316,8933
itas109/CSerialPort,2,0,9,6.3,7,387,1871,6340
ispc/ispc,2,0,31,6.9,4,137,10717,51146
input-leap/input-leap,2,493,0,5.8,29,926,28033,81115
inotify-tools/inotify-tools,2,311,6,5.9,12,90,1476,4616
hosseinmoein/DataFrame,2,0,5,7.5,2,25,7732,36895
hjwdzh/QuadriFlow,2,-1,67,5.8,12,62,28234,75636
haywire/haywire,2,-1,1,5,25,144,886,5333
google/highway,2,0,-1,8.2,25,320,10698,79699
google/gemmlowp,2,0,5,7.6,2,72,7497,123126
goldsborough/ipc-bench,2,-1,2,6.3,0,93,1051,2733
gem5/gem5,2,0,0,6.2,7,268,298365,888132
gaoxiang12/ORB-YGZ-SLAM,2,-1,2,6.2,2,38,9765,36667
gan74/Yave,2,-1,0,7.6,21,166,38763,224012
fukuchi/libqrencode,2,2066,38,4.8,9,166,1708,11780
fritzone/obfy,2,-1,13,6.4,0,19,65,958
francescmm/GitQlient,2,230,0,5.4,19,576,4026,15890
fholger/openvr_fsr,2,-1,2,3.2,24,645,23697,123605
fabianishere/brainfuck,2,-1,8,5.3,3,17,618,1019
emqx/qmqtt,2,0,0,7.8,0,3,21383,62631
douban/libmc,2,0,24,4.8,5,85,511,5943
cxong/cdogs-sdl,2,-1,31,6.9,23,164,21755,121551
crow-translate/crow-translate,2,207,0,5.6,6,283,1850,7754
crigler/dtach,2,-1,5,6.2,5,17,221,1174
cossacklabs/themis,2,19,9,4.3,10,242,8891,39333
codelibs/libdxfrw,2,3938,50,5.3,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,0,325,5.9,15,344,411159,1669236
cginternals/cppfs,2,0,16,5.5,3,115,3308,5866
benoitsteiner/tensorflow-opencl,2,-1,0,5.8,403,4626,124808,578065
audacious-media-player/audacious,2,-1,20,5.5,9,214,5891,34461
apache/hawq,2,0,0,4.3,0,3,369965,1002298
andrewrk/libsoundio,2,69,0,7.2,10,128,1109,12014
albertodemichelis/squirrel,2,40,417,6.3,22,474,290,14013
aklomp/base64,2,289,1,5.2,8,31,1070,5235
akheron/jansson,2,2326,28,6.3,11,156,922,8437
aguinet/wannakey,2,-1,58,5.9,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,-1,4.8,9,468,7174,31362
ada-url/ada,2,24,0,7.4,1,26,3129,22244
a2o/snoopy,2,288,38,4.6,3,167,8087,7167
ZJULearning/nsg,2,-1,9,6.2,5,25,95,1400
Yubico/yubico-pam,2,41,2,5.1,8,23,436,2888
The-4n/4NXCI,2,-1,0,5.6,133,941,25157,73659
Thalhammer/jwt-cpp,2,0,81,7.6,0,6,1645,6760
StarEngine/engine,2,0,16,6.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,0,60,5.9,26,649,26108,82359
SciresM/hactool,2,-1,0,4.6,133,941,26172,83026
ScanNet/ScanNet,2,-1,-1,5.5,2,23,19576,120418
Rezonality/zep,2,0,28,4.8,31,375,26581,126082
ReimuNotMoe/ydotool,2,-1,1,5.1,6,12,239,908
PyMesh/PyMesh,2,-1,0,4.2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,-1,25,5.7,0,5,2753,17565
PetteriAimonen/libfixmath,2,-1,1,6,14,74,367,15320
PaddlePaddle/FastDeploy,2,0,53,4.6,59,912,119395,515956
OpenSees/OpenSees,2,-1,1,5.7,10,30,252689,996959
OpenRC/openrc,2,-1,1,6.7,47,256,1784,14301
NLnetLabs/unbound,2,18401,-1,7.2,278,2400,41743,119786
MengRao/fmtlog,2,364,27,6.4,1,25,94,1434
LuxCoreRender/LuxCore,2,-1,20,5.6,11,201,116647,503196
Livox-SDK/Livox-SDK,2,-1,33,6.1,4,277,5742,22902
Komet/MediaElch,2,364,0,6,66,1904,7712,96923
Kobzol/hardware-effects,2,-1,1,5.9,0,34,16,897
KDE/kdevelop,2,0,4,7.3,4,31,51906,286099
JakubVojvoda/design-patterns-cpp,2,-1,1,6.2,0,24,731,1567
Jackarain/avplayer,2,-1,-1,4.6,138,1534,47513,145916
IronsDu/brynet,2,-1,39,5.3,2,36,1551,24576
Icinga/icinga2,2,0,0,7.3,5,29,13947,95293
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,-1,6,142,1293,69969,199777
FreeOpcUa/freeopcua,2,2232,98,6.8,10,373,48363,198293
FFMS/ffms2,2,7,105,6.1,12,131,1014,7190
EUA/wxHexEditor,2,193,78,6.2,3,120,5294,33270
CrowCpp/Crow,2,-1,0,5.9,4,43,2564,28439
CaoWGG/TensorRT-CenterNet,2,0,0,5.4,14,149,9651,50851
BowenFu/matchit.cpp,2,-1,4,4.3,0,64,261,6710
AliveToolkit/alive2,2,2,0,6.6,45,971,1269,25607
Ableton/link,2,-1,32,7.1,2,33,4312,24738
86Box/86Box,2,-1,11,5.9,4,10,46687,480076
0x90/wifi-arsenal,2,7,7,4.8,5,79,10649,24217
zyantific/zydis,1,51,53,6.8,102,378,8167,19867
yse/easy_profiler,1,947,12,5.5,4,110,10287,36324
whoozle/android-file-transfer-linux,1,381,0,5.6,14,297,2549,14440
wgtdkp/wgtcc,1,0,8,6.1,14,277,903,12077
wfrest/wfrest,1,-1,2,6.6,2,111,7540,26891
webmproject/libwebp,1,2288,182,7.4,119,1341,11625,76351
twitter/ios-twitter-image-pipeline,1,-1,15,5.9,119,1300,14806,71046
tidyverse/vroom,1,0,20,6.3,1,5,6163,44306
thewtex/tmux-mem-cpu-load,1,11,7,6,2,11,598,1432
tgraf/bmon,1,-1,2,6,18,212,1144,6837
tfhe/tfhe,1,0,25,6.5,0,211,3777,12651
tcbrindle/raytracer.hpp,1,-1,0,5.8,0,1,220,1247
taocpp/PEGTL,1,0,27,5.7,19,246,1916,22552
sheredom/subprocess.h,1,-1,42,5.2,39,57,821,2666
shellphy/jack-compiler,1,-1,3,5.8,4,64,69,2784
robotology/yarp,1,7,0,5.1,116,1415,152083,583287
robin-shaun/XTDrone,1,0,1,6.2,11,36,44394,162785
rigtorp/ipc-bench,1,-1,0,5.3,5,9,204,966
reo7sp/tgbot-cpp,1,0,95,6.4,1,254,5362,12232
rbock/sqlpp11,1,0,3,8.4,2,22,11976,29114
pygobject/pycairo,1,0,-1,6.4,11,317,765,8751
prideout/heman,1,-1,41,6.2,11,145,2446,13685
open-mpi/ompi,1,3,8,7.4,20,91,140685,430194
nvim-telescope/telescope-fzf-native.nvim,1,0,20,5.3,5,38,56,1856
nih-at/libzip,1,120,-1,7.1,35,378,5314,16603
niXman/yas,1,-1,7,5.3,2,5,13970,31434
nemequ/munit,1,0,-1,6.2,6,39,391,2161
ndless-nspire/Ndless,1,193,8,4.2,0,2,7129,70783
mtrojnar/osslsigncode,1,194,13,7.1,17,184,1740,7566
msracver/Deep-Image-Analogy,1,-1,-1,3.4,157,1064,34262,141124
mrtazz/restclient-cpp,1,1,2,6.8,0,12,22715,58737
microsoft/DirectStorage,1,-1,62,7.6,7,78,11139,53068
matt-42/iod,1,0,2,6.5,2,24,440,5341
mapcrafter/mapcrafter,1,-1,71,6.8,20,459,6299,19820
maoabc/nmmp,1,195,37,5.6,28,213,13003,276809
lzfse/lzfse,1,10,18,7.3,8,46,1387,3383
lucianodato/noise-repellent,1,0,-1,5,0,91,102,697
luceneplusplus/LucenePlusPlus,1,-1,0,7.3,186,2711,41254,207021
libnet/libnet,1,15,81,5.3,10,178,8693,19534
libimobiledevice/ifuse,1,2,0,4.4,3,23,39,753
libffi/libffi,1,236,26,5.1,4,54,8581,39051
lemire/EWAHBoolArray,1,-1,236,4.8,4,62,774,5259
kongaskristjan/fire-hpp,1,0,4,5.1,0,21,231,1820
kcat/openal-soft,1,5,164,5.8,62,1045,7579,69521
junhyukoh/caffe-lstm,1,-1,0,4.8,127,943,11584,54434
jpvanoosten/LearningDirectX12,1,339,170,4.9,31,301,97788,347008
johang/btfs,1,0,1,6.4,0,32,57,969
jmcnamara/libxlsxwriter,1,337,771,5.8,117,881,25919,63239
jeremycw/httpserver.h,1,-1,0,5.3,10,87,1252,5990
jart/hiptext,1,-1,0,5.6,0,3,13886,37677
ja2-stracciatella/ja2-stracciatella,1,-1,16,4.6,35,361,63191,334671
iputils/iputils,1,80,11,6.7,20,98,728,5936
intel/libva,1,79,1,7.1,21,323,11498,16901
inkooboo/thread-pool-cpp,1,0,4,6.4,1,19,191,959
