repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
Ubpa/USTC_CG,9,5,4.3,5,181,9215,86553
Legrandin/pycryptodome,9,29,5.2,32,203,4418,44744
Genivia/RE-flex,9,140,5.5,67,224,4628,49183
FNA-XNA/FAudio,9,71,6.2,30,244,11989,63953
zeromq/zeromq4-x,8,22,4.1,52,520,6891,22957
wqking/eventpp,8,15,5.1,1,109,2357,25737
tronkko/dirent,8,1,4.5,19,47,1186,3721
troglobit/inadyn,8,6,5.4,25,193,3086,9201
syoyo/tinyexr,8,81,5.8,23,132,13379,110471
sipeed/TinyMaix,8,6,5.9,1,60,868,303056
setvisible/ArrowDL,8,149,3.6,212,2279,54175,232535
seleznevae/libfort,8,43,4.1,57,395,2564,19085
scarsty/kys-cpp,8,16,5.4,46,518,2750,45347
saitoha/libsixel,8,196,2.4,26,168,6651,27829
pmem/syscall_intercept,8,9,4.8,4,135,2659,5844
oxen-io/lokinet,8,2,6.6,89,2121,5619,66540
openucx/ucx,8,959,6.3,713,3709,46756,229883
openSUSE/snapper,8,145,5.8,36,831,4485,27679
open-quantum-safe/liboqs,8,1356,7.6,170,3997,67066,156717
neurobin/shc,8,9,5.2,2,15,60,1248
meyerd/n2n,8,51,4.1,13,137,2986,18733
m-schuetz/compute_rasterizer,8,540,3,65,601,39640,197037
m-schuetz/SimLOD,8,540,3.4,65,601,36575,186277
lldpd/lldpd,8,226,5.7,47,463,8403,33832
linw7/TKeed,8,13,2.5,2,44,479,4054
kubo/funchook,8,29,4.8,16,89,580,4514
kraxarn/spotify-qt,8,62,5.5,4,642,8237,52373
jgromes/RadioLib,8,62,6.4,23,686,11112,99380
intel/media-driver,8,0,7.5,10,102,378893,2513353
intel/linux-sgx,8,15,7.8,126,992,151404,360610
ianlancetaylor/libbacktrace,8,108,5.2,18,124,2716,16158
hydrogen-music/hydrogen,8,0,5,132,1914,22189,80275
google/highwayhash,8,5,7.2,1,31,2599,8155
dgiese/dustcloud,8,32,2.8,20,192,1003,6994
danielaparker/jsoncons,8,-1,5.6,15,336,5379,133166
cadenji/foolrenderer,8,13,4.1,7,84,1981,6165
boost-ext/di,8,37,3,3,479,3138,23444
blackmagic-debug/blackmagic,8,-1,6.3,28,1029,15428,44386
bgrimstad/splinter,8,157,3.6,4,180,26075,82392
audacious-media-player/audacious,8,20,5.7,49,1765,5903,34583
ashvardanian/StringZilla,8,16,5.6,12,91,3863,10975
aras-p/hlsl2glslfork,8,7,3.2,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,57,7.7,34,515,14910,50315
TheTumultuousUnicornOfDarkness/CPU-X,8,29,5,28,370,3148,19968
RedisLabs/memtier_benchmark,8,45,5.9,20,311,1926,11106
OpenHantek/openhantek,8,2,5.7,0,3,2777,11298
OpenEtherCATsociety/SOEM,8,15,4.5,36,143,7208,20316
OpenBluetoothToolbox/SimpleBLE,8,437,5.1,32,1110,1024,10286
JDAI-CV/dabnn,8,0,3,58,534,22342,90374
Ai-Thinker-Open/GPRS_C_SDK,8,261,2.1,16,215,57519,302035
7thSamurai/steganography,8,214,4.8,17,149,5265,17722
voutcn/megahit,7,135,3.7,36,167,4780,22788
valyala/gozstd,7,135,3.3,589,2333,27165,93303
twitter/vireo,7,-1,6.1,16,286,7477,31565
tukaani-project/xz,7,145,5.8,52,458,17829,33464
tezc/sc,7,96,4.6,63,751,3062,15722
stan-dev/math,7,186,7.7,42,589,670239,3146500
slowmoVideo/slowmoVideo,7,0,3.8,19,348,2292,14133
shish/rosettaboy,7,50,5.5,12,82,1021,7673
sammycage/lunasvg,7,39,5.7,24,293,1911,13658
rapiz1/DungeonRush,7,25,3.9,10,126,152,4050
quarkslab/binbloom,7,39,4.1,12,54,755,2614
osmc/osmc,7,175,4.6,30,201,9262,29597
libfive/libfive,7,0,4.9,27,307,8494,39400
kuba--/zip,7,61,5.4,30,99,1766,10762
kpu/kenlm,7,499,4.8,18,487,6752,33651
jiejieTop/mqttclient,7,1059,4.8,115,1034,31760,74045
isl-org/FastGlobalRegistration,7,21,4.8,1,12,22218,59028
iqiyi/libfiber,7,74,4.3,26,462,5092,34820
hyperrealm/libconfig,7,42,4.1,4,127,2107,11585
ftylitak/qzxing,7,0,3.6,42,517,8501,30642
equalsraf/neovim-qt,7,48,5.1,29,444,2931,45386
dgoulet/torsocks,7,18,4.3,37,210,2724,7290
bugaevc/wl-clipboard,7,-1,5.4,16,323,822,2404
audiohacked/OpenCorsairLink,7,23,4.3,10,180,4027,13117
area9innovation/flow9,7,367,3.8,119,775,124534,336838
alibaba/ilogtail,7,0,5.6,188,1258,20368,108989
Tencent/TSeer,7,528,2.8,44,532,6074,31545
Soulghost/iblessing,7,75,3.8,34,203,7797,40685
RWKV/rwkv.cpp,7,38,4.8,67,408,176,673
Naios/continuable,7,-1,4.3,7,166,4866,8409
NVIDIAGameWorks/Falcor,7,0,4.5,226,3293,45198,143742
Mellanox/sockperf,7,19,5.6,25,130,10196,29643
FalkorDB/FalkorDB,7,13,7.7,95,845,200145,1067987
EliasOenal/multimon-ng,7,59,4.9,43,147,2468,9521
Crypto-toolbox/HFT-Orderbook,7,34,4.3,0,41,326,1569
ChunelFeng/caiss,7,0,3,11,330,5771,27999
ztxz16/fastllm,6,339,4.3,52,349,2208,36708
xoseperez/espurna,6,68,4.8,63,702,8955,83660
xant/libhl,6,68,4.1,25,241,2604,8863
wifidog/wifidog-gateway,6,14,4.4,13,159,2360,6561
tidalcycles/Tidal,6,122,5.3,7,412,58571,228705
tenzir/tenzir,6,0,6.2,0,3,20198,117433
taurusxin/ncmdump,6,48,4.8,40,780,379,3555
sxyu/volrend,6,186,4.1,31,209,18136,120731
stressapptest/stressapptest,6,16,5,11,202,2458,8177
stevemk14ebr/PolyHook_2_0,6,0,5.7,181,866,2010,20706
sebastiandev/zipper,6,64,4.1,14,167,1012,10557
openlink/virtuoso-opensource,6,174,4.7,18,138,66565,731054
openbsd/src,6,102,2.8,28,205,3518360,17502859
open-telemetry/opentelemetry-cpp,6,72,7.7,15,375,18988,70541
mtrojnar/osslsigncode,6,20,5.9,19,290,2675,11992
msnh2012/Msnhnet,6,751,4.2,111,916,17885,152697
mendersoftware/mender,6,102,6.1,77,1243,5591,42546
mellowcandle/bitwise,6,6,4.1,6,52,123,2234
liudf0716/xkcptun,6,16,3.8,7,95,723,4298
lexborisov/myhtml,6,-1,4.5,43,607,5676,62664
lastpass/lastpass-cli,6,41,5.9,21,304,2195,10175
keystone-enclave/keystone,6,88,5.8,10,273,5391,29853
jwasham/practice-c,6,6,3.9,3,21,219,2907
jonasmr/microprofile,6,103,4.2,18,191,18899,117340
jbaldwin/libcoro,6,0,5.7,86,1322,3186,29048
hoohack/read-php-src,6,24,3.4,264,666,323155,1988146
facebook/mysql-5.6,6,153,7.8,18,138,1142275,3583009
embeddedartistry/libc,6,29,4.6,27,263,3855,9464
eclipse-ecal/ecal,6,18,6.2,140,4351,46342,127885
ddnet/ddnet,6,0,5.6,335,3305,16028,249820
collectd/collectd,6,306,5.7,175,1417,21435,123842
clMathLibraries/clBLAS,6,1,4.4,3,13,38237,166386
cginternals/glbinding,6,1,3.9,2,155,6934,227410
bitdefender/bddisasm,6,0,5.9,24,95,6121,182340
bbuchfink/diamond,6,105,5.2,16,303,49778,176198
azkadev/whisper,6,86,5.1,97,551,4163,17672
aras-p/ClangBuildAnalyzer,6,0,4.1,39,611,48860,89262
allinurl/gwsocket,6,7,4.5,3,108,903,3045
aliyun/ossfs,6,39,3.6,87,549,5281,20379
alandefreitas/moderncpp,6,56,4.4,5,197,2440,6840
ZikangYuan/sr_lio,6,0,4.6,0,3,1090,6021
ZikangYuan/liw_oam,6,0,5.5,0,3,1119,7785
XboxDev/extract-xiso,6,33,4.7,12,28,328,1765
WG21-SG14/SG14,6,25,3.8,9,68,487,10197
Theldus/wsServer,6,17,5.3,3,55,1903,2261
Tessil/robin-map,6,0,5.2,0,3,1238,3678
Tessil/ordered-map,6,0,4.3,0,4,1285,3678
Tessil/hopscotch-map,6,0,4.3,0,3,1480,4407
RedPitaya/RedPitaya,6,36,5.1,186,2031,18548,102357
QwenLM/qwen.cpp,6,0,3.6,153,1775,175,3297
Polidea/SiriusObfuscator,6,46,1.6,2708,25071,1166840,3908540
Plutoberth/SonyHeadphonesClient,6,118,4.7,85,757,235,1941
MRwangmaomao/semantic_slam_nav_ros,6,29,3,67,268,23399,143588
KDE/clazy,6,27,4.7,33,462,2761,24927
FORTH-ModelBasedTracker/MocapNET,6,16,3.7,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,172,2.8,50,461,54615,314988
BartVandewoestyne/Effective-Modern-Cpp,6,-1,3.5,0,31,2079,3351
ArthurSonzogni/Diagon,6,151,4.1,49,976,445,5875
AlbrechtL/welle.io,6,13,4.7,21,364,18919,102388
zrax/pycdc,5,10,5.3,11,82,253,9264
winscp/winscp,5,401,6,36,647,109574,599545
wdas/ptex,5,13,4.8,7,178,1979,15669
vstakhov/libucl,5,27,5.3,60,241,3544,17043
utsaslab/pebblesdb,5,240,4.5,29,627,4391,27177
standardese/cppast,5,61,4.4,50,490,2719,19821
st3w/neo,5,6,3.6,3,43,126,1926
srsran/srsRAN_Project,5,-1,5.2,3206,22159,155466,917951
savoirfairelinux/opendht,5,207,5.6,33,576,5085,24957
romeric/Fastor,5,2,6.2,27,159,5134,55108
richgel999/miniz,5,66,4.9,31,510,2612,27694
pfq/PFQ,5,4,4.4,60,459,24434,61954
peteanderson80/Matterport3DSimulator,5,16,2.1,0,47,1011,11087
percona/PerconaFT,5,110,5.5,33,380,56878,184131
peng-zhihui/A-Eye,5,0,1.9,105,1575,10889,54155
paulhodge/EASTL,5,-1,4.1,2,29,9228,19883
orb-community/pktvisor,5,12,4.9,15,148,8891,49488
oracle/graaljs,5,258,2.9,140,1366,564118,3089061
openwrt-mirror/openwrt,5,124,4.4,10,105,62310,260952
opentrack/opentrack,5,0,3.9,12,354,3829,32534
mosra/corrade,5,50,5.6,25,538,45726,91784
moonlight-stream/moonlight-common-c,5,74,6,51,315,2291,11390
mity/md4c,5,45,4.5,35,137,1307,7992
mikke89/RmlUi,5,222,5.2,100,1290,37837,124439
mike1k/perses,5,1,4.4,127,765,402,3464
libxsmm/libxsmm,5,232,9.2,420,1008,13848,159972
libexpat/libexpat,5,10,9.1,25,270,5464,28337
libcsp/libcsp,5,62,6,8,195,2961,9858
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,56699,209804
ladislav-zezula/CascLib,5,183,5.7,41,473,9758,38808
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
jarcode-foss/glava,5,0,4.1,17,127,830,15002
ivmai/bdwgc,5,3,5,7,58,10593,41428
intel/isa-l,5,-1,7.3,22,166,6320,46774
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,4.1,9,100,77878,336059
ghaerr/elks,5,0,5.1,8,26,63153,279148
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,5.3,13,58,353,3444
frankmorgner/vsmartcard,5,702,4.2,8,79,2726,10101
flashrom/flashrom,5,90,8,61,893,10322,64142
f3d-app/f3d,5,-1,6.2,14,266,7396,39255
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,88,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eBay/NuRaft,5,98,8.9,54,498,7050,24694
dev-cafe/cmake-cookbook,5,59,3.5,0,55,866,10719
deiv/driftnet,5,10,5.7,8,111,1445,4363
dblalock/bolt,5,88,3.8,17,65,66182,262286
davmac314/dinit,5,506,5.3,31,196,3959,25008
cpp-main/cpp-tbox,5,240,5.6,29,926,19162,51835
cisco/libsrtp,5,89,6.4,22,226,8934,19875
chiteroman/PlayIntegrityFix,5,16,5.4,13,75,6118,35758
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
bitcoin-core/secp256k1,5,119,7.5,82,260,6604,40866
asterisk/asterisk,5,4,7.6,19,75,227204,728825
apache/nuttx,5,6,7.8,5,62,1658987,2587512
amitv87/PiP,5,39,5.1,26,418,4108,33899
Tencent/ScriptX,5,51,4.5,5,293,5143,18581
Return-To-The-Roots/s25client,5,3,6.2,271,3177,18593,121918
QingdaoU/Judger,5,46,4.1,17,134,1604,5566
OWASP/IoTGoat,5,121,3.5,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
Lienol/openwrt,5,120,6,9,103,60126,223162
H5GG/H5GG,5,16,2.5,7,80,30684,82714
GENIVI/CANdevStudio,5,45,4.3,15,354,1368,18239
FEX-Emu/FEX,5,30,6.9,9,494,18361,131640
Exiv2/exiv2,5,1029,6.9,112,1520,21233,78890
Entware/Entware,5,120,5.8,9,106,7651,48794
DavidColson/Polybox,5,40,4.4,7,150,189248,863655
DanielChappuis/reactphysics3d,5,4,5,24,367,23679,42105
CEA-LIST/Cingulata,5,0,3.6,2,148,5931,11273
AngusJohnson/Clipper2,5,91,5.5,35,420,887,11290
AngoraFuzzer/Angora,5,62,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,7.8,366,2927,24352,190921
zhlynn/zsign,4,22,4.8,19,194,105,8080
yahoojapan/NGT,4,32,5.4,30,236,1053,40351
xhawk18/promise-cpp,4,0,4.5,1,53,727,3285
xMasterX/all-the-plugins,4,57,4.8,4,167,231988,1417388
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,5.5,273,777,196887,601732
unum-cloud/usearch,4,186,5,1,26,2125,9557
troldal/OpenXLSX,4,228,5.7,22,364,12694,48039
the-tcpdump-group/libpcap,4,69,6.3,44,388,28403,44365
swkBerlin/kata-bootstraps,4,7,3,0,1,237,2610
stephane/libmodbus,4,0,4.6,8,105,834,5453
statsite/statsite,4,53,4.9,9,418,3664,15698
simple64/simple64,4,0,5.2,81,781,31561,443867
sheredom/utest.h,4,9,5.8,371,874,574,4141
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
qt-creator/qt-creator,4,0,5,9,143,193178,1579472
pyca/pynacl,4,169,6,23,370,2402,45891
praydog/UEVR,4,22,5.5,16,515,13693,99044
pezmaster31/bamtools,4,123,4.3,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
opentx/opentx,4,0,3.7,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,3.8,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
logrotate/logrotate,4,15,6.8,16,64,366,5245
libconfuse/libconfuse,4,-1,4.2,10,123,1719,5633
lemire/Code-used-on-Daniel-Lemire-s-blog,4,18,3.7,24,560,24090,218648
lamarrr/STX,4,0,4.6,0,9,3478,9298
kfrlib/kfr,4,3,4.9,0,18,7742,58060
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,94,4.8,107,491,8019,25977
jlblancoc/nanoflann,4,15,5.7,2,40,9769,24245
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,290,9.1,92,895,4282,41662
ikskuh/kristall,4,30,5,107,1191,3441,62570
ihhub/fheroes2,4,177,6.1,329,3232,19018,137004
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
herumi/mcl,4,108,5.6,1,14,4567,57806
harporoeder/ebpfsnitch,4,22,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,12,5.4,9,212,1715,17290
google/marl,4,0,6.9,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.6,2,49,2977,11843
eurecom-s3/symcc,4,0,5.9,1,41,1067,2020
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,16,6.5,45,508,3790,21885
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,7.1,3,103,1050,4330
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.8,15,93,1286,5152
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
chris2511/xca,4,0,4.9,35,947,1823,29621
celtera/libremidi,4,0,5.7,2,39,1291,21207
candle-usb/candleLight_fw,4,0,4.2,114,785,60045,120343
blechschmidt/massdns,4,16,5.5,7,57,221,6162
amadvance/snapraid,4,49,4,51,401,12063,43857
alibaba/tblive,4,41,2.5,10,232,160798,286986
akheron/jansson,4,45,6.8,16,185,1400,14027
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
ZerBea/hcxtools,4,-1,6,71,250,556,19438
YosysHQ/nextpnr,4,7,6.2,7,299,57156,243555
Winderton/xplatform,4,0,4,0,6,9566,27777
Project-LemonLime/Project_LemonLime,4,1,4.2,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,6.2,40,485,12416,32408
OpenEPaperLink/OpenEPaperLink,4,24,4.4,2,36,33056,109321
NASA-SW-VnV/ikos,4,149,6,0,4,31799,108732
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.3,60,626,15785,57338
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.3,0,6,199,2151
EUA/wxHexEditor,4,155,4.3,14,291,5287,33289
Drive-Trust-Alliance/sedutil,4,61,3.8,63,211,2967,9108
Cocos-BCX/cocos-mainnet,4,47,3.1,34,85,41364,190147
AlexFanw/HUSTER-CS,4,2,2.5,3,39,44598,197317
zpl-c/librg,3,0,4.2,0,19,2941,23223
zombieCraig/ICSim,3,-1,4.6,2,27,305,1591
wheremyfoodat/Panda3DS,3,29,4.9,16,483,25937,198220
unity3d-jp/NormalPainter,3,-1,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uTensor/uTensor,3,11,5.3,1,90,2870,162565
ttlappalainen/NMEA2000,3,58,6.5,9,282,14270,24854
tgfrerer/island,3,0,5.5,61,773,16275,75528
tevador/RandomX,3,33,5.4,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.2,80,232,4812,45776
surge-synthesizer/stochas,3,0,3.9,28,502,2883,12278
sudo-project/sudo,3,181,5.7,585,1736,28040,132025
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,218,5.7,32,544,7488,49332
strasdat/Sophus,3,1,4.7,13,38,2965,10964
session-replay-tools/cetus,3,3,2.5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
rougier/freetype-gl,3,15,4.9,8,109,22723,34997
resurrecting-open-source-projects/scrot,3,-1,5.1,7,61,468,2337
rauc/rauc,3,1,7.9,242,857,3848,31582
raspofabs/dodbooksourcecode,3,7,5,2,118,231,3831
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
raboof/nethogs,3,-1,6.3,3,87,880,3023
pistacheio/pistache,3,-1,5.8,9,286,2720,35239
p4lang/behavioral-model,3,-1,6.8,38,1916,21461,78865
nhorman/dropwatch,3,8,4.9,2,60,154,1901
nbarkhina/N64Wasm,3,235,4.3,27,193,46425,512933
nasa/XPlaneConnect,3,6,2.5,4,89,5862,7709
miek/inspectrum,3,0,5.2,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
meganz/MEGAcmd,3,0,5.5,404,3958,1865,31679
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
luben/zstd-jni,3,133,5.8,214,882,17492,46167
limbo018/DREAMPlace,3,43,4,6,14,5559,28268
libtom/libtommath,3,155,7.3,61,229,3531,13497
libsndfile/libsamplerate,3,0,6.2,6,70,755,371434
libharu/libharu,3,118,4.5,30,723,3771,135185
kmammou/v-hacd,3,3,4.6,4,28,996,12782
kenzok8/small-package,3,0,4.2,6,34,7001,91658
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,13,609,3006,16443
jmpews/Dobby,3,1,4.2,9,40,1687,17410
intel/compile-time-init-build,3,39,8.3,5,558,706,11182
infiniflow/infinity,3,1628,5.8,47,1131,118055,694640
httperf/httperf,3,9,5.7,14,156,2073,7638
gphoto/libgphoto2,3,2,6.9,4,91,32257,139221
google/highway,3,-1,9.1,43,486,13969,105048
gbdev/rgbds,3,0,4,49,394,1806,14901
freebayes/freebayes,3,-1,4.9,35,393,10877,130154
fireice-uk/xmr-stak-cpu,3,40,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,120,5.3,401,6223,86646,724851
eventql/eventql,3,45,1.8,3,28,189351,734247
dcajasn/Riskfolio-Lib,3,19,5.3,0,12,52835,249151
davideberly/GeometricTools,3,907,5.2,12,1196,53476,297958
craigsapp/midifile,3,10,6.1,30,434,5429,16866
coqui-ai/STT,3,42,4.3,6,145,51946,202081
commonmark/cmark,3,9,6.4,37,223,878,17056
coin-or/CppAD,3,7,5.7,25,942,93515,112353
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,3.2,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,380,33110,240750
breakfastquay/rubberband,3,-1,5.6,20,243,5009,24030
boostorg/hana,3,-1,5.8,19,228,22763,59578
arangodb/velocypack,3,251,5.2,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,140,3.3,10,194,1662,11119
aizvorski/h264bitstream,3,25,4.7,34,87,932,9388
aide/aide,3,52,6.3,32,264,2237,11133
adamritter/fastgron,3,104,4,15,214,15646,29986
YuriiCrimson/ExploitGSM,3,93,5.2,22,123,2643,8515
Tencent/Tendis,3,708,1.8,169,2724,61853,330111
Tarsnap/scrypt,3,37,6.2,16,113,2864,5759
Shark-ML/Shark,3,569,5.3,12,173,38057,81408
STMicroelectronics/STM32CubeF4,3,0,5.6,20,52,706127,10276734
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,1.9,9,61,50806,77222
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.4,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,4.3,2,275,7459,8856
LuminanceHDR/LuminanceHDR,3,43,3.2,28,52,16346,67108
LLNL/zfp,3,45,4,7,74,3734,39846
KomputeProject/kompute,3,-1,5,6,209,1262,7144
KjellKod/g3log,3,5,5.3,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,4,10,125,20667,171009
FreeRTOS/FreeRTOS-Kernel,3,66,7,64,317,57677,102929
FEniCS/dolfinx,3,-1,7,19,308,10629,32283
Ericsson/CodeCompass,3,4,7.5,0,53,3470,27867
Dwarf-Therapist/Dwarf-Therapist,3,0,4.3,99,981,6283,36575
Cisco-Talos/clamav,3,80,6.8,32,145,38544,210468
CandyConfident/HighPerformanceConcurrentServer,3,13,3.7,16,86,96,2965
BlueBrain/HighFive,3,496,6.9,42,508,3281,13267
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,4.6,2,33,4378,25036
ARM-software/CMSIS-FreeRTOS,3,66,5.2,64,317,68121,116324
znc/znc,2,0,5.6,114,1581,5894,41983
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,124,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,0,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.2,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,212,5.7,33,563,3345,13499
traviscross/mtr,2,35,5.7,15,175,2476,10479
topling/toplingdb,2,0,6.9,554,7143,98967,469793
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tgraf/bmon,2,2,4.2,18,212,1144,6837
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
stclib/STC,2,0,4.4,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10914,62679
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,22,252,5114,18485
seetafaceengine/SeetaFace2,2,240,4.7,27,348,1335,18887
schweikert/fping,2,2,6.7,6,53,570,2715
sampsyo/llvm-pass-skeleton,2,0,4.3,0,1,0,29
rockdaboot/wget2,2,301,6.9,122,949,15213,44459
ripose-jp/Memento,2,0,5,11,398,7220,21830
rikyoz/bit7z,2,90,5,0,231,3873,14330
ridiculousfish/libdivide,2,0,4.8,2,19,1013,201657
react-native-tvos/react-native-tvos,2,1,4.2,8,96,25591,91073
randy408/libspng,2,37,5.5,13,141,347,7910
quickfix/quickfix,2,866,6.1,84,1262,13167,849171
plasma-umass/Mesh,2,6,6,2,64,1546,8226
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
phandasm/waveform,2,86,4.6,15,107,25582,267340
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.8,0,69,427,3018
osu-crypto/libOTe,2,95,5.4,2,120,5357,31496
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
nRF24/RF24,2,29,6,0,65,5937,9093
mutouyun/cpp-ipc,2,4,5.2,1,57,14058,39000
munt/munt,2,84,3.7,10,373,5908,31840
mpartel/bindfs,2,14,6.3,8,125,394,4261
michaelrsweet/mxml,2,7,7.6,8,125,1856,4251
maxmind/libmaxminddb,2,10,5.5,10,82,332,5704
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
linuxdeepin/deepin-unioncode,2,32,4.5,22,1246,63744,305421
libnet/nemesis,2,12,3.8,19,88,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,5.8,8,169,2207,65279
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
leanstore/leanstore,2,0,4.6,60,447,4337,18740
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,5.2,1,6,140,1376
json-c/json-c,2,129,7.2,21,211,3120,9130
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,6,26,445,13383,39222
izhengfan/se2lam,2,2,4.2,2,38,1807,10528
itas109/CSerialPort,2,14,5,10,466,1920,7040
ispc/ispc,2,31,7.7,4,137,10970,53893
iputils/iputils,2,11,6,20,99,746,5976
intel/x86-simd-sort,2,-1,9.1,0,156,653,10738
input-leap/input-leap,2,0,6.8,30,928,18464,56155
inotify-tools/inotify-tools,2,6,5.5,12,90,1476,4608
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,0,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,5.4,4,108,16442,58354
h4tr3d/avcpp,2,8,6,7,310,1202,10789
