repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
dgiese/dustcloud,8,-1,0,5.8,20,192,1003,6994
cadenji/foolrenderer,8,-1,0,6.2,7,84,1981,6165
boost-ext/di,8,0,0,4.1,3,479,3138,23443
aws/aws-iot-device-sdk-embedded-C,8,0,0,6.7,282,1743,16603,22041
aras-p/hlsl2glslfork,8,-1,0,5.4,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,-1,0,8.7,34,516,14913,50302
OpenEtherCATsociety/SOEM,8,1201,0,5.7,36,143,7210,20308
Komet/MediaElch,8,364,0,6,89,2073,7394,94375
JSBSim-Team/jsbsim,8,0,0,6.6,89,1198,30945,74304
Genivia/RE-flex,8,-1,142,6.2,48,146,4368,42003
CloverHackyColor/CloverBootloader,8,0,12,4.8,24,268,724961,1467654
Ai-Thinker-Open/GPRS_C_SDK,8,-1,0,4.6,16,215,57519,302035
7thSamurai/steganography,8,-1,0,6.2,17,149,5265,17722
0,7.2,4012,83,27039,,123141,,
yahoojapan/NGT,7,13,0,6.8,22,218,1003,35857
winscp/winscp,7,33,0,7.6,29,613,84481,491419
voutcn/megahit,7,0,0,5.7,36,167,4780,22788
twitter/vireo,7,372,-1,7.4,16,286,7477,31565
topling/toplingdb,7,-1,0,6.4,543,7006,95363,457165
tezc/sc,7,-1,0,6.2,63,751,3062,15699
stan-dev/math,7,339,12,8.2,42,569,644378,3063574
shish/rosettaboy,7,-1,0,4.5,12,82,1020,7660
sammycage/lunasvg,7,0,0,-1,24,277,1641,12692
saharNooby/rwkv.cpp,7,-1,15,5.2,52,306,147,1259
rapiz1/DungeonRush,7,-1,0,4.6,10,126,152,4050
osmc/osmc,7,339,12,6.6,30,201,9255,29515
miniupnp/miniupnp,7,-1,49,6.6,42,192,5380,40882
libharu/libharu,7,0,0,5.9,30,722,3765,135142
libfive/libfive,7,376,0,7.3,27,307,8490,39388
kpu/kenlm,7,-1,0,6.3,18,487,6752,33644
jiejieTop/mqttclient,7,0,0,6.4,115,1034,31760,74043
isl-org/FastGlobalRegistration,7,-1,0,6.2,1,12,22218,59028
intel/media-driver,7,-1,0,7.2,10,101,392637,2770586
hyperrealm/libconfig,7,3728,42,4.6,4,127,2107,11585
hpjansson/chafa,7,-1,56,7.3,86,890,9740,41178
ggerganov/ggml,7,0,36,7.9,80,481,4873,33160
gbdev/rgbds,7,1200,0,4.1,60,420,2955,15724
ftylitak/qzxing,7,-1,0,6,42,517,8501,30642
fetlang/fetlang,7,0,-1,5.1,9,128,9777,35925
equalsraf/neovim-qt,7,184,0,5.4,29,438,2911,45248
dgoulet/torsocks,7,4,18,6.4,37,210,2724,7290
ddnet/ddnet,7,-1,0,6.1,293,2860,14247,230713
babelouest/ulfius,7,12,0,6.7,41,225,4014,22330
audiohacked/OpenCorsairLink,7,0,11,6.4,10,180,4027,13117
alibaba/ilogtail,7,-1,0,5.8,182,1168,14458,76356
Tencent/TSeer,7,-1,0,5.3,44,532,6074,31545
Soulghost/iblessing,7,-1,0,4.5,34,203,7797,40685
RedisLabs/memtier_benchmark,7,8,44,6.1,21,302,1915,10873
OpenHantek/openhantek,7,-1,0,7.3,0,3,2777,11298
Naios/continuable,7,-1,0,6.3,7,166,4855,8340
KratosMultiphysics/Kratos,7,377,175,7.2,30,201,556755,1733453
Exiv2/exiv2,7,-1,1041,7.3,113,1517,21159,77237
EliasOenal/multimon-ng,7,67,0,5,43,147,2460,9503
Crypto-toolbox/HFT-Orderbook,7,-1,0,6.5,0,41,326,1569
ChunelFeng/caiss,7,-1,0,5.5,11,330,5771,27999
Almamu/linux-wallpaperengine,7,-1,0,6.7,8,203,8032,22223
Alex313031/thorium,7,-1,0,6,1,18,117009,933931
AcademySoftwareFoundation/openvdb,7,-1,0,7.6,17,288,44975,299753
xant/libhl,6,-1,68,6.2,25,241,2604,8863
wifidog/wifidog-gateway,6,-1,14,6.1,13,159,2360,6561
vstakhov/libucl,6,3662,28,6.3,60,241,3536,16614
troglobit/inadyn,6,564,5,5.8,23,183,2992,8774
tidalcycles/Tidal,6,0,26,6.2,6,345,47409,186998
thesofproject/sof,6,0,0,7.3,7,73,46543,274077
tenzir/vast,6,0,0,6.7,0,3,18772,104844
sxyu/volrend,6,462,186,6.1,31,209,18136,120731
sudo-project/sudo,6,-1,188,6,355,1700,27493,130147
stressapptest/stressapptest,6,37,16,7,11,202,2457,8158
quarkslab/binbloom,6,11,39,6.2,12,54,755,2614
percona/percona-xtrabackup,6,119,153,7.1,18,138,1128790,3541469
percona/percona-server,6,115,153,7,18,225,1141662,3581925
openlink/virtuoso-opensource,6,0,0,6.4,18,138,66546,730081
msnh2012/Msnhnet,6,585,0,5.7,111,916,17885,152697
mosra/corrade,6,59,0,7.2,25,516,42300,84160
mellowcandle/bitwise,6,242,6,5.4,6,52,123,2228
meganz/sdk,6,-1,0,7.5,554,6220,52641,193204
liudf0716/xkcptun,6,14,0,5.6,7,95,723,4296
libexpat/libexpat,6,171,10,8.7,27,296,4270,26430
lexborisov/myhtml,6,0,0,6.4,43,607,5676,62664
jwasham/practice-c,6,-1,0,6,3,21,219,2907
jonasmr/microprofile,6,0,0,4.7,14,170,18879,116178
clMathLibraries/clBLAS,6,-1,0,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,0,4.7,2,150,6858,226711
area9innovation/flow9,6,1603,367,5.9,119,775,106448,314080
aras-p/ClangBuildAnalyzer,6,282,0,5.7,22,437,10072,31690
allinurl/gwsocket,6,267,7,7.3,3,108,903,3045
alandefreitas/moderncpp,6,0,10,5,5,198,2440,6840
XboxDev/extract-xiso,6,1120,0,5.4,12,28,328,1765
WG21-SG14/SG14,6,0,0,6,9,68,487,10197
Tessil/robin-map,6,0,0,5,0,3,1220,3652
Tessil/ordered-map,6,0,0,4.9,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,5,0,3,1480,4409
Return-To-The-Roots/s25client,6,11,0,6.5,294,3191,18406,119320
Plutoberth/SonyHeadphonesClient,6,-1,0,5.9,85,757,235,1939
Mellanox/sockperf,6,0,19,8,25,134,10189,29464
LekKit/RVVM,6,-1,0,5.8,18,588,5886,25991
KDE/heaptrack,6,0,0,5.9,0,3,4680,32621
FORTH-ModelBasedTracker/MocapNET,6,-1,0,6,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,2561,43,5,50,461,54615,314988
BlitterStudio/amiberry,6,0,0,5.5,6,313,76776,827740
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,6.9,0,31,2079,3351
ArthurSonzogni/Diagon,6,22,0,5.6,49,976,445,5862
AlbrechtL/welle.io,6,10,0,6.3,21,364,18919,102388
zrax/pycdc,5,125,0,5.3,11,63,201,6140
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,65,13,5.9,7,178,1979,15661
utsaslab/pebblesdb,5,0,0,6.4,29,627,4391,27177
st3w/neo,5,2,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,0,5,4,45,32958,76242
romeric/Fastor,5,0,0,7.5,27,156,5115,54916
pfq/PFQ,5,75,0,6.4,60,461,24434,61954
percona/PerconaFT,5,1611,110,7.2,33,380,56868,184131
peng-zhihui/A-Eye,5,0,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,0,6.1,2,29,9228,19883
orb-community/pktvisor,5,-1,0,6.2,15,148,8885,49131
openwrt-mirror/openwrt,5,102,121,6.4,10,105,62310,260952
mlpack/ensmallen,5,0,0,7.9,2,25,19139,38627
meganz/MEGAcmd,5,-1,0,7.6,350,3639,1456,29597
medooze/media-server,5,0,205,7.4,16,113,31677,85159
lexborisov/Modest,5,0,0,7,78,1579,15389,106648
lede-project/source,5,110,120,6.3,9,106,58418,221626
lava/matplotlib-cpp,5,0,0,6.4,0,15,190,2607
juj/MathGeoLib,5,0,0,5.8,22,673,12935,49967
jmpews/Dobby,5,-1,0,4.3,14,90,1816,18241
jbruchon/elks,5,0,0,6.4,8,26,61909,270939
jarro2783/cxxopts,5,0,0,6.8,2,5,518,11617
jarcode-foss/glava,5,-1,0,6.2,17,127,830,15002
ivmai/bdwgc,5,2124,3,6.8,7,57,10478,40453
immortalwrt/immortalwrt,5,193,120,7.6,9,106,58362,222247
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
ganglia/monitor-core,5,0,3,6.7,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.1,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,4.2,8,79,2725,10081
foonathan/cppast,5,0,61,5.7,50,490,2719,19821
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,0,6.2,53,572,13474,50549
emilk/loguru,5,0,0,7.4,7,82,563,3095
eBay/NuRaft,5,0,0,9.2,50,481,6796,24059
dev-cafe/cmake-cookbook,5,16,0,6.4,0,55,866,10719
deiv/driftnet,5,9,10,7,8,107,1424,4293
dblalock/bolt,5,-1,0,6,17,65,66182,262286
crownengine/crown,5,-1,0,5,7,150,188349,1038333
cisco/libsrtp,5,0,51,6.4,21,226,8867,19163
c-ares/c-ares,5,83,92,9,53,622,16171,54987
bepaald/signalbackup-tools,5,-1,0,5.5,59,145,8980,27087
asterisk/asterisk,5,-1,4,7.5,19,75,225573,722211
ammarahm-ed/react-native-mmkv-storage,5,-1,0,6,8,182,1628,10199
ZLMediaKit/ZLToolKit,5,0,0,6.5,7,367,3531,13524
Tencent/ScriptX,5,-1,51,6.6,5,291,5133,18528
OWASP/IoTGoat,5,93,121,5.5,9,101,31868,187740
NASA-SW-VnV/ikos,5,0,0,6.8,0,4,31799,108730
Martinsos/edlib,5,0,0,6.8,9,50,581,2009
LongSoft/UEFITool,5,125,386,5.7,49,486,9737,42634
LinusDierheimer/fastfetch,5,-1,0,6.6,24,561,619,23758
Lienol/openwrt,5,132,120,7.4,9,100,60991,228300
KDE/ghostwriter,5,0,0,4.4,49,329,5181,42124
KDE/clazy,5,181,0,6.7,27,455,5665,24482
Jmgr/actiona,5,-1,0,5,46,1034,12303,52346
Facico/Chinese-Vicuna,5,-1,0,6.2,33,203,1332,9680
FEX-Emu/FEX,5,-1,0,7.5,0,58,17911,141133
Entware/Entware,5,111,120,6.4,9,106,7672,47330
AngoraFuzzer/Angora,5,135,0,6.5,30,499,4884,26409
AliveToolkit/alive2,5,-1,0,6.8,46,970,1256,25407
AcademySoftwareFoundation/OpenColorIO,5,485,0,8.4,364,2833,23610,184339
zhlynn/zsign,4,-1,0,7.2,19,194,105,8078
whoenig/libMultiRobotPlanning,4,-1,4,5.5,1,103,956,5591
vivien/i3blocks,4,249,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,0,4.2,273,777,196887,601725
troldal/OpenXLSX,4,0,0,5.9,26,498,17957,74339
torproject/tor,4,0,0,7.6,12,132,88613,319697
the-tcpdump-group/libpcap,4,492,68,7.7,40,391,28705,48013
swkBerlin/kata-bootstraps,4,-1,0,2.9,0,1,237,2610
stephenberry/glaze,4,0,0,6.2,1,78,1101,21509
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,-1,53,6.8,9,418,3664,15698
simple64/simple64,4,1022,234,4.8,78,746,30103,421392
simd-everywhere/simde,4,0,72,5.5,1365,24302,14706,641456
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
savoirfairelinux/opendht,4,-1,185,5.8,31,491,5012,24741
rpclib/rpclib,4,0,0,5.7,4,84,47445,164707
revng/revng,4,-1,-1,7.3,90,766,11336,68812
rdbo/libmem,4,0,0,5.9,0,118,720,6010
qt-creator/qt-creator,4,-1,0,5.3,8,118,177019,1443059
qicosmos/rest_rpc,4,-1,0,6,0,36,50956,191532
pyca/pynacl,4,3,169,6.9,23,370,2402,45891
ossrs/state-threads,4,0,0,4.7,9,89,13043,25013
oracle/graaljs,4,39,55,6.1,72,561,527137,2922016
openvinotoolkit/model_server,4,-1,0,7.9,2,60,11261,76352
opentx/opentx,4,-1,0,5.1,152,1816,117165,343966
open-telemetry/opentelemetry-cpp,4,103,0,8.1,9,275,14835,67489
nemequ/portable-snippets,4,-1,0,6.2,5,245,330,6760
mmorise/World,4,0,0,6.9,0,221,2084,8353
mity/md4c,4,1,0,6.4,34,136,1323,7882
mikke89/RmlUi,4,0,0,6,75,1085,36045,114748
microsoft/verona,4,-1,0,7.5,1,114,8586,32044
logrotate/logrotate,4,90,9,7.4,14,64,362,5120
logicalclocks/rondb,4,59,0,7.4,8,31,1044953,3284529
libconfuse/libconfuse,4,0,-1,5.3,10,123,1719,5633
lamarrr/STX,4,0,0,6.6,0,9,3475,9361
jwasham/practice-cpp,4,0,0,5.8,0,141,13886,38093
jlblancoc/nanoflann,4,0,0,6.8,1,38,9726,24035
jgromes/RadioLib,4,0,0,6.7,12,473,7580,17052
j0r1/JRTPLIB,4,0,0,6.3,30,371,5329,21370
intel/pcm,4,-1,0,6.8,82,785,4085,36377
ihhub/fheroes2,4,-1,12,5.2,264,2899,15917,119122
horsicq/XAPKDetector,4,-1,0,6.6,111,1561,242,873
hjwdzh/ManifoldPlus,4,-1,0,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,0,5.9,1,82,52,3413
google/marl,4,-1,0,8.9,1,54,2148,7499
fragglet/c-algorithms,4,32,8,5.8,1,148,4479,7194
foonathan/type_safe,4,0,0,5.5,2,49,2970,11808
etodd/lasercrabs,4,3,147,5.6,48,670,28442,207072
eclipse/paho.mqtt.embedded-c,4,0,0,5,2,99,1792,7620
eclipse-ecal/ecal,4,-1,0,6.6,92,2967,43430,119908
dougbinks/enkiTS,4,-1,0,6.8,3,103,1037,4285
dongjing3309/minisam,4,-1,0,6.3,3,88,3637,22260
coqui-ai/STT,4,269,42,5.4,6,145,51946,202081
cityflow-project/CityFlow,4,-1,0,6.7,9,148,128,5183
chris2511/xca,4,1,0,5.1,29,921,1637,27744
candle-usb/candleLight_fw,4,-1,-1,5.7,115,780,59902,120147
amadvance/snapraid,4,29,49,4.6,51,400,12059,43848
aliyun/ossfs,4,15,57,5.3,190,317,2144,12376
alibaba/tblive,4,4013,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,-1,0,5.2,32,618,2581,38342
abishekvashok/cmatrix,4,1,0,6.6,1,6,61,748
YosysHQ/nextpnr,4,0,0,6.7,7,299,55416,227511
Winderton/xplatform,4,0,0,5.6,0,6,9566,27777
Slackadays/Clipboard,4,0,0,5.8,15,188,1284,6338
RainerKuemmerle/g2o,4,-1,0,5.7,38,593,20775,50070
PSI-Rockin/DobieStation,4,323,0,6.3,144,1873,17916,94983
OpenArkStudio/ARK,4,-1,16,4.6,9,527,16992,65261
Hopson97/open-builder,4,-1,0,4.7,22,842,19718,107532
Haivision/srt,4,536,0,6.2,59,620,15530,55836
GameTechDev/MaskedOcclusionCulling,4,-1,0,6.4,2,45,1426,4267
FRRouting/frr,4,0,-1,5.5,2350,17811,100556,634980
EUA/wxHexEditor,4,193,155,6.2,6,240,5294,33270
Drive-Trust-Alliance/sedutil,4,329,61,6,63,211,2967,9107
AlexFanw/HUSTER-CS,4,-1,0,5.2,3,34,44432,195361
zpl-c/librg,3,-1,0,4.5,0,19,2937,23191
vroland/epdiy,3,0,-1,6.1,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,0,5.2,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,-1,0,5.5,20,140,418,8331
uncrustify/uncrustify,3,0,0,7.5,144,679,17400,106577
uTensor/uTensor,3,-1,0,7.1,1,90,2870,162563
ttlappalainen/NMEA2000,3,-1,0,6.2,0,131,13655,24539
tevador/RandomX,3,0,0,7,12,236,2509,11348
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,0,6,79,225,4815,45753
stxxl/stxxl,3,0,0,6,12,130,14613,61833
strukturag/libheif,3,18,214,5.9,31,530,6674,45383
strasdat/Sophus,3,-1,-1,5.7,13,38,2928,10159
session-replay-tools/cetus,3,158,3,5.6,9,113,6584,50939
richgel999/miniz,3,0,0,5.3,26,137,926,10121
rakshasa/libtorrent,3,1043,-1,6.5,26,868,10864,34972
pistacheio/pistache,3,0,-1,5.2,11,273,2366,32916
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,6.4,38,1916,21279,85392
opendnssec/SoftHSMv2,3,37,122,7.2,135,1949,21042,69503
nbarkhina/N64Wasm,3,1538,234,6.2,27,193,46461,512880
nasa/XPlaneConnect,3,0,0,4.9,4,89,5862,7709
miek/inspectrum,3,474,0,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
matus-chochlik/oglplus,3,0,0,6.4,12,86,75679,218508
limbo018/DREAMPlace,3,0,0,6.2,6,14,5541,28223
libtom/libtommath,3,0,0,7.3,30,161,3513,13386
libsndfile/libsamplerate,3,804,0,7.2,6,70,755,371434
libimobiledevice/libplist,3,1354,99,5.5,132,580,2539,10942
lastpass/lastpass-cli,3,-1,0,6,20,301,2163,10020
kmammou/v-hacd,3,-1,0,6.5,4,28,996,12784
juzzlin/Heimer,3,5,0,7,11,527,2799,15062
john30/ebusd,3,-1,89,5.2,97,440,7169,24224
jacktrip/jacktrip,3,263,-1,7.9,28,405,12494,35943
intel/isa-l,3,0,-1,7.7,23,160,6301,45937
httperf/httperf,3,66,9,7,14,156,2073,7638
grame-cncm/faust,3,-1,0,4.6,2,62,73927,290223
google/mathfu,3,-1,0,6.9,26,96,2782,5514
google/highway,3,0,0,8.2,22,256,10100,72181
github/securitylab,3,0,0,8.1,4,313,5631,18589
fireice-uk/xmr-stak-cpu,3,-1,0,5.8,3,108,3895,17331
farbrausch/fr_public,3,0,0,4.6,3,28,73026,713666
falltergeist/falltergeist,3,2,0,5.3,21,854,4271,45170
f4exb/sdrangel,3,0,0,5.7,364,5748,73859,663982
ethz-adrl/ifopt,3,147,0,6.5,0,17,1128,1362
davideberly/GeometricTools,3,0,910,7.3,12,1195,51909,290861
craigsapp/midifile,3,0,0,6.5,23,360,4993,15509
commonmark/cmark,3,1610,0,5.6,42,230,840,21073
cofyc/dnscrypt-wrapper,3,49,-1,5.9,18,113,283,5148
coder-mike/microvium,3,-1,0,7.3,29,90,5845,19730
citp/BlockSci,3,-1,0,6.2,226,3245,3499,22103
breakfastquay/rubberband,3,0,-1,6.3,20,240,4969,23817
boostorg/hana,3,0,0,7.3,19,227,22763,59565
blechschmidt/massdns,3,-1,0,6,6,57,220,6167
benoitsteiner/tensorflow-opencl,3,-1,0,6.6,403,4626,124808,578065
arangodb/velocypack,3,44,277,6.4,17,193,29521,97825
angt/glorytun,3,3,6,4.6,5,104,1,1608
aizvorski/h264bitstream,3,829,27,6.5,34,87,932,9384
Tencent/Tendis,3,-1,0,3.3,169,2724,62025,333564
Tarsnap/scrypt,3,262,37,7.2,16,113,2833,5728
Shark-ML/Shark,3,-1,0,5.5,11,172,37964,81273
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,0,0,5,8,61,50802,77163
Project-LemonLime/Project_LemonLime,3,109,0,4.9,17,314,1008,11801
Meulengracht/MollenOS,3,6,0,6.2,0,5,272423,669516
LuminanceHDR/LuminanceHDR,3,-1,43,6.7,28,52,16347,67095
LLNL/zfp,3,-1,0,4.5,7,74,3744,39808
KomputeProject/kompute,3,-1,-1,5.4,6,209,1307,7668
KjellKod/g3log,3,0,0,6.8,1,53,1240,5011
JayDDee/cpuminer-opt,3,0,41,6.2,10,125,21140,166891
Ericsson/CodeCompass,3,-1,0,5.1,0,3,3172,23988
Dwarf-Therapist/Dwarf-Therapist,3,0,0,5,101,994,6351,37098
DanielChappuis/reactphysics3d,3,0,0,4.9,22,320,22571,39467
Cocos-BCX/cocos-mainnet,3,126,47,6.1,34,85,41364,190147
Cisco-Talos/clamav,3,6111,75,7.9,32,145,37889,209469
ChunelFeng/CGraph,3,-1,0,6.3,2,145,3653,7273
Benjamin-Dobell/Heimdall,3,-1,0,5,0,10,1419,7088
ArkScript-lang/Ark,3,0,0,5.8,14,202,2997,8465
AndroidAdvanceWithGeektime/Chapter01,3,-1,0,5.5,8,144,34983,99851
zlib-ng/minizip-ng,2,0,0,5.6,18,332,1213,14412
zetavm/zetavm,2,-1,85,6,13,152,1257,7559
zehome/MLVPN,2,-1,30,4.8,10,126,1055,5658
zauonlok/renderer,2,-1,0,4,8,195,395,6443
yyzybb537/libgo,2,0,0,5.8,8,153,81110,391386
xhawk18/s_task,2,212,71,6.6,110,938,104745,164268
vincentlaucsb/csv-parser,2,-1,0,6.6,0,61,4367,26784
vgmtrans/vgmtrans,2,0,0,4.5,33,249,24449,150812
traviscross/mtr,2,978,34,8.1,15,177,2445,10415
tony2001/pinba_engine,2,0,790,6.2,33,140,4782,27176
tatsuhiro-t/spdylay,2,451,54,5.5,44,488,8503,28269
szechyjs/dsd,2,-1,0,6.2,0,15,13571,39472
sparsehash/sparsehash,2,0,801,5.4,33,141,2803,7977
smartmontools/smartmontools,2,363,99,6.1,103,565,10778,62382
slic3r/Slic3r,2,-1,0,6.1,26,131,14653,106200
simsong/tcpflow,2,-1,-1,4.2,21,248,5114,18485
simdutf/simdutf,2,2,0,-1,17,529,8707,58816
schweikert/fping,2,135,2,5.4,6,54,566,2662
rpng/open_vins,2,-1,0,6.2,10,85,10705,18590
rougier/freetype-gl,2,0,0,5.9,7,106,22693,34877
rikyoz/bit7z,2,-1,0,6.3,0,216,3280,9086
ridiculousfish/libdivide,2,0,0,6.7,2,19,1013,201657
randy408/libspng,2,0,0,6.9,13,141,347,7910
plasma-umass/Mesh,2,-1,0,4.7,2,70,1526,8158
pinterest/rocksplicator,2,-1,0,6.6,76,677,4748,19871
peregrine-lang/Peregrine,2,-1,17,6.2,27,337,807,15934
pdewacht/brlaser,2,0,0,4.6,3,110,273,1333
palacaze/sigslot,2,0,0,5,0,68,414,2940
oliverw/miningcore,2,-1,0,4.3,8,41,24906,150581
nokiatech/heif,2,-1,-1,6.4,43,1412,10450,38527
nickgillian/grt,2,0,0,6.9,0,3,54085,137769
mutouyun/cpp-ipc,2,0,0,6.1,1,46,14030,38642
munt/munt,2,0,0,6.9,10,373,5907,31808
mhx/dwarfs,2,-1,0,6.8,5,22,2942,35332
maxmind/libmaxminddb,2,9,10,5.9,9,82,339,5666
lionsoul2014/friso,2,-1,3,6.3,8,130,2124,4181
libnet/nemesis,2,0,12,4.4,19,90,834,7178
libcheck/check,2,230,11,5.1,17,439,2421,11850
lemire/FastPFor,2,0,0,6.8,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,0,0,5.8,5,339,20631,188942
leggedrobotics/ocs2,2,0,0,4.8,133,479,100996,141166
layoutBox/FlexLayout,2,0,0,6.4,0,3,23378,84369
laurentkneip/opengv,2,0,0,7,8,147,9271,45813
kgabis/parson,2,0,0,5.7,4,108,184,3072
json-parser/json-parser,2,27,2,5.8,1,6,140,1376
json-c/json-c,2,0,0,7.7,18,195,2986,8509
jessek/hashdeep,2,12,32,5.7,8,137,2316,8933
ispc/ispc,2,0,0,6.5,4,130,10626,50325
input-leap/input-leap,2,494,0,6.1,29,926,28032,81129
inotify-tools/inotify-tools,2,288,4,4.8,13,87,1463,4527
hughperkins/tf-coriander,2,-1,0,5.3,245,2711,63849,252805
hosseinmoein/DataFrame,2,0,0,7.5,2,25,7318,36238
hjwdzh/QuadriFlow,2,-1,0,5.8,12,62,28234,75636
haywire/haywire,2,-1,0,5,25,144,886,5333
google/gemmlowp,2,0,0,7.5,2,72,7497,123126
goldsborough/ipc-bench,2,-1,0,6.3,0,93,1051,2733
gaoxiang12/ORB-YGZ-SLAM,2,-1,0,6.2,2,38,9765,36667
gan74/Yave,2,-1,0,6.5,21,166,38375,222874
fukuchi/libqrencode,2,2076,38,5,9,166,1708,11780
fritzone/obfy,2,-1,0,6.4,0,19,65,958
francescmm/GitQlient,2,276,0,5.5,19,576,4026,15890
fholger/openvr_fsr,2,-1,0,3.2,24,645,23697,123605
fabianishere/brainfuck,2,198,0,5.2,3,17,618,1019
emqx/qmqtt,2,0,0,7,0,3,21383,62628
emmericp/ixy,2,-1,0,6.6,6,60,932,5305
embree/embree,2,-1,0,6.4,18,322,27376,221393
ebiggers/libdeflate,2,318,0,5.7,11,99,5466,11374
douban/libmc,2,0,0,5.3,5,85,511,5943
cxong/cdogs-sdl,2,-1,0,6.3,23,164,21738,120752
crow-translate/crow-translate,2,208,0,5.5,6,285,1842,7817
crigler/dtach,2,-1,5,6.4,5,17,221,1174
cisco-system-traffic-generator/trex-core,2,0,0,6.1,15,344,411159,1669236
cginternals/cppfs,2,0,0,5.5,3,115,3308,5866
audacious-media-player/audacious,2,-1,20,6.3,9,214,5888,34415
apache/hawq,2,0,0,4.3,0,3,369965,1002298
andrewrk/libsoundio,2,69,0,7.2,10,128,1109,12010
albertodemichelis/squirrel,2,40,0,6.3,22,474,290,14008
aklomp/base64,2,288,0,5.2,8,31,1070,5235
akheron/jansson,2,2518,28,5.8,11,156,922,8437
aguinet/wannakey,2,-1,0,5.9,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,0,4.8,9,468,7174,31362
ada-url/ada,2,24,0,7.4,1,26,3042,21824
a2o/snoopy,2,280,31,4,3,165,7980,6926
ZJULearning/nsg,2,-1,0,6.2,5,25,95,1400
Yubico/yubico-pam,2,41,2,5.3,8,23,436,2888
The-4n/4NXCI,2,-1,0,5.6,133,941,25157,73659
Thalhammer/jwt-cpp,2,0,0,8,0,6,1645,6760
StarEngine/engine,2,0,0,6.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,0,0,6.2,26,649,26108,82359
SciresM/hactool,2,-1,0,4.7,133,941,26172,83026
ScanNet/ScanNet,2,-1,0,5.8,2,23,19576,120418
Rezonality/zep,2,0,23,5.2,30,371,26576,125950
ReimuNotMoe/ydotool,2,-1,0,5.2,6,12,239,908
RaftLib/RaftLib,2,0,0,5.4,3,167,7294,15600
PyMesh/PyMesh,2,-1,0,4.4,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,-1,0,5.8,0,5,2753,17565
PetteriAimonen/libfixmath,2,-1,0,6.3,14,74,367,15320
PaddlePaddle/FastDeploy,2,0,0,5,59,912,118742,513744
OpenSees/OpenSees,2,-1,0,4.9,10,30,252082,993723
OpenRC/openrc,2,-1,1,7.2,47,256,1784,14301
NLnetLabs/unbound,2,19799,-1,7.1,276,2394,41636,119098
MengRao/fmtlog,2,293,0,7,1,25,94,1434
LuxCoreRender/LuxCore,2,-1,0,5.8,11,201,116882,503603
Livox-SDK/Livox-SDK,2,-1,0,6.1,4,277,5742,22902
Kobzol/hardware-effects,2,-1,0,5.9,0,34,16,897
KDE/kdevelop,2,0,0,7.3,4,31,51908,285343
JakubVojvoda/design-patterns-cpp,2,-1,0,6.2,0,24,731,1567
Jackarain/avplayer,2,-1,-1,4.6,138,1534,47513,145916
IronsDu/brynet,2,-1,0,5.2,2,36,1551,24576
Icinga/icinga2,2,0,0,7.3,5,29,13924,94820
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,-1,6,142,1293,69969,199777
FreeOpcUa/freeopcua,2,2232,0,6.8,10,373,48363,198293
Forceflow/libmorton,2,0,0,5.9,0,6,199,2151
FFMS/ffms2,2,7,105,6.8,12,131,1014,7189
CrowCpp/Crow,2,0,0,6.7,2,41,2561,28371
CaoWGG/TensorRT-CenterNet,2,0,0,5.4,14,149,9651,50851
BowenFu/matchit.cpp,2,-1,0,4.4,0,64,261,6710
Ableton/link,2,-1,0,6.8,2,33,4312,24735
86Box/86Box,2,-1,11,5.9,4,10,50910,476959
