repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
KwaiAppTeam/KOOM,11,0,14,5.8,7,367,28652,109331
JuliaHubOSS/llvm-cbe,11,-1,-1,7.7,14,101,2263,6579
HardySimpson/zlog,11,0,14,7.5,16,169,1137,7691
Governikus/AusweisApp2,11,-1,0,6.3,364,3464,8541,106222
Genivia/ugrep,11,-1,204,5,110,296,8199,54397
BitFunnel/NativeJIT,11,0,9,6.2,18,227,25441,105781
AprilRobotics/apriltag,11,0,138,6.5,28,243,4722,174200
wdas/partio,10,9,0,5,23,133,2133,9591
taviso/ctypes.sh,10,46,22,6,22,270,2185,11604
syoyo/tinyexr,10,-1,61,6.7,23,132,13379,110474
sonic-net/sonic-buildimage,10,17,14,5.6,48,399,62120,475812
smeighan/xLights,10,0,24,4.8,12,115,127869,600175
shajen/rtl-sdr-scanner-cpp,10,658,33,5.8,2,90,4,2647
setvisible/DownZemAll,10,0,143,4.1,211,2256,53792,230426
samhocevar/zzuf,10,-1,12,5.7,25,140,1277,7664
sahlberg/libnfs,10,88,30,6.7,34,1178,5938,40502
rsyslog/rsyslog,10,1646,133,6.4,384,1698,27090,118195
rpng/open_vins,10,-1,107,6.3,59,363,11185,19833
owntone/owntone-server,10,-1,141,5.6,86,2318,9321,84811
mrc-ide/covid-sim,10,0,31,6.2,47,184,2814,14780
mlverse/torch,10,0,47,6.1,11,3996,8085,112530
microsoft/snmalloc,10,0,115,8,7,103,5614,14745
microsoft/CCF,10,0,115,7.5,13,265,89924,447511
metacall/core,10,19,10,4.2,25,715,20682,60574
memononen/nanosvg,10,0,26,7.3,13,117,439,4278
marella/ctransformers,10,0,53,4.8,72,429,4272,36900
ltcmelo/psychec,10,0,113,5,88,774,9662,63159
litehtml/litehtml,10,0,167,6.5,100,917,5413,57222
libsndfile/libsndfile,10,131,221,9,77,1090,10448,56380
liaozhelin/yds-charger,10,-1,40,5,10,547,127682,713513
kuba--/zip,10,0,45,6.7,20,80,1700,10186
kohler/masstree-beta,10,-1,263,7,37,344,3870,25277
jszczerbinsky/lwp,10,-1,4,4.8,2,13,11,810
jedisct1/pure-ftpd,10,-1,38,5.9,51,230,912,29494
intel/intel-graphics-compiler,10,1189,0,4.8,95,1221,126583,880698
ggerganov/ggwave,10,0,141,5.3,99,793,2517,16147
facebook/openbmc,10,3,37,6.4,55,423,80863,534920
erpc-io/eRPC,10,0,336,6.9,49,487,68008,206120
ericniebler/range-v3,10,0,0,5.5,4,316,13753,77076
danielaparker/jsoncons,10,-1,-1,7.1,11,305,4825,121459
ceres-solver/ceres-solver,10,-1,-1,6.1,250,2020,48151,90260
brandon-rhodes/pyephem,10,0,90,5.9,18,203,3495,77568
binji/binjgb,10,7569,204,5.2,144,1208,576,12244
bbuchfink/diamond,10,0,108,5.3,16,299,49647,175276
assaultcube/AC,10,397,18,3.7,15,79,16713,92022
asg017/sqlite-vss,10,-1,20,6,167,1247,86,2097
Twinklebear/ChameleonRT,10,43,118,4.4,90,735,16208,87465
Tencent/sluaunreal,10,-1,-1,6.9,15,742,6207,44852
PaddlePaddle/FlyCV,10,0,43,6.7,46,265,14488,72719
Morwenn/cpp-sort,10,0,-1,6.3,56,569,6696,54681
Maknee/minigpt4.cpp,10,0,0,4.5,66,497,248,2628
Exim/exim,10,-1,8,8,14,39,35612,117141
Cockatrice/Cockatrice,10,-1,0,6,36,1291,3758,63856
BrunoLevy/learn-fpga,10,-1,10,6.5,60,534,24587,100845
BehaviorTree/Groot,10,172,7,5.9,20,529,353,11617
Bareflank/hypervisor,10,0,6,4.8,2,47,66543,90247
AdaptiveCpp/AdaptiveCpp,10,133,14,5.8,40,473,17411,69401
zhaojh329/rtty,9,69,5,4.3,18,95,531,2141
zenustech/zeno,9,0,33,5.7,10,225,85731,544285
yasio/yasio,9,0,20,5.5,17,287,3914,20192
wangyu-/tinyfecVPN,9,-1,12,5.8,11,109,192,715
ssdeep-project/ssdeep,9,404,32,5.6,5,79,915,3214
skvadrik/re2c,9,-1,106,5.8,61,426,13916,2106909
shadowsocks/simple-obfs,9,252,33,6.1,31,245,972,6632
schwabe/ics-openvpn,9,0,69,4.1,24,107,5317,24467
relan/exfat,9,1790,47,5.7,5,163,808,5906
pmacct/pmacct,9,-1,335,6.3,248,2424,12245,110742
nuttyartist/notes,9,-1,0,6.5,44,550,1643,18137
nmathewson/libevent_obsolete,9,1287,614,6.4,350,1395,15285,55620
msteinbeck/tinyspline,9,0,-1,4.3,39,581,3606,14770
mozilla/cubeb,9,43,38,7.4,19,222,3735,25671
microsoft/proxy,9,0,0,6,0,22,18,1982
lightvector/KataGo,9,-1,-1,6.5,171,1215,18299,122155
lfos/calcurse,9,-1,155,5.1,66,558,3609,18209
kspalaiologos/bzip3,9,299,24,5.2,6,29,243,6335
hzqst/unicorn_pe,9,30,76,5.8,71,929,51243,346608
hzqst/VmwareHardenedLoader,9,30,76,6.3,72,929,5369,62580
hjwdzh/Manifold,9,-1,41,6.1,6,22,75188,274061
gsliepen/tinc,9,-1,1,5.7,101,786,4569,32609
google/zopfli,9,277,274,7.3,47,319,3809,10447
gaoxiang12/slam_in_autonomous_driving,9,-1,0,6.8,49,768,24770,70754
dariomanesku/cmftStudio,9,-1,0,6.2,1,4,3794,332356
beark/ftl,9,-1,0,6.3,0,72,7825,10038
artyom-beilis/cppcms,9,16,1217,6.1,203,2045,16068,81375
andrewprock/pokerstove,9,221,21,7.3,5,101,22241,85194
PortAudio/portaudio,9,0,7,7.3,39,225,19477,71500
Legrandin/pycryptodome,9,-1,28,6.6,32,202,4393,44627
LeelaChessZero/lc0,9,0,-1,7.7,44,426,11199,42692
Genivia/RE-flex,9,-1,141,6,50,149,4480,45042
FNA-XNA/FAudio,9,-1,71,6.2,30,243,11892,63128
zeromq/zeromq4-x,8,18,22,5.9,52,520,6891,22957
xiph/rnnoise,8,348,17,6.4,6,45,560,13787
wqking/eventpp,8,0,15,6.4,1,109,2357,25696
ultravideo/kvazaar,8,-1,-1,4.2,129,581,11625,35420
tronkko/dirent,8,-1,1,7.3,19,47,1186,3721
taglib/taglib,8,0,12,6.5,32,638,16707,34162
seleznevae/libfort,8,0,43,6.2,57,395,2564,19085
pmem/syscall_intercept,8,0,9,5,4,135,2659,5844
oxen-io/lokinet,8,103,2,7.9,89,2121,5619,66540
openucx/ucx,8,-1,953,7.3,675,3616,45574,221497
openSUSE/snapper,8,-1,132,6.5,33,793,4247,26355
neurobin/shc,8,51,9,6.7,2,15,60,1248
mitchellkrogza/apache-ultimate-bad-bot-blocker,8,-1,167,4.2,51,374,81692,270315
meyerd/n2n,8,470,51,6.1,13,137,2986,18733
madMAx43v3r/chia-plotter,8,-1,-1,5.1,119,1566,3898,17620
m-schuetz/compute_rasterizer,8,0,540,5.2,65,601,39640,197037
luben/zstd-jni,8,-1,134,6.4,139,857,16327,45034
lldpd/lldpd,8,-1,222,6,46,465,8400,33740
linw7/TKeed,8,-1,13,5.2,2,44,479,4054
libssh2/libssh2,8,49,61,7.2,88,384,8925,42538
kubo/funchook,8,0,29,4.1,13,88,586,4621
kraxarn/spotify-qt,8,-1,62,6.2,5,612,8174,51644
kkos/oniguruma,8,690,104,5.4,100,594,3151,87461
intel/linux-sgx,8,128,15,8.2,126,992,150709,356773
ianlancetaylor/libbacktrace,8,0,108,6.7,18,124,2706,15962
hpjansson/chafa,8,-1,56,7.3,92,937,10726,43205
google/highwayhash,8,-1,5,7.8,0,31,2595,8158
flashrom/flashrom,8,-1,89,8.6,61,887,10011,62121
dgiese/dustcloud,8,-1,32,5.8,20,192,1003,6994
cadenji/foolrenderer,8,-1,20,6.2,7,84,1981,6165
boost-ext/di,8,0,37,3.7,3,479,3138,23443
atomvm/AtomVM,8,17,0,7,78,1181,6254,36680
aras-p/hlsl2glslfork,8,-1,7,5.5,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,-1,57,8,34,516,14919,50317
TheTumultuousUnicornOfDarkness/CPU-X,8,0,13,5.3,25,364,3005,19409
OpenFodder/openfodder,8,-1,116,6.2,701,1983,33551,124566
OpenEtherCATsociety/SOEM,8,995,15,5.4,36,143,7210,20308
OpenBluetoothToolbox/SimpleBLE,8,0,437,5.3,32,1106,1024,10276
KratosMultiphysics/Kratos,8,377,175,7,30,201,569233,1764489
JDAI-CV/dabnn,8,-1,0,5,58,534,22342,90374
Ai-Thinker-Open/GPRS_C_SDK,8,-1,261,4.6,16,215,57519,302035
7thSamurai/steganography,8,-1,214,6.2,17,149,5265,17722
yahoojapan/NGT,7,13,-1,7.3,26,244,1023,38279
winscp/winscp,7,33,445,7.3,29,613,84484,491495
voutcn/megahit,7,0,135,5.7,36,167,4780,22788
twitter/vireo,7,372,-1,7.4,16,286,7477,31565
troglobit/inadyn,7,-1,5,5.9,24,185,3045,8919
tezc/sc,7,-1,96,5.3,63,751,3062,15699
stan-dev/math,7,339,186,8.2,42,558,666433,3133129
slowmoVideo/slowmoVideo,7,1599,0,4.3,19,348,2292,14133
shish/rosettaboy,7,-1,50,5.4,12,82,1021,7671
scarsty/kys-cpp,7,-1,-1,5.9,39,559,3343,44458
savoirfairelinux/opendht,7,-1,185,5.9,114,1008,5020,24875
sammycage/lunasvg,7,0,39,5.3,24,275,1862,13560
rapiz1/DungeonRush,7,-1,25,4.4,10,126,152,4050
quotient-im/Quaternion,7,-1,0,5.9,24,705,1008,8133
osmc/osmc,7,339,175,6.4,30,201,9259,29544
miniupnp/miniupnp,7,99,49,5.8,42,192,5382,40904
libfive/libfive,7,248,0,6.1,27,307,8490,39388
kpu/kenlm,7,-1,499,6,18,487,6752,33651
jiejieTop/mqttclient,7,0,2,5.5,115,1034,31760,74043
jgromes/RadioLib,7,0,43,6.8,14,498,8318,19624
isl-org/FastGlobalRegistration,7,-1,21,6.6,1,12,22218,59028
iqiyi/libfiber,7,-1,74,7.4,26,462,5092,34820
intel/media-driver,7,-1,0,7.1,10,101,393020,2772777
hyperrealm/libconfig,7,3728,42,4.6,4,127,2107,11585
herumi/mcl,7,0,77,6.3,1,14,4457,56051
gbdev/rgbds,7,1677,-1,4.4,59,421,2954,15718
ftylitak/qzxing,7,-1,0,5.8,42,517,8501,30642
fetlang/fetlang,7,0,-1,5.8,9,128,9777,35925
equalsraf/neovim-qt,7,-1,48,5.3,29,440,2923,45325
dgoulet/torsocks,7,4,18,6.4,37,210,2724,7290
ddnet/ddnet,7,4003,0,6.3,313,3028,14592,236801
bugaevc/wl-clipboard,7,0,-1,7.3,16,323,822,2404
babelouest/ulfius,7,-1,1,6.6,41,228,4140,22444
aws/aws-iot-device-sdk-embedded-C,7,0,9,6.7,291,1780,17320,23522
audiohacked/OpenCorsairLink,7,0,13,6.4,10,180,4027,13117
alibaba/ilogtail,7,-1,0,5.9,196,1190,16987,94076
Tencent/TSeer,7,-1,528,5.3,44,532,6074,31545
Soulghost/iblessing,7,-1,75,4.5,34,203,7797,40685
RedisLabs/memtier_benchmark,7,8,44,5.8,20,309,1921,11019
OpenHantek/openhantek,7,-1,2,7.1,0,3,2777,11298
Naios/continuable,7,-1,-1,5.5,7,166,4866,8409
Mellanox/sockperf,7,-1,19,8.1,25,130,10196,29636
EliasOenal/multimon-ng,7,67,59,5.1,43,147,2460,9528
Crypto-toolbox/HFT-Orderbook,7,-1,34,6.3,0,41,326,1569
ChunelFeng/caiss,7,-1,0,5.5,11,330,5771,27999
Alex313031/thorium,7,-1,3,6.2,1,18,117604,937722
AcademySoftwareFoundation/openvdb,7,0,0,7.6,17,288,45079,300157
xant/libhl,6,-1,68,6.2,25,241,2604,8863
wifidog/wifidog-gateway,6,-1,14,6.1,13,159,2360,6561
vstakhov/libucl,6,3582,28,6.2,60,241,3536,16614
tidalcycles/Tidal,6,0,38,5.8,6,345,47409,186998
thesofproject/sof,6,0,42,7.3,24,395,50750,288588
tenzir/tenzir,6,0,0,6.3,0,3,20551,118910
sxyu/volrend,6,462,186,6.1,31,209,18136,120731
stevemk14ebr/PolyHook_2_0,6,0,0,7.5,179,845,2004,20688
sheredom/utest.h,6,-1,9,7.1,364,860,574,4075
sebastiandev/zipper,6,2,64,4.6,14,167,1012,10557
quarkslab/binbloom,6,11,39,6.2,12,54,755,2614
openlink/virtuoso-opensource,6,0,174,6.4,18,138,66545,730327
open-telemetry/opentelemetry-cpp,6,102,64,8.1,12,361,15036,63863
msnh2012/Msnhnet,6,585,751,4.9,111,916,17885,152697
mosra/corrade,6,59,51,7.2,25,525,43823,86332
mellowcandle/bitwise,6,241,6,5.3,6,52,123,2234
liudf0716/xkcptun,6,14,17,5.6,7,95,723,4296
libexpat/libexpat,6,169,10,9,25,268,5334,27386
libcsp/libcsp,6,0,62,6.8,7,190,2786,9122
lexborisov/myhtml,6,0,-1,6.4,43,607,5676,62664
jwasham/practice-c,6,-1,6,6,3,21,219,2907
jonasmr/microprofile,6,0,74,4.7,14,170,18879,116178
fastfetch-cli/fastfetch,6,-1,0,6.5,62,817,5459,46969
embeddedartistry/libc,6,0,30,6.6,27,261,3818,9319
clMathLibraries/clBLAS,6,-1,1,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,1,4.6,2,150,6858,226711
area9innovation/flow9,6,1613,367,5.9,119,775,106453,314273
aras-p/ClangBuildAnalyzer,6,282,0,5.2,38,600,48768,88769
allinurl/gwsocket,6,267,7,6.2,3,108,903,3045
alandefreitas/moderncpp,6,0,56,5,5,197,2440,6840
ZikangYuan/sr_lio,6,0,0,7.6,0,3,1090,6021
ZikangYuan/liw_oam,6,0,0,6.6,0,3,1119,7783
XboxDev/extract-xiso,6,990,33,5.7,12,28,328,1765
WG21-SG14/SG14,6,0,25,6,9,68,487,10197
Tessil/robin-map,6,0,0,4.9,0,3,1220,3653
Tessil/ordered-map,6,0,0,4.9,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,4.8,0,3,1480,4407
RedPitaya/RedPitaya,6,0,5,6.9,146,1738,19355,95793
Plutoberth/SonyHeadphonesClient,6,-1,118,5,85,757,235,1941
MaJerle/lwesp,6,-1,49,6.1,106,1026,81858,105786
KDE/clazy,6,179,28,7.1,28,459,5749,24721
FORTH-ModelBasedTracker/MocapNET,6,-1,16,7.2,54,505,3943,28818
Exiv2/exiv2,6,-1,1035,7.3,113,1521,21218,78567
CoSMoSoftware/OBS-studio-webrtc,6,2561,172,5,50,461,54615,314988
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,5.8,0,31,2079,3351
ArthurSonzogni/Diagon,6,25,152,4.6,49,976,443,5870
Almamu/linux-wallpaperengine,6,-1,39,6.8,8,204,8038,22264
AlbrechtL/welle.io,6,10,13,6,21,364,18919,102388
ztxz16/fastllm,5,-1,167,6,31,249,1814,27090
zrax/pycdc,5,236,-1,5.2,11,63,216,6199
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,68,13,5.3,7,178,1979,15661
utsaslab/pebblesdb,5,0,240,6.4,29,627,4391,27177
st3w/neo,5,1,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,184,5,4,45,32958,76242
romeric/Fastor,5,0,2,6.5,27,156,5115,54916
qt-creator/qt-creator,5,-1,2,5.3,8,120,181843,1486004
pfq/PFQ,5,432,0,6.4,60,461,24434,61954
peteanderson80/Matterport3DSimulator,5,-1,-1,5.2,0,47,1011,11087
percona/PerconaFT,5,-1,110,7.1,33,380,56868,184131
peng-zhihui/A-Eye,5,-1,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,-1,6.1,2,29,9228,19883
orb-community/pktvisor,5,-1,12,5.4,15,148,8893,49488
openwrt-mirror/openwrt,5,101,121,6.4,10,105,62310,260952
opentrack/opentrack,5,-1,0,4.9,11,351,3857,32635
mikke89/RmlUi,5,0,204,6.2,75,1089,36041,115204
meganz/MEGAcmd,5,-1,0,7.2,350,3637,1456,29597
linuxdeepin/deepin-unioncode,5,0,36,4.4,289,3183,55243,306662
lexborisov/Modest,5,0,-1,6.8,78,1579,15389,106648
lede-project/source,5,157,120,7.1,9,106,58396,221992
lava/matplotlib-cpp,5,0,57,6.4,0,15,190,2607
juj/MathGeoLib,5,0,23,5.8,22,673,12935,49967
john30/ebusd,5,-1,89,5.2,102,460,7511,24990
jmpews/Dobby,5,-1,3,4.1,14,90,1816,18241
jarro2783/cxxopts,5,0,7,5.6,2,5,518,11683
jarcode-foss/glava,5,-1,-1,6.2,17,127,830,15002
ivmai/bdwgc,5,3696,3,6.8,7,58,10546,40885
immortalwrt/immortalwrt,5,110,120,7.6,9,106,58225,222210
harfang3d/harfang3d,5,-1,26,6.1,22,814,50282,330175
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,93,120,7.4,9,100,77599,329919
ghaerr/elks,5,0,0,5.6,8,26,61877,270889
ganglia/monitor-core,5,0,3,7.2,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.3,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,4.8,8,79,2725,10081
foonathan/cppast,5,0,61,5.5,50,490,2719,19821
f3d-app/f3d,5,0,-1,6.4,12,236,6761,34046
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,88,6.2,53,572,13474,50549
emilk/loguru,5,0,6,7.2,7,82,563,3095
embotech/ecos,5,0,20,6.8,20,118,4352,11275
eBay/NuRaft,5,0,102,9.2,52,489,6964,24352
dev-cafe/cmake-cookbook,5,16,0,6.8,0,55,866,10719
deiv/driftnet,5,-1,10,6.5,8,107,1424,4293
dblalock/bolt,5,-1,88,6,17,65,66182,262286
davmac314/dinit,5,2877,474,5.8,30,193,3795,23448
crownengine/crown,5,-1,40,5,7,150,189920,1051890
cisco/libsrtp,5,0,51,6.4,21,226,8867,19163
bytedance/Fastbot_Android,5,-1,2,6.3,38,401,10540,33847
bepaald/signalbackup-tools,5,-1,193,5.5,68,158,9219,30194
asterisk/asterisk,5,-1,4,7.9,19,75,226575,724802
apache/nuttx,5,5,6,7.9,5,62,1584553,2453594
Tencent/ScriptX,5,-1,51,5.3,5,291,5133,18528
Return-To-The-Roots/s25client,5,11,3,6.4,270,3154,18483,120545
QingdaoU/Judger,5,82,46,6.1,17,134,1604,5548
OWASP/IoTGoat,5,117,121,5.7,9,101,31868,187740
Martinsos/edlib,5,0,50,6.2,9,50,581,2009
LongSoft/UEFITool,5,117,380,5.9,49,488,9750,42691
Lienol/openwrt,5,107,120,7.4,9,103,60127,223173
Jmgr/actiona,5,-1,0,5.9,46,1033,12307,52350
H5GG/H5GG,5,0,16,5.6,7,80,30684,82714
FEX-Emu/FEX,5,-1,-1,7.5,0,17,18803,136852
Entware/Entware,5,121,120,6.4,9,106,7650,48323
BlueBrain/HighFive,5,0,319,7.5,36,491,2945,10132
AngoraFuzzer/Angora,5,-1,62,6.5,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,568,4,8.4,366,2895,24178,189120
zhlynn/zsign,4,-1,22,6.7,19,194,105,8078
xMasterX/all-the-plugins,4,-1,23,6,2,37,42673,269507
whoenig/libMultiRobotPlanning,4,-1,4,5.3,2,103,968,5624
vivien/i3blocks,4,255,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,138,3.8,273,777,196887,601725
troldal/OpenXLSX,4,0,222,5.7,26,496,17957,74339
tizonia/tizonia-openmax-il,4,84,46,6,56,389,35903,135243
the-tcpdump-group/libpcap,4,584,71,7.7,44,397,28609,45625
swkBerlin/kata-bootstraps,4,-1,7,3.1,0,1,237,2610
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,-1,53,6.8,9,410,3664,15698
simple64/simple64,4,1231,234,5.7,79,760,30824,424225
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
rpp0/gr-lora,4,-1,-1,6.6,1,34,6798,1994
rpclib/rpclib,4,0,81,5.4,4,84,47445,164707
rdbo/libmem,4,0,6,6.3,6,309,2164,15662
quickfix/quickfix,4,1191,857,6.4,74,1190,12897,845251
qicosmos/rest_rpc,4,-1,0,5,0,36,50956,191533
pyca/pynacl,4,3,169,6.4,23,370,2402,45891
pezmaster31/bamtools,4,-1,123,5,26,427,8308,24708
ossrs/state-threads,4,0,14,4.7,9,89,13043,25013
oracle/graaljs,4,-1,203,6.1,90,696,531922,2946738
opentx/opentx,4,-1,0,4.9,152,1816,117173,344189
opendnssec/SoftHSMv2,4,37,120,7.5,135,1947,21274,70147
nemequ/portable-snippets,4,-1,3,6.2,5,245,330,6760
namazso/OpenHashTab,4,-1,0,5.4,8,132,4104,5522
mmorise/World,4,0,21,6.8,0,221,2084,8353
mity/md4c,4,1,43,6.2,34,136,1323,7882
marian-nmt/marian,4,0,58,4.4,31,136,97898,253796
logrotate/logrotate,4,84,9,7.6,14,64,363,5160
libconfuse/libconfuse,4,0,-1,4.9,10,123,1719,5633
lamarrr/STX,4,0,0,6.5,0,9,3482,9322
jwasham/practice-cpp,4,0,0,5.8,0,141,13886,38093
jlblancoc/nanoflann,4,0,23,6,1,33,9727,24045
jfedor2/hid-remapper,4,0,0,5.6,36,531,630,6929
j0r1/JRTPLIB,4,0,22,6.3,30,371,5329,21370
intel/pcm,4,-1,278,6.8,86,816,4128,37547
ihhub/fheroes2,4,-1,155,5.2,290,3017,16999,124062
hjwdzh/ManifoldPlus,4,-1,15,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,22,5.9,1,82,52,3413
googleprojectzero/TinyInst,4,-1,9,6.6,9,212,1714,17272
google/marl,4,-1,0,8.1,1,54,2157,7516
fragglet/c-algorithms,4,32,8,6,1,148,4479,7194
foonathan/type_safe,4,0,5,5.9,2,49,2975,11817
etodd/lasercrabs,4,3,202,5.6,48,670,28442,207072
elalish/manifold,4,0,6,6.5,55,610,3186,17906
eclipse/paho.mqtt.embedded-c,4,0,3,5.2,2,99,1792,7622
eclipse-ecal/ecal,4,-1,18,6.6,92,2971,43912,120909
dougbinks/enkiTS,4,-1,7,7,3,103,1041,4295
dongjing3309/minisam,4,-1,20,6.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,78,41,4.4,15,93,1286,5152
cpp-main/cpp-tbox,4,0,114,6.5,28,853,18859,49878
cityflow-project/CityFlow,4,-1,92,6.6,9,148,128,5183
chris2511/xca,4,-1,0,5.3,30,939,1664,28092
candle-usb/candleLight_fw,4,-1,0,4.8,115,780,59902,120170
amadvance/snapraid,4,29,49,4.4,51,400,12059,43848
aliyun/ossfs,4,2,37,6.3,85,520,5056,19373
alibaba/tblive,4,3752,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,0,68,5.8,32,618,3014,42810
abishekvashok/cmatrix,4,1,3,6.4,1,6,61,748
ZerBea/hcxtools,4,0,-1,6.7,68,265,609,19206
YosysHQ/nextpnr,4,0,1,6.4,7,299,56503,235593
Winderton/xplatform,4,0,0,4.7,0,6,9566,27777
RainerKuemmerle/g2o,4,-1,0,5.5,38,591,20801,47290
Project-LemonLime/Project_LemonLime,4,213,1,5.6,18,322,1017,11896
PSI-Rockin/DobieStation,4,323,0,5.9,144,1872,17916,94983
OpenArkStudio/ARK,4,-1,16,4.5,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,149,8,0,4,31799,108730
MasterQ32/kristall,4,-1,30,5.9,106,1187,3436,62325
Hopson97/open-builder,4,-1,-1,4.7,22,842,19718,107532
Haivision/srt,4,622,0,6,60,622,15663,56925
GameTechDev/MaskedOcclusionCulling,4,-1,4,6.4,2,45,1426,4267
Forceflow/libmorton,4,0,4,5.2,0,6,199,2151
FRRouting/frr,4,0,-1,5.4,2388,18067,102280,646280
BlitterStudio/amiberry,4,0,83,4.6,6,313,76775,827757
AngusJohnson/Clipper2,4,0,67,5.5,21,217,712,9910
zpl-c/librg,3,-1,0,4.8,0,19,2937,23192
webcamoid/webcamoid,3,0,0,6.2,72,2429,16233,92051
vroland/epdiy,3,0,-1,5.9,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,29,5.2,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,-1,29,5.5,20,140,418,8331
uncrustify/uncrustify,3,-1,0,7.5,145,681,17485,108582
uTensor/uTensor,3,-1,3,6.8,1,90,2870,162563
topling/toplingdb,3,-1,-1,7.1,561,7193,98581,466836
tgfrerer/island,3,-1,0,6,59,754,14996,71858
tevador/RandomX,3,0,33,6.4,12,238,2519,11410
terralang/terra,3,-1,-1,4.5,30,315,1585,12172
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,174,5.9,80,227,4812,45767
stephenberry/glaze,3,0,0,5.8,1,90,1105,23942
session-replay-tools/cetus,3,158,3,5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,-1,4.8,4,43,482,4819
richgel999/miniz,3,0,45,5.8,26,137,926,10126
resurrecting-open-source-projects/scrot,3,-1,-1,5.2,6,60,467,2253
rauc/rauc,3,1,1,8.2,234,835,3745,31143
pistacheio/pistache,3,0,-1,6.1,9,279,2519,33253
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,7,38,1916,21286,85429
nbarkhina/N64Wasm,3,1251,234,5.9,27,193,46461,512880
nasa/XPlaneConnect,3,0,3,4.9,4,89,5862,7709
miek/inspectrum,3,382,-1,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
matus-chochlik/oglplus,3,0,95,6.4,12,86,75679,218508
limbo018/DREAMPlace,3,0,43,5.9,6,14,5543,28221
libtom/libtommath,3,0,155,7.9,61,222,3513,13413
libsndfile/libsamplerate,3,804,0,7,6,70,755,371434
libimobiledevice/libplist,3,1301,99,4.9,132,580,2539,10955
libharu/libharu,3,0,118,5.6,30,723,3771,135185
lastpass/lastpass-cli,3,-1,36,6.7,20,301,2160,10017
kmammou/v-hacd,3,-1,3,6.5,4,28,996,12784
kenzok8/small-package,3,-1,8,4.8,6,30,6884,90965
juzzlin/Heimer,3,5,2,6.9,11,535,2800,15205
json-c/json-c,3,0,129,7.9,21,211,3118,9112
intel/isa-l,3,0,-1,7.7,23,160,6301,45937
httperf/httperf,3,71,9,7.2,14,156,2073,7638
horsicq/XAPKDetector,3,-1,107,6.6,112,1584,242,869
gphoto/libgphoto2,3,41,2,7.4,4,91,31943,137791
google/mathfu,3,-1,188,7,26,96,2782,5514
github/securitylab,3,0,103,8.1,4,313,5631,18592
fireice-uk/xmr-stak-cpu,3,-1,40,6.6,3,108,3895,17331
farbrausch/fr_public,3,0,6,4.6,3,28,73026,713666
falltergeist/falltergeist,3,-1,177,4.9,21,854,4271,45170
f4exb/sdrangel,3,0,177,6.6,374,5870,76125,684318
eventql/eventql,3,54,45,4.2,3,28,189351,734247
ebiggers/libdeflate,3,318,37,5.6,11,98,5522,11359
davideberly/GeometricTools,3,-1,-1,7.6,12,1195,52571,294009
craigsapp/midifile,3,0,8,6.3,23,361,5181,16150
coqui-ai/STT,3,-1,42,4.5,6,145,51946,202081
commonmark/cmark,3,-1,10,5.7,42,230,840,21073
cofyc/dnscrypt-wrapper,3,49,-1,5.9,18,113,283,5148
coder-mike/microvium,3,-1,12,7.2,38,109,7171,22367
citp/BlockSci,3,-1,0,6.2,226,3217,3499,22103
cilium/pwru,3,492,64,6.6,39,382,33104,240616
breakfastquay/rubberband,3,0,-1,6.1,20,243,4991,24018
boostorg/hana,3,0,-1,6.5,19,227,22763,59565
blechschmidt/massdns,3,-1,16,7.1,7,57,221,6179
banach-space/llvm-tutor,3,-1,-1,6,0,3,1246,1768
arangodb/velocypack,3,43,251,6.2,17,169,29610,97997
angt/glorytun,3,3,6,4.6,5,104,1,1608
