repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
andrewprock/pokerstove,9,21,4.1,5,101,22275,85193
PortAudio/portaudio,9,22,6.9,47,272,19714,72373
Legrandin/pycryptodome,9,-1,6,32,203,4418,44744
LeelaChessZero/lc0,9,-1,6.4,45,526,12670,50743
FNA-XNA/FAudio,9,71,6,30,244,11896,63213
zeromq/zeromq4-x,8,22,4.1,52,520,6891,22957
xiph/rnnoise,8,14,5,6,43,555,13672
wqking/eventpp,8,15,5.2,1,109,2357,25737
tronkko/dirent,8,1,5.4,19,47,1186,3721
setvisible/ArrowDL,8,149,4.7,212,2279,54175,232535
seleznevae/libfort,8,43,4.1,57,395,2564,19085
pmem/syscall_intercept,8,9,4.8,4,135,2659,5844
oxen-io/lokinet,8,2,6.5,89,2121,5619,66540
openucx/ucx,8,-1,6,699,3673,46411,227703
openSUSE/snapper,8,145,5.8,34,829,4482,27601
open-quantum-safe/liboqs,8,1742,7.5,170,3997,66760,155858
neurobin/shc,8,9,5.2,2,15,60,1248
meyerd/n2n,8,51,4.1,13,137,2986,18733
m-schuetz/compute_rasterizer,8,540,3,65,601,39640,197037
m-schuetz/SimLOD,8,540,3.2,65,601,36563,186231
lldpd/lldpd,8,226,5.5,47,465,8398,33738
linw7/TKeed,8,13,2.5,2,44,479,4054
kubo/funchook,8,29,3.9,16,89,580,4514
kraxarn/spotify-qt,8,62,5.5,3,638,8238,52331
intel/linux-sgx,8,15,6.9,126,992,151038,359255
ianlancetaylor/libbacktrace,8,108,5.8,18,124,2711,16026
google/highwayhash,8,5,7.6,1,31,2599,8155
fangfufu/httpdirfs,8,-1,6,4,85,1102,3028
dgiese/dustcloud,8,32,2.8,20,192,1003,6994
danielaparker/jsoncons,8,-1,5.6,15,324,5387,129701
cadenji/foolrenderer,8,20,4.1,7,84,1981,6165
boost-ext/di,8,37,3,3,479,3138,23443
blackmagic-debug/blackmagic,8,-1,6.5,28,1014,14822,43448
bitcoin-core/gui,8,118,6.4,99,899,49430,258267
bgrimstad/splinter,8,157,3.6,4,180,26075,82392
aras-p/hlsl2glslfork,8,7,3.2,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,57,8.1,34,516,14910,50302
TheTumultuousUnicornOfDarkness/CPU-X,8,29,5.2,28,369,3137,19894
OpenEtherCATsociety/SOEM,8,15,4.4,36,143,7208,20308
OpenBluetoothToolbox/SimpleBLE,8,437,5.2,32,1110,1024,10286
Komet/MediaElch,8,0,4.5,96,2161,7736,97414
JDAI-CV/dabnn,8,0,3,58,534,22342,90374
Ai-Thinker-Open/GPRS_C_SDK,8,261,2.1,16,215,57519,302035
7thSamurai/steganography,8,214,4.1,17,149,5265,17722
yahoojapan/NGT,7,32,4.1,27,245,1038,38390
voutcn/megahit,7,68,3.7,36,167,4780,22788
twitter/vireo,7,-1,6.1,16,286,7477,31565
troglobit/inadyn,7,5,4.9,24,185,3045,8919
tezc/sc,7,96,4.8,63,751,3062,15722
stan-dev/math,7,186,8.1,42,589,668969,3145868
slowmoVideo/slowmoVideo,7,0,3.8,19,348,2292,14133
shish/rosettaboy,7,50,4.3,12,82,1021,7671
scarsty/kys-cpp,7,0,4.5,41,574,3402,44095
sammycage/lunasvg,7,39,5.9,24,291,1911,13619
rdbo/libmem,7,3,3.9,10,338,2374,16930
rapiz1/DungeonRush,7,25,3.9,10,126,152,4050
osmc/osmc,7,175,4.1,30,201,9262,29597
miniupnp/miniupnp,7,49,6.2,42,192,5428,41152
libfive/libfive,7,0,5.6,27,307,8494,39400
kuba--/zip,7,61,6.2,30,99,1766,10762
kpu/kenlm,7,499,5.2,18,487,6752,33651
jiejieTop/mqttclient,7,1059,4.8,115,1034,31760,74045
isl-org/FastGlobalRegistration,7,21,4.8,1,12,22218,59028
iqiyi/libfiber,7,74,4.3,26,462,5092,34820
intel/media-driver,7,0,7.2,10,102,378494,2510397
hyperrealm/libconfig,7,42,4.1,4,127,2107,11585
hydrogen-music/hydrogen,7,0,4.9,129,1867,22116,79133
ftylitak/qzxing,7,0,3.6,42,517,8501,30642
flashrom/flashrom,7,91,8,61,895,10225,63317
fetlang/fetlang,7,-1,4.2,9,128,9777,35925
fastfetch-cli/fastfetch,7,0,5.3,97,974,16818,59274
facontidavide/PlotJuggler,7,93,5.2,201,1147,60179,222786
equalsraf/neovim-qt,7,48,5.8,29,444,2931,45386
dgoulet/torsocks,7,18,4.3,37,210,2724,7290
bugaevc/wl-clipboard,7,-1,5.7,16,323,822,2404
audiohacked/OpenCorsairLink,7,23,4.3,10,180,4027,13117
alibaba/ilogtail,7,0,5.6,182,1178,19107,97055
Tencent/TSeer,7,528,2.8,44,532,6074,31545
Soulghost/iblessing,7,75,3.8,34,203,7797,40685
RedisLabs/memtier_benchmark,7,45,5.6,20,310,1926,11062
RWKV/rwkv.cpp,7,38,5.3,67,408,176,673
OpenSpace/OpenSpace,7,104,5.4,100,746,72262,223300
OpenHantek/openhantek,7,2,5.5,0,3,2777,11298
Naios/continuable,7,-1,4.3,7,166,4866,8409
NVIDIAGameWorks/Falcor,7,0,5.2,226,3293,45198,143742
Mellanox/sockperf,7,19,5.8,25,130,10196,29643
KratosMultiphysics/Kratos,7,175,7.1,30,201,577267,1782298
EliasOenal/multimon-ng,7,59,4.5,43,147,2460,9528
Crypto-toolbox/HFT-Orderbook,7,34,4.3,0,41,326,1569
ChunelFeng/caiss,7,0,3,11,330,5771,27999
Alex313031/thorium,7,3,4.5,1,18,118733,909087
ztxz16/fastllm,6,222,4.7,41,270,1888,29830
xant/libhl,6,68,4.1,25,241,2604,8863
wifidog/wifidog-gateway,6,14,4.4,13,159,2360,6561
tidalcycles/Tidal,6,89,5.6,7,412,58571,228705
tenzir/tenzir,6,0,6.2,0,3,21768,128081
sxyu/volrend,6,186,4.1,31,209,18136,120731
stressapptest/stressapptest,6,16,5,11,202,2458,8177
stevemk14ebr/PolyHook_2_0,6,0,5.4,179,845,2010,20708
sebastiandev/zipper,6,64,4.1,14,167,1012,10557
quarkslab/binbloom,6,39,4.1,12,54,755,2614
oracle/graaljs,6,220,2.9,104,772,535277,2955080
openlink/virtuoso-opensource,6,174,4.7,18,138,66564,731027
openbsd/src,6,102,2.8,28,205,3517574,17480167
open-telemetry/opentelemetry-cpp,6,72,7.7,15,376,15663,68330
msnh2012/Msnhnet,6,751,4.2,111,916,17885,152697
mendersoftware/mender,6,102,6,77,1235,5455,42408
mellowcandle/bitwise,6,6,4.1,6,52,123,2234
liudf0716/xkcptun,6,16,3.8,7,95,723,4298
lexborisov/myhtml,6,-1,4.5,43,607,5676,62664
keystone-enclave/keystone,6,86,5.9,10,273,5391,29848
jwasham/practice-c,6,6,3.9,3,21,219,2907
jonasmr/microprofile,6,103,5.3,18,191,18899,117340
jgromes/RadioLib,6,56,6.7,19,537,9080,21362
jbaldwin/libcoro,6,0,6.2,86,1319,3175,29026
facebook/mysql-5.6,6,153,7.8,18,138,1142037,3582374
embeddedartistry/libc,6,-1,4.6,27,263,3855,9464
eclipse-ecal/ecal,6,18,6.2,149,4362,46455,131446
ddnet/ddnet,6,0,5.7,333,3268,15925,248613
cycfi/elements,6,0,5.4,12,447,3598,30333
collectd/collectd,6,306,5.8,180,1461,21433,123777
clMathLibraries/clBLAS,6,1,4.4,3,13,38237,166386
cginternals/glbinding,6,1,5.1,2,155,6934,227410
bitdefender/bddisasm,6,0,6,24,95,6121,182339
bitcoin-core/secp256k1,6,116,7.8,78,248,6309,48387
bbuchfink/diamond,6,105,5.3,16,303,49778,176198
banach-space/llvm-tutor,6,-1,5.7,0,3,1058,1468
ashvardanian/StringZilla,6,15,5.6,12,91,3837,10805
area9innovation/flow9,6,367,3.6,119,775,121323,322941
aras-p/ClangBuildAnalyzer,6,0,4.2,38,600,48768,88769
allinurl/gwsocket,6,7,4.1,3,108,903,3045
aliyun/ossfs,6,39,3.6,87,549,5281,20379
alandefreitas/moderncpp,6,47,4.4,5,197,2440,6840
ZikangYuan/sr_lio,6,0,4.4,0,3,1090,6021
ZikangYuan/liw_oam,6,0,4.4,0,3,1119,7783
XboxDev/extract-xiso,6,33,4.7,12,28,328,1765
WG21-SG14/SG14,6,25,3.8,9,68,487,10197
Tessil/robin-map,6,0,4.7,0,3,1226,3656
Tessil/ordered-map,6,0,4.4,0,4,1285,3678
Tessil/hopscotch-map,6,0,4.3,0,3,1480,4407
RedPitaya/RedPitaya,6,40,5.1,186,2031,18548,102357
QwenLM/qwen.cpp,6,0,3.6,153,1775,175,3297
Polidea/SiriusObfuscator,6,29,1.6,2708,25071,1166840,3908540
Plutoberth/SonyHeadphonesClient,6,9,4.4,85,757,235,1941
MaJerle/lwesp,6,47,4.6,106,1020,81912,105921
KDE/clazy,6,27,5.6,33,462,2761,24915
FORTH-ModelBasedTracker/MocapNET,6,16,4.3,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,172,2.8,50,461,54615,314988
BartVandewoestyne/Effective-Modern-Cpp,6,-1,3.5,0,31,2079,3351
ArthurSonzogni/Diagon,6,152,4.2,49,976,445,5875
Almamu/linux-wallpaperengine,6,17,4.9,8,213,8105,20321
AlbrechtL/welle.io,6,13,4.5,21,364,18919,102388
zrax/pycdc,5,10,5.3,11,82,253,9264
winscp/winscp,5,401,6.2,36,647,109451,599367
wdas/ptex,5,13,4.5,7,178,1979,15661
vstakhov/libucl,5,26,5.3,60,241,3539,16993
utsaslab/pebblesdb,5,240,4.5,29,627,4391,27177
standardese/cppast,5,61,4.4,50,490,2719,19821
st3w/neo,5,6,3.6,3,43,126,1926
savoirfairelinux/opendht,5,207,5.6,33,575,5028,24758
romeric/Fastor,5,2,5.8,27,156,5127,54942
richgel999/miniz,5,45,4.4,31,510,2612,27641
qt-creator/qt-creator,5,0,5,8,120,184501,1518469
pfq/PFQ,5,4,4.4,60,461,24434,61954
peteanderson80/Matterport3DSimulator,5,16,2.1,0,47,1011,11087
percona/PerconaFT,5,110,5.5,33,380,56878,184131
peng-zhihui/A-Eye,5,0,1.9,105,1575,10889,54155
paulhodge/EASTL,5,-1,4.1,2,29,9228,19883
ouster-lidar/ouster_example,5,38,4.8,9,209,6489,24880
orb-community/pktvisor,5,12,5.2,15,148,8890,49455
openwrt-mirror/openwrt,5,124,4.4,10,105,62310,260952
opentrack/opentrack,5,0,3.8,12,352,3857,32642
mtrojnar/osslsigncode,5,20,6,19,287,2648,11535
mosra/corrade,5,50,5.6,25,538,45012,89193
mity/md4c,5,45,5.7,35,137,1307,7992
mikke89/RmlUi,5,213,5.3,89,1186,37831,124185
mike1k/perses,5,1,4.4,127,765,402,3464
meganz/MEGAcmd,5,0,5.2,350,3637,1456,29597
libxsmm/libxsmm,5,232,9.2,419,1005,13823,159153
libexpat/libexpat,5,401,8.7,36,647,5464,28338
libcsp/libcsp,5,61,6.2,8,204,2962,9834
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,57433,212740
ladislav-zezula/CascLib,5,183,4.3,41,473,9758,38809
koying/SPMC,5,27,2.4,39,289,177348,710344
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
ivmai/bdwgc,5,3,5,7,58,10589,41441
istoreos/istoreos,5,120,5.8,9,103,156954,631572
intel/isa-l,5,-1,7.6,22,166,6320,46774
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,5.8,9,100,77878,336059
ghaerr/elks,5,0,5.1,8,26,62336,273256
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,4.4,13,58,353,3437
frankmorgner/vsmartcard,5,702,4.2,8,79,2726,10101
f3d-app/f3d,5,1,6.1,14,261,7368,38928
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,88,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eBay/NuRaft,5,102,8.6,54,496,7033,24614
dev-cafe/cmake-cookbook,5,7,3.5,0,54,866,10719
deiv/driftnet,5,10,4.1,8,107,1424,4293
dblalock/bolt,5,88,3.8,17,65,66182,262286
davmac314/dinit,5,506,5.2,31,196,3934,24829
cpp-main/cpp-tbox,5,0,5.6,28,916,19070,51290
cisco/libsrtp,5,96,6.8,22,226,8591,19137
chiteroman/PlayIntegrityFix,5,16,5.4,13,75,6118,35781
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
asterisk/asterisk,5,4,7.5,19,75,226801,728182
apache/nuttx,5,6,7.5,5,62,1635826,2547432
amitv87/PiP,5,39,4.8,26,418,4108,33899
ZerBea/hcxtools,5,-1,5.7,72,267,572,19629
UE4SS-RE/RE-UE4SS,5,0,5.4,20,888,13530,81248
Tencent/ScriptX,5,42,5,5,293,5143,18581
Return-To-The-Roots/s25client,5,3,6.2,269,3164,18532,121397
QingdaoU/Judger,5,46,4.9,17,134,1604,5566
OWASP/IoTGoat,5,121,3.5,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
Lienol/openwrt,5,120,6,9,103,60126,223162
FEX-Emu/FEX,5,30,6.9,9,493,19320,140385
Exiv2/exiv2,5,1030,6.8,112,1518,21231,78825
Entware/Entware,5,120,6.4,9,106,7651,48794
DanielChappuis/reactphysics3d,5,4,5,24,367,23679,42105
AngoraFuzzer/Angora,5,63,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,8,366,2925,24344,190871
zhlynn/zsign,4,22,4.8,19,194,105,8080
xhawk18/promise-cpp,4,0,4.8,1,53,727,3285
xMasterX/all-the-plugins,4,57,4.8,4,167,219021,1386856
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,6,273,777,196887,601732
troldal/OpenXLSX,4,33,3.4,26,496,17957,74339
the-tcpdump-group/libpcap,4,69,6.2,44,390,28386,44354
swkBerlin/kata-bootstraps,4,7,3.2,0,1,237,2610
stephane/libmodbus,4,0,4.8,8,106,834,5453
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,0,5.1,79,769,31102,436028
sheredom/utest.h,4,9,6,368,868,574,4124
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,6.1,76,1192,12971,847161
pyca/pynacl,4,169,5.9,23,370,2402,45891
praydog/UEVR,4,22,5.5,16,515,13693,99002
pezmaster31/bamtools,4,123,4.3,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
opentx/opentx,4,0,4.4,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,3.8,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
marian-nmt/marian,4,58,4.5,31,136,97898,253796
logrotate/logrotate,4,16,7.1,16,64,362,5216
libconfuse/libconfuse,4,-1,4.5,10,123,1719,5633
lemire/Code-used-on-Daniel-Lemire-s-blog,4,18,3.7,24,560,23972,216781
lamarrr/STX,4,0,4.6,0,9,3478,9298
kfrlib/kfr,4,3,4.8,0,18,7742,58060
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,94,4.8,107,491,8010,25952
jlblancoc/nanoflann,4,15,6,2,30,9769,24237
jjwbruijn/OpenEPaperLink,4,24,4.2,2,36,716985,4438558
jfedor2/hid-remapper,4,0,5.2,42,549,655,7924
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,289,9.1,90,842,4181,39484
ihhub/fheroes2,4,163,6.1,315,3167,18527,133164
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,9,4.8,9,212,1715,17290
google/marl,4,0,6.9,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,4.9,2,49,2975,11817
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,23,6.3,43,491,3641,21042
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,7,3,103,1041,4314
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.9,15,93,1286,5152
deathkiller/jazz2-native,4,2,5.8,162,2211,63205,204223
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,5,114,785,60045,120343
blechschmidt/massdns,4,16,5.5,7,57,221,6162
bkryza/clang-uml,4,155,5.2,13,479,22772,108410
amadvance/snapraid,4,49,4.5,51,401,12063,43857
alibaba/tblive,4,41,2.5,10,232,160798,286986
akheron/jansson,4,45,6.8,16,185,1400,14027
aff3ct/MIPP,4,68,4.5,32,644,3218,46611
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6.2,7,299,57149,243466
Winderton/xplatform,4,0,4,0,6,9566,27777
Project-LemonLime/Project_LemonLime,4,1,4.3,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5.8,40,485,12413,32331
NASA-SW-VnV/ikos,4,149,6.1,0,4,31799,108732
MasterQ32/kristall,4,30,5.5,107,1191,3441,62570
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.6,60,624,15789,57305
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.3,0,6,199,2151
EUA/wxHexEditor,4,155,4.3,14,291,5287,33289
Drive-Trust-Alliance/sedutil,4,61,3.8,63,211,2967,9108
152,3.8,4067,85,124301,27268,,
zpl-c/librg,3,0,4.1,0,19,2937,23192
zombieCraig/ICSim,3,-1,4.6,2,27,305,1591
wheremyfoodat/Panda3DS,3,-1,5.6,16,483,25839,197242
webcamoid/webcamoid,3,0,6.5,70,2397,16182,91518
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uTensor/uTensor,3,11,4.8,1,90,2870,162565
tgfrerer/island,3,0,5.5,60,762,16117,75013
tevador/RandomX,3,33,5.3,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.2,80,232,4812,45775
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,218,5.6,32,544,7488,49332
strasdat/Sophus,3,-1,4.7,13,38,2965,10964
session-replay-tools/cetus,3,3,2.4,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
resurrecting-open-source-projects/scrot,3,-1,4.2,6,60,467,2253
rauc/rauc,3,5,7.9,239,852,3813,31365
raspofabs/dodbooksourcecode,3,7,5,2,118,231,3831
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
pistacheio/pistache,3,-1,5.4,9,286,2624,33685
p4lang/behavioral-model,3,-1,6,38,1916,21286,85441
nmap/ncrack,3,169,3.7,5,73,32435,85130
nhorman/dropwatch,3,8,5.3,2,60,154,1901
nbarkhina/N64Wasm,3,235,5.1,27,193,46462,512910
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,4.7,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
luben/zstd-jni,3,133,5.8,214,882,17492,46167
limbo018/DREAMPlace,3,43,4,6,14,5559,28265
libtom/libtommath,3,153,7.3,30,161,3511,13283
libsndfile/libsamplerate,3,0,5.5,6,70,755,371434
libharu/libharu,3,118,4.5,30,723,3771,135185
lastpass/lastpass-cli,3,36,4.4,20,301,2160,10028
kmammou/v-hacd,3,3,5,4,28,996,12782
kenzok8/small-package,3,0,4.4,6,34,6990,91635
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,13,588,2978,15951
jmpews/Dobby,3,1,5.2,9,40,1687,17410
infiniflow/infinity,3,1630,6.1,45,1115,115014,508822
httperf/httperf,3,9,5.7,14,156,2073,7638
gphoto/libgphoto2,3,2,7,4,91,32243,139197
google/mathfu,3,188,5.7,26,96,2782,5514
google/highway,3,-1,9.1,38,442,13187,100138
gbdev/rgbds,3,-1,3.8,50,393,1802,14883
garbear/kodi-steamlink,3,4,2.7,41,169,163289,729662
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,112,5.4,397,6098,85457,713859
eventql/eventql,3,45,1.8,3,28,189351,734247
dcajasn/Riskfolio-Lib,3,19,5.5,0,12,52835,249151
davideberly/GeometricTools,3,907,5.9,12,1196,53286,297391
craigsapp/midifile,3,10,5.9,32,446,5413,16836
coqui-ai/STT,3,42,4.3,6,145,51946,202081
commonmark/cmark,3,9,6.2,37,223,878,17062
coin-or/CppAD,3,7,5.6,25,941,93420,112205
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,3.4,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,382,33103,240645
chris2511/xca,3,0,4.8,34,940,1812,29441
breakfastquay/rubberband,3,-1,5.6,20,243,5009,24029
boostorg/hana,3,-1,5.7,19,228,22763,59578
arangodb/velocypack,3,244,5.2,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,157,3.3,10,194,1662,11119
aizvorski/h264bitstream,3,25,4.7,34,87,932,9388
aide/aide,3,52,6,33,264,2186,10821
adamritter/fastgron,3,104,4.5,15,214,15646,29986
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,15,6.3,12,455,119516,1237933
Tencent/Tendis,3,41,2.9,169,2724,61853,330111
Tarsnap/scrypt,3,37,5.7,16,113,2859,5734
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
STMicroelectronics/STM32CubeF4,3,0,6.3,20,52,718078,10292150
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,3,9,61,50806,77222
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.9,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,5.3,2,275,7459,8856
LuminanceHDR/LuminanceHDR,3,43,3.1,28,52,16346,67108
LLNL/zfp,3,45,4.6,7,74,3734,39846
KomputeProject/kompute,3,-1,5.3,6,209,1262,7143
KjellKod/g3log,3,5,5.9,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,3.6,10,125,20448,170882
FreeRTOS/FreeRTOS-Kernel,3,64,7,64,315,57314,102893
Ericsson/CodeCompass,3,4,7.2,0,23,3384,27140
Dwarf-Therapist/Dwarf-Therapist,3,0,4.5,99,981,6283,36575
Cocos-BCX/cocos-mainnet,3,47,3.1,34,85,41364,190147
Cisco-Talos/clamav,3,80,6.6,32,145,38492,211548
CandyConfident/HighPerformanceConcurrentServer,3,4,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,5.9,2,33,4378,25036
ARM-software/CMSIS-FreeRTOS,3,62,5.3,68,309,61752,108127
znc/znc,2,0,6.1,114,1581,5894,41981
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,27,6.1,0,61,4456,27005
unum-cloud/usearch,2,186,5.4,0,21,1880,9150
traviscross/mtr,2,35,5.6,15,175,2476,10479
topling/toplingdb,2,0,6.9,554,7140,98947,469418
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,181,5.9,583,1737,28017,132104
stclib/STC,2,0,4.4,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10877,62698
slic3r/Slic3r,2,37,4.2,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,22,252,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6.9,6,53,567,2695
sampsyo/llvm-pass-skeleton,2,0,4.3,0,1,0,29
rougier/freetype-gl,2,15,6.1,8,109,22723,34997
rockdaboot/wget2,2,301,6.9,122,949,15167,44385
ripose-jp/Memento,2,0,4.8,11,383,6950,20883
rikyoz/bit7z,2,89,5,0,230,3807,14276
ridiculousfish/libdivide,2,0,5.1,2,19,1013,201657
randy408/libspng,2,37,5.6,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.2,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.3,0,69,427,3018
osu-crypto/libOTe,2,95,5.5,2,120,5658,31731
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5,1,57,14058,38993
munt/munt,2,84,3.7,10,373,5908,31840
mpartel/bindfs,2,14,6.5,8,125,394,4261
mitsuba-renderer/drjit,2,0,5.6,55,470,2950,27733
michaelrsweet/mxml,2,7,7.6,8,125,1856,4245
mhx/dwarfs,2,28,6.2,7,48,6278,65579
meganz/sdk,2,0,6.1,338,3791,58443,223181
maxmind/libmaxminddb,2,10,6.2,10,82,332,5704
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
linuxdeepin/deepin-unioncode,2,32,4.5,14,1292,62893,289194
libnet/nemesis,2,12,3.8,19,90,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,6.9,8,169,2207,65279
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,4.9,1,6,140,1376
json-c/json-c,2,129,7.1,21,211,3120,9117
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,6.3,27,443,13347,38366
itas109/CSerialPort,2,14,5,10,466,1878,6732
ispc/ispc,2,31,7.9,4,137,10891,53549
iputils/iputils,2,11,6,20,99,746,5972
intel/x86-simd-sort,2,-1,9.2,0,87,607,9826
input-leap/input-leap,2,0,6.8,30,928,18464,56155
inotify-tools/inotify-tools,2,6,4.8,12,90,1476,4608
horsicq/XAPKDetector,2,22,4.8,118,1632,242,869
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,5.4,4,108,16442,58354
h4tr3d/avcpp,2,8,5.9,6,306,1120,10268
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
