repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
ultravideo/kvazaar,8,-1,-1,3.6,128,581,11623,35412
tinyproxy/tinyproxy,8,-1,28,5.2,12,185,2439,6349
stevemk14ebr/PolyHook_2_0,8,0,0,7.7,139,784,2000,20631
seleznevae/libfort,8,0,0,6.5,57,395,2564,19085
pmem/syscall_intercept,8,0,0,5.2,4,135,2659,5844
pmacct/pmacct,8,-1,327,5.9,250,2407,12192,109599
oxen-io/lokinet,8,105,0,8.3,89,2120,5615,66541
openucx/ucx,8,-1,854,7.3,665,3537,44936,217260
openSUSE/snapper,8,-1,133,6.5,33,790,4165,26217
open-quantum-safe/liboqs,8,0,2397,7.5,153,5588,60393,240974
neurobin/shc,8,51,9,6.6,2,15,60,1236
mitchellkrogza/apache-ultimate-bad-bot-blocker,8,-1,321,3.1,51,374,81692,270315
meyerd/n2n,8,471,0,6.1,13,137,2986,18733
m-schuetz/compute_rasterizer,8,0,0,5.2,65,601,39640,197037
lldpd/lldpd,8,966,222,5.5,46,465,8332,33655
linw7/TKeed,8,-1,0,5.2,2,44,479,4054
lightvector/KataGo,8,-1,0,6.8,170,1209,18248,120762
libssh2/libssh2,8,83,62,7,88,384,8607,42380
kubo/funchook,8,0,0,5.5,12,91,588,4462
kraxarn/spotify-qt,8,-1,0,6.2,3,585,8058,50463
intel/linux-sgx,8,380,15,8.2,126,992,149986,357542
hjwdzh/Manifold,8,-1,0,6.1,6,22,75188,274061
dgiese/dustcloud,8,-1,0,5.8,20,192,1003,6994
cadenji/foolrenderer,8,-1,0,6.2,7,84,1981,6165
aws/aws-iot-device-sdk-embedded-C,8,0,0,6.6,282,1743,16603,22041
aras-p/hlsl2glslfork,8,-1,0,5.5,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,-1,0,8.7,34,516,14913,50301
OpenEtherCATsociety/SOEM,8,1203,0,5.7,36,143,7210,20308
JSBSim-Team/jsbsim,8,47,0,6.5,89,1198,30941,74305
Genivia/RE-flex,8,-1,142,6,48,146,4367,41980
CloverHackyColor/CloverBootloader,8,0,12,4.8,24,268,724953,1467648
Ai-Thinker-Open/GPRS_C_SDK,8,-1,0,4.6,16,215,57519,302035
7thSamurai/steganography,8,-1,0,6.2,17,149,5265,17722
0,7.2,3965,83,26808,,122112,,
yahoojapan/NGT,7,13,0,6.8,22,210,1002,35703
winscp/winscp,7,33,0,7.6,29,613,84597,491680
twitter/vireo,7,364,-1,7.4,16,286,7477,31565
topling/toplingdb,7,-1,0,6.1,541,6996,95311,456891
tezc/sc,7,-1,0,6.3,63,751,3030,15640
stan-dev/math,7,339,12,8,42,558,644085,3062922
slowmoVideo/slowmoVideo,7,1559,0,4.3,19,348,2292,14133
shish/rosettaboy,7,1967,0,5.7,12,82,1020,7660
savoirfairelinux/opendht,7,1220,202,5.8,113,1002,5025,24781
sammycage/lunasvg,7,0,0,6.6,24,279,1641,12995
rapiz1/DungeonRush,7,-1,0,4.6,10,126,152,4050
protocolbuffers/upb,7,-1,0,7.2,13,454,11887,47316
osmc/osmc,7,339,12,6.4,30,201,9255,29513
miniupnp/miniupnp,7,143,49,6.6,42,192,5369,40818
libharu/libharu,7,0,0,5.9,30,722,3765,135142
libfive/libfive,7,251,0,7.4,27,306,8488,39368
kpu/kenlm,7,-1,0,6.9,18,487,6752,33643
jiejieTop/mqttclient,7,0,0,-1,115,1034,31760,74043
isl-org/FastGlobalRegistration,7,-1,0,6.6,1,12,22218,59028
hyperrealm/libconfig,7,3728,42,4.6,4,127,2107,11585
hpjansson/chafa,7,-1,56,7.2,86,889,9692,41098
gbdev/rgbds,7,1204,0,4.1,60,420,2955,15724
ftylitak/qzxing,7,-1,0,6,42,517,8501,30642
fetlang/fetlang,7,0,-1,5.1,9,128,9777,35925
equalsraf/neovim-qt,7,184,0,5.4,29,438,2911,45248
dgoulet/torsocks,7,4,18,6.4,37,210,2724,7290
ddnet/ddnet,7,-1,0,6.2,292,2833,14180,229494
boost-ext/di,7,0,0,3.8,3,479,3138,23436
babelouest/ulfius,7,12,0,6.7,41,225,4014,22330
audiohacked/OpenCorsairLink,7,0,11,6.4,10,180,4027,13117
alibaba/ilogtail,7,-1,0,5.7,182,1168,14458,76295
Tencent/TSeer,7,-1,0,5.3,44,532,6074,31545
Soulghost/iblessing,7,-1,0,4.5,34,203,7797,40685
RedisLabs/memtier_benchmark,7,8,44,5.8,21,302,1915,10873
OpenHantek/openhantek,7,-1,0,7.3,0,3,2777,11298
Naios/continuable,7,-1,0,6.3,7,166,4855,8340
KratosMultiphysics/Kratos,7,372,175,7.3,30,201,555858,1731576
Exiv2/exiv2,7,-1,1042,7.3,113,1516,21172,77243
EliasOenal/multimon-ng,7,67,0,5,43,147,2460,9503
Crypto-toolbox/HFT-Orderbook,7,-1,0,6.3,0,41,326,1569
ChunelFeng/caiss,7,-1,0,5.5,11,330,5771,27999
Alex313031/thorium,7,-1,0,6,1,18,115742,900359
AcademySoftwareFoundation/openvdb,7,-1,0,7.6,17,288,44909,299637
xant/libhl,6,-1,68,6.2,25,241,2604,8863
wifidog/wifidog-gateway,6,637,14,6.1,13,159,2360,6561
vstakhov/libucl,6,3986,28,6.3,60,241,3536,16614
troglobit/inadyn,6,438,5,5.9,23,183,2997,8770
tidalcycles/Tidal,6,0,26,5.9,6,345,47409,186998
thesofproject/sof,6,-1,0,7.3,7,73,46290,273358
tenzir/vast,6,0,0,6.6,0,3,18709,103627
sxyu/volrend,6,466,186,6.1,31,209,18136,120731
sudo-project/sudo,6,-1,184,5.8,355,1700,27517,130176
stressapptest/stressapptest,6,37,17,7,11,202,2457,8158
scarsty/kys-cpp,6,-1,0,6.5,39,559,3343,44458
quarkslab/binbloom,6,11,39,6.2,12,54,755,2614
percona/percona-xtrabackup,6,115,153,7,18,138,1128419,3540994
percona/percona-server,6,123,153,7,18,225,1141632,3581915
openvehicles/Open-Vehicle-Monitoring-System-3,6,124,708,8.2,215,1369,233246,986260
openlink/virtuoso-opensource,6,0,0,6.4,18,138,66565,729584
msnh2012/Msnhnet,6,585,0,5.7,111,916,17885,152697
mosra/corrade,6,59,0,7.2,25,524,41980,83437
mellowcandle/bitwise,6,242,6,4.9,6,52,121,2218
meganz/sdk,6,-1,0,7.5,538,6120,51861,191315
liudf0716/xkcptun,6,14,0,5.6,7,95,723,4296
libexpat/libexpat,6,171,10,8.9,27,296,4270,26430
lexborisov/myhtml,6,0,0,6.4,43,607,5676,62664
jonasmr/microprofile,6,0,-1,4.7,14,170,18879,116178
ggerganov/ggml,6,0,27,7.4,57,388,3996,27160
clMathLibraries/clBLAS,6,-1,0,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,0,5.7,2,150,6858,226711
area9innovation/flow9,6,1603,367,5.9,119,775,106448,314087
aras-p/ClangBuildAnalyzer,6,282,0,5.8,22,437,10072,31690
allinurl/gwsocket,6,239,7,7.3,3,108,903,3045
alandefreitas/moderncpp,6,0,10,5,5,198,2440,6840
XboxDev/extract-xiso,6,990,0,6,12,28,328,1765
WG21-SG14/SG14,6,0,0,6,9,68,487,10197
Tessil/robin-map,6,0,0,5.2,0,3,1220,3652
Tessil/ordered-map,6,0,0,4.9,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,4.8,0,3,1480,4399
Return-To-The-Roots/s25client,6,11,0,6.1,294,3191,18397,119296
Plutoberth/SonyHeadphonesClient,6,-1,0,5.9,85,757,235,1939
Mellanox/sockperf,6,0,19,8.1,25,134,10187,29453
KDE/heaptrack,6,0,0,5.9,0,3,4680,32621
FORTH-ModelBasedTracker/MocapNET,6,-1,0,6.4,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,2548,43,5,50,461,54615,314988
BlitterStudio/amiberry,6,0,0,5.5,6,313,76778,827760
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,6.9,0,31,2079,3351
Almamu/linux-wallpaperengine,6,7,0,6.3,8,183,7952,21275
AlbrechtL/welle.io,6,10,0,6.8,21,364,18919,102388
zrax/pycdc,5,387,0,5.2,11,60,200,6182
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,68,13,5.6,7,178,1979,15655
utsaslab/pebblesdb,5,0,0,6.4,29,627,4391,27177
st3w/neo,5,2,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,0,5,4,45,32958,76242
sirjuddington/SLADE,5,0,0,5.8,21,274,56395,234293
romeric/Fastor,5,0,0,7.1,27,156,5094,54789
pfq/PFQ,5,780,0,6.4,60,461,24434,61954
percona/PerconaFT,5,-1,110,7.2,33,380,56868,184131
peng-zhihui/A-Eye,5,-1,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,0,6.1,2,29,9228,19883
orb-community/pktvisor,5,-1,0,6.3,15,148,8885,49125
openwrt-mirror/openwrt,5,102,121,6.4,10,105,62310,260952
mlpack/ensmallen,5,0,0,8,2,25,19139,38627
meganz/MEGAcmd,5,-1,0,7.6,350,3639,1456,29597
medooze/media-server,5,-1,173,7.4,15,112,31540,84796
lexborisov/Modest,5,0,0,7,78,1579,15389,106648
lede-project/source,5,140,120,6.3,9,106,59707,237532
lava/matplotlib-cpp,5,0,0,6.4,0,15,190,2607
koying/SPMC,5,-1,27,4.8,39,289,177348,710344
juj/MathGeoLib,5,0,0,5.8,22,673,12935,49967
jbruchon/elks,5,0,0,6,8,26,61892,269963
jarro2783/cxxopts,5,0,0,6.8,2,5,518,11611
ivmai/bdwgc,5,2394,3,6.8,7,57,10452,40315
immortalwrt/immortalwrt,5,110,120,7.6,9,106,60207,244398
hoglet67/RGBtoHDMI,5,-1,0,6.6,90,524,8535,90669
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
ganglia/monitor-core,5,0,3,7.2,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.3,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,4.6,8,79,2725,10081
foonathan/cppast,5,0,61,5.7,50,490,2719,19821
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,0,6.2,53,572,13474,50549
emilk/loguru,5,0,0,7.7,7,82,563,3095
eBay/NuRaft,5,0,0,7.4,49,477,6779,23951
dev-cafe/cmake-cookbook,5,16,0,6.8,0,55,866,10719
deiv/driftnet,5,9,10,7.3,8,107,1424,4293
dblalock/bolt,5,-1,0,6,17,65,66182,262286
crownengine/crown,5,-1,0,5,7,150,188314,1037890
cisco/libsrtp,5,0,51,7,21,226,8867,19163
asterisk/asterisk,5,-1,4,7,19,75,225404,721985
ammarahm-ed/react-native-mmkv-storage,5,-1,0,6,8,182,1628,10199
ZLMediaKit/ZLToolKit,5,0,0,6.5,7,367,3531,13520
Tencent/ScriptX,5,-1,51,6.6,5,291,5095,18513
OWASP/IoTGoat,5,132,121,5.5,9,101,31868,187740
NASA-SW-VnV/ikos,5,0,0,7,0,4,31799,108730
Martinsos/edlib,5,0,0,6.6,9,50,581,2009
LongSoft/UEFITool,5,125,386,5.7,49,486,9737,42634
LinusDierheimer/fastfetch,5,585,0,6.5,25,555,622,23630
Lienol/openwrt,5,131,120,7.4,9,100,60991,228273
KDE/ghostwriter,5,0,0,4.4,49,329,5175,42168
KDE/clazy,5,180,0,7.3,25,455,5665,24408
Jmgr/actiona,5,-1,0,5,46,1034,12303,52346
Facico/Chinese-Vicuna,5,-1,0,6.4,33,203,1332,9680
FEX-Emu/FEX,5,-1,0,7.5,0,58,18041,141924
Entware/Entware,5,140,120,6.4,9,104,7467,46035
AngoraFuzzer/Angora,5,135,0,6.5,30,499,4884,26409
AliveToolkit/alive2,5,-1,0,6.7,46,970,1242,25349
AcademySoftwareFoundation/OpenColorIO,5,485,0,8.4,364,2830,23595,184291
zhlynn/zsign,4,-1,0,7.1,19,194,105,8078
xiph/LPCNet,4,2397,56,6.4,15,93,1026,6398
wolfSSL/wolfssl,4,46,1795,8,303,1687,206772,1263493
whoenig/libMultiRobotPlanning,4,-1,4,5.5,1,103,956,5591
vivien/i3blocks,4,243,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,0,4.4,273,777,196887,601725
troldal/OpenXLSX,4,0,0,5.9,26,498,17957,74339
tizonia/tizonia-openmax-il,4,84,46,6.3,56,389,35903,135243
swkBerlin/kata-bootstraps,4,-1,0,4.1,0,1,237,2610
stephenberry/glaze,4,0,0,6.1,1,73,1081,20879
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,-1,45,6.8,9,410,3664,15698
simple64/simple64,4,825,234,4.8,78,746,30102,421389
simd-everywhere/simde,4,-1,0,5.4,1361,24154,14572,635978
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
rpp0/gr-lora,4,-1,-1,6.6,1,34,6798,1994
rpclib/rpclib,4,0,0,5.7,4,84,47445,164707
revng/revng,4,-1,-1,7.3,92,760,11312,68294
qt-creator/qt-creator,4,-1,0,5.3,8,118,175759,1429599
qicosmos/rest_rpc,4,-1,0,6,0,36,50956,191532
pyca/pynacl,4,3,169,6.9,23,370,2402,45891
ossrs/state-threads,4,0,0,4.7,9,89,13043,25013
oracle/graaljs,4,-1,55,6.1,72,561,527137,2921898
opentx/opentx,4,-1,0,4.9,152,1816,117165,343966
open-telemetry/opentelemetry-cpp,4,104,0,8.1,9,263,14697,66805
nomic-ai/gpt4all-chat,4,-1,41,6.1,45,347,417,5257
nemequ/portable-snippets,4,-1,0,6.3,5,245,330,6760
mmorise/World,4,0,0,6.9,0,221,2084,8353
mity/md4c,4,1,0,6.4,34,136,1323,7882
mikke89/RmlUi,4,0,0,5.9,75,1084,36041,114728
microsoft/verona,4,0,0,7.5,1,114,8586,32044
libconfuse/libconfuse,4,0,-1,5.2,10,123,1719,5633
lamarrr/STX,4,0,0,6.6,0,9,3475,9341
kgabis/parson,4,0,0,6,4,108,184,3072
jlblancoc/nanoflann,4,0,0,7,1,38,9726,24035
j0r1/JRTPLIB,4,0,0,6.3,30,371,5329,21370
intel/pcm,4,-1,0,6.8,82,785,4085,36377
ihhub/fheroes2,4,45,12,5.2,258,2868,15632,117490
horsicq/XAPKDetector,4,-1,0,6.6,111,1560,242,873
hjwdzh/ManifoldPlus,4,-1,0,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,0,5.9,1,82,52,3413
google/marl,4,-1,0,9,1,54,2142,7485
fragglet/c-algorithms,4,32,8,6,1,148,4479,7194
foonathan/type_safe,4,0,0,5.5,2,49,2970,11808
etodd/lasercrabs,4,3,147,5.6,48,670,28442,207072
eclipse/paho.mqtt.embedded-c,4,0,0,5.9,2,99,1792,7614
eclipse-ecal/ecal,4,-1,0,6.4,93,2940,43345,119438
dougbinks/enkiTS,4,-1,0,6.7,3,103,1037,4285
coqui-ai/STT,4,287,42,5.5,6,145,51946,202081
cityflow-project/CityFlow,4,-1,0,6.7,9,148,128,5183
chris2511/xca,4,-1,0,4.4,29,918,1638,27735
amadvance/snapraid,4,29,49,4.6,51,400,12059,43848
aliyun/ossfs,4,15,57,5.3,190,317,2144,12376
alibaba/tblive,4,4013,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,-1,0,5.2,32,618,2581,38342
abishekvashok/cmatrix,4,1,0,7,1,6,61,748
YosysHQ/nextpnr,4,0,0,7,7,299,54922,225220
Winderton/xplatform,4,0,0,5.6,0,6,9566,27777
RainerKuemmerle/g2o,4,-1,0,5.5,38,593,20780,50075
PSI-Rockin/DobieStation,4,325,0,6.3,144,1873,17916,94983
OpenArkStudio/ARK,4,-1,16,4.6,9,527,16992,65261
LekKit/RVVM,4,-1,0,5.9,18,588,5870,25718
Hopson97/open-builder,4,-1,0,4.7,22,842,19718,107532
Haivision/srt,4,380,0,6.2,59,620,15530,55836
GameTechDev/MaskedOcclusionCulling,4,-1,0,6.4,2,45,1426,4267
EUA/wxHexEditor,4,193,155,6.2,6,240,5294,33270
Drive-Trust-Alliance/sedutil,4,329,61,6,63,211,2967,9107
AlexFanw/HUSTER-CS,4,-1,0,5.2,3,34,44432,195361
zpl-c/librg,3,-1,0,4.5,0,19,2937,23191
vroland/epdiy,3,0,-1,6,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,0,5.2,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,-1,0,5.5,20,140,418,8331
uncrustify/uncrustify,3,0,0,7.5,144,677,17347,106301
uTensor/uTensor,3,-1,0,7.1,1,90,2870,162563
ttlappalainen/NMEA2000,3,-1,0,5.9,0,131,13006,19687
the-tcpdump-group/libpcap,3,492,69,7.7,40,391,28699,48004
tevador/RandomX,3,0,0,6.7,12,236,2509,11347
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,0,6,79,225,4815,45753
stxxl/stxxl,3,0,-1,6,12,130,14613,61833
strasdat/Sophus,3,-1,-1,5.7,13,38,2928,10159
session-replay-tools/cetus,3,158,3,5.6,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,-1,4.9,4,43,482,4819
richgel999/miniz,3,0,0,5.4,26,137,926,10121
rakshasa/libtorrent,3,1033,-1,6.8,26,868,10864,34972
pistacheio/pistache,3,0,-1,5.7,11,273,2366,32916
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,6.5,38,1916,21279,85392
opendnssec/SoftHSMv2,3,37,122,7.2,135,1949,21042,69503
nbarkhina/N64Wasm,3,1538,234,7.1,27,193,46461,512880
nasa/XPlaneConnect,3,0,0,4.9,4,89,5862,7709
miek/inspectrum,3,396,0,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
meekrosoft/fff,3,-1,0,4.7,25,320,7611,25490
matus-chochlik/oglplus,3,0,0,6.4,12,86,75679,218508
libtom/libtommath,3,0,0,7.3,61,222,3513,13375
libsndfile/libsamplerate,3,804,0,7.3,6,70,755,371434
libimobiledevice/libplist,3,1922,99,5.5,132,580,2537,10925
lastpass/lastpass-cli,3,-1,0,6,20,301,2163,10020
juzzlin/Heimer,3,6,0,-1,11,527,2799,15062
john30/ebusd,3,7,76,5.4,97,439,7073,24025
jgromes/RadioLib,3,0,0,6.7,12,455,7394,16227
jacktrip/jacktrip,3,264,-1,7.9,27,378,11748,34409
intel/isa-l,3,0,-1,8.1,23,160,6301,45937
httperf/httperf,3,71,9,7.2,14,156,2073,7638
grame-cncm/faust,3,-1,0,4.4,2,62,73613,288839
gphoto/libgphoto2,3,5537,817,7.4,4,91,31796,137482
google/mathfu,3,-1,0,7,26,96,2782,5514
google/highway,3,0,0,8.2,22,246,9849,68034
github/securitylab,3,0,0,8.1,4,313,4828,17510
fireice-uk/xmr-stak-cpu,3,-1,0,6.6,3,108,3895,17331
farbrausch/fr_public,3,0,0,4.6,3,28,73026,713666
falltergeist/falltergeist,3,2,0,5.3,21,854,4271,45170
f4exb/sdrangel,3,0,0,6.2,354,5622,72979,655380
eventql/eventql,3,54,45,4.2,3,28,189351,734247
ethz-adrl/ifopt,3,147,0,6.5,0,17,1128,1362
emsec/hal,3,0,0,6.2,31,660,244803,828883
davideberly/GeometricTools,3,0,824,7.3,12,1195,51525,289649
cutelyst/cutelyst,3,-1,0,5.8,55,647,11807,46924
craigsapp/midifile,3,0,0,6.5,23,360,4993,15509
commonmark/cmark,3,-1,0,5.8,42,230,840,21073
cofyc/dnscrypt-wrapper,3,49,-1,5.9,18,113,283,5148
coder-mike/microvium,3,-1,0,7.3,29,90,5845,19730
citp/BlockSci,3,-1,0,6.5,226,3245,3499,22103
breakfastquay/rubberband,3,0,-1,6.3,20,240,4969,23831
boostorg/hana,3,0,0,7.3,19,227,22763,59565
blechschmidt/massdns,3,-1,0,6.5,6,57,220,6167
benoitsteiner/tensorflow-opencl,3,-1,0,6.6,403,4626,124808,578065
arangodb/velocypack,3,38,277,6.8,17,193,29521,97825
angt/glorytun,3,3,6,4.6,5,104,1,1608
aizvorski/h264bitstream,3,936,27,6.5,34,87,932,9384
Tencent/Tendis,3,-1,0,3.3,169,2724,62025,333564
Tarsnap/scrypt,3,260,37,7.2,16,113,2833,5728
Slackadays/Clipboard,3,445,0,5.8,11,167,1013,5450
Shark-ML/Shark,3,-1,0,5.5,11,172,37964,81273
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,0,0,4.7,8,61,50802,77163
Project-LemonLime/Project_LemonLime,3,109,-1,5,17,314,1008,11801
Meulengracht/MollenOS,3,6,0,6.2,0,5,272316,668990
LuminanceHDR/LuminanceHDR,3,-1,43,6.7,28,52,16347,67090
LLNL/zfp,3,-1,0,4.9,7,74,3744,39808
KjellKod/g3log,3,0,0,6.7,1,53,1240,5023
JayDDee/cpuminer-opt,3,0,41,6.3,10,125,21140,166891
Ericsson/CodeCompass,3,-1,0,5.5,0,3,3172,23988
Dwarf-Therapist/Dwarf-Therapist,3,0,0,5.6,101,994,6351,37098
DanielChappuis/reactphysics3d,3,0,0,4.9,22,320,22571,39467
Cocos-BCX/cocos-mainnet,3,126,47,6.1,34,85,41364,190147
Cisco-Talos/clamav,3,6124,75,7.5,32,145,37885,209440
ChunelFeng/CGraph,3,-1,0,6.4,1,138,3510,7030
Benjamin-Dobell/Heimdall,3,-1,0,5,0,10,1419,7088
ArkScript-lang/Ark,3,0,0,5.8,14,202,2997,8465
AndroidAdvanceWithGeektime/Chapter01,3,-1,0,5.5,8,144,34983,99851
zetavm/zetavm,2,-1,85,6,13,152,1257,7559
zehome/MLVPN,2,21,30,4.8,10,126,1055,5658
zauonlok/renderer,2,-1,0,4,8,195,395,6443
yyzybb537/libgo,2,0,0,6,8,153,81110,391386
xhawk18/s_task,2,212,71,6.6,110,938,104745,164268
vincentlaucsb/csv-parser,2,-1,0,6.7,0,61,4367,26784
vgmtrans/vgmtrans,2,0,0,4.8,33,249,24449,150812
traviscross/mtr,2,978,34,7.7,15,176,2443,10366
tony2001/pinba_engine,2,0,790,6.2,33,140,4782,27176
tatsuhiro-t/spdylay,2,451,54,5.5,44,488,8503,28269
szechyjs/dsd,2,-1,0,6.2,0,15,13571,39472
strukturag/libheif,2,18,177,6.2,28,480,5326,42178
sparsehash/sparsehash,2,0,801,5.4,33,141,2803,7977
smartmontools/smartmontools,2,363,99,6.7,102,560,10736,62125
slic3r/Slic3r,2,-1,0,6.2,26,131,14653,106200
simsong/tcpflow,2,-1,-1,4.3,24,272,5114,18485
simdutf/simdutf,2,2,0,5.8,17,529,8707,58815
seetafaceengine/SeetaFace2,2,4,0,6.5,27,348,1335,18887
schweikert/fping,2,135,2,5.4,6,54,566,2662
rougier/freetype-gl,2,0,0,5.9,7,106,22693,34877
rikyoz/bit7z,2,-1,0,6.6,0,216,3280,9086
ridiculousfish/libdivide,2,0,0,6.7,2,19,1013,201657
randy408/libspng,2,0,0,6.7,13,141,347,7910
plasma-umass/Mesh,2,-1,0,4.7,2,70,1526,8158
pinterest/rocksplicator,2,-1,0,6.6,76,677,4748,19871
peregrine-lang/Peregrine,2,-1,17,6.2,27,337,807,15934
pdewacht/brlaser,2,0,0,5,3,110,273,1333
palacaze/sigslot,2,0,0,5.1,0,68,414,2940
oliverw/miningcore,2,-1,0,4.3,8,41,24906,150581
odygrd/quill,2,0,0,6.2,2,106,6349,29819
nokiatech/heif,2,-1,393,6.4,43,1412,10450,38527
nickgillian/grt,2,0,0,6.9,0,3,54085,137769
mutouyun/cpp-ipc,2,0,0,6.1,1,46,14030,38642
munt/munt,2,0,0,6.8,10,373,5907,31789
mhx/dwarfs,2,-1,0,6.8,5,22,2798,35245
maxmind/libmaxminddb,2,8,10,6,9,82,339,5666
lionsoul2014/friso,2,-1,3,6.3,8,130,2124,4181
libnet/nemesis,2,0,12,4.4,19,90,834,7178
libcheck/check,2,230,0,5.1,17,433,2421,11850
lemire/FastPFor,2,0,0,7.3,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,0,0,5.8,5,339,20239,187418
leggedrobotics/ocs2,2,0,0,4.8,133,479,100996,141166
layoutBox/FlexLayout,2,0,0,6.4,0,3,23378,84369
laurentkneip/opengv,2,0,0,7,8,147,9271,45813
kimwalisch/primesieve,2,-1,0,5.6,13,144,2527,9000
json-parser/json-parser,2,27,-1,5.8,1,6,140,1376
json-c/json-c,2,0,0,7.9,18,195,2986,8509
jessek/hashdeep,2,12,32,5.7,8,137,2316,8933
ispc/ispc,2,0,0,6.4,4,130,10595,50224
input-leap/input-leap,2,494,0,6.1,29,926,28032,81132
inotify-tools/inotify-tools,2,288,4,4.9,13,87,1463,4527
hughperkins/tf-coriander,2,-1,0,5.3,245,2711,63849,252805
hjwdzh/QuadriFlow,2,-1,0,5.8,12,62,28234,75636
haywire/haywire,2,-1,0,5,25,144,886,5333
google/gemmlowp,2,0,0,7.6,2,72,7497,123126
goldsborough/ipc-bench,2,-1,0,6.3,0,93,1051,2733
gaoxiang12/ORB-YGZ-SLAM,2,-1,0,6.2,2,38,9765,36667
fukuchi/libqrencode,2,2074,38,5,9,166,1708,11780
fritzone/obfy,2,-1,0,6.4,0,19,65,958
francescmm/GitQlient,2,230,0,5.6,19,565,3943,15578
fholger/openvr_fsr,2,-1,0,3.2,24,645,23697,123605
fabianishere/brainfuck,2,198,0,5.3,3,17,618,1019
emqx/qmqtt,2,0,0,6.9,0,3,21383,62623
emmericp/ixy,2,-1,0,6.7,6,60,932,5305
embree/embree,2,-1,0,6.4,18,295,26939,220706
ebiggers/libdeflate,2,318,0,5.6,11,98,5408,11276
douban/libmc,2,0,0,5.2,5,85,511,5943
cxong/cdogs-sdl,2,-1,0,6.3,23,164,21738,120752
crow-translate/crow-translate,2,275,0,5.6,6,287,1842,7814
crigler/dtach,2,-1,5,6.2,5,17,221,1174
cisco-system-traffic-generator/trex-core,2,0,0,6.1,15,344,411146,1668570
cginternals/cppfs,2,0,0,5.6,3,115,3308,5866
audacious-media-player/audacious,2,-1,20,6.3,9,214,5887,34396
apache/hawq,2,0,0,4.3,0,3,369965,1002298
andrewrk/libsoundio,2,69,0,7.2,10,128,1109,12010
albertodemichelis/squirrel,2,40,0,6.6,22,474,290,14007
aklomp/base64,2,-1,0,5.2,8,31,1070,5235
akheron/jansson,2,2553,28,5.8,11,156,922,8437
aguinet/wannakey,2,-1,0,5.9,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,0,4.8,9,468,7174,31362
a2o/snoopy,2,280,31,4,3,165,7980,6926
ZJULearning/nsg,2,-1,0,6.2,5,25,95,1400
Yubico/yubico-pam,2,41,2,5.3,8,23,436,2888
The-4n/4NXCI,2,-1,0,5.6,133,941,25157,73659
Thalhammer/jwt-cpp,2,0,0,7.9,0,6,1645,6745
StarEngine/engine,2,0,0,6.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,0,0,6.2,26,649,26108,82359
SciresM/hactool,2,-1,0,4.7,133,941,26172,83026
ScanNet/ScanNet,2,-1,0,5.8,2,23,19576,120418
Rezonality/zep,2,0,24,5.2,30,371,26576,125950
ReimuNotMoe/ydotool,2,-1,0,4.8,6,12,239,908
RaftLib/RaftLib,2,0,0,5.3,3,167,7294,15600
PyMesh/PyMesh,2,-1,0,4.4,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,-1,0,6,0,5,2753,17565
PetteriAimonen/libfixmath,2,-1,0,6.3,14,74,367,15320
PaddlePaddle/FastDeploy,2,0,0,4.8,59,912,117938,510868
OpenSees/OpenSees,2,-1,0,5.1,10,30,251410,991251
OpenRC/openrc,2,-1,1,7.2,47,256,1784,14300
NLnetLabs/unbound,2,18474,-1,7.1,275,2388,41613,118954
MengRao/fmtlog,2,313,0,6.8,1,25,94,1434
