repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
mikke89/RmlUi,5,223,5.2,100,1296,38240,125221
mike1k/perses,5,1,4.4,127,765,402,3464
microsoft/vcpkg-tool,5,0,6.7,59,1299,3660,87495
libxsmm/libxsmm,5,233,9.2,422,1015,14047,162062
libexpat/libexpat,5,10,9.1,25,270,5464,28337
libcsp/libcsp,5,62,6.1,8,195,2972,9988
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,56742,209975
ladislav-zezula/CascLib,5,183,6.4,41,473,9722,38887
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
jarcode-foss/glava,5,0,4.1,17,127,830,15002
ivmai/bdwgc,5,3,5,7,58,10592,41465
intel/isa-l,5,-1,7.6,22,166,6336,42130
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,4.4,9,100,77878,336059
ghaerr/elks,5,0,5.1,8,26,63778,279792
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,5.3,13,58,353,3444
frankmorgner/vsmartcard,5,702,4.2,8,79,2726,10101
flashrom/flashrom,5,94,8,60,899,10416,64674
f3d-app/f3d,5,-1,6.1,14,277,7469,39620
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,86,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eBay/NuRaft,5,99,8.9,54,498,7058,24726
dev-cafe/cmake-cookbook,5,59,3.5,0,55,866,10719
deiv/driftnet,5,10,5.2,8,111,1445,4363
dblalock/bolt,5,88,3.8,17,65,66182,262286
davmac314/dinit,5,508,5.3,31,196,4014,25544
cpp-main/cpp-tbox,5,240,5.6,34,945,19568,53200
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
bitcoin-core/secp256k1,5,119,7.8,82,253,6604,40864
asterisk/asterisk,5,4,7.5,19,75,227312,729240
apache/nuttx,5,6,7.9,5,62,1664743,2595600
amitv87/PiP,5,39,4.3,26,418,4108,33899
Tencent/ScriptX,5,51,4.5,5,293,5143,18581
Return-To-The-Roots/s25client,5,3,6.2,259,3187,18616,122809
QingdaoU/Judger,5,46,4.1,17,134,1604,5566
OWASP/IoTGoat,5,121,3.5,9,101,31868,187740
Martinsos/edlib,5,50,4,9,50,581,2009
Lienol/openwrt,5,120,5.4,9,106,61020,230638
Legrandin/pycryptodome,5,29,6.1,32,214,4467,44978
H5GG/H5GG,5,16,2.5,7,80,30684,82714
GENIVI/CANdevStudio,5,-1,4.3,15,354,1368,18239
FEX-Emu/FEX,5,30,6.9,9,494,18753,134199
Exiv2/exiv2,5,1029,6.9,112,1520,21235,78789
Entware/Entware,5,120,5.6,9,106,7651,48794
DanielChappuis/reactphysics3d,5,4,4.9,24,368,23761,42145
CEA-LIST/Cingulata,5,0,3.6,2,148,5931,11273
AngusJohnson/Clipper2,5,101,5.5,35,420,887,11295
AngoraFuzzer/Angora,5,68,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,7,7.8,366,2927,24352,190921
zhlynn/zsign,4,22,4.8,19,194,105,8080
yahoojapan/NGT,4,32,5.5,30,236,1053,40384
xhawk18/promise-cpp,4,0,4.5,1,53,727,3285
xMasterX/all-the-plugins,4,57,4.8,4,167,248418,1449432
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,6,273,777,196887,601732
unum-cloud/usearch,4,186,5.1,1,26,2125,9557
troldal/OpenXLSX,4,228,5.7,22,364,12694,48039
the-tcpdump-group/libpcap,4,69,6.3,44,391,28446,44485
swkBerlin/kata-bootstraps,4,7,3,0,1,237,2610
stephane/libmodbus,4,0,4.6,8,105,834,5453
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,0,5.2,81,782,31561,443988
sheredom/utest.h,4,9,5.7,371,874,574,4141
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
richgel999/miniz,4,66,5.1,31,511,2618,27734
qt-creator/qt-creator,4,0,4.9,9,143,193486,1585351
praydog/UEVR,4,22,5.4,16,515,13698,99787
pezmaster31/bamtools,4,135,4.3,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
opentx/opentx,4,0,3.6,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,3.8,8,132,4104,5522
mmorise/World,4,21,5.6,0,221,2084,8353
logrotate/logrotate,4,15,6.8,16,64,368,5245
libconfuse/libconfuse,4,-1,4.2,10,123,1719,5633
lemire/Code-used-on-Daniel-Lemire-s-blog,4,18,3.5,24,560,24099,218988
lamarrr/STX,4,0,4.6,0,9,3478,9298
kfrlib/kfr,4,3,4.6,0,18,7742,58060
jwasham/practice-cpp,4,0,3.5,0,141,13886,38093
john30/ebusd,4,95,4.8,107,491,8019,26053
jlblancoc/nanoflann,4,15,5.4,2,40,9769,24245
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,268,9.6,114,1089,3951,42556
ikskuh/kristall,4,30,5,107,1191,3441,62570
ihhub/fheroes2,4,181,6.1,333,3270,19223,138774
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
herumi/mcl,4,106,5.5,1,14,4583,58280
harporoeder/ebpfsnitch,4,22,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,12,5.8,11,213,1716,17363
google/marl,4,0,6.7,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.6,2,49,2977,11843
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,21,5.8,46,513,3872,151057
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,6.8,3,103,1050,4330
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.7,15,93,1286,5152
cityflow-project/CityFlow,4,93,4.6,9,148,128,5183
chris2511/xca,4,0,4.9,35,947,1823,29621
celtera/libremidi,4,0,5.7,2,59,1319,22120
candle-usb/candleLight_fw,4,0,5.2,114,785,60036,120344
blechschmidt/massdns,4,16,4.5,7,57,221,6162
amadvance/snapraid,4,49,4.1,51,401,12063,43854
alibaba/tblive,4,41,2.5,10,232,160798,286986
akheron/jansson,4,45,5.7,16,185,1400,14027
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
ZerBea/hcxtools,4,-1,6,71,250,556,19448
YosysHQ/nextpnr,4,7,6.1,7,299,57187,243774
Winderton/xplatform,4,0,4,0,6,9566,27777
Project-LemonLime/Project_LemonLime,4,1,5.2,19,322,1019,11948
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,6,40,485,12417,32409
OpenEPaperLink/OpenEPaperLink,4,24,4.3,2,36,33057,109348
NASA-SW-VnV/ikos,4,149,5.1,0,4,31799,108732
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.3,60,626,15794,57379
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.3,0,6,199,2151
FEniCS/dolfinx,4,-1,7.4,21,308,10789,32795
EUA/wxHexEditor,4,155,4.3,14,291,5287,33289
Drive-Trust-Alliance/sedutil,4,61,3.8,63,211,2967,9108
Cocos-BCX/cocos-mainnet,4,47,3.1,34,85,41364,190147
AlexFanw/HUSTER-CS,4,2,2.5,3,39,44598,197317
130,3.8,4067,85,124301,27268,,
zpl-c/librg,3,0,4.2,0,19,2941,23223
zombieCraig/ICSim,3,-1,4.6,2,27,305,1591
wheremyfoodat/Panda3DS,3,29,4.9,16,483,25944,198304
unity3d-jp/NormalPainter,3,-1,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uTensor/uTensor,3,11,5.4,1,90,2870,162565
ttlappalainen/NMEA2000,3,58,6.5,9,282,14270,24854
tgfrerer/island,3,0,5.5,61,773,16275,75528
tevador/RandomX,3,33,5.3,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.2,80,232,4812,45776
surge-synthesizer/stochas,3,0,3.9,28,502,2883,12278
sudo-project/sudo,3,181,5.8,585,1736,28043,132023
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,255,5.6,37,633,8859,59663
session-replay-tools/cetus,3,3,2.5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
rougier/freetype-gl,3,15,4.5,8,109,22723,34997
resurrecting-open-source-projects/scrot,3,-1,5.1,7,61,468,2337
rauc/rauc,3,5,7.8,243,861,3872,31639
raspofabs/dodbooksourcecode,3,7,5,2,118,231,3831
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
raboof/nethogs,3,-1,6.5,3,87,880,3023
quotient-im/Quaternion,3,0,4.8,12,443,1026,8208
p4lang/behavioral-model,3,-1,6.8,38,1937,21577,79170
nhorman/dropwatch,3,8,5,2,60,154,1901
nbarkhina/N64Wasm,3,235,5.1,27,193,46425,512933
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,5.1,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
meganz/MEGAcmd,3,0,5.5,404,3958,1865,31679
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
luben/zstd-jni,3,133,5.9,214,882,17492,46167
limbo018/DREAMPlace,3,43,4,6,14,5559,28268
libtom/libtommath,3,155,6.2,61,229,3531,13497
libsndfile/libsamplerate,3,0,6.2,6,70,755,371434
libharu/libharu,3,118,4.5,30,723,3771,135185
lfreist/hwinfo,3,6,5.5,7,430,401,39069
kmammou/v-hacd,3,3,4.6,4,28,996,12782
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,13,612,3003,16560
jmpews/Dobby,3,1,4.2,9,40,1687,17410
httperf/httperf,3,9,5.7,14,156,2073,7638
google/highway,3,-1,7.7,41,486,14100,105995
gbdev/rgbds,3,0,4.3,49,396,1806,14954
freebayes/freebayes,3,-1,4.9,35,393,10877,130154
fireice-uk/xmr-stak-cpu,3,40,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,122,5.7,404,6251,89603,772954
eventql/eventql,3,45,1.8,3,28,189351,734247
dcajasn/Riskfolio-Lib,3,19,5.2,0,12,52835,249151
davideberly/GeometricTools,3,907,5,12,1195,53446,297877
craigsapp/midifile,3,10,6.1,30,434,5429,16866
coqui-ai/STT,3,42,3.9,6,145,51946,202081
commonmark/cmark,3,9,6.3,37,223,878,17056
coin-or/CppAD,3,7,5.7,25,942,93515,112353
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,2.7,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,380,33110,240764
breakfastquay/rubberband,3,-1,5,20,243,5012,24053
boostorg/hana,3,-1,5.7,19,228,22763,59578
arangodb/velocypack,3,251,5.2,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,140,3.2,10,194,1662,11119
aizvorski/h264bitstream,3,25,5,34,87,932,9388
aide/aide,3,51,6.3,33,267,2212,11604
adamritter/fastgron,3,104,4,15,214,15646,29986
YuriiCrimson/ExploitGSM,3,93,5.2,22,123,2643,8515
Tencent/Tendis,3,708,2.1,169,2724,61853,330111
Tarsnap/scrypt,3,37,6.3,16,113,2866,5759
Shark-ML/Shark,3,569,5.3,12,173,38057,81408
STMicroelectronics/STM32CubeF4,3,0,5.9,20,52,706381,10277724
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,2.1,9,61,50806,77231
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.5,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,4,2,275,7459,8856
LuminanceHDR/LuminanceHDR,3,43,3.2,28,52,16346,67108
LLNL/zfp,3,45,4,7,74,3734,39846
KomputeProject/kompute,3,-1,4.9,6,209,1262,7144
KjellKod/g3log,3,5,5.2,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,3.9,10,125,20697,171031
FreeRTOS/FreeRTOS-Kernel,3,66,7,64,317,57696,102992
Ericsson/CodeCompass,3,4,7.5,0,73,3535,28327
Dwarf-Therapist/Dwarf-Therapist,3,0,4.1,99,981,6283,36575
Cisco-Talos/clamav,3,80,6.9,32,145,38544,210468
CandyConfident/HighPerformanceConcurrentServer,3,13,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,4.4,2,33,4378,25036
ARM-software/CMSIS-FreeRTOS,3,66,5.2,64,317,68121,116324
znc/znc,2,0,6.1,114,1581,5894,41986
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,124,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,210,5.8,34,565,3403,13542
traviscross/mtr,2,35,5.5,15,175,2476,10479
topling/toplingdb,2,0,6.9,554,7143,98967,469793
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tgraf/bmon,2,2,4.2,18,212,1144,6837
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
stclib/STC,2,0,4.4,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,5.6,103,565,10914,62679
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.6,22,253,5114,18536
servetgulnaroglu/cube.c,2,0,4.9,0,2,3,114
seetafaceengine/SeetaFace2,2,240,4.7,27,348,1335,18887
schweikert/fping,2,2,6.7,6,54,576,2759
sampsyo/llvm-pass-skeleton,2,-1,4.3,0,1,0,29
rockdaboot/wget2,2,301,6.9,122,949,15213,44457
ripose-jp/Memento,2,0,5.3,11,394,7243,21944
rikyoz/bit7z,2,90,5.2,0,231,3873,14331
ridiculousfish/libdivide,2,0,5.1,2,19,1022,201668
react-native-tvos/react-native-tvos,2,1,4,8,96,25606,91191
randy408/libspng,2,37,5.5,13,141,347,7910
quickfix/quickfix,2,869,5.7,85,1264,13176,852865
plasma-umass/Mesh,2,6,6,2,64,1546,8226
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
phandasm/waveform,2,86,4.4,15,107,25582,267340
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.8,0,69,427,3018
osu-crypto/libOTe,2,95,5.4,2,120,5371,31553
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
nRF24/RF24,2,29,5.9,0,65,5935,9090
mutouyun/cpp-ipc,2,4,5.2,1,57,14058,39000
munt/munt,2,84,3.7,10,373,5908,31840
mpartel/bindfs,2,14,6.5,8,125,394,4267
michaelrsweet/mxml,2,7,7.2,8,125,1856,4251
maxmind/libmaxminddb,2,10,6.2,10,82,333,5719
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
linuxdeepin/deepin-unioncode,2,32,4.5,22,1246,63744,305421
libnet/nemesis,2,12,3.8,19,88,834,7178
libcheck/check,2,11,4.4,17,433,2421,11850
lemire/FastPFor,2,-1,6.1,8,169,2207,65283
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
leanstore/leanstore,2,0,4.6,60,447,4337,18740
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,5.2,1,6,140,1376
json-c/json-c,2,129,6.9,21,211,3120,9130
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,6,26,444,13383,39222
izhengfan/se2lam,2,2,4.3,2,38,1807,10529
itas109/CSerialPort,2,7,5,14,704,2793,15500
ispc/ispc,2,31,7.8,4,137,10968,53951
iputils/iputils,2,11,6,20,99,746,5969
intel/x86-simd-sort,2,-1,9.1,0,156,653,10739
input-leap/input-leap,2,0,6.8,30,928,18464,56181
inotify-tools/inotify-tools,2,6,5.3,12,90,1476,4608
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,5.4,4,108,16442,58354
h4tr3d/avcpp,2,8,6,7,310,1202,10789
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,4.6,11,77,27718,87255
gem5/gem5,2,0,5.4,7,268,299569,825117
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,22,159,37749,219043
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fritzone/obfy,2,13,4.5,0,19,65,958
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,4.8,0,17,1128,1317
ethereum/evmone,2,0,6.4,10,94,3139,28252
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.7,15,461,103,2820
ecnerwala/cp-book,2,39,4.8,15,408,574,5964
ebiggers/libdeflate,2,37,5.2,12,100,5720,11865
douban/libmc,2,25,4.9,5,96,531,6482
cxong/cdogs-sdl,2,31,5,23,164,24389,134604
crow-translate/crow-translate,2,0,5.3,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,9,3.3,10,242,8891,39333
codelibs/libdxfrw,2,50,5.2,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,2.7,15,344,446864,1904437
cginternals/cppfs,2,16,3.5,3,115,3308,5866
berry-lang/berry,2,1,6.5,26,731,3757,18517
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
babelouest/ulfius,2,1,5,4,54,4236,22811
apache/hawq,2,0,3.4,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.2,22,474,290,14019
aklomp/base64,2,1,4.6,8,33,1115,5419
aguinet/wannakey,2,58,3.6,0,12,25643,199788
aff3ct/MIPP,2,46,5.2,16,333,3286,47223
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.3,3,167,8087,7167
ZLMediaKit/ZLToolKit,2,57,6,6,381,3574,13978
ZJULearning/nsg,2,9,3.7,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
Thalhammer/jwt-cpp,2,81,7.3,0,7,2009,7543
Sysinternals/SysmonForLinux,2,0,5.8,21,246,3170,124912
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.1,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.3,2,23,19576,120418
Rezonality/zep,2,25,3.9,31,376,26585,126099
ReimuNotMoe/ydotool,2,1,5.9,6,14,252,1025
RainerKuemmerle/g2o,2,0,5.4,38,588,20514,46128
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,28,5.2,0,5,2753,17565
PoseLib/PoseLib,2,71,5.7,2,161,3487,13229
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,3.7,59,912,119397,515990
PSP-Archive/ARK-4,2,40,2.7,50,305,34258,186467
OpenSees/OpenSees,2,1,4.9,10,30,260928,1029389
OpenRC/openrc,2,1,5.4,47,255,1776,14383
NLnetLabs/unbound,2,-1,6.7,296,2442,42813,123614
MengRao/fmtlog,2,34,4.6,1,25,94,1434
MegEngine/InferLLM,2,44,5.2,14,153,525,9399
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,33,4.1,4,277,5742,22902
LeoVen/C-Macro-Collections,2,40,4.2,1,1,6344,28645
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,53326,291694
IronsDu/brynet,2,39,4.4,2,36,1551,24580
Icinga/icinga2,2,0,6.9,5,29,13974,96087
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
Fields2Cover/Fields2Cover,2,-1,5.7,32,1064,1487,12508
FFMS/ffms2,2,-1,5.8,13,133,915,6900
CrowCpp/Crow,2,200,6.2,8,445,1757,15263
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
BlueBrain/HighFive,2,475,6.9,42,547,3332,13252
AliveToolkit/alive2,2,0,5.8,50,1033,1352,27292
86Box/86Box,2,11,5.8,4,10,54974,526146
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,55,6.6,104,385,8220,20289
yse/easy_profiler,1,12,3.5,4,110,10288,36337
youngyangyang04/KVstorageBaseRaft-cpp,1,1,5.3,19,269,2133,12938
wolfSSL/wolfssl,1,1747,7.9,454,1734,240422,1416967
whoozle/android-file-transfer-linux,1,0,3.9,14,297,2549,14458
wgtdkp/wgtcc,1,8,4.2,14,277,903,12077
wfrest/wfrest,1,1,6,2,110,7545,27124
webmproject/libwebp,1,181,5.9,122,1351,11946,83451
vedderb/vesc_tool,1,0,5.5,14,115,20564,91061
url-kaist/patchwork-plusplus,1,0,5.3,3,15,99,1185
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
tidyverse/vroom,1,20,4.7,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,5.7,2,11,598,1432
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,4.7,19,248,1946,22938
smistad/FAST,1,0,3.8,44,824,9875,67767
sheredom/subprocess.h,1,1,5,42,100,861,3193
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rose-compiler/rose,1,0,4.3,0,14,283250,1120739
robotology/yarp,1,0,4.1,116,1415,148941,564463
robin-shaun/XTDrone,1,1,3.4,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.6,5,9,204,966
reo7sp/tgbot-cpp,1,147,6.5,1,319,6614,14688
rbock/sqlpp11,1,0,7.2,2,42,12378,30141
raspberrypi/pico-playground,1,13,4.5,2,9,2529,20652
pygobject/pycairo,1,-1,6.1,11,327,764,8873
psifidotos/applet-window-buttons,1,0,4.3,1,139,784,3665
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,138999,428511
nvpro-samples/nvpro_core,1,11,4.5,2,18,117802,495482
nvim-telescope/telescope-fzf-native.nvim,1,20,5,5,38,56,1858
norlab-ulaval/libnabo,1,23,6.1,3,25,1345,3770
nndeploy/nndeploy,1,38,5.4,7,311,4357,26862
nih-at/libzip,1,0,5.4,35,386,5467,16978
niXman/yas,1,7,4.1,2,5,13970,31430
ngtcp2/ngtcp2,1,110,7.9,55,670,19580,69106
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.8,0,2,7129,70783
mlpack/ensmallen,1,338,8.1,2,25,20139,40164
microsoft/DirectStorage,1,62,6.5,7,78,11139,53080
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
maoabc/nmmp,1,37,3.5,28,213,13009,277434
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.1,0,91,102,697
libnet/libnet,1,81,4.5,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
libffi/libffi,1,26,4.9,4,54,8628,39490
lemire/EWAHBoolArray,1,236,4.9,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
jpvanoosten/LearningDirectX12,1,166,2.6,18,230,97788,347008
johang/btfs,1,1,4.5,0,32,57,973
jmcnamara/libxlsxwriter,1,772,5.9,114,885,27033,63701
jeremycw/httpserver.h,1,0,4.6,10,87,1252,5990
jbehley/point_labeler,1,50,4.4,10,182,879,6160
jart/hiptext,1,0,3.6,0,3,13886,37677
ja2-stracciatella/ja2-stracciatella,1,16,4.6,35,361,63303,334184
intel/libva,1,1,8.5,25,338,12060,18426
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
iamscottxu/obs-rtspserver,1,0,3.8,11,185,558,8688
hughperkins/tf-coriander,1,0,3.4,245,2711,63849,252805
hoohack/read-php-src,1,50,3.4,133,350,323155,1988146
hidviz/hidviz,1,0,4.1,1,51,2625,6408
grf-labs/grf,1,50,6.8,9,122,26127,106137
google/crc32c,1,34,6.7,12,290,166,1295
google/adiantum,1,36,5.6,13,81,625,313965
gmarcais/Jellyfish,1,176,4,6,183,10421,35406
firebreath/FireBreath,1,0,3.7,3,109,17603,54287
elFarto/nvidia-vaapi-driver,1,16,6.2,7,115,6769,11057
e-dant/watcher,1,0,7.2,4,16,1356,4055
doyubkim/fluid-engine-dev,1,-1,4.9,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,5.7,2,54,5372,17331
dlundquist/sniproxy,1,5,4.5,10,163,1144,5581
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
delfrrr/delaunator-cpp,1,24,4.3,0,7,41,750
ddiakopoulos/tinyply,1,17,4.2,1,2,760,5800
dannagle/PacketSender,1,0,5,28,239,567,10538
csmith-project/creduce,1,0,4.4,4,40,5329,32436
creytiv/re,1,263,3.9,51,1256,9168,39059
cmu-sei/pharos,1,0,4.3,0,11,19184,74892
clab/fast_align,1,1,4.3,6,26,85,1399
cisco/mercury,1,-1,5.8,22,272,28851,171879
cboxdoerfer/fsearch,1,0,5.2,33,735,1017,17030
c9s/r3,1,7,8.3,5,40,2366,14315
c-ares/c-ares,1,221,6.8,58,753,9691,48183
brofield/simpleini,1,0,4.8,0,4,1474,3591
boost-ext/te,1,0,4.2,0,31,122,1689
bombela/backward-cpp,1,26,5.5,0,12,831,3759
blurrypiano/littleVulkanEngine,1,45,4.1,0,69,663,4916
blackmagic-debug/blackmagic,1,-1,5.7,28,1030,15490,44460
billyquith/ponder,1,30,4.3,0,206,18774,57071
berndporr/iir1,1,4,4.6,0,45,1994,3518
bepaald/signalbackup-tools,1,203,5,77,183,10840,37541
benhoyt/inih,1,-1,5.5,7,28,164,789
avluis/Hentoid,1,180,4.6,120,1344,14297,92016
