repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
sylefeb/Silice,11,0,158,6,128,3498,22471,87525
standardese/standardese,11,359,103,4.3,75,1071,1586,13987
sipeed/TinyMaix,11,-1,10,6.6,1,60,829,302785
rpng/open_vins,11,-1,107,6.3,59,363,11185,19833
proftpd/proftpd,11,0,5,6.6,9,90,40083,242587
open-iscsi/open-iscsi,11,155,35,7.9,42,260,14315,52647
microsoft/ShaderConductor,11,-1,0,6.4,1649,17914,173,2076
metacall/core,11,19,11,4.4,23,703,20472,59865
marella/ctransformers,11,0,37,3.7,56,326,3231,26033
lucasb-eyer/pydensecrf,11,11,2,6.3,4,10,25576,88966
kripken/BananaBread,11,394,18,5.5,14,74,7932,103087
infinit/elle,11,0,161,5.8,14,468,89075,480359
google/brunsli,11,0,259,6.1,62,463,1715,13238
ggerganov/imtui,11,0,131,4.5,118,788,744,9719
duncanthrax/scream,11,46,5,4.1,4,15,1675,6232
chokkan/liblbfgs,11,11,2,7.3,4,12,1020,1810
cathugger/mkp224o,11,-1,23,6.3,3,37,1539,16065
c2lang/c2compiler,11,-1,0,7.5,85,1272,13106,50538
TarsCloud/TarsCpp,11,350,0,5.9,130,2315,44359,104488
Sapd/HeadsetControl,11,113,10,6.4,3,74,689,2769
PDAL/PDAL,11,0,12,6.3,76,1708,89739,276780
HardySimpson/zlog,11,0,14,7.3,16,169,1137,7691
Governikus/AusweisApp2,11,-1,0,5.9,359,3437,8529,105515
ElementsProject/elements,11,-1,171,8.8,84,886,42246,237507
BitFunnel/NativeJIT,11,0,0,6.2,18,227,25441,105781
AprilRobotics/apriltag,11,0,138,7.3,28,243,4722,174200
wdas/partio,10,9,-1,5.2,23,133,2133,9591
syoyo/tinyexr,10,-1,81,7.1,23,132,13379,110471
sonic-net/sonic-buildimage,10,17,14,5.8,48,399,55140,421987
smeighan/xLights,10,0,24,4.6,12,115,127576,595390
shajen/rtl-sdr-scanner-cpp,10,688,33,5.3,2,90,4,2643
setvisible/DownZemAll,10,0,143,5.2,211,2256,53792,230426
samhocevar/zzuf,10,159,12,5.7,25,140,1277,7664
sahlberg/libnfs,10,84,31,7,34,1178,5938,40501
rsyslog/rsyslog,10,1657,133,6.4,384,1695,27064,117993
osandov/drgn,10,224,176,5.6,111,1192,6958,41458
mrc-ide/covid-sim,10,0,31,6.4,47,184,2814,14780
microsoft/snmalloc,10,0,115,7.9,7,103,5590,14652
memononen/nanosvg,10,0,26,7.3,13,117,439,4278
ltcmelo/psychec,10,0,113,5.3,88,778,9662,63159
litehtml/litehtml,10,0,167,6.5,100,917,5413,57175
libsndfile/libsndfile,10,130,221,9.2,77,1090,10448,56412
liaozhelin/yds-charger,10,-1,40,5,10,547,127682,713513
letscontrolit/ESPEasy,10,-1,0,6.6,12,58,63835,361216
kuba--/zip,10,0,45,6.5,20,76,1664,10094
kohler/masstree-beta,10,-1,330,6.1,37,344,3869,25228
kkos/oniguruma,10,426,100,5.6,100,594,3147,87286
jszczerbinsky/lwp,10,11,4,5.4,2,13,11,810
jedisct1/pure-ftpd,10,-1,38,5.1,51,230,912,29490
intel/intel-graphics-compiler,10,1085,63,4.8,85,1214,125359,870094
ggerganov/ggwave,10,0,141,5.3,99,793,2515,16123
facebook/openbmc,10,3,4,6.4,55,423,80021,526515
erpc-io/eRPC,10,0,336,5.9,49,487,68008,206120
danielaparker/jsoncons,10,0,1689,6.1,11,305,4809,121396
ceres-solver/ceres-solver,10,-1,-1,6.1,249,2002,47645,88680
brandon-rhodes/pyephem,10,0,90,5.3,18,203,3495,77564
bitcoin-core/secp256k1,10,99,110,9,77,259,6349,49054
binji/binjgb,10,7459,205,4.8,144,1207,574,12054
bbuchfink/diamond,10,0,108,5.3,16,299,49647,175256
atomvm/AtomVM,10,40,0,7,61,1049,5558,31026
assaultcube/AC,10,397,18,4.2,15,79,16713,92022
asg017/sqlite-vss,10,-1,1,6.5,164,1242,64,1816
andrewprock/pokerstove,10,0,18,6.4,11,134,21556,90914
Twinklebear/ChameleonRT,10,43,118,5.4,90,735,16208,87465
Tencent/sluaunreal,10,-1,-1,6.9,15,742,6178,51247
SuperTux/supertux,10,0,35,5.8,104,2931,23858,108079
RavenSystem/esp-homekit-devices,10,-1,0,7.3,155,1169,253794,1247036
PaddlePaddle/FlyCV,10,0,43,7.8,46,265,14488,72719
Morwenn/cpp-sort,10,0,-1,5.4,56,556,6517,53617
KwaiAppTeam/KOOM,10,0,14,6.3,7,367,28652,109331
Genivia/ugrep,10,1028,195,5,104,287,7617,50644
Exim/exim,10,-1,8,8,14,39,35561,116918
Cockatrice/Cockatrice,10,54,0,6.1,35,1288,3753,63751
BrunoLevy/learn-fpga,10,-1,10,7.3,60,534,24587,100845
BehaviorTree/Groot,10,172,7,5.9,20,529,353,11617
Bareflank/hypervisor,10,0,6,5.2,2,47,66543,90247
zhaojh329/rtty,9,69,5,4.3,18,95,531,2141
zeromq/zeromq4-x,9,18,22,5.9,52,520,6891,22957
zenustech/zeno,9,0,33,6.1,10,225,79977,483776
yasio/yasio,9,0,56,5.6,17,286,3846,19684
wangyu-/tinyfecVPN,9,-1,12,5.8,11,109,192,715
taviso/ctypes.sh,9,45,22,5.6,22,269,2171,11572
ssdeep-project/ssdeep,9,404,32,5.6,5,79,915,3214
skvadrik/re2c,9,0,106,5.8,61,426,13916,2106909
shadowsocks/simple-obfs,9,248,33,6.1,31,245,972,6632
schwabe/ics-openvpn,9,0,69,4.2,24,107,5317,24467
relan/exfat,9,1875,47,5.7,5,163,808,5906
nuttyartist/notes,9,0,0,6.2,42,532,1657,17358
ntop/PF_RING,9,-1,722,5.2,51,551,143780,505285
nmathewson/libevent_obsolete,9,1310,614,6.4,350,1395,15285,55620
msteinbeck/tinyspline,9,0,-1,4.8,39,581,3606,14770
microsoft/proxy,9,0,3,6.2,0,22,18,1972
madMAx43v3r/chia-plotter,9,-1,933,5.4,119,1566,3898,17620
lightvector/KataGo,9,-1,455,6.5,170,1216,18289,121953
lfos/calcurse,9,510,155,6.3,66,558,3609,18209
kspalaiologos/bzip3,9,292,26,5.7,6,29,243,6335
hzqst/unicorn_pe,9,33,76,5.8,71,929,51243,346608
hzqst/VmwareHardenedLoader,9,33,76,6.3,72,929,5369,62580
gsliepen/tinc,9,-1,1,5.9,101,786,4569,32609
google/zopfli,9,286,274,7.3,47,319,3809,10447
google/highwayhash,9,-1,5,8,0,31,2595,8143
gaoxiang12/slam_in_autonomous_driving,9,322,0,7.2,49,768,24770,70752
dariomanesku/cmftStudio,9,-1,0,6.2,1,4,3794,332356
beark/ftl,9,-1,0,6.3,0,72,7825,10038
artyom-beilis/cppcms,9,16,606,6.6,203,2045,16068,81375
PortAudio/portaudio,9,0,7,7.2,39,225,18821,69454
Legrandin/pycryptodome,9,-1,28,6.2,32,202,4393,44627
LeelaChessZero/lc0,9,0,-1,7.7,44,421,11184,42508
KDE/ghostwriter,9,244,63,4.4,108,949,5188,42213
JDAI-CV/dabnn,9,-1,0,5,58,534,22342,90374
FNA-XNA/FAudio,9,-1,71,6.6,29,243,11880,63097
BlueBrain/HighFive,9,0,292,7.5,33,474,2626,9792
xiph/rnnoise,8,348,17,6.4,6,45,560,13787
wqking/eventpp,8,0,15,6.1,1,109,2357,25696
ultravideo/kvazaar,8,45,-1,4.6,129,581,11625,35420
tinyproxy/tinyproxy,8,133,28,5.4,12,185,2439,6354
seleznevae/libfort,8,0,43,6.2,57,395,2564,19085
saitoha/libsixel,8,167,196,5.7,26,168,6651,27829
pmem/syscall_intercept,8,0,9,5.2,4,135,2659,5844
pmacct/pmacct,8,6534,325,6,248,2410,12197,109515
oxen-io/lokinet,8,100,2,8,89,2121,5617,66536
openucx/ucx,8,-1,896,7.3,664,3574,45063,219180
openSUSE/snapper,8,744,134,6.5,33,792,5064,25428
open-quantum-safe/liboqs,8,0,1624,7.3,163,3430,36967,133246
neurobin/shc,8,51,9,6.9,2,15,60,1248
meyerd/n2n,8,446,51,6.1,13,137,2986,18733
m-schuetz/compute_rasterizer,8,0,540,5.2,65,601,39640,197037
luben/zstd-jni,8,-1,134,6.6,139,857,16317,45013
lldpd/lldpd,8,-1,222,6.1,46,465,8400,33738
linw7/TKeed,8,-1,13,5.2,2,44,479,4054
libssh2/libssh2,8,588,61,7.5,88,384,8901,42429
kubo/funchook,8,0,29,5.1,13,88,586,4621
kraxarn/spotify-qt,8,-1,62,6.2,5,612,8171,51622
intel/linux-sgx,8,125,15,8.1,126,992,149986,357542
ianlancetaylor/libbacktrace,8,0,108,6.5,18,124,2704,15954
hpjansson/chafa,8,698,56,7.3,88,905,9951,41725
hjwdzh/Manifold,8,-1,41,6.1,6,22,75188,274061
flashrom/flashrom,8,-1,89,8.6,61,886,9978,61774
dgiese/dustcloud,8,-1,32,5.8,20,192,1003,6994
cadenji/foolrenderer,8,-1,20,6.2,7,84,1981,6165
boost-ext/di,8,0,37,4.1,3,479,3138,23443
aras-p/hlsl2glslfork,8,-1,-1,5.5,35,308,2193,17986
apple/swift-corelibs-libdispatch,8,-1,57,8.7,34,516,14919,50312
OpenEtherCATsociety/SOEM,8,1022,15,5.7,36,143,7210,20308
Komet/MediaElch,8,364,0,6,91,2100,7543,95468
JSBSim-Team/jsbsim,8,47,0,6.6,89,1198,30945,74304
Genivia/RE-flex,8,88,142,6,48,146,4368,42037
FreeRTOS/FreeRTOS,8,-1,112,6.3,58,428,1788806,3301089
Ai-Thinker-Open/GPRS_C_SDK,8,-1,261,4.6,16,215,57519,302035
7thSamurai/steganography,8,-1,214,6.2,17,149,5265,17722
yahoojapan/NGT,7,13,-1,7.3,26,227,1024,37649
winscp/winscp,7,33,445,7.3,29,613,84483,491421
voutcn/megahit,7,0,135,5.7,36,167,4780,22788
twitter/vireo,7,364,-1,7.4,16,286,7477,31565
tezc/sc,7,-1,96,6,63,751,3062,15699
sudo-project/sudo,7,-1,173,6.2,557,1714,27634,130768
stan-dev/math,7,339,12,8.2,42,569,644416,3063664
slowmoVideo/slowmoVideo,7,1617,0,4.3,19,348,2292,14133
shish/rosettaboy,7,1967,50,4.7,12,82,1020,7660
sammycage/lunasvg,7,0,39,6.2,24,275,1862,13560
rapiz1/DungeonRush,7,-1,25,4.4,10,126,152,4050
protocolbuffers/upb,7,-1,10,7.2,5,186,12673,52287
osmc/osmc,7,339,175,6.4,30,201,9259,29545
miniupnp/miniupnp,7,123,49,6.6,42,192,5382,40904
libharu/libharu,7,0,150,5.5,30,722,3765,135142
libfive/libfive,7,372,0,6.7,27,307,8490,39388
kpu/kenlm,7,661,499,6.3,18,487,6752,33644
jiejieTop/mqttclient,7,0,-1,5.5,115,1034,31760,74043
isl-org/FastGlobalRegistration,7,-1,21,6.6,1,12,22218,59028
intel/media-driver,7,-1,0,7.1,10,101,392751,2770928
hyperrealm/libconfig,7,3728,42,4.6,4,127,2107,11585
gbdev/rgbds,7,1711,15,4.5,60,420,2955,15724
ftylitak/qzxing,7,-1,0,6,42,517,8501,30642
fetlang/fetlang,7,0,-1,5.1,9,128,9777,35925
equalsraf/neovim-qt,7,184,48,5.3,29,438,2918,45249
dgoulet/torsocks,7,4,18,6.4,37,210,2724,7290
ddnet/ddnet,7,-1,0,6.3,295,2883,14330,231590
babelouest/ulfius,7,12,16,5.8,41,225,4015,22353
aws/aws-iot-device-sdk-embedded-C,7,0,1,6.6,282,1744,16603,22046
audiohacked/OpenCorsairLink,7,0,13,6.4,10,180,4027,13117
alibaba/ilogtail,7,-1,0,6,184,1172,14487,76732
Tencent/TSeer,7,-1,528,5.3,44,532,6074,31545
Soulghost/iblessing,7,-1,75,4.5,34,203,7797,40685
RedisLabs/memtier_benchmark,7,-1,44,6.3,20,309,1919,10966
OpenHantek/openhantek,7,-1,2,7.1,0,3,2777,11298
Naios/continuable,7,-1,-1,6.3,7,166,4855,8340
KratosMultiphysics/Kratos,7,372,175,7.3,30,201,559162,1734403
Exiv2/exiv2,7,26,1038,7.3,113,1518,21157,77282
EliasOenal/multimon-ng,7,67,59,5.2,43,147,2460,9503
Crypto-toolbox/HFT-Orderbook,7,-1,34,6.3,0,41,326,1569
Cisco-Talos/pyrebox,7,0,112,4.8,31,149,305189,1660669
ChunelFeng/caiss,7,-1,0,5.5,11,330,5771,27999
Almamu/linux-wallpaperengine,7,7,39,6.7,8,203,8032,22223
Alex313031/thorium,7,-1,3,5.5,1,18,116955,928946
AcademySoftwareFoundation/openvdb,7,-1,146,7.5,17,288,44982,299769
xant/libhl,6,-1,68,6.2,25,241,2604,8863
wifidog/wifidog-gateway,6,637,14,6.1,13,159,2360,6561
vstakhov/libucl,6,3716,28,6.3,60,241,3536,16614
troglobit/inadyn,6,-1,5,5.6,24,183,2992,8775
tizonia/tizonia-openmax-il,6,115,50,6,57,431,35903,135243
tidalcycles/Tidal,6,0,26,6.3,6,345,47409,186998
thesofproject/sof,6,-1,-1,7.3,7,73,47546,276651
tenzir/tenzir,6,0,0,6.5,0,3,19291,109871
sxyu/volrend,6,462,186,6.1,31,209,18136,120731
stressapptest/stressapptest,6,37,16,6.8,11,202,2457,8158
stevemk14ebr/PolyHook_2_0,6,0,0,7.8,179,845,2000,20677
scarsty/kys-cpp,6,-1,-1,5.7,39,559,3343,44458
quotient-im/Quaternion,6,808,0,6.1,24,699,991,8021
quarkslab/binbloom,6,11,39,6.2,12,54,755,2614
percona/percona-xtrabackup,6,102,153,7,18,138,1129056,3542322
percona/percona-server,6,102,213,7,18,225,1150778,3603069
openlink/virtuoso-opensource,6,0,174,6.4,18,138,66546,730099
open-telemetry/opentelemetry-cpp,6,27,62,8.1,10,277,14623,62740
msnh2012/Msnhnet,6,585,751,5.7,111,916,17885,152697
mosra/corrade,6,59,50,7.3,25,519,42652,84790
mellowcandle/bitwise,6,242,6,5.4,6,52,123,2228
liudf0716/xkcptun,6,14,17,5.6,7,95,723,4296
libexpat/libexpat,6,171,10,8.7,27,296,4270,26430
lexborisov/myhtml,6,0,-1,6.4,43,607,5676,62664
jwasham/practice-c,6,-1,6,6,3,21,219,2907
jonasmr/microprofile,6,0,74,4.7,14,170,18879,116178
jgromes/RadioLib,6,0,-1,6.8,12,490,8130,18933
fastfetch-cli/fastfetch,6,303,358,6.5,56,789,701,29033
embeddedartistry/libc,6,0,30,7.7,27,261,3818,9319
clMathLibraries/clBLAS,6,-1,1,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,1,4.7,2,150,6858,226711
area9innovation/flow9,6,1698,367,5.7,119,775,106453,314240
aras-p/ClangBuildAnalyzer,6,282,0,5.6,22,437,10072,31690
allinurl/gwsocket,6,267,7,6.5,3,108,903,3045
alandefreitas/moderncpp,6,0,56,5,5,198,2440,6840
XboxDev/extract-xiso,6,1242,33,5.4,12,28,328,1765
WG21-SG14/SG14,6,0,25,6,9,68,487,10197
Tessil/robin-map,6,0,0,4.9,0,3,1220,3652
Tessil/ordered-map,6,0,0,4.9,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,4.9,0,3,1480,4409
Return-To-The-Roots/s25client,6,11,1118,6.5,294,3191,18406,119320
Polidea/SiriusObfuscator,6,1,46,4.2,2708,25071,1166840,3908540
Plutoberth/SonyHeadphonesClient,6,-1,118,6,85,757,235,1941
OpenSYCL/OpenSYCL,6,125,10,6.1,26,340,15079,62248
Mellanox/sockperf,6,0,-1,7.5,25,134,10189,29464
KDE/heaptrack,6,0,0,5.9,0,3,4680,32621
FORTH-ModelBasedTracker/MocapNET,6,-1,-1,6,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,2561,172,5,50,461,54615,314988
BlitterStudio/amiberry,6,0,83,5.5,6,313,76775,827754
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,5.8,0,31,2079,3351
ArthurSonzogni/Diagon,6,22,151,5.6,49,976,445,5862
AlbrechtL/welle.io,6,10,13,6.3,21,364,18919,102388
zrax/pycdc,5,125,-1,5.3,11,63,201,6140
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,68,13,5.9,7,178,1979,15661
utsaslab/pebblesdb,5,0,240,6.4,29,627,4391,27177
st3w/neo,5,1,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,184,5,4,45,32958,76242
romeric/Fastor,5,0,2,7.2,27,156,5115,54916
pfq/PFQ,5,780,5,6.4,60,461,24434,61954
percona/PerconaFT,5,2106,110,7.2,33,380,56868,184131
peng-zhihui/A-Eye,5,-1,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,-1,6.1,2,29,9228,19883
ouster-lidar/ouster_example,5,0,36,6.4,7,185,5984,21884
orb-community/pktvisor,5,-1,12,6.2,15,148,8897,49356
openwrt-mirror/openwrt,5,102,124,6.4,10,105,62310,260952
opentrack/opentrack,5,1273,0,4.2,11,350,3814,32499
mlpack/ensmallen,5,0,325,8.2,2,25,19141,38657
meganz/MEGAcmd,5,-1,0,7.6,350,3639,1456,29597
medooze/media-server,5,0,213,7.7,19,147,32178,89553
lexborisov/Modest,5,0,-1,6.8,78,1579,15389,106648
lede-project/source,5,193,120,7.1,9,106,58546,222578
lava/matplotlib-cpp,5,0,57,6.4,0,15,190,2607
juj/MathGeoLib,5,0,23,5.8,22,673,12935,49967
jmpews/Dobby,5,-1,3,4.1,14,90,1816,18241
jbruchon/elks,5,0,0,6.3,8,26,61909,270979
jarro2783/cxxopts,5,0,7,6.8,2,5,518,11683
jarcode-foss/glava,5,-1,0,6.2,17,127,830,15002
ivmai/bdwgc,5,2340,3,6.8,7,57,10476,40440
immortalwrt/immortalwrt,5,109,120,7.6,9,106,58490,223201
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
ganglia/monitor-core,5,0,3,7.2,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.3,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,3.7,8,79,2725,10081
foonathan/cppast,5,0,61,5.6,50,490,2719,19821
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,88,6.2,53,572,13474,50549
emilk/loguru,5,0,6,7.5,7,82,563,3095
embotech/ecos,5,0,20,6.8,20,118,4352,11275
eBay/NuRaft,5,0,100,9.2,50,482,6840,24095
dev-cafe/cmake-cookbook,5,16,27,6.8,0,55,866,10719
deiv/driftnet,5,9,10,6.2,8,107,1424,4293
dblalock/bolt,5,-1,88,6,17,65,66182,262286
crownengine/crown,5,-1,40,5,7,150,189886,1050945
cocos/cocos-engine,5,-1,31,4.7,36,624,86871,314931
cisco/libsrtp,5,0,51,6,21,226,8867,19163
c-ares/c-ares,5,83,92,8.7,53,622,16925,54987
bepaald/signalbackup-tools,5,-1,157,5.5,61,149,8876,27601
asterisk/asterisk,5,-1,4,7.5,19,75,225684,722553
ammarahm-ed/react-native-mmkv-storage,5,-1,79,5.4,8,182,1628,10199
ZLMediaKit/ZLToolKit,5,0,57,6.5,7,369,3540,13540
Tencent/ScriptX,5,-1,51,5.7,5,291,5133,18528
OWASP/IoTGoat,5,102,121,5.5,9,101,31868,187740
NASA-SW-VnV/ikos,5,0,149,7.2,0,4,31799,108730
Martinsos/edlib,5,0,50,6.7,9,50,581,2009
LongSoft/UEFITool,5,117,386,5.8,49,488,9747,42656
Lienol/openwrt,5,164,120,7.4,9,103,60127,223173
KDE/clazy,5,180,28,7,27,455,5665,24482
Jmgr/actiona,5,-1,0,4.9,46,1034,12303,52346
Facico/Chinese-Vicuna,5,-1,12,7.2,33,203,1332,9680
FEX-Emu/FEX,5,-1,0,7.5,0,58,18032,141972
Entware/Entware,5,140,120,6.4,9,106,7672,47330
AngoraFuzzer/Angora,5,-1,63,6.5,30,499,4884,26409
AliveToolkit/alive2,5,2,0,6.9,46,970,1256,25407
AcademySoftwareFoundation/OpenColorIO,5,485,4,8.4,364,2836,23863,184900
ztxz16/fastllm,4,-1,119,5.7,21,145,1280,22021
zhlynn/zsign,4,-1,22,7.1,19,194,105,8078
whoenig/libMultiRobotPlanning,4,-1,4,5.6,1,103,956,5591
vivien/i3blocks,4,-1,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,138,3.8,273,777,196887,601725
troldal/OpenXLSX,4,0,222,5.7,26,498,17957,74339
the-tcpdump-group/libpcap,4,492,69,7.7,40,391,28743,48047
swkBerlin/kata-bootstraps,4,-1,7,3.4,0,1,237,2610
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,17,53,6.8,9,410,3664,15698
simple64/simple64,4,1674,234,4.8,78,746,30130,421933
simd-everywhere/simde,4,0,-1,5.7,1369,24546,14959,648940
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
savoirfairelinux/opendht,4,-1,185,5.7,31,491,5013,24743
rpp0/gr-lora,4,-1,-1,6.6,1,34,6798,1994
rpclib/rpclib,4,0,81,5.7,4,84,47445,164707
revng/revng,4,-1,-1,7.3,99,805,11259,69853
rdbo/libmem,4,0,4,5.5,0,118,720,6010
qt-creator/qt-creator,4,-1,2,5.3,8,120,177578,1443878
qicosmos/rest_rpc,4,-1,0,5.5,0,36,50956,191531
pyca/pynacl,4,3,169,6.7,23,370,2402,45891
ossrs/state-threads,4,0,14,4.7,9,89,13043,25013
oracle/graaljs,4,39,58,6.1,72,561,527137,2922013
openvinotoolkit/model_server,4,-1,4,7.7,2,60,11311,78490
opentx/opentx,4,-1,0,5.1,152,1816,117165,343966
nemequ/portable-snippets,4,-1,3,6.2,5,245,330,6760
namazso/OpenHashTab,4,-1,23,5.6,8,131,4102,5444
mmorise/World,4,0,21,6.9,0,221,2084,8353
mity/md4c,4,1,43,6.4,34,136,1323,7882
mikke89/RmlUi,4,0,203,6.1,75,1085,36046,114759
logrotate/logrotate,4,91,9,7.4,14,64,362,5122
logicalclocks/rondb,4,82,1,7.7,8,31,1045180,3285658
libconfuse/libconfuse,4,0,-1,5.3,10,123,1719,5633
lamarrr/STX,4,0,0,6.5,0,9,3476,9359
jwasham/practice-cpp,4,0,0,5.8,0,141,13886,38093
jlblancoc/nanoflann,4,0,0,6.8,1,33,9727,24045
j0r1/JRTPLIB,4,0,22,6.3,30,371,5329,21370
intel/pcm,4,-1,278,6.8,85,807,4114,37250
ihhub/fheroes2,4,44,172,5.2,272,2928,16221,120851
hjwdzh/ManifoldPlus,4,-1,15,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,26,5.9,1,82,52,3413
googleprojectzero/TinyInst,4,-1,10,6.5,9,212,1709,17206
google/marl,4,-1,0,9.1,1,54,2151,7512
fragglet/c-algorithms,4,32,8,6,1,148,4479,7194
foonathan/type_safe,4,0,5,6,2,49,2969,11799
etodd/lasercrabs,4,3,202,5.6,48,670,28442,207072
eclipse/paho.mqtt.embedded-c,4,0,3,5.2,2,99,1792,7622
eclipse-ecal/ecal,4,-1,18,6.6,92,2967,43623,120329
dougbinks/enkiTS,4,-1,7,7.4,3,103,1041,4291
dongjing3309/minisam,4,-1,20,6.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,78,41,5.5,15,93,1286,5152
coqui-ai/STT,4,269,42,4.8,6,145,51946,202081
cityflow-project/CityFlow,4,-1,93,6.7,9,148,128,5183
chris2511/xca,4,1,0,5.1,29,921,1637,27744
candle-usb/candleLight_fw,4,-1,0,5.8,115,780,59902,120147
amadvance/snapraid,4,29,49,4.7,51,400,12059,43848
aliyun/ossfs,4,15,57,5.3,190,317,2144,12376
alibaba/tblive,4,4013,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,-1,11,5.2,32,618,2581,38342
abishekvashok/cmatrix,4,1,3,6.6,1,6,61,748
YosysHQ/nextpnr,4,0,7,6.7,7,299,55404,227398
Winderton/xplatform,4,0,-1,4.7,0,6,9566,27777
Slackadays/Clipboard,4,0,0,6,19,216,2689,33949
RainerKuemmerle/g2o,4,270,0,5.7,38,593,20775,50079
PSI-Rockin/DobieStation,4,325,-1,6,144,1873,17916,94983
OpenArkStudio/ARK,4,-1,16,4.5,9,527,16992,65261
Hopson97/open-builder,4,-1,-1,4.7,22,842,19718,107532
GameTechDev/MaskedOcclusionCulling,4,-1,4,6.4,2,45,1426,4267
Forceflow/libmorton,4,0,4,5.9,0,6,199,2151
FRRouting/frr,4,0,-1,5.5,2349,17862,101145,637308
Drive-Trust-Alliance/sedutil,4,329,61,6,63,211,2967,9107
AlexFanw/HUSTER-CS,4,-1,2,5.2,3,34,44432,195361
zpl-c/librg,3,-1,0,4.4,0,19,2937,23191
vroland/epdiy,3,0,-1,6.1,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,29,5.2,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,-1,29,5.5,20,140,418,8331
uncrustify/uncrustify,3,0,0,7.5,144,679,17407,106723
uTensor/uTensor,3,-1,-1,7,1,90,2870,162563
ttlappalainen/NMEA2000,3,-1,36,6.2,0,131,13655,24539
topling/toplingdb,3,-1,3,7.1,558,7185,98573,466493
tevador/RandomX,3,0,33,7.1,12,236,2509,11348
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,-1,6,80,226,4815,45791
stxxl/stxxl,3,0,345,6,12,130,14613,61833
strukturag/libheif,3,18,214,5.6,37,542,6740,46831
strasdat/Sophus,3,-1,-1,5.7,13,38,2928,10159
stephenberry/glaze,3,0,0,6.2,1,80,1112,22604
session-replay-tools/cetus,3,158,3,5.6,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,-1,4.8,4,43,482,4819
richgel999/miniz,3,0,45,5.1,26,137,926,10121
rakshasa/libtorrent,3,1039,-1,6.5,26,868,10864,34972
pistacheio/pistache,3,0,-1,6,10,275,2382,32929
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,6.9,38,1916,21279,85392
opendnssec/SoftHSMv2,3,37,125,7.2,135,1949,21042,69503
nbarkhina/N64Wasm,3,1831,235,6.4,27,193,46461,512880
nasa/XPlaneConnect,3,0,6,4.9,4,89,5862,7709
miek/inspectrum,3,454,-1,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
matus-chochlik/oglplus,3,0,95,6.4,12,86,75679,218508
limbo018/DREAMPlace,3,0,43,6,6,14,5541,28223
libtom/libtommath,3,0,159,8.4,30,161,3513,13387
libsndfile/libsamplerate,3,804,0,7,6,70,755,371434
libimobiledevice/libplist,3,1212,99,5.5,132,580,2539,10943
lastpass/lastpass-cli,3,-1,36,6,20,301,2163,10020
kmammou/v-hacd,3,-1,3,6.5,4,28,996,12784
juzzlin/Heimer,3,4,7,6.5,11,527,2799,15062
john30/ebusd,3,7,90,5.2,98,445,7266,24415
jfedor2/hid-remapper,3,-1,0,5.3,35,495,631,5512
jacktrip/jacktrip,3,499,-1,7.9,29,431,12989,37126
intel/isa-l,3,0,-1,7.5,23,160,6301,45937
httperf/httperf,3,68,9,7.2,14,156,2073,7638
horsicq/XAPKDetector,3,-1,128,6.6,111,1569,242,869
grame-cncm/faust,3,-1,82,4.3,2,62,73875,290595
gphoto/libgphoto2,3,41,2,7.4,4,91,31800,137532
google/mathfu,3,-1,188,7,26,96,2782,5514
google/highway,3,0,-1,8.2,24,301,10464,76479
fireice-uk/xmr-stak-cpu,3,-1,40,6.6,3,108,3895,17331
farbrausch/fr_public,3,0,6,4.6,3,28,73026,713666
falltergeist/falltergeist,3,2,177,5.3,21,854,4271,45170
f4exb/sdrangel,3,0,164,5.6,366,5798,74252,668932
eventql/eventql,3,54,45,4.2,3,28,189351,734247
eurecom-s3/symcc,3,-1,0,5.6,1,41,1622,3946
ethz-adrl/ifopt,3,147,1,6.5,0,17,1128,1362
