repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
ddnet/ddnet,6,0,5.5,338,3272,15963,249129
cycfi/elements,6,0,4.9,14,453,3687,30534
collectd/collectd,6,306,5.8,175,1417,21433,123777
clMathLibraries/clBLAS,6,1,4.4,3,13,38237,166386
cginternals/glbinding,6,1,4.9,2,155,6934,227410
bitdefender/bddisasm,6,0,6,24,95,6121,182339
bitcoin-core/secp256k1,6,118,7.9,78,249,6515,40576
bbuchfink/diamond,6,105,5.1,16,303,49778,176198
banach-space/llvm-tutor,6,-1,6.1,0,3,1058,1468
area9innovation/flow9,6,367,3.8,119,775,124542,336830
aras-p/ClangBuildAnalyzer,6,0,4.2,38,600,48768,88769
allinurl/gwsocket,6,7,4.1,3,108,903,3045
aliyun/ossfs,6,39,3.6,87,549,5281,20379
alandefreitas/moderncpp,6,47,4.4,5,197,2440,6840
ZikangYuan/sr_lio,6,0,4.4,0,3,1090,6021
ZikangYuan/liw_oam,6,0,5.3,0,3,1119,7785
XboxDev/extract-xiso,6,33,4.7,12,28,328,1765
WG21-SG14/SG14,6,25,3.8,9,68,487,10197
Theldus/wsServer,6,17,5.5,3,55,1903,2261
Tessil/robin-map,6,0,5.2,0,3,1238,3678
Tessil/ordered-map,6,0,4.3,0,4,1285,3678
Tessil/hopscotch-map,6,0,4.3,0,3,1480,4407
RedPitaya/RedPitaya,6,-1,5.1,186,2031,18548,102357
QwenLM/qwen.cpp,6,0,3.6,153,1775,175,3297
Polidea/SiriusObfuscator,6,29,1.6,2708,25071,1166840,3908540
Plutoberth/SonyHeadphonesClient,6,9,4.4,85,757,235,1941
KDE/clazy,6,27,5.6,33,462,2761,24927
FORTH-ModelBasedTracker/MocapNET,6,16,4.3,54,505,3943,28818
CoSMoSoftware/OBS-studio-webrtc,6,172,2.8,50,461,54615,314988
BartVandewoestyne/Effective-Modern-Cpp,6,-1,3.5,0,31,2079,3351
ArthurSonzogni/Diagon,6,151,4.3,49,976,445,5875
Almamu/linux-wallpaperengine,6,17,4.9,8,213,8105,20321
AlbrechtL/welle.io,6,13,5,21,364,18919,102388
zrax/pycdc,5,10,5.3,11,82,253,9264
winscp/winscp,5,401,6.2,36,647,109574,599532
wdas/ptex,5,13,4.8,7,178,1979,15669
vstakhov/libucl,5,27,5.3,60,241,3544,17043
utsaslab/pebblesdb,5,240,4.5,29,627,4391,27177
standardese/cppast,5,61,4.4,50,490,2719,19821
st3w/neo,5,6,3.6,3,43,126,1926
savoirfairelinux/opendht,5,207,5.6,33,576,5078,24928
romeric/Fastor,5,2,6.2,27,159,5134,55108
richgel999/miniz,5,45,4.4,31,510,2612,27641
qt-creator/qt-creator,5,0,5,8,120,191937,1573579
pfq/PFQ,5,4,4.4,60,461,24434,61954
peteanderson80/Matterport3DSimulator,5,16,2.1,0,47,1011,11087
percona/PerconaFT,5,110,5.5,33,380,56878,184131
peng-zhihui/A-Eye,5,0,1.9,105,1575,10889,54155
paulhodge/EASTL,5,-1,4.1,2,29,9228,19883
orb-community/pktvisor,5,12,5.1,15,148,8891,49488
openwrt-mirror/openwrt,5,124,4.4,10,105,62310,260952
opentrack/opentrack,5,0,3.8,12,352,3857,32642
mtrojnar/osslsigncode,5,20,5.9,18,290,2675,11818
mosra/corrade,5,50,5.6,25,538,45012,89193
mity/md4c,5,45,5.7,35,137,1307,7992
mikke89/RmlUi,5,214,5.2,89,1186,37835,124398
mike1k/perses,5,1,4.4,127,765,402,3464
meganz/MEGAcmd,5,0,4.7,350,3637,1456,29597
libxsmm/libxsmm,5,232,9.2,419,1005,13823,159154
libexpat/libexpat,5,401,9,36,647,5464,28338
libcsp/libcsp,5,62,6.1,8,195,2961,9858
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,56512,208372
ladislav-zezula/CascLib,5,183,4.3,41,473,9758,38809
koying/SPMC,5,27,2.4,39,289,177348,710344
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
ivmai/bdwgc,5,3,5,7,58,10593,41428
istoreos/istoreos,5,120,5.8,9,103,156954,631572
intel/isa-l,5,-1,7.6,22,166,6320,46774
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,4.1,9,100,77878,336059
ghaerr/elks,5,0,5.4,8,26,62786,275202
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,4.4,13,58,353,3437
frankmorgner/vsmartcard,5,702,4.1,8,79,2726,10101
f3d-app/f3d,5,1,6.2,14,261,7370,38963
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,88,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eBay/NuRaft,5,98,8.9,54,498,7050,24681
dev-cafe/cmake-cookbook,5,7,3.5,0,54,866,10719
deiv/driftnet,5,10,6.1,8,111,1445,4363
dblalock/bolt,5,88,3.8,17,65,66182,262286
davmac314/dinit,5,506,5.3,31,196,3936,24894
cpp-main/cpp-tbox,5,234,5.6,29,924,19133,51652
cisco/libsrtp,5,89,6.7,22,226,8934,19873
chiteroman/PlayIntegrityFix,5,16,5.4,13,75,6118,35745
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
asterisk/asterisk,5,4,7.6,19,75,227070,728747
apache/nuttx,5,6,7.5,5,62,1646176,2569412
amitv87/PiP,5,39,5.3,26,418,4108,33899
ZerBea/hcxtools,5,-1,5.7,72,267,572,19630
Tencent/ScriptX,5,42,5,5,293,5143,18581
Return-To-The-Roots/s25client,5,3,6.2,270,3164,18537,121460
QingdaoU/Judger,5,46,4.1,17,134,1604,5566
OWASP/IoTGoat,5,121,3.5,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
Lienol/openwrt,5,120,6,9,103,60126,223162
FEX-Emu/FEX,5,-1,6.9,9,493,19215,145757
Exiv2/exiv2,5,1042,6.9,112,1519,21231,78872
Entware/Entware,5,120,6.4,9,106,7651,48794
DanielChappuis/reactphysics3d,5,4,5,24,367,23679,42105
CEA-LIST/Cingulata,5,0,3.6,2,148,5931,11273
AngusJohnson/Clipper2,5,91,5.3,35,420,879,11173
AngoraFuzzer/Angora,5,63,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,8,366,2927,24352,190921
zhlynn/zsign,4,22,4.8,19,194,105,8080
yahoojapan/NGT,4,32,4.6,30,236,1053,40349
xhawk18/promise-cpp,4,0,4.5,1,53,727,3285
xMasterX/all-the-plugins,4,57,5.1,4,167,219017,1386983
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,5.8,273,777,196887,601732
unum-cloud/usearch,4,186,5.3,1,26,2125,9557
troldal/OpenXLSX,4,33,3.4,26,496,17957,74339
the-tcpdump-group/libpcap,4,69,6.3,44,390,28397,44353
swkBerlin/kata-bootstraps,4,7,3,0,1,237,2610
stephane/libmodbus,4,0,4.6,8,106,834,5453
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,0,4.7,79,769,31102,435860
sheredom/utest.h,4,9,6.1,371,874,574,4141
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,6.2,76,1192,12971,847163
pyca/pynacl,4,169,5.8,23,370,2402,45891
praydog/UEVR,4,22,5.5,16,515,13693,99002
pezmaster31/bamtools,4,123,4.3,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
opentx/opentx,4,0,4.1,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,3.8,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
marian-nmt/marian,4,58,4.5,31,136,97898,253796
logrotate/logrotate,4,16,6.9,16,64,362,5216
libconfuse/libconfuse,4,-1,4.4,10,123,1719,5633
lemire/Code-used-on-Daniel-Lemire-s-blog,4,18,3.6,24,560,24070,217613
lamarrr/STX,4,0,4.6,0,9,3478,9298
kfrlib/kfr,4,3,4.9,0,18,7742,58060
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,94,4.8,107,491,8013,25942
jlblancoc/nanoflann,4,15,5.7,2,30,9769,24245
jjwbruijn/OpenEPaperLink,4,24,4.2,2,36,654630,4275948
jfedor2/hid-remapper,4,0,5.2,42,550,664,8315
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,291,9.1,90,844,4190,39685
ihhub/fheroes2,4,176,6.1,318,3193,18661,134680
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
herumi/mcl,4,108,5.6,1,14,4552,57508
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,9,5.2,9,212,1715,17290
google/marl,4,0,6.9,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.6,2,49,2977,11843
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,23,6.1,44,509,3731,21503
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,7.1,3,103,1041,4314
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.8,15,93,1286,5152
deathkiller/jazz2-native,4,2,5.6,164,2234,63381,205348
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,3.9,114,785,60045,120343
blechschmidt/massdns,4,16,5.5,7,57,221,6162
bkryza/clang-uml,4,0,5.2,14,489,23006,109381
azkadev/whisper,4,87,5,97,551,4163,17672
amadvance/snapraid,4,49,4,51,401,12063,43857
alibaba/tblive,4,41,2.5,10,232,160798,286986
akheron/jansson,4,45,6.8,16,185,1400,14027
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6.3,7,299,57156,243513
Winderton/xplatform,4,0,4,0,6,9566,27777
Project-LemonLime/Project_LemonLime,4,1,4.4,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5.8,40,485,12413,32331
NASA-SW-VnV/ikos,4,149,5.9,0,4,31799,108732
MasterQ32/kristall,4,30,5,107,1191,3441,62570
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.3,60,626,15785,57338
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.3,0,6,199,2151
EUA/wxHexEditor,4,155,4.3,14,291,5287,33289
119,3.8,4067,85,124301,27268,,
zpl-c/librg,3,0,4.5,0,19,2941,23223
zombieCraig/ICSim,3,-1,4.6,2,27,305,1591
wheremyfoodat/Panda3DS,3,29,5.1,16,483,25924,198002
webcamoid/webcamoid,3,0,6.6,70,2397,16182,91526
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uTensor/uTensor,3,11,4.8,1,90,2870,162565
tgfrerer/island,3,0,5.5,60,762,16181,75017
tevador/RandomX,3,33,5.3,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.2,80,232,4812,45776
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,218,5.7,32,544,7488,49332
strasdat/Sophus,3,1,4.7,13,38,2965,10964
session-replay-tools/cetus,3,3,2.5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
resurrecting-open-source-projects/scrot,3,-1,4.2,6,60,467,2253
rauc/rauc,3,1,7.9,239,852,3830,31407
raspofabs/dodbooksourcecode,3,7,5,2,118,231,3831
pistacheio/pistache,3,-1,5.7,9,286,2608,33868
p4lang/behavioral-model,3,-1,6.6,38,1916,21461,78848
nmap/ncrack,3,169,3.7,5,73,32435,85130
nhorman/dropwatch,3,8,5.3,2,60,154,1901
nbarkhina/N64Wasm,3,235,5.1,27,193,46425,512933
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,4.7,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
luben/zstd-jni,3,133,5.8,214,882,17492,46167
limbo018/DREAMPlace,3,43,4,6,14,5559,28268
libtom/libtommath,3,153,7.3,30,165,3531,13497
libsndfile/libsamplerate,3,0,5.5,6,70,755,371434
libharu/libharu,3,118,4.5,30,723,3771,135185
kmammou/v-hacd,3,3,4.6,4,28,996,12782
kenzok8/small-package,3,0,4.4,6,34,7006,91850
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,13,608,3006,16442
jmpews/Dobby,3,1,4.7,9,40,1687,17410
intel/compile-time-init-build,3,39,8.3,5,558,692,10998
infiniflow/infinity,3,1630,5.8,45,1123,115595,519084
httperf/httperf,3,9,5.7,14,156,2073,7638
gphoto/libgphoto2,3,2,6.9,4,91,32255,139220
google/mathfu,3,188,5.7,26,96,2782,5514
gbdev/rgbds,3,-1,3.9,50,393,1803,14888
garbear/kodi-steamlink,3,4,2.7,41,169,163289,729662
freebayes/freebayes,3,-1,4.9,35,393,10877,130154
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,116,5.6,397,6178,86321,721430
eventql/eventql,3,45,1.8,3,28,189351,734247
dcajasn/Riskfolio-Lib,3,19,5.5,0,12,52835,249151
davideberly/GeometricTools,3,907,5.9,12,1196,53469,297891
craigsapp/midifile,3,10,6.1,30,434,5429,16866
coqui-ai/STT,3,42,4.3,6,145,51946,202081
commonmark/cmark,3,9,6.4,37,223,878,17056
coin-or/CppAD,3,7,5.7,25,942,93490,112315
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,3.2,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,382,33110,240750
chris2511/xca,3,0,4.9,34,940,1812,29441
breakfastquay/rubberband,3,-1,5.6,20,243,5009,24030
boostorg/hana,3,-1,5.7,19,228,22763,59578
arangodb/velocypack,3,244,5.2,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,157,3.3,10,194,1662,11119
aizvorski/h264bitstream,3,25,4.7,34,87,932,9388
adamritter/fastgron,3,104,4,15,214,15646,29986
YuriiCrimson/ExploitGSM,3,93,5.2,22,123,2643,8515
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,15,6.3,12,455,119516,1237933
Tencent/Tendis,3,40,1.8,169,2724,61853,330111
Tarsnap/scrypt,3,37,6.3,16,113,2860,5749
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
STMicroelectronics/STM32CubeF4,3,0,6.1,20,52,706127,10276734
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,1.9,9,61,50806,77222
RavenSystem/esp-homekit-devices,3,0,3.8,138,955,252417,1238182
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.5,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,4.8,2,275,7459,8856
LuminanceHDR/LuminanceHDR,3,43,3.2,28,52,16346,67108
LLNL/zfp,3,45,4.5,7,74,3734,39846
KomputeProject/kompute,3,-1,5.3,6,209,1262,7143
KjellKod/g3log,3,5,5.8,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,3.6,10,125,20583,170876
FreeRTOS/FreeRTOS-Kernel,3,66,7,64,317,57644,102891
Ericsson/CodeCompass,3,4,7.3,0,53,3457,27827
Dwarf-Therapist/Dwarf-Therapist,3,0,4.4,99,981,6283,36575
Cocos-BCX/cocos-mainnet,3,47,3.1,34,85,41364,190147
Cisco-Talos/clamav,3,80,6.9,32,145,38540,210481
CandyConfident/HighPerformanceConcurrentServer,3,4,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,5.9,2,33,4378,25036
ARM-software/CMSIS-FreeRTOS,3,66,5.2,64,317,68121,116324
znc/znc,2,0,6.1,114,1581,5894,41983
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,27,6.1,0,61,4456,27005
traviscross/mtr,2,35,5.7,15,175,2476,10479
topling/toplingdb,2,0,6.9,554,7143,98967,469793
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,181,5.7,583,1738,28055,132023
stclib/STC,2,0,4.4,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10912,62679
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,22,252,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6.7,6,53,569,2705
sampsyo/llvm-pass-skeleton,2,-1,4.3,0,1,0,29
rougier/freetype-gl,2,15,4.9,8,109,22723,34997
rockdaboot/wget2,2,301,6.9,122,949,15167,44389
ripose-jp/Memento,2,0,4.8,11,387,7078,20919
rikyoz/bit7z,2,89,5,0,230,3807,14276
ridiculousfish/libdivide,2,0,4.8,2,19,1013,201657
react-native-tvos/react-native-tvos,2,1,4.1,8,96,25591,91073
randy408/libspng,2,37,5.5,13,141,347,7910
plasma-umass/Mesh,2,6,5.4,2,64,1546,8222
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.2,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.5,0,69,427,3018
osu-crypto/libOTe,2,95,5.4,2,120,5353,31400
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
nRF24/RF24,2,29,6,0,65,5937,9093
mutouyun/cpp-ipc,2,4,4.8,1,57,14058,38993
munt/munt,2,84,3.5,10,373,5908,31840
mpartel/bindfs,2,14,6.5,8,125,394,4261
mitsuba-renderer/drjit,2,0,5.2,55,470,2950,27733
michaelrsweet/mxml,2,7,7.6,8,125,1856,4251
meganz/sdk,2,0,6.1,339,3794,58774,224612
maxmind/libmaxminddb,2,10,6.1,10,82,332,5704
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
linuxdeepin/deepin-unioncode,2,32,4.5,14,1292,62893,289194
libnet/nemesis,2,12,3.8,19,90,834,7178
libcheck/check,2,11,4.4,17,433,2421,11850
lemire/FastPFor,2,-1,6.5,8,169,2207,65279
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
leanstore/leanstore,2,0,4.8,60,447,4337,18740
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,5.2,1,6,140,1376
json-c/json-c,2,129,7.2,21,211,3120,9125
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,6.3,27,443,13347,38366
izhengfan/se2lam,2,2,4.2,2,38,1807,10528
itas109/CSerialPort,2,14,5,10,466,1919,7030
ispc/ispc,2,31,7.9,4,137,10882,53536
iputils/iputils,2,11,6,20,99,746,5972
intel/x86-simd-sort,2,-1,9.2,0,84,622,9873
input-leap/input-leap,2,0,6.8,30,928,18464,56155
inotify-tools/inotify-tools,2,6,5.4,12,90,1476,4608
horsicq/XAPKDetector,2,22,4.8,118,1648,242,872
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,5.4,4,108,16442,58354
h4tr3d/avcpp,2,8,6,7,309,1164,10469
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.5,0,93,1051,2733
giaf/hpipm,2,0,4.8,11,77,27717,87233
gem5/gem5,2,0,3.7,7,268,300700,897076
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,21,153,39881,231370
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,4.8,0,17,1128,1317
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.9,15,461,103,2820
ecnerwala/cp-book,2,39,5.2,15,408,574,5964
ebiggers/libdeflate,2,37,5.2,12,100,5717,11865
e-dant/watcher,2,0,6.4,4,16,1395,4548
douban/libmc,2,24,4.8,5,87,517,6082
cxong/cdogs-sdl,2,31,4.8,23,164,24378,134223
crow-translate/crow-translate,2,0,5.3,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,9,3.3,10,242,8891,39333
codelibs/libdxfrw,2,50,5.2,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,2.8,15,344,432878,1777788
cginternals/cppfs,2,16,3.5,3,115,3308,5866
berry-lang/berry,2,-1,6.5,25,727,3750,18434
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
babelouest/ulfius,2,1,5.6,4,54,4236,22811
audacious-media-player/audacious,2,20,5.8,9,214,5903,34583
apache/hawq,2,0,3.4,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.2,22,474,290,14019
aklomp/base64,2,1,5.8,8,33,1115,5413
aide/aide,2,52,6.3,32,264,2237,11131
aguinet/wannakey,2,58,3.6,0,12,25643,199788
aff3ct/MIPP,2,46,5.5,16,333,3286,47223
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.5,3,167,8087,7167
ZLMediaKit/ZLToolKit,2,57,6.3,6,375,3576,13826
ZJULearning/nsg,2,9,3.7,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
Thalhammer/jwt-cpp,2,81,7.3,0,7,2009,7543
Sysinternals/SysmonForLinux,2,0,5.9,21,246,3135,124874
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.2,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,25,3.9,31,376,26585,126099
ReimuNotMoe/ydotool,2,1,5.4,6,14,252,997
RainerKuemmerle/g2o,2,0,5.5,38,588,20514,46126
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,28,5.2,0,5,2753,17565
PoseLib/PoseLib,2,71,5.7,2,161,3487,13229
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,4.4,59,912,119397,515990
PSP-Archive/ARK-4,2,40,3.3,50,305,34252,186339
OpenSees/OpenSees,2,1,4.2,10,30,259734,1023304
OpenRC/openrc,2,1,5.7,47,257,1776,14309
NLnetLabs/unbound,2,-1,6.6,297,2439,42706,123083
MengRao/fmtlog,2,34,4.3,1,25,94,1434
MegEngine/InferLLM,2,44,5.2,14,153,525,9399
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,34,4.1,4,277,5742,22902
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,53129,290964
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
IronsDu/brynet,2,39,4.2,2,36,1551,24576
Icinga/icinga2,2,0,6.9,5,29,13966,96040
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,5.8,13,133,913,6918
CrowCpp/Crow,2,170,6.1,4,44,2761,28811
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
BlueBrain/HighFive,2,617,6.9,43,504,3127,12413
AliveToolkit/alive2,2,0,5.9,48,1019,1337,26892
86Box/86Box,2,11,5.8,4,10,48467,509922
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,55,6.6,104,385,8220,20279
yse/easy_profiler,1,12,3.5,4,110,10288,36337
wolfSSL/wolfssl,1,1661,7.5,447,1712,230756,1372622
whoozle/android-file-transfer-linux,1,0,4.9,14,297,2549,14458
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
wfrest/wfrest,1,2,6.3,2,111,7545,27163
webmproject/libwebp,1,179,5.9,122,1351,11821,82947
vedderb/vesc_tool,1,0,5.7,14,115,20484,90898
url-kaist/patchwork-plusplus,1,0,4.3,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,37,6.4,0,131,14048,24650
tidyverse/vroom,1,20,4.8,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,5.4,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,-1,4.1,0,1,220,1247
taocpp/PEGTL,1,27,4.7,19,248,1946,22938
smistad/FAST,1,0,4.8,44,824,9875,67767
sheredom/subprocess.h,1,1,4.8,41,98,861,3173
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rose-compiler/rose,1,0,4.3,0,14,281345,1106038
robotology/yarp,1,0,3.8,116,1415,148933,564399
robin-shaun/XTDrone,1,1,3.1,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.6,5,9,204,966
reo7sp/tgbot-cpp,1,95,6.3,1,254,5365,12294
rbock/sqlpp11,1,20,6.8,2,42,12378,30100
raspberrypi/pico-playground,1,13,4.5,2,9,2529,20652
pygobject/pycairo,1,-1,6,11,327,764,8873
psifidotos/applet-window-buttons,1,0,4.3,1,139,784,3665
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,139377,429280
nvpro-samples/nvpro_core,1,11,4.8,2,18,115833,488249
nvim-telescope/telescope-fzf-native.nvim,1,20,4.9,5,38,56,1858
norlab-ulaval/libnabo,1,23,5,3,25,1345,3770
nndeploy/nndeploy,1,40,5.6,6,299,4272,25473
nih-at/libzip,1,0,5.6,35,386,5466,16976
