repo, bugs, ossf score, complex functions, total functions
TheAlgorithms/C-Plus-Plus,6,4.3,17,996
Tencent/mars,6,4.3,227,1335
NatronGitHub/Natron,6,5.3,221,3043
KDE/krita,6,5.3,1,3
KDE/heaptrack,6,4.3,0,3
ArthurSonzogni/Diagon,6,5.3,50,971
zrax/pycdc,5,4.7,11,60
tidalcycles/Tidal,5,4.3,6,345
stenzek/duckstation,5,5.3,4,78
solodon4/Mach7,5,4.9,4,45
richgel999/miniz,5,4.3,26,137
qgis/QGIS,5,4.3,434,3821
peng-zhihui/A-Eye,5,5.3,105,1575
openwrt/openwrt,5,4.3,9,104
obsproject/obs-studio,5,4.3,50,460
microsoft/EdgeML,5,5.3,18,188
libfive/libfive,5,5.3,27,306
lede-project/source,5,5.3,9,104
lava/matplotlib-cpp,5,4.3,0,15
kpu/kenlm,5,5.3,18,487
jmpews/Dobby,5,5.3,13,75
jedisct1/libsodium,5,5.3,23,408
jarro2783/cxxopts,5,5.3,2,5
jarcode-foss/glava,5,5.3,17,127
ivmai/bdwgc,5,5.3,7,57
immortalwrt/immortalwrt,5,5.3,9,104
google/draco,5,5.3,36,367
gnuradio/gnuradio,5,4.3,27,594
gamelinux/passivedns,5,5.3,13,58
foonathan/cppast,5,4.7,50,490
facebook/hhvm,5,5.3,123,892
ethz-asl/okvis,5,5.3,11,156
eclipse/mosquitto,5,5.3,200,745
dev-cafe/cmake-cookbook,5,4.9,0,55
dblalock/bolt,5,5.3,17,65
crownengine/crown,5,5.3,7,150
cisco/libsrtp,5,4.3,21,227
c-ares/c-ares,5,5.3,52,585
bingoogolapple/BGAQRCode-Android,5,4.3,2,6
asterisk/asterisk,5,4.3,19,75
arximboldi/immer,5,5.3,16,288
apache/thrift,5,5.3,217,2655
ammarahm-ed/react-native-mmkv-storage,5,5.3,8,182
ZLMediaKit/ZLToolKit,5,4.3,7,364
REDasmOrg/REDasm,5,4.5,158,2959
PurpleI2P/i2pd,5,4.9,90,982
OpenRCT2/OpenRCT2,5,4.9,645,6826
LongSoft/UEFITool,5,4.3,49,544
Lienol/openwrt,5,4.3,9,100
KDE/latte-dock,5,4.9,59,1728
KDE/ghostwriter,5,4.3,49,329
FEX-Emu/FEX,5,4.3,0,55
Entware/Entware,5,5.3,9,104
CodingGay/BlackDex,5,4.3,12,85
AcademySoftwareFoundation/OpenColorIO,5,4.3,363,2828
vivien/i3blocks,4,4.3,3,117
tizonia/tizonia-openmax-il,4,5.3,57,417
taskflow/taskflow,4,5.3,138,507
stephane/libmodbus,4,5.3,8,106
statsite/statsite,4,4.7,9,410
sogou/workflow,4,4.3,38,1224
simd-everywhere/simde,4,4.9,767,15298
signalwire/freeswitch,4,4.3,386,3276
rpclib/rpclib,4,4.3,4,84
qicosmos/rest_rpc,4,4.3,0,36
pbek/QOwnNotes,4,5.3,71,689
opentx/opentx,4,4.3,152,1816
oneapi-src/oneDNN,4,4.3,219,1174
mortbopet/Ripes,4,4.3,15,670
mikke89/RmlUi,4,5.3,82,1090
microsoft/verona,4,5.3,1,114
microsoft/onnxruntime,4,5.3,160,2280
microsoft/napajs,4,4.3,0,66
libusb/libusb,4,5.3,14,199
libigl/libigl,4,5.3,185,862
kgabis/parson,4,5.3,4,108
jpmens/jo,4,4.3,9,66
jlblancoc/nanoflann,4,4.3,1,34
intel/pcm,4,4.3,82,781
ihhub/fheroes2,4,5.3,248,2800
google/marl,4,4.3,1,54
ggreer/the_silver_searcher,4,5.3,18,72
fragglet/c-algorithms,4,5.3,1,148
foonathan/type_safe,4,5.3,2,49
fmtlib/fmt,4,4.3,5,417
emilk/loguru,4,4.9,1,26
eclipse/paho.mqtt.embedded-c,4,4.3,2,99
dougbinks/enkiTS,4,4.3,3,103
dealii/dealii,4,5.3,187,1623
cubefs/cubefs,4,4.3,51,913
chris2511/xca,4,5.3,29,918
blechschmidt/massdns,4,4.3,6,57
badaix/snapcast,4,4.3,20,324
arrayfire/arrayfire,4,4.7,5,79
apache/arrow,4,5.3,89,1385
amadvance/snapraid,4,5.3,51,400
alexa/avs-device-sdk,4,5.3,2,33
albertlauncher/albert,4,4.9,7,264
abishekvashok/cmatrix,4,4.3,1,6
ZDoom/gzdoom,4,5.3,164,1013
XiaoMi/mace,4,5.3,26,380
ValveSoftware/openvr,4,4.3,16,517
RetroShare/RetroShare,4,4.3,70,1585
RPCS3/rpcs3,4,4.3,12,191
PrismLauncher/PrismLauncher,4,4.3,124,2370
NASA-SW-VnV/ikos,4,5.3,0,4
MusicPlayerDaemon/MPD,4,5.3,27,2590
zpl-c/librg,3,4.3,0,19
weolar/miniblink49,3,5.3,0,9
uTensor/uTensor,3,5.3,1,90
the-tcpdump-group/libpcap,3,5.3,39,387
tevador/RandomX,3,4.3,12,236
session-replay-tools/cetus,3,5.3,9,113
pistacheio/pistache,3,5.3,11,273
nghttp2/nghttp2,3,4.3,112,1527
netblue30/firejail,3,4.3,143,819
mobile-shell/mosh,3,5.3,24,287
miek/inspectrum,3,5.3,2,60
microsoft/LightGBM,3,5.3,49,461
letscontrolit/ESPEasy,3,4.3,12,58
lastpass/lastpass-cli,3,4.3,20,301
kmammou/v-hacd,3,4.3,4,28
hluk/CopyQ,3,5.3,73,1870
grame-cncm/faust,3,5.3,2,62
google/mathfu,3,4.3,15,58
google/liquidfun,3,4.3,17,341
github/securitylab,3,5.3,4,313
fireice-uk/xmr-stak-cpu,3,5.3,3,108
farbrausch/fr_public,3,5.3,3,28
f4exb/sdrangel,3,4.7,341,5409
eigenteam/eigen-git-mirror,3,4.3,11,105
darktable-org/darktable,3,5.3,736,5271
commonmark/cmark,3,4.3,42,230
clangen/musikcube,3,4.9,33,1009
assimp/assimp,3,5.3,93,969
aria2/aria2,3,4.3,6,36
Z3Prover/z3,3,5.3,169,2585
SFML/SFML,3,4.3,18,508
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,4.3,8,61
FASTSHIFT/X-TRACK,3,4.9,191,1346
DanielChappuis/reactphysics3d,3,5.3,22,320
Cocos-BCX/cocos-mainnet,3,4.7,34,85
Cisco-Talos/clamav,3,5.3,32,145
Benjamin-Dobell/Heimdall,3,4.3,0,10
BehaviorTree/BehaviorTree.CPP,3,5.3,10,281
AcademySoftwareFoundation/openvdb,3,4.7,17,284
zauonlok/renderer,2,4.3,8,195
yyzybb537/libgo,2,4.3,8,153
yedf2/handy,2,4.3,13,127
xmrig/xmrig,2,5.3,49,125
xbmc/xbmc,2,5.3,4,53
vcmi/vcmi,2,4.3,58,1211
tsl0922/ttyd,2,4.7,3,45
trojan-gfw/trojan,2,4.3,8,134
traviscross/mtr,2,4.3,15,176
transmission/transmission,2,4.3,84,1521
strasdat/Sophus,2,4.3,13,38
sparsehash/sparsehash,2,5.3,33,141
slic3r/Slic3r,2,5.3,26,131
skywind3000/kcp,2,4.7,5,30
simsong/tcpflow,2,4.3,24,272
seetafaceengine/SeetaFace2,2,4.3,27,348
rougier/freetype-gl,2,4.3,7,106
pybind/pybind11,2,4.3,7,268
plasma-umass/Mesh,2,5.3,2,70
peregrine-lang/Peregrine,2,4.3,27,337
oracle/graaljs,2,4.3,57,475
openscad/openscad,2,4.3,79,1058
nokiatech/heif,2,4.3,43,1412
mutouyun/cpp-ipc,2,4.3,1,46
mhx/dwarfs,2,5.3,5,22
layoutBox/FlexLayout,2,4.3,0,3
json-parser/json-parser,2,4.3,1,6
json-c/json-c,2,4.3,18,195
inotify-tools/inotify-tools,2,5.3,13,87
haywire/haywire,2,4.7,25,144
haikarainen/light,2,5.3,1,53
google/leveldb,2,5.3,27,637
google/highway,2,5.3,14,166
google/gemmlowp,2,5.3,2,72
gnif/LookingGlass,2,4.3,176,589
fukuchi/libqrencode,2,5.3,9,166
freebsd/freebsd-src,2,5.3,112,731
fholger/openvr_fsr,2,5.3,24,645
emmericp/ixy,2,5.3,6,60
emcrisostomo/fswatch,2,4.3,1,79
embree/embree,2,4.3,14,269
duckdb/duckdb,2,5.3,214,1685
cycfi/elements,2,5.3,6,333
cxasm/notepad--,2,4.9,259,2388
crow-translate/crow-translate,2,5.3,6,287
cmu-db/noisepage,2,5.3,53,767
cjdelisle/cjdns,2,4.3,37,323
cisco-system-traffic-generator/trex-core,2,5.3,15,344
chriskohlhoff/asio,2,5.3,1,254
chenshuo/muduo,2,5.3,10,720
ccache/ccache,2,4.7,162,851
banach-space/llvm-tutor,2,5.3,0,3
arvidn/libtorrent,2,5.3,103,1317
andrewrk/libsoundio,2,4.3,10,128
akheron/jansson,2,4.3,11,156
aguinet/wannakey,2,4.3,0,12
a2o/snoopy,2,4.3,3,165
Tencent/Tendis,2,4.3,61,1102
ScanNet/ScanNet,2,4.3,2,23
RainerKuemmerle/g2o,2,4.3,32,487
PyMesh/PyMesh,2,5.3,0,3
OpenRC/openrc,2,4.3,46,256
OpenHD/OpenHD,2,5.3,8,400
OGRECave/ogre,2,5.3,189,2485
NLnetLabs/unbound,2,5.3,274,2390
LukasBanana/LLGL,2,4.9,13,997
KwaiAppTeam/KOOM,2,4.3,4,88
Kobzol/hardware-effects,2,5.3,0,34
JakubVojvoda/design-patterns-cpp,2,4.3,0,24
Icinga/icinga2,2,4.3,5,29
HKUST-Aerial-Robotics/VINS-Mobile,2,5.3,142,1293
ARMmbed/mbed-os,2,5.3,42,784
86Box/86Box,2,4.3,4,10
0x90/wifi-arsenal,2,4.3,5,79
zyantific/zydis,1,4.3,102,374
yuesong-feng/30dayMakeCppServer,1,4.3,0,124
yse/easy_profiler,1,4.3,4,110
whoozle/android-file-transfer-linux,1,5.3,14,297
webmproject/libwebp,1,4.3,119,1308
universal-ctags/ctags,1,4.7,6,65
unity3d-jp/MeshSync,1,4.3,3,89
twitter/twemproxy,1,5.3,98,546
twitter/ios-twitter-image-pipeline,1,5.3,119,1300
tgraf/bmon,1,5.3,18,212
tfhe/tfhe,1,4.3,0,211
strukturag/libheif,1,4.9,28,427
securesocketfunneling/ssf,1,4.3,4,190
rbock/sqlpp11,1,5.3,2,22
msracver/Deep-Image-Analogy,1,4.3,157,1064
mrtazz/restclient-cpp,1,4.3,0,12
mozilla/DeepSpeech,1,4.3,6,145
monero-project/monero,1,4.3,2,34
microsoft/GSL,1,5.3,0,13
maharmstone/quibble,1,5.3,84,483
lzfse/lzfse,1,4.3,8,46
libffi/libffi,1,4.9,4,54
kcat/openal-soft,1,5.3,79,891
johang/btfs,1,5.3,0,32
jmcnamara/libxlsxwriter,1,4.9,117,881
jeremycw/httpserver.h,1,4.3,10,88
happynear/caffe-windows,1,4.3,192,1210
griddb/griddb,1,4.9,3,35
facebook/rocksdb,1,5.3,44,385
drogonframework/drogon,1,5.3,91,880
dmlc/xgboost,1,5.3,23,635
dannagle/PacketSender,1,5.3,28,233
csmith-project/creduce,1,4.3,4,40
coqui-ai/STT,1,4.3,6,145
cockpit-project/cockpit,1,5.3,115,1273
cmu-sei/pharos,1,5.3,0,11
cboxdoerfer/fsearch,1,4.3,26,729
bombela/backward-cpp,1,5.3,0,5
alibaba/weex,1,4.3,16,334
alexgkendall/caffe-segnet,1,5.3,126,847
alecthomas/entityx,1,5.3,0,17
aksnzhy/xlearn,1,4.3,0,3
VowpalWabbit/vowpal_wabbit,1,4.3,49,451
Tencent/Hippy,1,4.3,235,966
Tencent/GameAISDK,1,4.3,12,243
TartanLlama/expected,1,5.3,1,2
SergiusTheBest/plog,1,4.3,3,40
SVF-tools/SVF,1,4.3,136,1295
MultiMC/Launcher,1,4.9,14,109
MaaAssistantArknights/MaaAssistantArknights,1,5.3,18,393
MKXJun/DirectX11-With-Windows-SDK,1,4.3,87,935
MIT-SPARK/TEASER-plusplus,1,5.3,19,105
Luwx/Lightly,1,4.3,42,373
KDAB/GammaRay,1,4.3,0,5
Hopson97/MineCraft-One-Week-Challenge,1,4.3,3,125
CLIUtils/CLI11,1,4.3,0,46
BVLC/caffe,1,5.3,163,1070
AshampooSystems/boden,1,5.3,9,250
ArthurSonzogni/FTXUI,1,4.3,3,385
zeux/pugixml,0,4.3,30,430
zeux/meshoptimizer,0,4.3,16,136
zerotier/ZeroTierOne,0,4.3,2,190
zeromq/cppzmq,0,4.3,0,4
yugabyte/yugabyte-db,0,4.3,2,166
yuanming-hu/taichi_mpm,0,4.3,3,37
yitter/IdGenerator,0,4.3,1,10
yandex/odyssey,0,4.3,2,166
xemu-project/xemu,0,5.3,10,91
wolfSSL/wolfssl,0,5.3,294,1620
wjakob/nanobind,0,5.3,13,235
wisdompeak/LeetCode,0,4.3,0,2
wilix-team/iohook,0,5.3,4,76
webcamoid/webcamoid,0,4.3,153,4287
wang-xinyu/tensorrtx,0,5.3,1,145
vgough/encfs,0,5.3,5,111
userver-framework/userver,0,5.3,0,1
upx/upx,0,5.3,131,817
unetbootin/unetbootin,0,4.3,12,80
uncrustify/uncrustify,0,4.3,143,676
uber/h3,0,4.3,65,336
tomahawk-player/tomahawk,0,5.3,0,26
tjko/jpegoptim,0,5.3,0,24
tio/tio,0,4.5,19,67
tiny-dnn/tiny-dnn,0,4.3,4,176
timescale/timescaledb,0,4.3,16,1575
thestk/rtaudio,0,4.7,11,64
tensorflow/tensorflow,0,5.3,275,1888
taocpp/PEGTL,0,5.3,19,245
swoole/swoole-src,0,4.3,14,280
ssloy/tinyrenderer,0,5.3,2,14
ssloy/tinyraytracer,0,4.3,0,7
srdja/Collections-C,0,4.3,5,255
spring/spring,0,5.3,6,78
sonosaurus/sonobus,0,5.3,11,365
sogou/srpc,0,4.3,6,80
shekyan/slowhttptest,0,5.3,5,36
sgan81/apfs-fuse,0,5.3,28,270
seetaface/SeetaFaceEngine,0,4.3,4,57
scummvm/scummvm,0,5.3,8,104
scottbez1/splitflap,0,5.3,2,25
ryanhaining/cppitertools,0,4.7,0,36
rtbkit/rtbkit,0,5.3,4,78
rspamd/rspamd,0,4.7,10,101
rogersce/cnpy,0,5.3,0,12
rizonesoft/Notepad3,0,5.3,10,105
rizinorg/cutter,0,5.3,19,1012
rime/librime,0,4.3,0,2
reactos/reactos,0,4.3,3,61
raspberrypi/pico-sdk,0,5.3,41,478
rapid7/metasploit-payloads,0,4.3,18,52
qemu/qemu,0,4.3,11,127
pytorch/pytorch,0,4.7,2,29
prusa3d/Prusa-Firmware,0,4.3,11,766
protobuf-c/protobuf-c,0,4.3,55,566
project-chip/connectedhomeip,0,4.3,3,14
prabhuomkar/pytorch-cpp,0,4.3,1,105
pond3r/ggpo,0,4.3,7,95
polybar/polybar,0,4.3,9,657
plibither8/2048.cpp,0,5.3,0,68
philipl/pifs,0,4.3,0,36
peng-zhihui/ElectronBot,0,4.3,0,9
p12tic/libsimdpp,0,5.3,5,32
oxen-io/lokinet,0,5.3,0,4
otya128/winevdm,0,5.3,213,1433
open62541/open62541,0,4.3,84,910
open-source-parsers/jsoncpp,0,4.7,13,286
nmslib/hnswlib,0,4.3,7,34
ngs-lang/ngs,0,4.3,16,190
nasa/fprime,0,4.3,0,1
nanopb/nanopb,0,5.3,24,188
mkj/dropbear,0,5.3,77,751
microsoft/wslg,0,5.3,1,19
microsoft/pict,0,4.3,22,169
microsoft/msquic,0,4.3,127,685
microsoft/cppwinrt,0,4.3,1,7
microsoft/STL,0,4.3,7,144
mgbellemare/Arcade-Learning-Environment,0,5.3,18,631
marcj/TypeRunner,0,4.3,7,202
mandreyel/mio,0,5.3,1,3
magma/magma,0,5.3,0,3
lvgl/lvgl,0,4.3,183,1335
lsalzman/enet,0,5.3,14,85
lpereira/lwan,0,5.3,37,624
log4cplus/log4cplus,0,5.3,11,306
linyacool/WebServer,0,4.3,4,69
libvirt/libvirt,0,4.9,1340,13028
leethomason/tinyxml2,0,5.3,6,128
kokke/tiny-AES-c,0,4.3,0,12
juce-framework/JUCE,0,4.3,6,185
jgarff/rpi_ws281x,0,4.3,4,39
jerryscript-project/iotjs,0,4.3,6,159
jedisct1/minisign,0,4.3,1,41
jbeder/yaml-cpp,0,5.3,4,224
ispc/ispc,0,5.3,3,85
inspircd/inspircd,0,5.3,54,1406
includeos/IncludeOS,0,5.3,0,24
ibireme/yyjson,0,4.3,20,84
huihut/interview,0,4.3,0,4
htop-dev/htop,0,4.3,37,456
hosseinmoein/DataFrame,0,5.3,2,25
heavyai/heavydb,0,4.7,10,74
hanickadot/compile-time-regular-expressions,0,5.3,0,5
gulrak/filesystem,0,5.3,0,5
greatscottgadgets/hackrf,0,4.3,7,376
googleprojectzero/winafl,0,5.3,38,151
google/snappy,0,5.3,10,214
google/skia,0,5.3,0,1
google/oboe,0,4.3,8,392
google/cpu_features,0,5.3,0,45
gflags/gflags,0,4.7,6,76
gaoxiang12/slambook2,0,4.3,0,4
gaoxiang12/slambook,0,4.3,0,9
gabime/spdlog,0,5.3,0,6
flybywiresim/a32nx,0,4.3,52,512
flashlight/wav2letter,0,5.3,1,10
fastos/fastsocket,0,5.3,0,36
facebookresearch/faiss,0,4.3,0,121
facebookincubator/spectrum,0,4.3,11,306
facebookexperimental/libunifex,0,5.3,4,69
facebook/ThreatExchange,0,5.3,5,59
ethz-adrl/control-toolbox,0,5.3,0,22
espressif/esp-idf,0,5.3,0,1
espressif/ESP8266_RTOS_SDK,0,5.3,0,6
ericniebler/range-v3,0,4.3,1,123
eranif/codelite,0,5.3,3,185
emilybache/GildedRose-Refactoring-Kata,0,5.3,3,4
dresden-elektronik/deconz-rest-plugin,0,5.3,0,8
dpayne/cli-visualizer,0,4.3,3,65
doyubkim/fluid-engine-dev,0,5.3,36,684
dolphin-emu/dolphin,0,4.7,139,410
dokan-dev/dokany,0,4.3,4,110
dmlc/decord,0,5.3,3,169
diasurgical/devilutionX,0,4.7,211,1923
davidrmiller/biosim4,0,5.3,12,83
cpputest/cpputest,0,5.3,4,471
cossacklabs/themis,0,5.3,16,283
contour-terminal/contour,0,4.3,0,1
cocos2d/cocos2d-x,0,5.3,0,5
cocos/cocos-engine,0,5.3,13,399
clab/dynet,0,4.9,0,327
civetweb/civetweb,0,4.3,0,3
citp/BlockSci,0,4.3,226,3245
chrisant996/clink,0,5.3,2,5
ceres-solver/ceres-solver,0,4.3,112,852
catchorg/Catch2,0,4.3,5,385
catboost/catboost,0,5.3,0,4
carla-simulator/carla,0,5.3,0,5
bytedance/bhook,0,4.3,19,186
butor/blackbird,0,4.3,1,106
bulletphysics/bullet3,0,5.3,0,34
borglab/gtsam,0,4.3,34,225
bootchk/resynthesizer,0,5.3,0,10
boostorg/hana,0,5.3,14,128
biometrics/openbr,0,4.3,0,1
benhoyt/inih,0,4.3,1,15
baresip/baresip,0,5.3,54,1017
baidu/BaikalDB,0,5.3,308,2033
baidu/AnyQ,0,5.3,2,155
atcoder/ac-library,0,4.3,0,32
asmjit/asmjit,0,5.3,77,434
apache/mesos,0,5.3,66,2708
apache/incubator-kvrocks,0,4.9,193,1901
android/ndk-samples,0,4.3,0,24
akopytov/sysbench,0,5.3,11,105
akermu/emacs-libvterm,0,4.9,3,43
agauniyal/rang,0,4.3,0,1
adnanaziz/EPIJudge,0,4.3,8,355
actor-framework/actor-framework,0,5.3,86,1935
aappleby/smhasher,0,4.3,3,101
Yours3lf/rpi-vk-driver,0,5.3,7,12
Yelp/MOE,0,4.3,10,238
Xilinx/Vitis-AI,0,5.3,8,177
XMuli/QtExamples,0,5.3,0,4
VcDevel/Vc,0,5.3,1,7
USTC-Resource/USTC-Course,0,4.3,5,30
TsudaKageyu/minhook,0,4.7,2,16
TrungNguyen1909/qemu-t8030,0,4.3,11,127
ThrowTheSwitch/Unity,0,4.3,21,115
Tencent/puerts,0,4.3,0,5
Tencent/paxosstore,0,4.3,33,614
Tencent/matrix,0,4.3,3,157
Tencent/libpag,0,4.3,0,3
Taywee/args,0,5.3,0,7
Sysinternals/SysmonForLinux,0,5.3,1,13
Slackadays/Clipboard,0,5.3,2,148
ShiqiYu/libfacedetection,0,4.3,1,26
SFUMECJF/cmake-examples-Chinese,0,4.3,0,2
RedisGraph/RedisGraph,0,4.3,0,45
ReactiveX/RxCpp,0,4.3,0,76
RT-Thread/rt-thread,0,5.3,28,397
RPISEC/MBE,0,5.3,2,62
QBDI/QBDI,0,4.9,0,1
Presburger/qmc-decoder,0,4.3,0,3
PointCloudLibrary/pcl,0,4.3,0,1
PixlOne/logiops,0,5.3,22,440
PaddlePaddle/FastDeploy,0,5.3,10,487
OpenTTD/OpenTTD,0,4.9,470,6993
Novum/vkQuake,0,4.3,215,1592
NixOS/patchelf,0,5.3,8,43
Neargye/nameof,0,5.3,0,3
Neargye/magic_enum,0,5.3,0,17
NagiosEnterprises/nagioscore,0,5.3,1,8
MisterTea/EternalTerminal,0,4.3,20,262
Meituan-Dianping/SQLAdvisor,0,4.3,9,31
McNopper/OpenGL,0,5.3,14,198
MariaDB/server,0,5.3,1,14
Light-City/CPlusPlusThings,0,4.3,0,16
KhronosGroup/Vulkan-Hpp,0,5.3,68,435
JoseExposito/touchegg,0,4.3,0,113
ImageMagick/ImageMagick,0,5.3,875,3485
Grive/grive,0,4.9,0,4
Greedysky/TTKMusicPlayer,0,5.3,20,151
GameTechDev/IntroductionToVulkan,0,4.3,4,161
FrictionalGames/AmnesiaAMachineForPigs,0,5.3,11,1175
FortySevenEffects/arduino_midi_library,0,5.3,0,20
FeralInteractive/gamemode,0,4.3,38,134
Dobiasd/FunctionalPlus,0,4.5,0,8
Dav1dde/glad,0,4.3,2,25
DPDK/dpdk,0,5.3,604,6753
Cyan4973/xxHash,0,5.3,5,46
CppCon/CppCon2018,0,5.3,0,20
CppCon/CppCon2016,0,5.3,0,8
CppCon/CppCon2015,0,5.3,0,8
Corvusoft/restbed,0,5.3,130,386
ChaiScript/ChaiScript,0,5.3,1,26
CVCUDA/CV-CUDA,0,5.3,15,117
BYVoid/OpenCC,0,5.3,7,254
ArduPilot/ardupilot,0,4.7,0,3
ApolloAuto/apollo,0,5.3,5,50
Amanieu/asyncplusplus,0,5.3,1,11
Alia5/GlosSI,0,5.3,0,14
AOMediaCodec/libavif,0,4.3,59,256
