repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
WG21-SG14/SG14,6,25,3.8,9,68,487,10197
Tessil/robin-map,6,0,4.3,0,3,1220,3653
Tessil/ordered-map,6,0,4.5,0,4,1285,3678
Tessil/hopscotch-map,6,0,4.3,0,3,1480,4407
RedPitaya/RedPitaya,6,31,4.7,150,1766,19846,102578
QwenLM/qwen.cpp,6,0,3.8,153,1775,175,3297
Polidea/SiriusObfuscator,6,29,1.6,2708,25071,1166840,3908540
Plutoberth/SonyHeadphonesClient,6,9,4.9,85,757,235,1941
MaJerle/lwesp,6,45,5.3,106,1020,81912,105921
KDE/clazy,6,27,5.6,33,462,2758,24879
FORTH-ModelBasedTracker/MocapNET,6,16,5.3,54,505,3943,28818
BartVandewoestyne/Effective-Modern-Cpp,6,-1,3.5,0,31,2079,3351
ArthurSonzogni/Diagon,6,152,4.4,49,976,445,5875
Almamu/linux-wallpaperengine,6,17,5.9,8,213,8105,20321
ztxz16/fastllm,5,213,6.3,39,271,1839,28509
zrax/pycdc,5,10,5,11,82,253,9264
winscp/winscp,5,401,6.2,34,645,109444,599252
wdas/ptex,5,13,4.5,7,178,1979,15661
vstakhov/libucl,5,26,5.3,60,241,3539,16993
utsaslab/pebblesdb,5,240,4.5,29,627,4391,27177
standardese/cppast,5,61,4.5,50,490,2719,19821
st3w/neo,5,6,3.6,3,43,126,1926
romeric/Fastor,5,2,4.7,27,156,5115,54916
richgel999/miniz,5,45,4.6,31,510,2612,27641
qt-creator/qt-creator,5,0,5,8,120,182750,1510541
pfq/PFQ,5,4,4.4,60,461,24434,61954
peteanderson80/Matterport3DSimulator,5,16,2.1,0,47,1011,11087
percona/PerconaFT,5,110,5.5,33,380,56878,184131
peng-zhihui/A-Eye,5,0,1.9,105,1575,10889,54155
paulhodge/EASTL,5,-1,4.1,2,29,9228,19883
ouster-lidar/ouster_example,5,38,4.7,9,209,6489,24880
orb-community/pktvisor,5,12,5.7,15,148,8890,49455
openwrt-mirror/openwrt,5,124,4.4,10,105,62310,260952
opentrack/opentrack,5,0,3.8,12,352,3857,32642
mtrojnar/osslsigncode,5,20,6.3,19,284,2637,11451
mosra/corrade,5,51,5.6,25,538,44883,89088
mity/md4c,5,45,5.7,35,137,1307,7992
mikke89/RmlUi,5,209,5.8,79,1104,36877,117945
mike1k/perses,5,1,4.4,127,765,402,3464
meganz/MEGAcmd,5,0,4.3,350,3637,1456,29597
libxsmm/libxsmm,5,232,9.4,418,1001,13817,158638
libexpat/libexpat,5,401,8.7,34,645,5459,28255
libcsp/libcsp,5,61,6.1,8,204,2962,9826
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,57544,213644
ladislav-zezula/CascLib,5,183,4.3,41,473,9758,38809
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
ivmai/bdwgc,5,3,5,7,58,10558,41281
istoreos/istoreos,5,120,5.8,9,103,156954,631572
intel/isa-l,5,-1,7.6,22,166,6320,46774
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,5.8,9,100,77878,336059
giacomo-b/CppRobotics,5,54,4.2,130,2625,228,635
ghaerr/elks,5,0,5.7,8,26,61848,271420
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,4.4,13,58,353,3437
frankmorgner/vsmartcard,5,702,4.2,8,79,2726,10101
f4exb/sdrangel,5,110,5.6,390,6025,84425,706040
f3d-app/f3d,5,0,5.6,14,251,7161,37129
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,86,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eBay/NuRaft,5,102,8.2,54,494,7030,24588
dev-cafe/cmake-cookbook,5,7,3.5,0,55,866,10719
deiv/driftnet,5,10,4.1,8,107,1424,4293
dblalock/bolt,5,88,3.8,17,65,66182,262286
cpp-main/cpp-tbox,5,232,5.6,28,897,18942,50610
cisco/libsrtp,5,96,6.8,22,226,8591,19137
bytedance/Fastbot_Android,5,2,2.6,38,401,10540,33847
asterisk/asterisk,5,4,7.6,19,75,226710,727778
ashvardanian/StringZilla,5,14,5.9,12,91,3588,10528
apache/nuttx,5,6,7.5,5,62,1626698,2534856
ZerBea/hcxtools,5,-1,5.8,72,267,572,19614
UE4SS-RE/RE-UE4SS,5,0,5.4,20,888,13524,81252
Tencent/ScriptX,5,42,5.3,5,293,5143,18581
Return-To-The-Roots/s25client,5,3,5.9,269,3164,18532,121398
QingdaoU/Judger,5,46,4.9,17,134,1604,5566
OWASP/IoTGoat,5,121,3.5,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
LongSoft/UEFITool,5,380,5,49,488,9752,42700
Lienol/openwrt,5,120,6,9,103,60126,223162
FEX-Emu/FEX,5,1,6.9,0,20,19216,139762
Exiv2/exiv2,5,1029,6.8,112,1517,21219,78814
Entware/Entware,5,120,6.4,9,106,7651,48794
AngoraFuzzer/Angora,5,62,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,8,366,2902,24266,189597
zhlynn/zsign,4,22,4.9,19,194,105,8080
xhawk18/promise-cpp,4,0,4.8,1,53,727,3285
xMasterX/all-the-plugins,4,57,5.1,4,167,218508,1381485
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,5.9,273,777,196887,601731
troldal/OpenXLSX,4,33,3.4,26,496,17957,74339
tizonia/tizonia-openmax-il,4,46,3.9,56,389,35903,135243
the-tcpdump-group/libpcap,4,70,5.9,44,393,28285,44435
swkBerlin/kata-bootstraps,4,7,3.4,0,1,237,2610
stephane/libmodbus,4,0,4.8,8,106,834,5453
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,0,5.2,79,765,31104,435974
sheredom/utest.h,4,9,6,365,862,574,4103
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,4.7,76,1192,12897,845428
pyca/pynacl,4,169,6,23,370,2402,45891
praydog/UEVR,4,22,5.2,16,515,13659,98546
pezmaster31/bamtools,4,135,4.6,26,427,8306,24703
ossrs/state-threads,4,14,4.2,9,89,13043,25013
opentx/opentx,4,0,4.6,152,1816,117172,344178
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,3.9,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
logrotate/logrotate,4,9,7.3,14,64,363,5169
libconfuse/libconfuse,4,-1,4.5,10,123,1719,5633
lemire/Code-used-on-Daniel-Lemire-s-blog,4,18,3.6,24,560,23962,216732
lamarrr/STX,4,0,5.1,0,9,3478,9298
kfrlib/kfr,4,3,4.8,0,18,7712,58060
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
john30/ebusd,4,89,5,105,487,7972,25772
jlblancoc/nanoflann,4,15,6.2,2,40,9767,24250
jjwbruijn/OpenEPaperLink,4,24,4.2,2,36,716685,4436809
jfedor2/hid-remapper,4,0,5.2,42,549,655,7924
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
ihhub/fheroes2,4,163,6.1,308,3144,18284,131798
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,9,4.7,9,212,1714,17274
google/marl,4,0,7.2,1,54,2162,7557
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.1,2,49,2975,11817
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,23,6.5,39,450,3480,19932
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,7.1,3,103,1041,4289
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,4,15,93,1286,5152
deathkiller/jazz2-native,4,2,5.6,162,2209,63204,203660
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,4.4,115,781,59995,120252
bepaald/signalbackup-tools,4,0,5,73,176,10511,34693
amadvance/snapraid,4,49,4.7,51,401,12063,43857
alibaba/tblive,4,41,2.5,10,232,160798,286986
aff3ct/MIPP,4,68,5.6,32,644,3218,46611
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6,7,299,57060,242222
Winderton/xplatform,4,0,4,0,6,9566,27777
Stephane-D/SGDK,4,1,3.3,13,197,20274,69977
RainerKuemmerle/g2o,4,0,5.4,38,588,20536,46175
Project-LemonLime/Project_LemonLime,4,1,4.2,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5.8,41,486,12473,32509
OpenArkStudio/ARK,4,16,3.9,9,527,16992,65261
NASA-SW-VnV/ikos,4,149,6,0,4,31799,108732
MasterQ32/kristall,4,30,5.6,107,1191,3441,62570
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.6,60,629,15790,57360
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.5,0,6,199,2151
Drive-Trust-Alliance/sedutil,4,61,3.8,63,211,2967,9108
138,3.8,4067,85,124301,27268,,
zpl-c/librg,3,0,4.1,0,19,2937,23192
zombieCraig/ICSim,3,-1,5.5,2,27,305,1591
webcamoid/webcamoid,3,0,6.5,70,2397,16182,91518
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uTensor/uTensor,3,11,4.8,1,90,2870,162565
tgfrerer/island,3,0,5.5,60,762,16083,74895
tevador/RandomX,3,33,5.1,12,237,2786,12351
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,4.2,80,232,4812,45775
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,218,5.7,32,544,7488,49333
strasdat/Sophus,3,-1,4.8,13,38,2965,10964
session-replay-tools/cetus,3,3,2.4,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
resurrecting-open-source-projects/scrot,3,-1,4.4,6,60,467,2253
rauc/rauc,3,1,7.9,239,852,3814,31353
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
pistacheio/pistache,3,-1,5.4,9,286,2624,33685
p4lang/behavioral-model,3,-1,5.8,38,1916,21286,85441
nmap/ncrack,3,169,3.7,5,73,32435,85130
nhorman/dropwatch,3,8,5.3,2,60,154,1901
nbarkhina/N64Wasm,3,235,5.1,27,193,46464,512904
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,4.7,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
limbo018/DREAMPlace,3,43,3.1,6,14,5559,28265
libtom/libtommath,3,153,5.5,30,161,3513,13413
libsndfile/libsamplerate,3,0,5.5,6,70,755,371434
libharu/libharu,3,118,4.5,30,723,3771,135185
lastpass/lastpass-cli,3,36,4.4,20,301,2160,10028
kmammou/v-hacd,3,3,5.4,4,28,996,12782
kenzok8/small-package,3,0,4.4,6,34,6989,91483
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.3,11,560,2926,15450
httperf/httperf,3,9,5.7,14,156,2073,7638
google/mathfu,3,188,5.7,26,96,2782,5514
gbdev/rgbds,3,2,3.8,51,390,2176,14475
frida/frida-gum,3,-1,4.7,114,1652,9141,175128
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,176,4.3,21,854,4271,45170
eventql/eventql,3,45,1.8,3,28,189351,734247
ebiggers/libdeflate,3,37,5.2,12,100,5631,11793
dcajasn/Riskfolio-Lib,3,19,4.8,0,12,52835,249151
davideberly/GeometricTools,3,907,5.9,12,1196,53211,296777
craigsapp/midifile,3,10,5.9,32,446,5413,16836
coqui-ai/STT,3,42,4.3,6,145,51946,202081
commonmark/cmark,3,10,6.4,44,231,879,21371
coin-or/CppAD,3,7,5.7,25,933,93082,111672
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,3.4,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,382,33103,240645
chris2511/xca,3,0,5,33,937,1803,29280
breakfastquay/rubberband,3,-1,5.5,20,243,5011,24081
boostorg/hana,3,-1,5.7,19,228,22763,59578
blechschmidt/massdns,3,16,3.8,7,57,221,6179
arangodb/velocypack,3,244,5.3,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,157,3.3,10,194,1662,11119
aizvorski/h264bitstream,3,25,4.7,34,87,932,9388
aide/aide,3,52,6.3,33,264,2186,10821
adamritter/fastgron,3,104,5,15,214,15646,29986
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,-1,5.6,12,455,119516,1237933
Tencent/Tendis,3,40,2.9,169,2724,61853,330111
Tarsnap/scrypt,3,37,5.7,16,113,2859,5734
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
STMicroelectronics/STM32CubeF4,3,0,6.5,20,52,718078,10292150
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,3,9,61,50806,77222
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.9,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,5.3,2,275,7459,8856
LuminanceHDR/LuminanceHDR,3,43,3.1,28,52,16346,67108
LLNL/zfp,3,45,4.6,7,74,3734,39846
KomputeProject/kompute,3,-1,5.4,6,209,1262,7143
KjellKod/g3log,3,5,6.6,1,79,1276,5135
JayDDee/cpuminer-opt,3,41,3.6,10,125,20448,170882
FreeRTOS/FreeRTOS-Kernel,3,64,7,65,315,56536,98328
Ericsson/CodeCompass,3,4,7.2,0,23,3384,27140
Dwarf-Therapist/Dwarf-Therapist,3,0,4.4,99,981,6283,36575
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,5.9,2,33,4378,25036
znc/znc,2,0,6.1,114,1581,5894,41981
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,26,4.8,0,61,4367,26784
triton-inference-server/client,2,2,6.5,2,34,9787,43673
traviscross/mtr,2,35,5.5,15,175,2476,10479
topling/toplingdb,2,0,6.9,558,7183,98938,468928
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,181,5.9,582,1737,28014,132072
stclib/STC,2,0,5.6,2,20,3888,23794
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10856,62638
slic3r/Slic3r,2,37,4.2,26,131,14653,106200
simsong/tcpflow,2,-1,4.2,22,252,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6.9,6,53,567,2695
sampsyo/llvm-pass-skeleton,2,-1,4.3,0,1,0,29
rougier/freetype-gl,2,15,6.1,8,109,22723,34997
rockdaboot/wget2,2,300,6.9,122,946,15162,44311
rikyoz/bit7z,2,90,5,0,231,3805,14222
ridiculousfish/libdivide,2,0,5.3,2,19,1013,201657
randy408/libspng,2,37,5.8,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.2,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.3,0,69,427,3018
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5.3,1,57,14058,38993
munt/munt,2,84,3.5,10,373,5908,31840
mpartel/bindfs,2,14,6.2,8,125,394,4261
mitsuba-renderer/drjit,2,0,5.9,55,470,2950,27733
mhx/dwarfs,2,28,6.1,7,48,6215,65032
meganz/sdk,2,0,6.1,329,3658,57178,215543
maxmind/libmaxminddb,2,10,6.2,10,82,332,5704
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
linuxdeepin/deepin-unioncode,2,32,4.5,14,1292,62893,289194
libnet/nemesis,2,12,3.8,19,90,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,6.9,8,169,2207,65279
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,4.9,1,6,140,1376
json-c/json-c,2,129,7.1,21,211,3119,9114
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,7,27,442,13351,38368
itas109/CSerialPort,2,14,5,10,466,1878,6732
ispc/ispc,2,31,7.5,4,137,10851,53291
iputils/iputils,2,11,6,20,99,746,5972
intel/x86-simd-sort,2,-1,8.8,0,84,574,9333
input-leap/input-leap,2,0,6.8,30,928,18464,56145
inotify-tools/inotify-tools,2,6,4.7,12,90,1476,4608
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,5.4,4,108,16442,58354
google/highway,2,-1,9.2,35,411,12869,95956
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,6.2,11,77,27717,87233
gem5/gem5,2,0,4,7,268,300700,897076
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,21,153,39881,231369
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fritzone/obfy,2,13,4.5,0,19,65,958
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,4.8,0,17,1128,1317
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.9,15,461,101,2812
ecnerwala/cp-book,2,39,5.9,14,407,564,5806
douban/libmc,2,24,4.8,5,87,517,6082
cxong/cdogs-sdl,2,31,5,23,164,21839,122513
crow-translate/crow-translate,2,0,5.2,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,721,3.6,10,242,8891,39333
codelibs/libdxfrw,2,50,4.8,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,2.8,15,344,432878,1777788
cginternals/cppfs,2,16,3.5,3,115,3308,5866
berry-lang/berry,2,2,6.1,25,722,3733,18275
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
babelouest/ulfius,2,1,6,4,54,4236,22811
audacious-media-player/audacious,2,20,5.7,9,214,5898,34563
apache/hawq,2,0,3.4,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.5,22,474,290,14019
aklomp/base64,2,1,5.8,8,33,1115,5413
akheron/jansson,2,28,5.6,11,156,922,8437
aguinet/wannakey,2,58,3.6,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.5,3,167,8087,7167
ZLMediaKit/ZLToolKit,2,57,6.3,6,375,3576,13741
ZJULearning/nsg,2,9,3.7,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
Thalhammer/jwt-cpp,2,81,7.2,0,7,2006,7489
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.1,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,10,3.8,31,376,26585,126098
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,31,5,0,5,2753,17565
PoseLib/PoseLib,2,64,5.7,2,152,3422,11627
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,4.5,59,912,119396,515981
PSP-Archive/ARK-4,2,40,3.1,50,305,33984,172945
OpenSees/OpenSees,2,1,4.8,10,30,253677,1006054
OpenRC/openrc,2,1,6,47,257,1785,14345
NLnetLabs/unbound,2,-1,6.5,283,2422,42419,122016
MengRao/fmtlog,2,34,4.8,1,25,94,1434
MegEngine/InferLLM,2,44,4.3,14,152,510,9291
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,33,4.1,4,277,5742,22902
Komet/MediaElch,2,0,4.5,66,1936,7736,97414
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,52979,290453
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
IronsDu/brynet,2,39,4.4,2,36,1551,24576
Icinga/icinga2,2,0,6.9,5,29,14006,96060
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,5.8,12,130,898,6486
EUA/wxHexEditor,2,78,4.3,11,171,5287,33289
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
BlueBrain/HighFive,2,614,6.9,39,496,3138,12295
AliveToolkit/alive2,2,0,5.9,48,1014,1335,26788
86Box/86Box,2,11,5.7,4,10,49001,515265
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,55,6.7,104,384,8209,20254
zlib-ng/minizip-ng,1,11,5.3,19,332,1222,14537
yse/easy_profiler,1,12,3.5,4,110,10288,36337
whoozle/android-file-transfer-linux,1,0,4.9,14,297,2549,14458
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
wfrest/wfrest,1,1,6.4,2,110,7544,27119
webmproject/libwebp,1,181,5.1,122,1348,11752,82929
vedderb/vesc_tool,1,0,5.9,14,115,20479,90612
url-kaist/patchwork-plusplus,1,0,4.3,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,36,5.5,0,130,14032,24630
tidyverse/vroom,1,20,4.9,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,6,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,4.6,19,248,1946,22938
sheredom/subprocess.h,1,1,5.2,41,98,861,3173
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rose-compiler/rose,1,0,2.4,0,14,284204,1100881
robotology/yarp,1,0,3.7,116,1415,146582,559298
robin-shaun/XTDrone,1,1,3.1,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.6,5,9,204,966
reo7sp/tgbot-cpp,1,95,5.7,1,254,5365,12294
rbock/sqlpp11,1,20,7.2,2,42,12342,29945
pygobject/pycairo,1,-1,6,11,327,764,8873
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,140748,431404
nvpro-samples/nvpro_core,1,11,5.7,2,18,115476,487118
nvim-telescope/telescope-fzf-native.nvim,1,20,4.8,5,38,56,1858
norlab-ulaval/libnabo,1,23,5.9,3,25,1345,3770
nih-at/libzip,1,0,5.6,35,384,5426,16795
niXman/yas,1,7,4.2,2,5,13970,31430
ngtcp2/ngtcp2,1,108,7.9,57,682,19383,67898
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.6,0,2,7129,70783
msracver/Deep-Image-Analogy,1,-1,0.6,157,1064,34262,141124
mlpack/ensmallen,1,338,8.1,2,25,19523,39469
microsoft/DirectStorage,1,62,6.7,7,78,11139,53069
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
maoabc/nmmp,1,37,2.5,28,213,13009,277434
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.2,0,91,102,697
luceneplusplus/LucenePlusPlus,1,0,5.8,186,2711,41254,207021
libnet/libnet,1,81,4.5,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
libffi/libffi,1,26,5.3,4,54,8620,39437
lemire/EWAHBoolArray,1,236,4.2,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
junhyukoh/caffe-lstm,1,0,2.2,127,949,11584,54434
jpvanoosten/LearningDirectX12,1,166,2.6,31,301,97788,347008
johang/btfs,1,1,4.6,0,32,57,973
jmpews/Dobby,1,1,5,9,40,1687,17410
jmcnamara/libxlsxwriter,1,772,6,114,883,26958,63289
jeremycw/httpserver.h,1,0,4.7,10,87,1252,5990
jbehley/point_labeler,1,50,5.3,10,182,879,6160
jart/hiptext,1,0,3.6,0,3,13886,37677
jarro2783/cxxopts,1,8,6.2,2,5,1225,17181
ja2-stracciatella/ja2-stracciatella,1,16,4.3,35,361,63219,334038
intel/libva,1,1,8.5,21,324,11590,16998
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
infiniflow/infinity,1,1477,6,25,534,132632,770181
iamscottxu/obs-rtspserver,1,0,4.8,11,185,558,8688
hughperkins/tf-coriander,1,0,3.4,245,2711,63849,252805
hoohack/read-php-src,1,44,3.4,133,350,323155,1988146
hidviz/hidviz,1,0,4.2,1,51,2625,6408
happynear/caffe-windows,1,-1,2.2,192,1210,13836,70317
griddb/griddb,1,1,5,3,35,83776,510109
grf-labs/grf,1,50,6.2,9,122,25978,106137
google/crc32c,1,34,6.7,12,290,166,1295
google/adiantum,1,36,5.6,13,81,625,313965
gmarcais/Jellyfish,1,176,4.4,6,183,10421,35406
firebreath/FireBreath,1,0,3.7,3,109,17603,54287
file/file,1,113,4.5,52,282,2762,17829
elFarto/nvidia-vaapi-driver,1,16,6,7,115,6764,11036
doyubkim/fluid-engine-dev,1,-1,5,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,5.3,2,54,5371,17324
dlundquist/sniproxy,1,5,4.6,10,163,1144,5547
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
