repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
tidalcycles/Tidal,6,0,38,6.3,6,345,47409,186998
thesofproject/sof,6,-1,-1,7.3,7,73,47627,275671
tenzir/tenzir,6,0,0,6.4,0,3,20370,117943
sxyu/volrend,6,450,186,6.1,31,209,18136,120731
stressapptest/stressapptest,6,37,17,7.3,11,202,2458,8177
stevemk14ebr/PolyHook_2_0,6,0,0,7.8,179,845,2004,20688
sheredom/utest.h,6,-1,9,7.1,364,860,574,4075
sebastiandev/zipper,6,2,64,4.6,14,167,1012,10557
quarkslab/binbloom,6,11,39,6.2,12,54,755,2614
percona/percona-server,6,107,213,7,18,225,1150871,3603322
openlink/virtuoso-opensource,6,0,174,6.4,18,138,66545,730322
open-telemetry/opentelemetry-cpp,6,106,64,8.1,12,363,14945,63205
msnh2012/Msnhnet,6,613,751,4.9,111,916,17885,152697
mosra/corrade,6,59,48,7.2,25,521,43688,85995
mellowcandle/bitwise,6,241,6,5.3,6,52,123,2234
liudf0716/xkcptun,6,14,17,5.6,7,95,723,4296
lexborisov/myhtml,6,0,-1,6.4,43,607,5676,62664
jwasham/practice-c,6,-1,6,6,3,21,219,2907
jonasmr/microprofile,6,0,74,4.7,14,170,18879,116178
hoohack/read-php-src,6,-1,50,5.8,264,666,323155,1988146
fastfetch-cli/fastfetch,6,619,0,6.4,61,793,5433,45036
embeddedartistry/libc,6,0,30,6.6,27,261,3818,9319
davmac314/dinit,6,2835,458,5.9,30,190,3766,23323
clMathLibraries/clBLAS,6,-1,1,6.1,3,13,38237,166386
cginternals/glbinding,6,-1,1,4.7,2,150,6858,226711
area9innovation/flow9,6,1616,367,5.9,119,775,106453,314273
aras-p/ClangBuildAnalyzer,6,282,0,5.2,38,600,48768,88769
allinurl/gwsocket,6,265,7,6.2,3,108,903,3045
alandefreitas/moderncpp,6,0,56,5,5,197,2440,6840
ZikangYuan/sr_lio,6,0,0,7.6,0,3,1090,6021
ZikangYuan/liw_oam,6,0,0,6.8,0,3,1119,7783
XboxDev/extract-xiso,6,1120,33,5.8,12,28,328,1765
WG21-SG14/SG14,6,0,25,6,9,68,487,10197
Tessil/robin-map,6,0,0,4.8,0,3,1220,3652
Tessil/ordered-map,6,0,0,5,0,4,1285,3678
Tessil/hopscotch-map,6,0,0,4.7,0,3,1480,4409
Plutoberth/SonyHeadphonesClient,6,-1,118,5.2,85,757,235,1941
KDE/heaptrack,6,0,0,5.9,0,3,2955,22139
FORTH-ModelBasedTracker/MocapNET,6,-1,-1,7.2,54,505,3943,28818
Exiv2/exiv2,6,26,1035,7.3,113,1520,21202,78487
CoSMoSoftware/OBS-studio-webrtc,6,2561,172,5,50,461,54615,314988
BlueBrain/HighFive,6,0,319,7.5,36,491,2946,10125
BartVandewoestyne/Effective-Modern-Cpp,6,-1,-1,5.8,0,31,2079,3351
ArthurSonzogni/Diagon,6,22,-1,4.6,49,976,443,5870
Almamu/linux-wallpaperengine,6,7,39,6,8,203,8032,22223
AlbrechtL/welle.io,6,10,13,6.1,21,364,18919,102388
ztxz16/fastllm,5,-1,158,5.3,30,237,1732,26366
zrax/pycdc,5,236,-1,5.2,11,63,216,6199
xhawk18/promise-cpp,5,-1,0,6.3,1,53,727,3281
wdas/ptex,5,68,13,5.3,7,178,1979,15661
utsaslab/pebblesdb,5,0,240,6.4,29,627,4391,27177
st3w/neo,5,1,6,5.7,3,43,126,1926
solodon4/Mach7,5,0,184,5,4,45,32958,76242
romeric/Fastor,5,0,2,6.5,27,156,5115,54916
pfq/PFQ,5,220,-1,6.4,60,461,24434,61954
percona/PerconaFT,5,1513,110,7.1,33,380,56868,184131
peng-zhihui/A-Eye,5,-1,0,4.7,105,1575,10889,54155
paulhodge/EASTL,5,0,-1,6.1,2,29,9228,19883
orb-community/pktvisor,5,-1,12,5.6,15,148,8897,49508
openwrt-mirror/openwrt,5,103,124,6.4,10,105,62310,260952
opentrack/opentrack,5,1367,0,4.4,11,351,3833,32690
meganz/MEGAcmd,5,-1,0,7.6,350,3637,1456,29597
medooze/media-server,5,0,248,6.3,20,199,32496,91212
linuxdeepin/deepin-unioncode,5,0,0,3.4,289,3183,55220,306553
lexborisov/Modest,5,0,-1,6.8,78,1579,15389,106648
lede-project/source,5,101,120,7.1,9,106,58676,225071
lava/matplotlib-cpp,5,0,57,6.4,0,15,190,2607
juj/MathGeoLib,5,0,23,5.8,22,673,12935,49967
jmpews/Dobby,5,-1,3,4.1,14,90,1816,18241
jarro2783/cxxopts,5,0,7,5.6,2,5,518,11683
jarcode-foss/glava,5,-1,-1,6.2,17,127,830,15002
ivmai/bdwgc,5,3249,3,6.8,7,58,10469,40630
immortalwrt/immortalwrt,5,109,120,7.6,9,106,58505,225289
haptork/easyLambda,5,-1,-1,6.4,0,62,2709,7791
ghaerr/elks,5,0,0,5.6,8,26,61913,271014
ganglia/monitor-core,5,0,3,7.2,2,46,4733,29200
gamelinux/passivedns,5,3,8,6.3,13,58,353,3437
frankmorgner/vsmartcard,5,379,702,3.8,8,79,2725,10081
foonathan/cppast,5,0,61,5.5,50,490,2719,19821
ethz-asl/okvis,5,-1,-1,6.1,11,156,10907,17356
erincatto/box2d-lite,5,-1,88,6.2,53,572,13474,50549
emilk/loguru,5,0,6,7.2,7,82,563,3095
embotech/ecos,5,0,20,6.8,20,118,4352,11275
eBay/NuRaft,5,0,102,9.2,51,487,6947,24280
dev-cafe/cmake-cookbook,5,16,5,6.8,0,55,866,10719
dblalock/bolt,5,-1,88,6,17,65,66182,262286
crownengine/crown,5,-1,40,5,7,150,189920,1051890
cisco/libsrtp,5,0,51,6.4,21,226,8867,19163
c-ares/c-ares,5,144,98,8.6,53,671,17487,55989
bytedance/Fastbot_Android,5,-1,2,6.3,38,401,10540,33847
bepaald/signalbackup-tools,5,-1,189,5.5,65,156,9101,29612
asterisk/asterisk,5,-1,4,7.8,19,75,226456,724571
apache/nuttx,5,5,6,7.9,5,62,1553731,2403157
Return-To-The-Roots/s25client,5,11,3,6.4,270,3154,18483,120545
QingdaoU/Judger,5,76,46,6.1,17,134,1604,5548
OWASP/IoTGoat,5,151,121,5.5,9,101,31868,187740
Martinsos/edlib,5,0,50,6.2,9,50,581,2009
LongSoft/UEFITool,5,117,380,5.9,49,488,9750,42691
Lienol/openwrt,5,108,120,6.8,9,103,60127,223173
KDE/clazy,5,171,28,7,28,459,5749,24719
Jmgr/actiona,5,-1,0,5.2,46,1034,12303,52346
H5GG/H5GG,5,0,16,5.2,7,80,30684,82714
Facico/Chinese-Vicuna,5,-1,12,6.7,33,203,1332,9680
FEX-Emu/FEX,5,-1,0,7.5,0,16,18658,149730
Entware/Entware,5,110,120,6.4,9,106,7650,48323
AngoraFuzzer/Angora,5,-1,68,6.5,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,572,4,8.4,366,2894,24176,189007
zhlynn/zsign,4,-1,22,6.7,19,194,105,8078
xMasterX/all-the-plugins,4,-1,23,6.2,2,37,42173,263996
whoenig/libMultiRobotPlanning,4,-1,4,5.7,2,103,968,5624
vivien/i3blocks,4,243,10,5.7,3,117,430,2444
uroni/urbackup_backend,4,-1,138,3.8,273,777,196887,601725
troldal/OpenXLSX,4,0,222,5.7,26,496,17957,74339
the-tcpdump-group/libpcap,4,584,71,7.7,44,397,28602,45601
swkBerlin/kata-bootstraps,4,-1,7,3.2,0,1,237,2610
stephane/libmodbus,4,4,0,5.3,8,106,834,5451
statsite/statsite,4,17,53,6.8,9,410,3664,15698
simple64/simple64,4,1699,234,5.7,79,760,30824,424225
securesocketfunneling/ssf,4,-1,-1,5.5,4,190,2330,41982
rpp0/gr-lora,4,-1,-1,6.6,1,34,6798,1994
rpclib/rpclib,4,0,81,5.4,4,84,47445,164707
rdbo/libmem,4,0,6,6.3,6,309,2164,15662
quickfix/quickfix,4,1191,857,6.4,74,1190,12897,845251
qt-creator/qt-creator,4,-1,0,5.3,8,120,180283,1477209
qicosmos/rest_rpc,4,-1,0,5,0,36,50956,191531
pyca/pynacl,4,3,169,6.3,23,370,2402,45891
ossrs/state-threads,4,0,14,4.7,9,89,13043,25013
oracle/graaljs,4,39,203,6.1,90,696,531922,2946738
opentx/opentx,4,-1,0,5.2,152,1816,117173,344088
opendnssec/SoftHSMv2,4,37,121,7.5,135,1947,21274,70147
nemequ/portable-snippets,4,-1,3,6.2,5,245,330,6760
namazso/OpenHashTab,4,-1,0,5.4,8,132,4104,5522
mmorise/World,4,0,21,6.8,0,221,2084,8353
mity/md4c,4,1,43,6.2,34,136,1323,7882
mikke89/RmlUi,4,0,204,6.3,75,1087,36035,115182
marian-nmt/marian,4,0,58,4.4,31,136,97898,253796
logrotate/logrotate,4,84,9,7.6,14,64,363,5160
logicalclocks/rondb,4,82,1,7.4,8,31,1048087,3289702
libconfuse/libconfuse,4,0,-1,4.9,10,123,1719,5633
lamarrr/STX,4,0,0,6.5,0,9,3482,9322
jwasham/practice-cpp,4,0,0,5.8,0,141,13886,38093
jlblancoc/nanoflann,4,0,23,6,1,33,9727,24045
jfedor2/hid-remapper,4,0,0,5.6,35,497,629,5690
j0r1/JRTPLIB,4,0,22,6.3,30,371,5329,21370
intel/pcm,4,-1,278,6.8,85,807,4114,37269
ihhub/fheroes2,4,96,159,5.2,284,2987,16808,123272
hjwdzh/ManifoldPlus,4,-1,15,6,11,48,158,2602
harporoeder/ebpfsnitch,4,-1,22,5.9,1,82,52,3413
googleprojectzero/TinyInst,4,-1,12,6.6,9,212,1710,17226
google/marl,4,-1,0,8.3,1,54,2157,7516
fragglet/c-algorithms,4,32,8,6,1,148,4479,7194
foonathan/type_safe,4,0,5,5.7,2,49,2975,11817
etodd/lasercrabs,4,3,202,5.6,48,670,28442,207072
eclipse/paho.mqtt.embedded-c,4,0,14,5.2,2,99,1792,7622
eclipse-ecal/ecal,4,-1,17,6.6,92,2971,43861,120759
dougbinks/enkiTS,4,-1,7,7.2,3,103,1041,4295
dongjing3309/minisam,4,-1,20,6.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,78,41,5.5,15,93,1286,5152
cpp-main/cpp-tbox,4,0,-1,6.4,26,802,17934,47586
cityflow-project/CityFlow,4,-1,92,6.6,9,148,128,5183
chris2511/xca,4,6,0,5.2,29,927,1638,27870
candle-usb/candleLight_fw,4,-1,-1,5.1,115,780,59902,120147
amadvance/snapraid,4,29,49,4.8,51,400,12059,43848
aliyun/ossfs,4,2,37,6.3,85,520,5056,19373
alibaba/tblive,4,3971,41,5.2,10,232,160798,286986
alexa/avs-device-sdk,4,0,0,6.9,2,33,141576,534740
aff3ct/MIPP,4,-1,11,5.2,32,618,2581,38342
abishekvashok/cmatrix,4,1,3,6.4,1,6,61,748
ZerBea/hcxtools,4,0,-1,7,68,264,608,19046
YosysHQ/nextpnr,4,0,1,6.2,7,299,55606,229885
Winderton/xplatform,4,0,0,4.7,0,6,9566,27777
Slackadays/Clipboard,4,0,0,5.9,19,217,2709,33977
RainerKuemmerle/g2o,4,270,0,5.5,38,591,20801,47290
Project-LemonLime/Project_LemonLime,4,213,1,5.6,18,322,1017,11896
PSI-Rockin/DobieStation,4,325,0,5.9,144,1872,17916,94983
OpenArkStudio/ARK,4,-1,16,4.5,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,149,8,0,4,31799,108730
Hopson97/open-builder,4,-1,-1,4.7,22,842,19718,107532
Haivision/srt,4,475,0,6.1,59,621,15568,56260
GameTechDev/MaskedOcclusionCulling,4,-1,4,6.4,2,45,1426,4267
Forceflow/libmorton,4,0,4,5.2,0,6,199,2151
FRRouting/frr,4,1569,-1,5.5,2377,18001,102119,642526
EUA/wxHexEditor,4,193,155,6.2,6,240,5294,33270
BlitterStudio/amiberry,4,0,83,5.5,6,313,76775,827754
zpl-c/librg,3,-1,0,4.6,0,19,2937,23192
webcamoid/webcamoid,3,0,0,6.2,72,2429,16233,92051
vroland/epdiy,3,0,-1,6.1,4,342,9336,241379
unity3d-jp/NormalPainter,3,-1,29,5.2,18,150,436,8959
uncrustify/uncrustify,3,41,0,7.5,144,682,17492,108583
uTensor/uTensor,3,-1,-1,6.8,1,90,2870,162563
topling/toplingdb,3,-1,3,7.1,561,7190,98571,466743
tgfrerer/island,3,-1,0,5.9,59,753,14988,71509
tevador/RandomX,3,0,33,5.9,12,238,2519,11410
terralang/terra,3,-1,-1,4.5,30,315,1585,12172
tatsuhiro-t/wslay,3,11,8,4.5,8,83,1353,4569
taocpp/json,3,0,174,5.9,80,227,4812,45767
sudo-project/sudo,3,-1,177,6,556,1727,27922,131259
stxxl/stxxl,3,0,345,6,12,130,14613,61833
strukturag/libheif,3,18,214,5.5,37,550,7045,48330
strasdat/Sophus,3,-1,-1,5.4,13,38,2928,10159
stephenberry/glaze,3,0,0,6.2,1,90,1081,23596
session-replay-tools/cetus,3,158,3,5,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,-1,4.8,4,43,482,4819
richgel999/miniz,3,0,45,5.1,26,137,926,10121
pistacheio/pistache,3,0,-1,6.1,9,279,2519,33253
pfultz2/Linq,3,-1,0,6.2,0,1,703,3214
p4lang/behavioral-model,3,17,-1,7,38,1916,21286,85429
nbarkhina/N64Wasm,3,1231,235,5.9,27,193,46461,512880
nasa/XPlaneConnect,3,0,6,4.9,4,89,5862,7709
miek/inspectrum,3,454,0,5.5,2,60,895,2783
meta-toolkit/meta,3,-1,0,5.5,19,919,16242,43806
matus-chochlik/oglplus,3,0,95,6.4,12,86,75679,218508
limbo018/DREAMPlace,3,0,43,5.9,6,14,5543,28221
libtom/libtommath,3,0,155,7.9,61,222,3513,13413
libsndfile/libsamplerate,3,804,0,7,6,70,755,371434
libimobiledevice/libplist,3,1374,99,4.6,132,580,2539,10955
libharu/libharu,3,0,118,5.6,30,723,3771,135185
lastpass/lastpass-cli,3,-1,36,6.7,20,301,2160,10017
kmammou/v-hacd,3,-1,3,6.5,4,28,996,12784
juzzlin/Heimer,3,5,7,6,11,527,2799,15062
json-c/json-c,3,0,129,8,21,211,3118,9112
john30/ebusd,3,7,90,5.2,98,445,7265,24391
intel/isa-l,3,0,-1,7.8,23,160,6301,45937
httperf/httperf,3,71,9,7.2,14,156,2073,7638
horsicq/XAPKDetector,3,-1,130,6.6,112,1583,242,869
gphoto/libgphoto2,3,41,2,7.4,4,91,31846,137694
google/mathfu,3,-1,188,7,26,96,2782,5514
github/securitylab,3,0,103,8.1,4,313,5631,18592
fireice-uk/xmr-stak-cpu,3,-1,40,6.6,3,108,3895,17331
farbrausch/fr_public,3,0,6,4.6,3,28,73026,713666
falltergeist/falltergeist,3,2,177,5.3,21,854,4271,45170
f4exb/sdrangel,3,0,168,6.3,374,5870,76125,684313
eventql/eventql,3,54,45,4.2,3,28,189351,734247
eurecom-s3/symcc,3,-1,0,4.9,1,41,1622,3946
ebiggers/libdeflate,3,318,37,5.6,11,98,5522,11359
davideberly/GeometricTools,3,0,-1,7.6,12,1195,52512,293953
cutelyst/cutelyst,3,308,0,5.4,55,647,12487,52181
craigsapp/midifile,3,0,8,6.8,23,361,5181,16150
coqui-ai/STT,3,-1,42,4.5,6,145,51946,202081
commonmark/cmark,3,1610,10,5.7,42,230,840,21073
cofyc/dnscrypt-wrapper,3,49,-1,5.9,18,113,283,5148
coder-mike/microvium,3,-1,12,7.4,38,109,7171,22367
citp/BlockSci,3,-1,0,6.2,226,3217,3499,22103
cilium/pwru,3,492,64,6.7,39,382,33122,240592
breakfastquay/rubberband,3,0,-1,6.3,20,243,4991,24018
boostorg/hana,3,0,-1,6.5,19,227,22763,59565
blechschmidt/massdns,3,-1,16,7,7,57,221,6179
banach-space/llvm-tutor,3,-1,-1,5.8,0,3,1246,1765
arangodb/velocypack,3,38,251,6.3,17,169,29613,97997
angt/glorytun,3,3,6,4.6,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,-1,140,5.5,10,194,1662,11067
aizvorski/h264bitstream,3,933,27,6.5,34,87,932,9384
aide/aide,3,576,49,7.2,33,260,2193,10609
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,0,15,6.9,12,455,84311,813552
Tencent/Tendis,3,-1,708,2.2,169,2724,62025,333564
Tarsnap/scrypt,3,130,37,6.5,16,113,2851,5733
Shark-ML/Shark,3,-1,-1,5.5,11,172,37964,81273
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,0,86,4.7,8,61,50802,77163
Meulengracht/MollenOS,3,6,6,5.1,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,-1,-1,5.2,285,1236,159117,298460
LuminanceHDR/LuminanceHDR,3,-1,43,5.6,28,52,16347,67095
LLNL/zfp,3,2,45,5,7,74,3744,39808
KomputeProject/kompute,3,-1,-1,5.4,6,209,1307,7669
KjellKod/g3log,3,0,3,6,1,53,1240,5012
JayDDee/cpuminer-opt,3,0,41,5.8,10,125,21329,166791
Ericsson/CodeCompass,3,-1,4,5,0,3,3172,23989
Dwarf-Therapist/Dwarf-Therapist,3,0,0,4.9,101,994,6351,37093
Cocos-BCX/cocos-mainnet,3,126,47,5.9,34,85,41364,190147
Cisco-Talos/clamav,3,6550,80,7.2,32,145,38263,211096
CandyConfident/HighPerformanceConcurrentServer,3,-1,13,5.9,16,86,96,2965
Benjamin-Dobell/Heimdall,3,-1,0,5,0,10,1419,7088
ArkScript-lang/Ark,3,0,0,5.2,14,202,2997,8465
AndroidAdvanceWithGeektime/Chapter01,3,-1,0,5.5,8,144,34983,99851
Ableton/link,3,-1,32,7.1,2,33,4333,24772
zlib-ng/minizip-ng,2,0,12,5.9,18,332,1216,14480
zetavm/zetavm,2,-1,85,6,13,152,1257,7559
zehome/MLVPN,2,21,30,4.6,10,126,1055,5658
zauonlok/renderer,2,-1,0,4,8,195,395,6443
yyzybb537/libgo,2,0,3,5.8,8,153,81110,391386
xhawk18/s_task,2,212,143,6.4,110,938,104745,164268
vincentlaucsb/csv-parser,2,-1,26,6.6,0,61,4367,26784
unum-cloud/usearch,2,-1,121,5.9,0,20,1651,8669
traviscross/mtr,2,981,35,6.2,15,175,2447,10370
tony2001/pinba_engine,2,0,790,6.2,33,140,4782,27176
tatsuhiro-t/spdylay,2,451,54,5.5,44,488,8503,28269
szechyjs/dsd,2,-1,0,6.2,0,15,13571,39472
stclib/STC,2,-1,-1,6.2,2,20,3755,23402
sparsehash/sparsehash,2,0,801,5.4,33,141,2803,7977
smartmontools/smartmontools,2,364,99,6.9,103,565,10821,62496
slic3r/Slic3r,2,-1,37,5.9,26,131,14653,106200
simsong/tcpflow,2,-1,-1,4.7,24,272,5114,18485
simdutf/simdutf,2,2,43,6.3,18,645,10026,64816
seetafaceengine/SeetaFace2,2,4,240,6.5,27,348,1335,18887
schweikert/fping,2,142,2,6.3,6,54,566,2674
rougier/freetype-gl,2,0,-1,5.8,7,106,22693,34877
rikyoz/bit7z,2,-1,83,6.8,0,216,3295,9170
ridiculousfish/libdivide,2,0,0,6.5,2,19,1013,201657
randy408/libspng,2,0,37,6.1,13,141,347,7910
plasma-umass/Mesh,2,-1,6,4.7,2,70,1526,8158
pinterest/rocksplicator,2,-1,0,6.4,76,677,4748,19871
peregrine-lang/Peregrine,2,-1,17,6.2,27,337,807,15934
pdewacht/brlaser,2,0,84,4.6,3,110,273,1333
palacaze/sigslot,2,0,2,5.5,0,69,427,3018
oliverw/miningcore,2,-1,27,4.3,8,41,24906,150581
nokiatech/heif,2,-1,554,6.4,43,1412,10450,38527
nickgillian/grt,2,0,94,6.9,0,3,54085,137769
mutouyun/cpp-ipc,2,0,8,5.8,1,46,14030,38642
munt/munt,2,0,84,5.8,10,373,5907,31808
mpartel/bindfs,2,10,13,7.4,8,124,393,4202
michaelrsweet/mxml,2,-1,4,7.1,12,99,2230,5204
mhx/dwarfs,2,-1,17,6.4,5,22,3436,38253
meganz/sdk,2,-1,0,7.5,576,6504,53876,198651
maxmind/libmaxminddb,2,9,10,6.4,9,82,333,5671
lionsoul2014/friso,2,732,3,6.3,8,130,2124,4181
libnet/nemesis,2,0,12,4.4,19,90,834,7178
libcheck/check,2,0,11,4.9,17,433,2421,11850
lemire/FastPFor,2,0,124,6,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,0,16,5.7,5,339,21879,198843
leggedrobotics/ocs2,2,0,127,4.8,133,479,100996,141166
layoutBox/FlexLayout,2,0,0,5.3,0,3,23378,84369
laurentkneip/opengv,2,0,19,7,8,147,9271,45813
kgabis/parson,2,0,8,5.7,4,108,184,3072
kcat/openal-soft,2,5,164,5.6,63,1057,7596,69785
json-parser/json-parser,2,27,2,5.5,1,6,140,1376
jessek/hashdeep,2,12,32,5.7,8,137,2316,8933
jacktrip/jacktrip,2,0,-1,7.9,27,434,13244,38144
itas109/CSerialPort,2,0,11,6.3,8,454,1875,6438
ispc/ispc,2,0,31,6.7,4,137,10792,51605
input-leap/input-leap,2,494,0,5.8,29,926,28032,81110
inotify-tools/inotify-tools,2,311,6,5.8,12,90,1476,4616
hosseinmoein/DataFrame,2,0,5,7.5,2,25,7758,37457
hjwdzh/QuadriFlow,2,-1,67,5.8,12,62,28234,75636
haywire/haywire,2,-1,1,5,25,144,886,5333
google/highway,2,0,-1,8.2,31,348,11243,85232
google/gemmlowp,2,0,5,7.6,2,72,7497,123126
goldsborough/ipc-bench,2,-1,2,6.3,0,93,1051,2733
giaf/hpipm,2,-1,0,7.5,11,77,27396,86215
gem5/gem5,2,0,0,5.9,7,268,298373,888250
gaoxiang12/ORB-YGZ-SLAM,2,-1,2,6.2,2,38,9765,36667
gan74/Yave,2,-1,0,7.6,20,144,40020,231082
fukuchi/libqrencode,2,2091,38,4.8,9,166,1708,11780
fritzone/obfy,2,-1,13,6.4,0,19,65,958
francescmm/GitQlient,2,276,0,4.9,19,576,4026,15890
fholger/openvr_fsr,2,-1,2,3.2,24,645,23697,123605
fabianishere/brainfuck,2,198,8,5.4,3,17,618,1019
ethz-adrl/ifopt,2,147,1,7.2,0,17,1128,1317
emqx/qmqtt,2,0,0,7.8,0,3,21383,62631
douban/libmc,2,0,24,4.8,5,85,511,5943
cxong/cdogs-sdl,2,-1,31,6.9,23,164,21805,121751
crow-translate/crow-translate,2,207,0,5.6,6,283,1850,7754
crigler/dtach,2,-1,5,6.2,5,17,221,1174
cossacklabs/themis,2,19,9,3.9,10,242,8891,39333
codelibs/libdxfrw,2,3938,50,5.3,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,0,325,5.7,15,344,432877,1777803
cginternals/cppfs,2,0,16,5.5,3,115,3308,5866
benoitsteiner/tensorflow-opencl,2,-1,1,5.8,403,4626,124808,578065
babelouest/ulfius,2,-1,1,5.9,4,52,4015,22353
audacious-media-player/audacious,2,-1,20,5.5,9,214,5891,34461
apache/hawq,2,0,0,4.3,0,3,369965,1002298
andrewrk/libsoundio,2,69,0,7.2,10,128,1109,12014
albertodemichelis/squirrel,2,40,417,6.4,22,474,290,14013
aklomp/base64,2,278,1,5.2,8,31,1070,5235
akheron/jansson,2,2345,28,6.2,11,156,922,8437
aguinet/wannakey,2,-1,58,5.9,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,-1,4.8,9,468,7174,31362
ada-url/ada,2,24,0,7.7,1,26,3181,22787
a2o/snoopy,2,288,38,4.7,3,167,8087,7167
ZJULearning/nsg,2,-1,9,6.2,5,25,95,1400
Yubico/yubico-pam,2,41,2,5,8,23,436,2888
The-4n/4NXCI,2,-1,0,5.6,133,941,25157,73659
Thalhammer/jwt-cpp,2,0,81,7.6,0,6,1645,6761
StarEngine/engine,2,0,16,6.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,0,60,5.9,26,649,26108,82359
SciresM/hactool,2,-1,0,4.6,133,941,26172,83026
ScanNet/ScanNet,2,-1,-1,5.5,2,23,19576,120418
Rezonality/zep,2,0,25,5.2,31,376,26585,126087
ReimuNotMoe/ydotool,2,-1,1,4.8,6,12,239,908
PyMesh/PyMesh,2,-1,0,4.2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,-1,28,5.7,0,5,2753,17565
PetteriAimonen/libfixmath,2,-1,1,6.5,14,74,370,15323
PaddlePaddle/FastDeploy,2,0,53,4.6,59,912,119395,515956
OpenSees/OpenSees,2,-1,1,5.3,10,30,253935,1003000
OpenRC/openrc,2,-1,1,7.1,47,257,1783,14318
NLnetLabs/unbound,2,17525,-1,7.1,278,2416,42171,120765
MengRao/fmtlog,2,277,27,6.5,1,25,94,1434
MegEngine/InferLLM,2,-1,44,7.3,14,152,537,9873
LuxCoreRender/LuxCore,2,-1,20,5.6,11,201,116647,503198
Livox-SDK/Livox-SDK,2,-1,33,6.1,4,277,5742,22902
Komet/MediaElch,2,370,0,6,66,1908,7723,96978
Kobzol/hardware-effects,2,-1,1,5.9,0,34,16,897
KDE/kdevelop,2,0,4,7.3,4,31,51915,286246
JakubVojvoda/design-patterns-cpp,2,-1,1,6.2,0,24,731,1567
Jackarain/avplayer,2,-1,-1,4.6,138,1534,47513,145916
IronsDu/brynet,2,-1,39,5.2,2,36,1551,24576
Icinga/icinga2,2,0,0,7.2,5,29,13947,95292
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,-1,6,142,1293,69969,199777
FreeOpcUa/freeopcua,2,2232,98,6.5,10,373,48363,198293
FFMS/ffms2,2,7,105,6.1,12,131,1014,7190
CrowCpp/Crow,2,0,177,5.9,4,43,2564,28439
CaoWGG/TensorRT-CenterNet,2,0,0,5.4,14,149,9651,50851
BowenFu/matchit.cpp,2,-1,4,4.3,0,64,261,6710
AliveToolkit/alive2,2,5,0,6.5,46,991,1290,25994
86Box/86Box,2,-1,11,6,4,10,47105,488113
0x90/wifi-arsenal,2,7,7,4.8,5,79,10649,24217
zyantific/zydis,1,51,53,7.1,102,378,8172,19910
yse/easy_profiler,1,936,12,5.5,4,110,10287,36324
whoozle/android-file-transfer-linux,1,392,0,4.9,14,297,2549,14440
wgtdkp/wgtcc,1,0,8,6.1,14,277,903,12077
wfrest/wfrest,1,-1,2,6.6,2,110,7543,27029
webmproject/libwebp,1,2650,180,7.4,120,1344,11685,76500
twitter/ios-twitter-image-pipeline,1,-1,15,5.9,119,1300,14806,71046
ttlappalainen/NMEA2000,1,-1,36,6.3,0,131,13657,24542
tidyverse/vroom,1,0,20,6.3,1,5,6163,44298
thewtex/tmux-mem-cpu-load,1,11,7,5.8,2,11,598,1432
tgraf/bmon,1,432,2,6,18,212,1144,6837
tfhe/tfhe,1,0,25,6.5,0,211,3777,12651
tcbrindle/raytracer.hpp,1,-1,6,5.8,0,1,220,1247
taocpp/PEGTL,1,0,27,5.9,19,248,1946,22938
sheredom/subprocess.h,1,-1,42,5.1,39,57,821,2666
shellphy/jack-compiler,1,-1,3,5.8,4,64,69,2784
robotology/yarp,1,7,0,5,116,1415,151972,584396
robin-shaun/XTDrone,1,0,1,5.9,11,36,44394,162785
rigtorp/ipc-bench,1,-1,0,5.3,5,9,204,966
reo7sp/tgbot-cpp,1,0,95,6,1,254,5362,12232
rbock/sqlpp11,1,0,14,8.7,2,32,12236,29518
pygobject/pycairo,1,0,-1,6.3,11,320,765,8751
psifidotos/applet-window-appmenu,1,0,0,6.3,5,108,634,2507
prideout/heman,1,-1,41,6.2,11,145,2446,13685
open-mpi/ompi,1,3,8,7.4,20,91,140877,431232
nvim-telescope/telescope-fzf-native.nvim,1,0,20,5.3,5,38,56,1858
nih-at/libzip,1,120,-1,7.1,35,379,5348,16887
niXman/yas,1,-1,7,5.7,2,5,13970,31430
nemequ/munit,1,0,-1,6.2,6,39,391,2161
ndless-nspire/Ndless,1,214,8,4.1,0,2,7129,70783
mtrojnar/osslsigncode,1,213,16,6.5,23,228,2187,9698
