repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
st3w/neo,5,6,3.6,3,43,126,1926
solodon4/Mach7,5,166,4.3,4,45,32958,76242
romeric/Fastor,5,2,4.7,27,156,5115,54916
richgel999/miniz,5,45,5.5,31,510,2612,27641
qt-creator/qt-creator,5,0,5,8,120,182167,1500145
pfq/PFQ,5,4,4.4,60,461,24434,61954
peteanderson80/Matterport3DSimulator,5,16,2.1,0,47,1011,11087
percona/PerconaFT,5,110,5.7,33,380,56878,184131
peng-zhihui/A-Eye,5,0,1.9,105,1575,10889,54155
paulhodge/EASTL,5,-1,4.1,2,29,9228,19883
orb-community/pktvisor,5,12,5.7,15,148,8890,49455
openwrt-mirror/openwrt,5,124,4.4,10,105,62310,260952
opentrack/opentrack,5,0,3.9,11,351,3859,32641
nowrep/obs-vkcapture,5,0,6,11,127,486,5210
mikke89/RmlUi,5,207,5.5,77,1100,36052,115500
meganz/MEGAcmd,5,0,4.7,350,3637,1456,29597
linuxdeepin/deepin-unioncode,5,36,4.1,289,3245,55441,311156
libxsmm/libxsmm,5,274,8.7,409,970,13431,152965
lexborisov/Modest,5,-1,5.2,78,1579,15389,106648
lede-project/source,5,120,5.6,9,106,58141,221422
juj/MathGeoLib,5,23,3.5,22,673,12935,49967
jmpews/Dobby,5,3,4.1,14,90,1816,18241
jarro2783/cxxopts,5,7,5.5,2,5,518,11683
jarcode-foss/glava,5,0,4.1,17,127,830,15002
ivmai/bdwgc,5,3,5,7,58,10558,41004
istoreos/istoreos,5,120,5.8,9,103,74253,444434
immortalwrt/immortalwrt,5,120,6.2,9,106,58383,233584
harfang3d/harfang3d,5,26,4,22,814,50282,330175
haptork/easyLambda,5,-1,4.4,0,62,2709,7791
hanwckf/immortalwrt-mt798x,5,120,6,9,100,77879,335660
giacomo-b/CppRobotics,5,53,4.2,130,2625,228,635
ghaerr/elks,5,0,5.3,8,26,61878,270981
ganglia/monitor-core,5,3,5.7,2,46,4733,29200
gamelinux/passivedns,5,8,4.4,13,58,353,3437
frankmorgner/vsmartcard,5,702,4.3,8,79,2726,10097
foonathan/cppast,5,61,4.6,50,490,2719,19821
f3d-app/f3d,5,0,6.2,12,236,6854,35062
eunomia-bpf/bpftime,5,4,6.6,9,282,7108,815955
ethz-asl/okvis,5,-1,4.1,11,156,10907,17356
erincatto/box2d-lite,5,88,4.1,53,572,13474,50549
emilk/loguru,5,6,5.6,7,82,563,3095
embotech/ecos,5,20,5.2,20,118,4352,11275
eclipse-ecal/ecal,5,18,6.2,92,3041,45979,126651
eBay/NuRaft,5,102,8.3,52,489,6964,24352
dev-cafe/cmake-cookbook,5,7,3.5,0,55,866,10719
deiv/driftnet,5,10,4.1,8,107,1424,4293
dblalock/bolt,5,88,3.8,17,65,66182,262286
davmac314/dinit,5,480,5.3,31,197,3833,23877
crownengine/crown,5,40,4.5,7,150,189920,1051905
cisco/libsrtp,5,51,6,21,226,8867,19163
chiteroman/PlayIntegrityFix,5,3,4,14,90,6131,36037
bytedance/Fastbot_Android,5,2,3.9,38,401,10540,33847
bepaald/signalbackup-tools,5,196,5,71,166,9737,31258
asterisk/asterisk,5,4,7.6,19,75,226277,725476
apache/nuttx,5,6,7.5,5,62,1600684,2476539
ZerBea/hcxtools,5,-1,6.1,68,265,609,19228
Tencent/ScriptX,5,42,4.7,5,291,5133,18528
Return-To-The-Roots/s25client,5,3,6,271,3169,18534,121410
QingdaoU/Judger,5,46,3.9,17,134,1604,5548
OWASP/IoTGoat,5,121,3.8,9,101,31868,187740
Martinsos/edlib,5,50,4.1,9,50,581,2009
LongSoft/UEFITool,5,383,5.4,49,488,9752,42697
Lienol/openwrt,5,120,6,9,103,60127,223173
H5GG/H5GG,5,16,3.2,7,80,30684,82714
FRRouting/frr,5,-1,5.1,2361,18088,102327,645341
FEX-Emu/FEX,5,0,6.9,0,18,18938,138101
Exiv2/exiv2,5,1029,6.9,112,1515,21206,78616
Entware/Entware,5,120,6.4,9,106,7650,48323
BlueBrain/HighFive,5,338,6.9,39,499,3120,10615
AngoraFuzzer/Angora,5,63,3.8,30,499,4884,26409
AcademySoftwareFoundation/OpenColorIO,5,4,8,365,2897,24185,189241
zhlynn/zsign,4,22,4.8,19,194,105,8078
xMasterX/all-the-plugins,4,23,4.8,2,37,211126,1342263
whoenig/libMultiRobotPlanning,4,4,4.5,2,103,968,5624
vivien/i3blocks,4,10,3.7,3,117,430,2444
uroni/urbackup_backend,4,138,5.2,273,777,196887,601725
unum-cloud/usearch,4,177,5.4,0,21,1761,8767
troldal/OpenXLSX,4,33,3.4,26,496,17957,74339
the-tcpdump-group/libpcap,4,71,6.2,44,397,28664,45635
swkBerlin/kata-bootstraps,4,7,3.6,0,1,237,2610
stephane/libmodbus,4,0,4.7,8,106,834,5451
statsite/statsite,4,53,4.9,9,410,3664,15698
simple64/simple64,4,234,4.8,79,760,30824,424225
securesocketfunneling/ssf,4,-1,3.5,4,190,2330,41982
rpp0/gr-lora,4,-1,4.8,1,34,6798,1994
rpclib/rpclib,4,81,3.3,4,84,47445,164707
quickfix/quickfix,4,858,5.5,76,1192,12897,845428
qicosmos/rest_rpc,4,0,4.6,0,36,50956,191533
pyca/pynacl,4,169,6.1,23,370,2402,45891
pezmaster31/bamtools,4,135,4.3,26,427,8308,24708
ossrs/state-threads,4,14,4.2,9,89,13043,25013
oracle/graaljs,4,203,2.9,90,696,532601,2947938
opentx/opentx,4,0,4.4,152,1816,117173,344177
opendnssec/SoftHSMv2,4,121,5.5,135,1947,21274,70147
nemequ/portable-snippets,4,3,4.2,5,245,330,6760
namazso/OpenHashTab,4,23,4.5,8,132,4104,5522
mmorise/World,4,21,5.1,0,221,2084,8353
mity/md4c,4,43,4.1,34,136,1323,7882
logrotate/logrotate,4,9,7.4,14,64,363,5160
libconfuse/libconfuse,4,-1,4.2,10,123,1719,5633
lamarrr/STX,4,0,5.8,0,9,3482,9322
jwasham/practice-cpp,4,3,3.5,0,141,13886,38093
jlblancoc/nanoflann,4,23,6,2,35,9769,24254
jjwbruijn/OpenEPaperLink,4,24,4.2,2,36,686841,4373985
jfedor2/hid-remapper,4,0,5.2,40,551,635,7231
j0r1/JRTPLIB,4,22,4.3,30,371,5329,21370
intel/pcm,4,278,6.5,88,832,4203,38470
ihhub/fheroes2,4,152,6.1,295,3092,17421,125859
hjwdzh/ManifoldPlus,4,15,3.8,11,48,158,2602
harporoeder/ebpfsnitch,4,8,3.7,1,82,52,3413
googleprojectzero/TinyInst,4,9,5.2,9,212,1714,17272
google/marl,4,0,7.1,1,54,2162,7544
fragglet/c-algorithms,4,8,4.2,1,148,4479,7194
foonathan/type_safe,4,5,5.1,2,49,2975,11817
etodd/lasercrabs,4,202,3.2,48,670,28442,207072
elalish/manifold,4,9,6.5,55,614,3354,19760
eclipse/paho.mqtt.embedded-c,4,3,5.1,2,99,1792,7622
dougbinks/enkiTS,4,7,6,3,103,1041,4295
dongjing3309/minisam,4,20,4.3,3,88,3637,22260
dfu-programmer/dfu-programmer,4,41,3.9,15,93,1286,5152
cpp-main/cpp-tbox,4,73,5.8,28,853,18859,49882
cityflow-project/CityFlow,4,92,4.6,9,148,128,5183
candle-usb/candleLight_fw,4,0,5,115,781,59995,120242
amadvance/snapraid,4,49,4,51,400,12059,43848
aliyun/ossfs,4,37,3.3,85,520,5062,19369
alibaba/tblive,4,41,2.5,10,232,160798,286986
alexa/avs-device-sdk,4,0,4.9,2,33,141576,534740
aff3ct/MIPP,4,68,5.5,32,618,3076,44491
abishekvashok/cmatrix,4,3,4.8,1,6,61,748
YosysHQ/nextpnr,4,7,6.1,7,299,57011,241731
Winderton/xplatform,4,0,4,0,6,9566,27777
RainerKuemmerle/g2o,4,0,5.4,38,591,20571,46286
Project-LemonLime/Project_LemonLime,4,1,4.2,18,322,1017,11896
PSI-Rockin/DobieStation,4,0,5.4,144,1872,17916,94983
OpenShot/libopenshot,4,-1,5.1,41,486,12513,32593
OpenArkStudio/ARK,4,16,4,9,527,16992,65261
NASA-SW-VnV/ikos,4,0,6.1,0,4,31799,108730
MasterQ32/kristall,4,30,6.2,107,1191,3441,62570
Hopson97/open-builder,4,-1,4.1,22,842,19718,107532
Haivision/srt,4,0,5.6,60,622,15669,56892
GameTechDev/MaskedOcclusionCulling,4,4,4.5,2,45,1426,4267
Forceflow/libmorton,4,4,4.5,0,6,199,2151
AngusJohnson/Clipper2,4,99,5.2,31,377,794,10498
zpl-c/librg,3,0,3.9,0,19,2937,23192
webcamoid/webcamoid,3,0,4.9,72,2429,16233,92051
unity3d-jp/NormalPainter,3,29,3,18,150,436,8959
unity3d-jp/BlendShapeBuilder,3,29,3.5,20,140,418,8331
uncrustify/uncrustify,3,0,6.2,146,682,17679,109157
uTensor/uTensor,3,11,4.8,1,90,2870,162565
topling/toplingdb,3,-1,6.8,563,7191,98580,467074
tgfrerer/island,3,0,5.3,59,754,14996,71860
tevador/RandomX,3,33,6.2,12,237,2786,12351
terralang/terra,3,22,4.1,30,315,1675,12462
tatsuhiro-t/wslay,3,8,3.9,8,83,1353,4569
taocpp/json,3,176,5.4,80,232,4812,45775
stxxl/stxxl,3,345,4.2,12,130,14613,61833
strukturag/libheif,3,213,5.2,32,543,7428,49257
strasdat/Sophus,3,-1,6,13,38,2965,10964
stephenberry/glaze,3,0,5.8,1,96,1188,27129
session-replay-tools/cetus,3,3,2.4,9,113,6584,50939
sam-astro/Z-Sharp,3,-1,4.2,4,43,482,4819
resurrecting-open-source-projects/scrot,3,-1,5,6,60,467,2253
rauc/rauc,3,1,7.9,238,843,3784,31122
rakshasa/libtorrent,3,-1,4.6,26,868,10864,34972
pistacheio/pistache,3,-1,5.5,9,286,2567,33535
pfultz2/Linq,3,0,4.1,0,1,703,3214
p4lang/behavioral-model,3,-1,6.8,38,1916,21286,85441
nbarkhina/N64Wasm,3,235,3.7,27,193,46461,512880
nasa/XPlaneConnect,3,3,2.5,4,89,5862,7709
miek/inspectrum,3,0,6,3,60,899,2793
meta-toolkit/meta,3,0,3.3,19,919,16242,43806
matus-chochlik/oglplus,3,95,4.4,12,86,75679,218508
limbo018/DREAMPlace,3,43,3.4,6,14,5559,28265
libtom/libtommath,3,153,6,30,161,3513,13413
libsndfile/libsamplerate,3,0,6.2,6,70,755,371434
libharu/libharu,3,118,5.1,30,723,3771,135185
lastpass/lastpass-cli,3,36,5.6,20,301,2160,10026
kmammou/v-hacd,3,3,5.5,4,28,996,12782
kenzok8/small-package,3,0,4.4,6,34,6878,91086
jvburnes/node9,3,46,3.4,38,347,41443,173249
juzzlin/Heimer,3,8,5.5,11,558,2912,15484
john30/ebusd,3,8,5,105,485,7881,25595
intel/isa-l,3,-1,6.5,23,160,6301,45937
httperf/httperf,3,9,5.7,14,156,2073,7638
horsicq/XAPKDetector,3,107,4.8,112,1584,242,869
google/mathfu,3,188,5.7,26,96,2782,5514
github/securitylab,3,33,6.8,4,313,5754,19081
fireice-uk/xmr-stak-cpu,3,0,5,3,108,3895,17331
farbrausch/fr_public,3,6,1.8,3,28,73026,713666
falltergeist/falltergeist,3,177,4.3,21,854,4271,45170
f4exb/sdrangel,3,121,5.1,384,5969,83340,698184
eventql/eventql,3,45,1.8,3,28,189351,734247
ebiggers/libdeflate,3,37,5.2,11,98,5522,11359
davideberly/GeometricTools,3,910,6.2,12,1195,52861,294961
craigsapp/midifile,3,8,4.3,23,361,5181,16150
coqui-ai/STT,3,42,4.5,6,145,51946,202081
commonmark/cmark,3,10,5.2,42,230,840,21076
cofyc/dnscrypt-wrapper,3,-1,4,18,113,283,5148
coder-mike/microvium,3,12,4.8,38,109,7177,22385
citp/BlockSci,3,0,3.7,226,3217,3499,22103
cilium/pwru,3,64,6.6,39,382,33104,240645
chris2511/xca,3,0,5,28,916,1721,28314
breakfastquay/rubberband,3,-1,4.8,20,243,4991,24018
boostorg/hana,3,-1,6.2,19,228,22763,59578
blechschmidt/massdns,3,16,4,7,57,221,6179
arangodb/velocypack,3,244,5.6,17,169,29610,97997
angt/glorytun,3,6,3.9,5,104,1,1608
ammarahm-ed/react-native-mmkv-storage,3,148,4,10,194,1662,11119
aizvorski/h264bitstream,3,25,5.8,34,87,932,9388
aide/aide,3,49,5.6,33,260,2193,10605
Xinyuan-LilyGO/LilyGo-LoRa-Series,3,15,5.3,12,455,84452,814442
Tencent/Tendis,3,40,2.3,169,2724,62025,333564
Tarsnap/scrypt,3,37,6.8,16,113,2859,5733
Shark-ML/Shark,3,569,3.5,11,172,37964,81273
STMicroelectronics/STM32CubeF4,3,0,5.8,20,52,750703,10328791
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,86,1.9,9,61,50802,77172
Meulengracht/MollenOS,3,6,4.6,0,5,272423,669516
MaJerle/stm32-cube-cmake-vscode,3,38,2.4,285,1236,159117,298460
Lurkki14/tuxclocker,3,-1,5,2,257,7411,8467
LuminanceHDR/LuminanceHDR,3,43,3.2,28,52,16346,67108
LLNL/zfp,3,45,4.6,7,74,3744,39808
KjellKod/g3log,3,6,6,1,75,1252,5038
JayDDee/cpuminer-opt,3,41,4.3,10,125,20448,170882
Ericsson/CodeCompass,3,4,7,0,3,3189,24463
Dwarf-Therapist/Dwarf-Therapist,3,0,4.9,99,981,6283,36575
Cisco-Talos/clamav,3,80,7.2,32,145,38277,211166
CandyConfident/HighPerformanceConcurrentServer,3,4,3.7,16,86,96,2965
Benjamin-Dobell/Heimdall,3,0,4.5,0,10,1419,7088
AndroidAdvanceWithGeektime/Chapter01,3,0,3,8,144,34983,99851
Ableton/link,3,33,6.4,2,33,4373,24998
znc/znc,2,0,6.1,112,1565,5824,41379
zetavm/zetavm,2,85,3.8,13,152,1257,7559
zehome/MLVPN,2,30,4,10,126,1055,5658
zauonlok/renderer,2,0,3.4,8,195,395,6443
yyzybb537/libgo,2,3,3.2,8,153,81110,391386
xiph/speexdsp,2,19,4.1,13,92,2552,12458
xhawk18/s_task,2,143,4.3,110,938,105501,164836
vincentlaucsb/csv-parser,2,24,4.8,0,61,4367,26784
triton-inference-server/client,2,2,6.2,2,34,9787,43672
traviscross/mtr,2,35,6.5,15,175,2476,10479
tony2001/pinba_engine,2,790,4.1,33,140,4782,27176
tatsuhiro-t/spdylay,2,54,3.5,44,488,8503,28269
szechyjs/dsd,2,0,5.5,0,15,13571,39472
sudo-project/sudo,2,179,5.5,581,1737,27999,131978
stclib/STC,2,0,5.9,2,20,3814,23516
sparsehash/sparsehash,2,801,4.7,33,141,2803,7977
smartmontools/smartmontools,2,99,6.2,103,565,10821,62528
slic3r/Slic3r,2,37,4.1,26,131,14653,106200
simsong/tcpflow,2,-1,4.3,24,272,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6,6,54,567,2674
sampsyo/llvm-pass-skeleton,2,-1,6.1,0,1,0,29
rougier/freetype-gl,2,13,4.8,7,106,22693,34877
rockdaboot/wget2,2,300,5.9,122,946,15160,44231
rikyoz/bit7z,2,87,5,0,230,3797,14216
ridiculousfish/libdivide,2,0,4.8,2,19,1013,201657
randy408/libspng,2,37,5.5,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
pinterest/rocksplicator,2,0,4.3,76,677,4748,19871
peregrine-lang/Peregrine,2,17,5.3,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.5,0,69,427,3018
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5.8,1,57,14058,38993
munt/munt,2,84,4.4,10,373,5908,31840
mpartel/bindfs,2,14,7.3,8,125,394,4261
mitsuba-renderer/drjit,2,0,5.9,55,470,2950,27734
michaelrsweet/mxml,2,4,5.7,12,99,2230,5204
mhx/dwarfs,2,17,6,5,21,3456,38369
meganz/sdk,2,0,6.1,638,7132,56411,212601
maxmind/libmaxminddb,2,10,6.2,9,82,332,5690
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
libnet/nemesis,2,12,3.9,19,90,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,5.3,8,169,2199,64551
lemire/Code-used-on-Daniel-Lemire-s-blog,2,16,3.8,5,339,23011,214065
leggedrobotics/ocs2,2,127,4.4,133,479,103781,162077
layoutBox/FlexLayout,2,0,5.8,0,3,23487,86074
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,5.2,4,108,184,3091
kcat/openal-soft,2,165,5.1,66,1099,8072,72611
json-parser/json-parser,2,2,4.9,1,6,140,1376
json-c/json-c,2,129,7,21,211,3118,9114
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,7,27,440,13295,38278
itas109/CSerialPort,2,16,4.5,8,454,1877,6474
ispc/ispc,2,31,6,4,137,10798,51660
intel/x86-simd-sort,2,-1,5.9,0,84,532,8082
input-leap/input-leap,2,0,5.4,29,922,27937,81048
inotify-tools/inotify-tools,2,6,5,12,90,1476,4608
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
hapostgres/pg_auto_failover,2,8,6.7,4,108,16442,58354
google/highway,2,-1,8,33,382,11996,90638
google/gemmlowp,2,5,6.5,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,6.2,11,77,27414,86330
gem5/gem5,2,0,5.1,7,268,298373,888250
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,20,149,39863,230915
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,5,0,17,1128,1317
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.5,15,461,101,2812
ecnerwala/cp-book,2,39,5.7,14,407,551,5714
douban/libmc,2,24,5.2,5,85,511,5943
cxong/cdogs-sdl,2,31,5.1,23,164,21813,121891
crow-translate/crow-translate,2,0,5.1,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
cossacklabs/themis,2,666,3.8,10,242,8891,39333
codelibs/libdxfrw,2,50,4.8,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,3.6,15,344,432877,1777812
cginternals/cppfs,2,16,3.5,3,115,3308,5866
brunodev85/winlator,2,20,4.9,0,19,22,556
bkryza/clang-uml,2,262,5.1,13,476,22304,106308
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
audacious-media-player/audacious,2,20,5.5,9,214,5898,34503
apache/hawq,2,0,3.8,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.1,22,474,290,14013
aklomp/base64,2,1,5.1,8,31,1070,5235
akheron/jansson,2,28,5.6,11,156,922,8437
aguinet/wannakey,2,58,3.6,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.7,3,167,8087,7167
ZJULearning/nsg,2,9,4.2,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
The-4n/4NXCI,2,0,3.7,133,941,25157,73659
Thalhammer/jwt-cpp,2,81,7.1,0,6,1645,6761
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.2,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,10,4.9,31,376,26585,126098
ReimuNotMoe/ydotool,2,1,4.3,6,12,239,908
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,28,5,0,5,2753,17565
PoseLib/PoseLib,2,63,6,2,151,3421,11576
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,3.7,59,912,119396,515981
OpenSees/OpenSees,2,1,4.6,10,30,254147,1004041
OpenRC/openrc,2,1,6.3,47,257,1785,14345
NLnetLabs/unbound,2,-1,6.7,279,2418,42271,121368
MengRao/fmtlog,2,34,4.6,1,25,94,1434
MegEngine/InferLLM,2,44,5.2,14,152,510,9291
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,34,4.1,4,277,5742,22902
Komet/MediaElch,2,0,4.5,66,1932,7797,97364
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,52782,289825
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
IronsDu/brynet,2,39,4.3,2,36,1551,24576
Icinga/icinga2,2,0,6.7,5,29,13947,95294
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,6.3,12,130,888,6310
EUA/wxHexEditor,2,78,6.1,11,171,5287,33289
CrowCpp/Crow,2,177,4.4,4,43,2564,28439
CaoWGG/TensorRT-CenterNet,2,0,3.3,14,149,9651,50851
BowenFu/matchit.cpp,2,4,3.8,0,64,261,6710
AliveToolkit/alive2,2,0,5.9,47,1007,1320,26547
AOMediaCodec/libavif,2,107,7.4,82,385,5038,34715
86Box/86Box,2,11,5.7,4,10,48070,497022
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,53,6.7,103,378,8175,19936
zlib-ng/minizip-ng,1,11,5.4,19,332,1216,14492
yse/easy_profiler,1,12,4.1,4,110,10288,36337
whoozle/android-file-transfer-linux,1,0,4.5,14,297,2549,14444
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
wfrest/wfrest,1,1,5.9,2,110,7544,27045
webmproject/libwebp,1,181,5.9,120,1344,11683,76563
vedderb/vesc_tool,1,0,5.7,14,115,20422,86237
url-kaist/patchwork-plusplus,1,0,5.4,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,36,5.8,0,131,13662,24548
tidyverse/vroom,1,20,5.8,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,5.2,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,5.8,19,248,1946,22938
sheredom/subprocess.h,1,42,4.5,39,57,821,2666
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rose-compiler/rose,1,0,4.3,0,14,284204,1100881
robotology/yarp,1,0,3,116,1415,144702,552548
robin-shaun/XTDrone,1,1,3.7,11,36,44394,162785
rigtorp/ipc-bench,1,0,4.8,5,9,204,966
reo7sp/tgbot-cpp,1,95,5.4,1,254,5365,12294
rbock/sqlpp11,1,20,7.4,2,42,12338,29909
pygobject/pycairo,1,-1,6,11,327,764,8873
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,140589,430848
omnigres/omnigres,1,464,5.6,0,1,7188,62394
nvim-telescope/telescope-fzf-native.nvim,1,20,5.3,5,38,56,1858
nih-at/libzip,1,0,6.8,35,384,5397,16797
niXman/yas,1,7,4.8,2,5,13970,31430
ngtcp2/ngtcp2,1,111,7.2,58,681,19064,66500
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.6,0,2,7129,70783
mtrojnar/osslsigncode,1,16,6.2,21,239,2271,9983
msracver/Deep-Image-Analogy,1,-1,0.6,157,1064,34262,141124
mrtazz/restclient-cpp,1,2,5.2,0,12,22715,58737
mlpack/ensmallen,1,338,8,2,25,19522,39460
microsoft/DirectStorage,1,62,6.9,7,78,11139,53069
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
maoabc/nmmp,1,37,4,28,213,13009,277434
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.2,0,91,102,697
luceneplusplus/LucenePlusPlus,1,0,5.8,186,2711,41254,207021
libnet/libnet,1,81,5.5,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
libffi/libffi,1,26,5.4,4,54,8608,39425
lemire/EWAHBoolArray,1,236,4.2,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
junhyukoh/caffe-lstm,1,0,2.2,127,949,11584,54434
jpvanoosten/LearningDirectX12,1,170,2.6,31,301,97788,347008
johang/btfs,1,1,4.5,0,32,57,969
jmcnamara/libxlsxwriter,1,772,5.9,114,883,26112,63536
jeremycw/httpserver.h,1,0,4.7,10,87,1252,5990
jart/hiptext,1,0,3.6,0,3,13886,37677
ja2-stracciatella/ja2-stracciatella,1,16,4.4,35,361,63217,334033
iputils/iputils,1,11,6,20,99,747,5963
intel/libva,1,1,6.6,21,324,11544,16941
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
hughperkins/tf-coriander,1,0,3.4,245,2711,63849,252805
hidviz/hidviz,1,0,4.2,1,51,2625,6408
happynear/caffe-windows,1,-1,2.2,192,1210,13836,70317
griddb/griddb,1,1,4.6,3,35,83646,499025
grf-labs/grf,1,50,6.1,9,122,25978,106137
google/crc32c,1,34,6.7,12,290,166,1295
google/adiantum,1,36,5.7,13,81,625,313965
fritzone/obfy,1,13,4.5,0,19,65,958
firebreath/FireBreath,1,0,3.7,3,109,17603,54287
elFarto/nvidia-vaapi-driver,1,16,6.2,7,115,6739,10992
doyubkim/fluid-engine-dev,1,21,4.9,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,5.3,2,54,5371,17324
dlundquist/sniproxy,1,7,4.3,11,177,1148,5521
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
delfrrr/delaunator-cpp,1,24,4.3,0,7,41,750
ddiakopoulos/tinyply,1,17,4.5,1,2,760,5800
dannagle/PacketSender,1,0,5.2,28,233,548,10168
csmith-project/creduce,1,0,4.6,4,40,5329,32443
creytiv/re,1,257,3.9,51,1256,9168,39059
cmu-sei/pharos,1,0,2.8,0,11,19169,74612
clab/fast_align,1,1,4.3,6,26,85,1399
cboxdoerfer/fsearch,1,0,5.1,33,735,1017,17029
c9s/r3,1,7,6.3,5,40,2366,14317
bombela/backward-cpp,1,26,7.1,0,12,831,3759
blurrypiano/littleVulkanEngine,1,45,4.1,0,69,663,4916
bk138/gromit-mpx,1,2,5.4,10,54,395,2830
billyquith/ponder,1,30,4.3,0,206,18774,57071
berndporr/iir1,1,4,4.6,0,45,1994,3518
avluis/Hentoid,1,180,4.6,120,1344,14297,92016
anthonix/ffts,1,4,4.1,6,46,2458,20848
andybarry/flight,1,0,2.4,0,3,27270,77159
alexgkendall/caffe-segnet,1,0,2.2,126,852,11390,50736
alexgkendall/caffe-posenet,1,-1,2.2,129,958,11737,55776
alecthomas/entityx,1,96,5,0,17,1786,16720
alandefreitas/matplotplusplus,1,0,4.6,24,504,11625,1050691
aksnzhy/xlearn,1,0,3.5,0,3,24813,62221
aerys/minko,1,0,2.4,0,3,314605,1118342
WaterJuice/WjCryptLib,1,47,3.6,0,66,1774,4361
Ubpa/USRefl,1,0,4.4,0,30,168,3120
