repo, bugs, ossf score, complex functions, total functions
Bitcoin-ABC/bitcoin-abc,13,6.2,60,289
Bionus/imgbrd-grabber,13,5.1,249,2371
wangyu-/UDPspeeder,12,6.6,19,217
treefrogframework/treefrog-framework,12,5,42,345
toitlang/toit,12,5.3,451,3773
sourcey/libsourcey,12,5,186,1940
seemoo-lab/owl,12,5.2,9,143
rurban/smhasher,12,5.1,11,422
pmem/pmdk,12,6.8,14,163
openthread/openthread,12,8.6,214,1508
nomacs/nomacs,12,6.7,44,1647
microsoft/mimalloc,12,7.4,6,273
martinus/nanobench,12,6.9,0,14
lz4/lz4,12,7.3,43,369
lbryio/lbrycrd,12,5.6,35,154
facebook/yoga,12,6.7,43,807
erwincoumans/tiny-differentiable-simulator,12,4.8,27,299
cxasm/notepad--,12,6.2,321,2901
boostorg/beast,12,6.5,69,973
XRPLF/rippled,12,8.1,30,108
Tencent/xLua,12,4.5,32,1483
Roblox/luau,12,7,627,4623
RavenProject/Ravencoin,12,5.8,53,237
PortAudio/portaudio,12,7.2,68,428
AntiMicroX/antimicrox,12,5.5,88,1194
znc/znc,11,6.6,113,1563
zcash/zcash,11,5.9,80,849
vergecurrency/verge,11,5.4,63,269
taglib/taglib,11,5.1,31,605
sylefeb/Silice,11,5.9,126,3447
standardese/standardese,11,4.4,75,1071
rpng/open_vins,11,6.2,58,354
osandov/drgn,11,6,107,1178
nextcloud/desktop,11,8,316,2826
microsoft/snmalloc,11,8.1,7,103
microsoft/ShaderConductor,11,6.4,1649,17914
metacall/core,11,4.7,23,702
lucasb-eyer/pydensecrf,11,6.3,4,10
kripken/BananaBread,11,5.5,14,74
kingToolbox/WindTerm,11,5.2,785,4405
jonas/tig,11,5.9,50,642
idealvin/coost,11,6,31,387
ggerganov/imtui,11,4.4,118,788
duncanthrax/scream,11,4.3,4,15
dogecoin/dogecoin,11,6.8,53,746
avast/retdec,11,5.7,125,3654
Sapd/HeadsetControl,11,6.7,3,71
PDAL/PDAL,11,6,75,1700
HardySimpson/zlog,11,7.3,16,169
Haivision/srt,11,6.2,59,619
FASTSHIFT/X-TRACK,11,5.1,191,1346
ElementsProject/elements,11,8.9,84,886
BitFunnel/NativeJIT,11,6.2,18,227
AprilRobotics/apriltag,11,6.4,28,243
yshui/picom,10,7.1,107,477
rsyslog/rsyslog,10,7.1,382,1688
owntone/owntone-server,10,6.3,86,2310
mrc-ide/covid-sim,10,7.5,47,184
minetest/minetest,10,6.5,10,494
memononen/nanosvg,10,7.3,13,117
litehtml/litehtml,10,6.6,100,909
libsndfile/libsndfile,10,9.2,76,1090
letscontrolit/ESPEasy,10,6.4,12,58
kuba--/zip,10,6.4,20,76
kkos/oniguruma,10,5.1,100,594
ggerganov/ggwave,10,6,99,793
ceres-solver/ceres-solver,10,6.1,248,1983
atomvm/AtomVM,10,7.2,18,341
andlabs/libui,10,5.8,0,274
WasmEdge/WasmEdge,10,7.1,56,1280
Tencent/sluaunreal,10,6.3,15,742
SuperTux/supertux,10,5.9,106,2814
Provenance-Emu/Provenance,10,4.6,133,853
KwaiAppTeam/KOOM,10,5.2,7,367
KikoPlayProject/KikoPlay,10,6.1,112,2206
Genivia/ugrep,10,6,101,286
Cockatrice/Cockatrice,10,6.1,36,1285
BrunoLevy/learn-fpga,10,6.5,60,534
Bareflank/hypervisor,10,5.2,2,47
zhaojh329/rtty,9,4.6,18,95
zenustech/zeno,9,5.4,10,225
wangyu-/tinyfecVPN,9,6.6,11,109
taviso/ctypes.sh,9,5.6,22,269
sqlitebrowser/sqlitebrowser,9,5.4,99,1557
skvadrik/re2c,9,5.2,61,426
shadowsocks/simple-obfs,9,6.1,31,245
schwabe/ics-openvpn,9,4.2,24,107
oatpp/oatpp,9,7.5,41,632
nuttyartist/notes,9,6.3,40,514
nmathewson/libevent_obsolete,9,6.4,350,1395
msteinbeck/tinyspline,9,5,39,581
madMAx43v3r/chia-plotter,9,5.4,119,1566
lfos/calcurse,9,5.2,64,558
leela-zero/leela-zero,9,4.6,20,221
hzqst/VmwareHardenedLoader,9,6.3,72,929
gsliepen/tinc,9,5.8,101,786
google/zopfli,9,7.3,47,319
dariomanesku/cmftStudio,9,6.2,1,4
capstone-engine/capstone,9,5.7,72,954
beark/ftl,9,6.3,0,72
badaix/snapcast,9,5.7,20,324
arvidn/libtorrent,9,6.7,210,2266
ariya/phantomjs,9,5.2,16,304
VirusTotal/yara,9,5.6,95,678
LeelaChessZero/lc0,9,7.7,42,409
xiph/rnnoise,8,6.4,6,45
wqking/eventpp,8,6.3,1,93
wangyu-/udp2raw,8,6.3,24,292
tinyproxy/tinyproxy,8,5.5,12,185
stevemk14ebr/PolyHook_2_0,8,6.8,139,784
pmacct/pmacct,8,6.1,249,2393
openucx/ucx,8,7.3,662,3501
open-quantum-safe/liboqs,8,7.5,153,5585
neurobin/shc,8,6.6,2,15
miniupnp/miniupnp,8,6.6,42,192
meyerd/n2n,8,6.1,13,137
memcached/memcached,8,6.3,117,579
lightvector/KataGo,8,6.5,166,1187
intel/linux-sgx,8,8.2,126,992
fmtlib/fmt,8,7.2,8,428
flameshot-org/flameshot,8,6.3,16,883
dgiese/dustcloud,8,5.8,20,192
aws/aws-iot-device-sdk-embedded-C,8,6.5,282,1743
apple/swift-corelibs-libdispatch,8,8.6,34,516
VowpalWabbit/vowpal_wabbit,8,4.1,145,1616
Studio3T/robomongo,8,5.5,247,1453
OpenEtherCATsociety/SOEM,8,5.7,36,143
JSBSim-Team/jsbsim,8,6.2,88,1192
CloverHackyColor/CloverBootloader,8,4.8,24,268
7thSamurai/steganography,8,6.2,17,149
yahoojapan/NGT,7,7.3,22,210
winscp/winscp,7,7.6,29,613
twitter/vireo,7,7.4,16,286
tezc/sc,7,5.7,52,650
savoirfairelinux/opendht,7,5.8,113,1001
rapiz1/DungeonRush,7,4.6,10,126
protocolbuffers/upb,7,7.2,13,455
osmc/osmc,7,6.4,30,201
mortbopet/Ripes,7,5.5,15,670
libuv/libuv,7,7.3,110,1024
libharu/libharu,7,5.6,30,722
libfive/libfive,7,7.2,27,306
kpu/kenlm,7,6.9,18,487
irungentoo/toxcore,7,6.3,47,763
hyperrealm/libconfig,7,4.6,4,127
hpjansson/chafa,7,7.2,86,889
h2o/h2o,7,7.3,92,424
google/brotli,7,8.1,32,298
gbdev/rgbds,7,4.3,60,420
fetlang/fetlang,7,5.1,9,128
eranpeer/FakeIt,7,5.7,4,199
equalsraf/neovim-qt,7,5.5,30,501
dealii/dealii,7,8.5,816,5968
boost-ext/di,7,3.8,3,479
babelouest/ulfius,7,6.7,41,225
asmuth/clip,7,6.4,9,456
alibaba/ilogtail,7,5.8,180,1162
ValveSoftware/GameNetworkingSockets,7,5.9,123,713
PCSX2/pcsx2,7,6.3,17,135
KDE/latte-dock,7,7.2,59,1728
EliasOenal/multimon-ng,7,4.9,43,147
Awesome-HarmonyOS/HarmonyOS,7,6.1,138,1088
AcademySoftwareFoundation/openvdb,7,7.7,17,284
wasm3/wasm3,6,4.3,107,1044
vstakhov/libucl,6,7.4,60,241
tidalcycles/Tidal,6,5.8,6,345
scarsty/kys-cpp,6,6.6,39,559
phusion/passenger,6,5.9,54,353
percona/percona-xtrabackup,6,7.2,18,138
percona/percona-server,6,7.2,18,225
ninja-build/ninja,6,6.5,27,598
mysql/mysql-server,6,4.7,18,138
microsoft/winget-cli,6,7.1,97,436
microsoft/AirSim,6,5.3,28,530
meganz/sdk,6,7.5,494,5780
meganz/MEGAcmd,6,7.6,350,3588
madler/zlib,6,6.3,29,209
lief-project/LIEF,6,5,60,2152
libssh2/libssh2,6,7,88,448
libexpat/libexpat,6,8.4,27,296
lexborisov/myhtml,6,6.4,43,607
jonasmr/microprofile,6,4.7,14,170
ggerganov/whisper.cpp,6,5.9,33,236
ggerganov/llama.cpp,6,5.4,33,206
TheAlgorithms/C-Plus-Plus,6,6.8,17,996
Tessil/robin-map,6,5.4,0,3
Tencent/mars,6,6.1,227,1335
RainerKuemmerle/g2o,6,5.5,39,580
KDE/krita,6,6.8,1,3
KDE/heaptrack,6,5.9,0,3
ArthurSonzogni/Diagon,6,5.5,50,971
zrax/pycdc,5,5.3,11,60
stenzek/duckstation,5,5,4,78
solodon4/Mach7,5,5,4,45
richgel999/miniz,5,5.3,26,137
peng-zhihui/A-Eye,5,4.7,105,1575
openwrt/openwrt,5,6.8,9,106
lede-project/source,5,6.3,9,106
lava/matplotlib-cpp,5,6.4,0,15
jmpews/Dobby,5,5.2,14,90
jedisct1/libsodium,5,6.3,23,408
jarro2783/cxxopts,5,6.7,2,5
jarcode-foss/glava,5,6.2,17,127
ivmai/bdwgc,5,6.8,7,57
immortalwrt/immortalwrt,5,7.3,9,106
google/highway,5,9.2,15,217
google/draco,5,6.7,36,367
gnuradio/gnuradio,5,7.3,114,1979
gamelinux/passivedns,5,6.3,13,58
foonathan/cppast,5,6.7,50,490
facebook/hhvm,5,5.7,123,892
ethz-asl/okvis,5,6.1,11,156
eclipse/mosquitto,5,5.4,200,745
dev-cafe/cmake-cookbook,5,6.8,0,55
dblalock/bolt,5,6,17,65
crownengine/crown,5,4.4,7,150
cisco/libsrtp,5,7,21,226
bingoogolapple/BGAQRCode-Android,5,4.7,2,6
asterisk/asterisk,5,7.3,19,75
assimp/assimp,5,7.6,96,988
ammarahm-ed/react-native-mmkv-storage,5,6,8,182
ZLMediaKit/ZLToolKit,5,6.3,7,364
OpenRCT2/OpenRCT2,5,6.7,645,6847
NASA-SW-VnV/ikos,5,7,0,4
LongSoft/UEFITool,5,5.5,49,486
Lienol/openwrt,5,7.4,9,100
KDE/ghostwriter,5,4.4,49,329
FEX-Emu/FEX,5,7.5,0,55
Entware/Entware,5,6.4,9,104
CodingGay/BlackDex,5,5.2,12,85
AngoraFuzzer/Angora,5,6.5,30,499
AcademySoftwareFoundation/OpenColorIO,5,8.4,363,2828
zhlynn/zsign,4,6.7,19,193
xiph/LPCNet,4,6.4,15,93
vivien/i3blocks,4,6,3,117
troldal/OpenXLSX,4,5.9,26,498
tizonia/tizonia-openmax-il,4,6.3,56,389
stephane/libmodbus,4,5.3,8,106
statsite/statsite,4,6.8,9,410
sogou/workflow,4,6.7,38,1224
simd-everywhere/simde,4,5.4,1241,23930
securesocketfunneling/ssf,4,5.5,4,190
rpclib/rpclib,4,5.7,4,84
qt-creator/qt-creator,4,5.3,8,118
qicosmos/rest_rpc,4,5.8,0,36
pyca/pynacl,4,7,23,370
oracle/graaljs,4,6.1,72,561
opentx/opentx,4,5.2,152,1816
mozilla/DeepSpeech,4,4.6,6,145
mmorise/World,4,6.9,0,221
mikke89/RmlUi,4,6.2,81,1099
microsoft/verona,4,7.5,1,114
microsoft/napajs,4,7.1,0,66
logrotate/logrotate,4,7.4,14,64
libusb/libusb,4,6.4,13,199
kgabis/parson,4,5.5,4,108
jpmens/jo,4,5.9,9,66
jlblancoc/nanoflann,4,7.3,1,34
intel/pcm,4,6.8,82,782
ihhub/fheroes2,4,5.1,255,2833
google/marl,4,8.7,1,54
ggreer/the_silver_searcher,4,7.2,18,72
fragglet/c-algorithms,4,6,1,148
foonathan/type_safe,4,5.5,2,49
emilk/loguru,4,7.4,1,26
eclipse/paho.mqtt.embedded-c,4,5.9,2,99
dougbinks/enkiTS,4,6.3,3,103
coqui-ai/STT,4,5.8,6,145
chris2511/xca,4,4.6,29,918
blechschmidt/massdns,4,6.8,6,57
amadvance/snapraid,4,4.6,51,400
alexa/avs-device-sdk,4,6.9,2,33
albertlauncher/albert,4,7,7,264
abishekvashok/cmatrix,4,7.2,1,6
YosysHQ/nextpnr,4,6.3,7,299
XiaoMi/mace,4,2.9,26,380
ValveSoftware/openvr,4,5.4,16,575
RPCS3/rpcs3,4,6.1,12,191
Almamu/linux-wallpaperengine,4,6.3,7,162
zpl-c/librg,3,4.9,0,19
weolar/miniblink49,3,4.8,0,9
vroland/epdiy,3,6.1,4,342
uncrustify/uncrustify,3,7.5,144,678
uTensor/uTensor,3,7.1,1,90
transmission/transmission,3,5.7,99,1737
the-tcpdump-group/libpcap,3,7.4,40,387
tevador/RandomX,3,6.7,12,236
strasdat/Sophus,3,6.2,13,38
session-replay-tools/cetus,3,5,9,113
rakshasa/libtorrent,3,6.8,26,868
pistacheio/pistache,3,5.6,11,273
obsproject/obs-studio,3,6.4,15,217
nghttp2/nghttp2,3,6.8,111,1532
netblue30/firejail,3,8,136,788
mobile-shell/mosh,3,6.6,24,287
miek/inspectrum,3,5.5,2,60
medooze/media-server,3,7.5,8,45
lastpass/lastpass-cli,3,6,20,301
kmammou/v-hacd,3,6.7,4,28
jacktrip/jacktrip,3,7.9,28,375
httperf/httperf,3,7.2,14,156
hluk/CopyQ,3,6.2,73,1861
grame-cncm/faust,3,4.4,2,62
google/mathfu,3,7,26,96
google/liquidfun,3,6.4,17,341
github/securitylab,3,8.1,4,313
fireice-uk/xmr-stak-cpu,3,6.6,3,108
farbrausch/fr_public,3,4.6,3,28
f4exb/sdrangel,3,6.1,349,5489
eventql/eventql,3,4.2,3,28
dmlc/xgboost,3,7.9,29,692
darktable-org/darktable,3,6.8,739,5270
commonmark/cmark,3,6.6,42,230
citp/BlockSci,3,6.5,226,3245
chriskohlhoff/asio,3,5.9,5,379
boostorg/hana,3,7.3,19,227
aria2/aria2,3,4.7,6,36
Tencent/Tendis,3,2.4,169,2724
Slackadays/Clipboard,3,5.8,5,158
SFML/SFML,3,5.7,18,506
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,4.7,8,61
KjellKod/g3log,3,6.4,1,53
DanielChappuis/reactphysics3d,3,5.4,22,320
Cocos-BCX/cocos-mainnet,3,6.1,34,85
Cisco-Talos/clamav,3,7.6,32,145
Benjamin-Dobell/Heimdall,3,5,0,10
zauonlok/renderer,2,4,8,195
yyzybb537/libgo,2,6,8,153
yedf2/handy,2,6.4,13,127
xmrig/xmrig,2,7.7,49,125
xbmc/xbmc,2,7.5,4,53
tsl0922/ttyd,2,4.6,3,45
trojan-gfw/trojan,2,7.1,8,134
traviscross/mtr,2,7.4,15,176
sparsehash/sparsehash,2,5.4,33,141
slic3r/Slic3r,2,6.2,26,131
skywind3000/kcp,2,7.5,5,30
simsong/tcpflow,2,4.3,24,272
seetafaceengine/SeetaFace2,2,6.5,27,348
schweikert/fping,2,5.4,6,54
rougier/freetype-gl,2,5.9,7,106
ridiculousfish/libdivide,2,6.7,2,19
pybind/pybind11,2,7.5,7,268
plasma-umass/Mesh,2,4.7,2,70
peregrine-lang/Peregrine,2,6.3,27,337
nokiatech/heif,2,6.4,43,1412
nickgillian/grt,2,6.9,0,3
mutouyun/cpp-ipc,2,6,1,46
mhx/dwarfs,2,6.8,5,22
marian-nmt/marian,2,4.8,31,136
libcheck/check,2,5.1,17,439
layoutBox/FlexLayout,2,6.3,0,3
laurentkneip/opengv,2,7,8,147
kimwalisch/primesieve,2,5,13,144
json-parser/json-parser,2,5.8,1,6
json-c/json-c,2,8.2,18,195
input-leap/input-leap,2,5.8,29,926
inotify-tools/inotify-tools,2,5,13,87
haywire/haywire,2,5,25,144
haikarainen/light,2,6.4,1,53
google/leveldb,2,8.2,27,637
google/gemmlowp,2,7.6,2,72
gnif/LookingGlass,2,6,176,589
fukuchi/libqrencode,2,5,9,166
fholger/openvr_fsr,2,3.2,24,645
emmericp/ixy,2,6.7,6,60
emcrisostomo/fswatch,2,4.4,1,79
embree/embree,2,6.4,18,295
drogonframework/drogon,2,7.1,89,883
crow-translate/crow-translate,2,5.5,6,287
cjdelisle/cjdns,2,6,37,323
cisco-system-traffic-generator/trex-core,2,5.9,15,344
chenshuo/muduo,2,6.7,10,720
banach-space/llvm-tutor,2,5.6,0,3
andrewrk/libsoundio,2,7.2,10,128
akheron/jansson,2,5.8,11,156
aguinet/wannakey,2,5.9,0,12
adnanaziz/EPIJudge,2,4.8,9,468
a2o/snoopy,2,3.6,3,165
ScanNet/ScanNet,2,5.8,2,23
ReimuNotMoe/ydotool,2,5.8,6,12
RaftLib/RaftLib,2,5.3,3,167
PyMesh/PyMesh,2,4.4,0,3
PaddlePaddle/FastDeploy,2,4.7,59,912
OpenRC/openrc,2,7.2,46,256
OpenHD/OpenHD,2,5.7,8,418
NLnetLabs/unbound,2,7.1,274,2390
LuxCoreRender/LuxCore,2,6.7,11,201
LukasBanana/LLGL,2,5.8,13,997
Kobzol/hardware-effects,2,5.9,0,34
JakubVojvoda/design-patterns-cpp,2,6.2,0,24
IronsDu/brynet,2,5.4,2,36
Icinga/icinga2,2,7.5,5,29
HKUST-Aerial-Robotics/VINS-Mobile,2,6,142,1293
Ableton/link,2,6.7,2,33
86Box/86Box,2,6.7,4,10
0x90/wifi-arsenal,2,4.8,5,79
zyantific/zydis,1,7.2,102,374
zlib-ng/minizip-ng,1,5.8,18,327
zeux/meshoptimizer,1,5.4,17,137
yuesong-feng/30dayMakeCppServer,1,6.1,0,124
yse/easy_profiler,1,5.9,4,110
whoozle/android-file-transfer-linux,1,4.9,14,297
webmproject/libwebp,1,7.4,119,1308
unity3d-jp/MeshSync,1,6.9,3,89
twitter/twemproxy,1,5.3,98,546
twitter/ios-twitter-image-pipeline,1,5.9,119,1300
thewtex/tmux-mem-cpu-load,1,7,1,9
tgraf/bmon,1,6,18,212
tfhe/tfhe,1,6.5,0,211
taocpp/PEGTL,1,5.9,19,246
strukturag/libheif,1,5.6,28,427
sheredom/subprocess.h,1,5.4,39,57
rbock/sqlpp11,1,8.3,2,22
open-mpi/ompi,1,7.4,20,91
msracver/Deep-Image-Analogy,1,3.4,157,1064
mrtazz/restclient-cpp,1,7,0,12
monero-project/monero,1,7.7,2,34
microsoft/GSL,1,8,0,13
maharmstone/quibble,1,6.8,84,485
lzfse/lzfse,1,7.3,8,46
libffi/libffi,1,5.8,4,54
kcat/openal-soft,1,5.5,79,890
johang/btfs,1,6.4,0,32
jmcnamara/libxlsxwriter,1,6.4,117,881
jeremycw/httpserver.h,1,6,10,87
happynear/caffe-windows,1,4.5,192,1210
griddb/griddb,1,5.4,3,35
grf-labs/grf,1,7.3,9,122
googleprojectzero/TinyInst,1,5.4,4,118
facebook/rocksdb,1,8.7,600,6899
doyubkim/fluid-engine-dev,1,5,63,1538
docopt/docopt.cpp,1,7,2,23
dmlc/dmlc-core,1,6,2,54
dlundquist/sniproxy,1,6.3,11,177
dannagle/PacketSender,1,5.6,28,233
cutelyst/cutelyst,1,5.9,55,651
csmith-project/creduce,1,6.2,4,40
cockpit-project/cockpit,1,6.2,115,1273
cmu-sei/pharos,1,5.8,0,11
cboxdoerfer/fsearch,1,5.6,26,729
bombela/backward-cpp,1,7.8,0,5
andybarry/flight,1,5.2,0,3
alibaba/weex,1,5,16,334
alexgkendall/caffe-segnet,1,4.7,126,847
alecthomas/entityx,1,5.7,0,17
aksnzhy/xlearn,1,5.5,0,3
aerys/minko,1,5.2,0,3
Tencent/Hippy,1,5.9,234,976
Tencent/GameAISDK,1,4.3,12,243
TartanLlama/expected,1,6.7,1,2
SergiusTheBest/plog,1,6.4,3,40
MultiMC/Launcher,1,7.1,14,109
MhLiao/TextBoxes_plusplus,1,4.4,256,1342
MKXJun/DirectX11-With-Windows-SDK,1,5.1,87,935
Luwx/Lightly,1,6.5,42,373
LemonOSProject/LemonOS,1,4.8,18,258
KDAB/GammaRay,1,7.6,0,5
Hopson97/MineCraft-One-Week-Challenge,1,7.6,3,125
CobaltFusion/DebugViewPP,1,3.9,4,299
CLIUtils/CLI11,1,6.5,0,56
CE-Programming/CEmu,1,5.6,2,17
BVLC/caffe,1,5.4,163,1070
AshampooSystems/boden,1,4.9,9,250
AsPJT/DungeonTemplateLibrary,1,6.3,0,10
ArthurSonzogni/FTXUI,1,5.8,3,380
zeux/volk,0,6.5,0,7
zeux/pugixml,0,6.3,30,430
zerotier/ZeroTierOne,0,5.5,2,190
zeromq/cppzmq,0,6,0,4
zealdocs/zeal,0,5.6,6,213
zddhub/opensse,0,6.1,1,33
zbackup/zbackup,0,6,1,31
yugabyte/yugabyte-db,0,5.6,2,166
yuanming-hu/taichi_mpm,0,5.6,3,37
yitter/IdGenerator,0,6.3,1,10
yandex/odyssey,0,5.2,2,166
xemu-project/xemu,0,4.8,10,91
wolfSSL/wolfssl,0,8.2,297,1636
wjakob/nanobind,0,6.2,13,238
wisdompeak/LeetCode,0,7.2,0,2
wilix-team/iohook,0,4.2,4,76
webcamoid/webcamoid,0,6.2,159,4343
wazuh/wazuh,0,5.3,20,338
wang-xinyu/tensorrtx,0,7,1,145
vgough/encfs,0,7.3,5,111
vector-of-bool/pitchfork,0,5.6,0,1
userver-framework/userver,0,6.2,0,1
upx/upx,0,5.2,131,831
unetbootin/unetbootin,0,2.3,12,80
uber/h3,0,6.3,70,343
tronkko/dirent,0,6.4,11,29
trilinos/Trilinos,0,7.8,8,158
tomahawk-player/tomahawk,0,4.8,0,26
tjko/jpegoptim,0,6.2,0,24
tio/tio,0,7.4,19,67
tiny-dnn/tiny-dnn,0,7,4,176
timescale/timescaledb,0,5.9,16,1597
thestk/stk,0,6.8,11,50
thestk/rtmidi,0,7.5,1,74
thestk/rtaudio,0,7.7,11,64
swoole/swoole-src,0,6.8,14,281
ssloy/tinyrenderer,0,6.5,2,14
ssloy/tinyraytracer,0,5.7,0,7
srdja/Collections-C,0,7.1,5,255
spring/spring,0,7,6,78
sony/flutter-embedded-linux,0,6.3,0,2
sonosaurus/sonobus,0,5.5,11,365
sogou/srpc,0,7.3,13,180
sickill/stderred,0,6.5,0,20
shekyan/slowhttptest,0,6.3,5,36
sharkdp/dbg-macro,0,7.1,0,1
sharebrained/portapack-hackrf,0,5.7,25,716
sgan81/apfs-fuse,0,7.6,27,273
serge-sans-paille/frozen,0,6.1,1,4
seetaface/SeetaFaceEngine,0,5.9,4,57
scummvm/scummvm,0,7.3,8,104
scottbez1/splitflap,0,4.3,2,25
ryanhaining/cppitertools,0,7.4,0,36
rtbkit/rtbkit,0,6,4,78
rspamd/rspamd,0,7.2,10,101
rogersce/cnpy,0,6.4,0,12
rizonesoft/Notepad3,0,6.9,10,105
rizinorg/cutter,0,7,19,1012
rime/librime,0,5.6,0,2
rigtorp/MPMCQueue,0,4.9,1,9
reactos/reactos,0,4.4,3,61
raspberrypi/pico-sdk,0,6.4,41,478
qicosmos/cinatra,0,6.4,3,121
qemu/qemu,0,6.2,11,127
prusa3d/Prusa-Firmware,0,6.7,11,766
protobuf-c/protobuf-c,0,4.8,55,566
project-chip/connectedhomeip,0,5.8,3,14
pothosware/SoapySDR,0,5.8,6,277
pond3r/ggpo,0,6.7,7,95
polybar/polybar,0,6.1,9,657
plibither8/2048.cpp,0,5.8,0,68
pikasTech/PikaPython,0,3.1,15,122
philipl/pifs,0,6.2,0,36
peng-zhihui/ElectronBot,0,5.6,0,9
p12tic/libsimdpp,0,6.8,5,32
oxen-io/lokinet,0,8.4,0,4
otya128/winevdm,0,7.4,213,1434
open62541/open62541,0,6,83,924
open-source-parsers/jsoncpp,0,7.2,13,286
nmslib/hnswlib,0,7.3,7,34
ngtcp2/ngtcp2,0,6.8,60,700
ngs-lang/ngs,0,5.3,16,197
ncbi/sra-tools,0,6.1,1,6
nasa/fprime,0,6.5,0,1
nanopb/nanopb,0,6.5,24,188
mkj/dropbear,0,6.3,77,751
mit-dci/opencbdc-tx,0,6.3,14,869
microsoft/xlang,0,7.2,7,143
microsoft/wslg,0,7.8,1,19
microsoft/rDSN,0,5.7,168,701
microsoft/pict,0,5.9,22,169
microsoft/msquic,0,7.8,127,685
microsoft/cppwinrt,0,7.2,1,7
microsoft/LightGBM,0,7.2,38,440
mgbellemare/Arcade-Learning-Environment,0,5.4,18,631
matyhtf/phpx,0,4.3,0,55
marcj/TypeRunner,0,6.2,7,202
mandreyel/mio,0,7,1,3
magma/magma,0,5.2,0,3
lvgl/lvgl,0,5.9,184,1336
lsalzman/enet,0,7.5,14,85
lpereira/lwan,0,6.1,37,624
log4cplus/log4cplus,0,6.6,11,306
linyacool/WebServer,0,5.9,4,69
limine-bootloader/limine,0,5.5,1,2
lifting-bits/remill,0,6.3,0,5
libvirt/libvirt,0,7.6,1343,13043
libusb/hidapi,0,6.2,0,3
libgeos/geos,0,5.8,21,2509
leethomason/tinyxml2,0,6.1,6,128
kokkos/kokkos,0,7.4,8,155
kokke/tiny-AES-c,0,5.3,0,12
kimci86/bkcrack,0,5.7,5,49
kiibohd/controller,0,4.3,1,72
khizmax/libcds,0,6.4,2,43
juce-framework/JUCE,0,5.1,6,185
jklmnn/imagejs,0,6.2,1,6
jgarff/rpi_ws281x,0,8.1,4,39
jerryscript-project/iotjs,0,7.3,6,159
jedisct1/minisign,0,6.3,1,41
jbeder/yaml-cpp,0,8.4,4,224
ispc/ispc,0,6.5,3,85
inspircd/inspircd,0,5.4,54,1408
includeos/IncludeOS,0,5.9,0,24
ibireme/yyjson,0,5.9,20,84
i3/i3lock,0,5.8,7,41
hydradatabase/hydra,0,5.6,19,83
huihut/interview,0,5.9,0,4
htop-dev/htop,0,6.5,37,455
hosseinmoein/DataFrame,0,7.4,2,25
heavyai/heavydb,0,4.8,10,74
hanickadot/compile-time-regular-expressions,0,5.5,0,5
gulrak/filesystem,0,6,0,18
gsass1/NTop,0,6,3,50
greatscottgadgets/hackrf,0,6.1,7,376
googleprojectzero/winafl,0,6,38,151
google/snappy,0,8,10,214
google/skia,0,7.4,0,1
google/oboe,0,6.7,8,394
google/double-conversion,0,7.8,5,99
google/cpu_features,0,7.9,0,45
godotengine/godot-cpp,0,7.8,6,164
gflags/gflags,0,7,6,76
gem5/gem5,0,6.4,6,237
gaoxiang12/slambook2,0,6.6,0,4
gaoxiang12/slambook,0,5.8,0,9
gabime/spdlog,0,6.8,5,385
froghui/yolanda,0,6,7,132
flybywiresim/a32nx,0,5.7,52,512
flashlight/wav2letter,0,6.7,1,10
file/file,0,7.3,52,279
fholger/vrperfkit,0,4.6,7,354
fastos/fastsocket,0,6.2,0,36
facebookresearch/faiss,0,7.7,0,125
facebookincubator/spectrum,0,7,11,306
facebookincubator/gloo,0,8.4,13,140
facebookexperimental/libunifex,0,6.6,4,69
ethz-adrl/control-toolbox,0,5.3,0,22
espressif/esp-idf,0,6,0,1
espressif/ESP8266_RTOS_SDK,0,3.6,0,6
ericniebler/range-v3,0,6.4,4,316
eranif/codelite,0,5.5,3,185
emoon/minifb,0,7.9,2,87
emilybache/GildedRose-Refactoring-Kata,0,4.5,3,4
emil-e/rapidcheck,0,7.7,0,72
dresden-elektronik/deconz-rest-plugin,0,6.1,0,8
dpayne/cli-visualizer,0,6.7,3,65
dosbox-staging/dosbox-staging,0,6.5,272,3417
dolphin-emu/dolphin,0,7.8,15,85
dokan-dev/dokany,0,6.7,4,110
dmlc/decord,0,4.9,3,169
dji-sdk/Onboard-SDK,0,5.6,33,644
diasurgical/devilutionX,0,5.8,384,3811
davidrmiller/biosim4,0,5.3,12,83
crosire/blink,0,6.6,4,24
cpputest/cpputest,0,6.8,4,471
cossacklabs/themis,0,4.3,16,283
contour-terminal/contour,0,6.5,0,1
cocos2d/cocos2d-x,0,4.4,0,5
cocos/cocos-engine,0,4.7,13,401
cnr-isti-vclab/vcglib,0,5.7,0,3
clab/dynet,0,4.5,0,327
civetweb/civetweb,0,6.1,0,3
cinit/WSAPatch,0,6.5,0,8
chrisant996/clink,0,5.6,2,5
catchorg/Catch2,0,7,5,385
catboost/catboost,0,5.3,0,4
carla-simulator/carla,0,7.6,0,5
caozhiyi/CppNet,0,6.2,19,305
bytedance/bhook,0,6.9,19,186
butor/blackbird,0,6.6,1,106
bulletphysics/bullet3,0,5.6,0,34
bryanpkc/corkscrew,0,6.8,1,3
borglab/gtsam,0,6.5,34,225
bootchk/resynthesizer,0,7,0,10
