repo, scan-build-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
slic3r/Slic3r,2,37,4.2,26,131,14653,106200
simsong/tcpflow,2,-1,4.3,24,272,5114,18485
seetafaceengine/SeetaFace2,2,36,4.7,27,348,1335,18887
schweikert/fping,2,2,6.3,6,54,567,2695
sampsyo/llvm-pass-skeleton,2,0,4.3,0,1,0,29
rougier/freetype-gl,2,15,6.1,8,109,22723,34997
rockdaboot/wget2,2,300,5.9,122,946,15162,44311
rikyoz/bit7z,2,90,5,0,231,3805,14222
ridiculousfish/libdivide,2,0,5.5,2,19,1013,201657
randy408/libspng,2,37,5.8,13,141,347,7910
plasma-umass/Mesh,2,6,4.6,2,70,1526,8158
peregrine-lang/Peregrine,2,17,5.3,27,337,807,15934
pdewacht/brlaser,2,84,4,3,110,273,1333
palacaze/sigslot,2,2,4.3,0,69,427,3018
nokiatech/heif,2,554,4.3,43,1412,10450,38527
nickgillian/grt,2,94,5.3,0,3,54085,137769
mutouyun/cpp-ipc,2,4,5.6,1,57,14058,38993
munt/munt,2,84,3.5,10,373,5908,31840
mtrojnar/osslsigncode,2,16,6.4,18,259,2404,10410
mitsuba-renderer/drjit,2,0,5.8,55,470,2950,27735
michaelrsweet/mxml,2,4,6,12,99,2230,5204
mhx/dwarfs,2,32,6.1,7,39,6126,64167
maxmind/libmaxminddb,2,10,6.2,10,82,332,5704
lionsoul2014/friso,2,3,4.3,8,130,2124,4181
libnet/nemesis,2,12,3.8,19,90,834,7178
libcheck/check,2,11,4.4,17,439,2421,11850
lemire/FastPFor,2,-1,6.9,8,169,2207,65280
layoutBox/FlexLayout,2,0,6.1,0,3,23188,85007
laurentkneip/opengv,2,-1,5.5,8,147,9271,45813
kgabis/parson,2,8,4.7,4,108,184,3091
json-parser/json-parser,2,2,4.9,1,6,140,1376
jessek/hashdeep,2,32,3.8,8,137,2316,8933
jacktrip/jacktrip,2,-1,7,27,443,13339,38341
itas109/CSerialPort,2,14,5.6,10,466,1878,6732
iputils/iputils,2,11,6,20,99,746,5972
intel/x86-simd-sort,2,-1,6,0,84,549,9079
input-leap/input-leap,2,0,5.5,30,927,27936,81128
inotify-tools/inotify-tools,2,6,4.6,12,90,1476,4608
horsicq/XAPKDetector,2,20,4.8,115,1599,242,869
hjwdzh/QuadriFlow,2,67,3.9,12,62,28234,75636
haywire/haywire,2,1,2.4,25,144,886,5333
google/highway,2,-1,9.2,33,403,12703,94792
google/gemmlowp,2,5,6.4,2,72,7497,123126
goldsborough/ipc-bench,2,2,4.3,0,93,1051,2733
giaf/hpipm,2,0,6.2,11,77,27717,87233
gaoxiang12/ORB-YGZ-SLAM,2,2,4.1,2,38,9765,36667
gan74/Yave,2,0,6.2,20,149,39863,230957
fukuchi/libqrencode,2,38,4.2,9,166,1708,11780
fritzone/obfy,2,13,4.5,0,19,65,958
fholger/openvr_fsr,2,2,2.7,24,645,23697,123605
fabianishere/brainfuck,2,8,4.6,3,17,618,1019
ethz-adrl/ifopt,2,1,4.8,0,17,1128,1317
emqx/qmqtt,2,0,4.9,0,3,21383,62631
emilybache/GildedRose-Refactoring-Kata,2,42,4.9,15,461,101,2812
ecnerwala/cp-book,2,39,6.2,14,407,564,5805
douban/libmc,2,24,5.1,5,87,517,6082
cxong/cdogs-sdl,2,31,5,23,164,21833,122457
crow-translate/crow-translate,2,0,5.2,6,283,1850,7756
crigler/dtach,2,5,4.1,5,17,221,1174
codelibs/libdxfrw,2,50,4.8,30,294,2097,79722
cisco-system-traffic-generator/trex-core,2,325,3.6,15,344,432877,1777814
cginternals/cppfs,2,16,3.5,3,115,3308,5866
berry-lang/berry,2,-1,6.3,25,722,3733,18275
benoitsteiner/tensorflow-opencl,2,0,3.4,403,4626,124808,578065
babelouest/ulfius,2,1,6,4,54,4206,22576
audacious-media-player/audacious,2,20,5.7,9,214,5898,34563
apache/hawq,2,0,3.8,0,3,369965,1002298
andrewrk/libsoundio,2,0,5.7,10,128,1109,12014
albertodemichelis/squirrel,2,417,4.5,22,474,290,14019
aguinet/wannakey,2,58,3.6,0,12,25643,199788
adnanaziz/EPIJudge,2,-1,4.1,9,468,7174,31362
a2o/snoopy,2,39,3.4,3,167,8087,7167
ZLMediaKit/ZLToolKit,2,57,6,6,374,3576,13722
ZJULearning/nsg,2,9,4.6,5,26,95,1415
Yubico/yubico-pam,2,2,4.3,8,23,436,2888
The-4n/4NXCI,2,0,3.7,133,941,25157,73659
Thalhammer/jwt-cpp,2,81,7.2,0,7,2006,7492
StarEngine/engine,2,16,4.4,17,340,15266,72186
SmartKeyerror/reading-source-code-of-leveldb-1.23,2,60,3.6,26,649,26108,82359
SciresM/hactool,2,0,4.1,133,941,26173,83135
ScanNet/ScanNet,2,-1,2.5,2,23,19576,120418
Rezonality/zep,2,10,3.8,31,376,26585,126098
ReimuNotMoe/ydotool,2,1,4.3,6,12,239,908
PyMesh/PyMesh,2,0,2,0,3,38251,151163
ProAlgos/ProAlgos-Cpp,2,28,5,0,5,2753,17565
PoseLib/PoseLib,2,64,6.2,2,152,3422,11627
PetteriAimonen/libfixmath,2,1,5.2,14,74,370,15323
PaddlePaddle/FastDeploy,2,53,3.8,59,912,119396,515981
OpenSees/OpenSees,2,1,4.7,10,30,253674,1005918
OpenRC/openrc,2,1,6.2,47,257,1785,14345
NLnetLabs/unbound,2,-1,6.7,279,2419,42291,121497
MengRao/fmtlog,2,34,5.2,1,25,94,1434
MegEngine/InferLLM,2,44,4.6,14,152,510,9291
LuxCoreRender/LuxCore,2,20,3.3,11,201,116647,503198
Livox-SDK/Livox-SDK,2,33,4.1,4,277,5742,22902
Komet/MediaElch,2,0,4.5,66,1936,7736,97414
Kobzol/hardware-effects,2,1,3.7,0,34,16,897
KDE/kdevelop,2,4,6.2,4,31,52865,290236
JakubVojvoda/design-patterns-cpp,2,1,4.1,0,24,731,1567
Jackarain/avplayer,2,-1,2.3,138,1534,47513,145916
IronsDu/brynet,2,39,4.4,2,36,1551,24576
Icinga/icinga2,2,0,6.8,5,29,13964,96026
HKUST-Aerial-Robotics/VINS-Mobile,2,-1,3.8,142,1293,69969,199777
FreeOpcUa/freeopcua,2,98,4.5,10,373,48363,198293
FFMS/ffms2,2,-1,5.3,12,130,888,6310
EUA/wxHexEditor,2,78,4.6,11,171,5287,33289
CrowCpp/Crow,2,177,5.9,4,43,2561,28472
AliveToolkit/alive2,2,0,5.9,48,1012,1333,26788
AOMediaCodec/libavif,2,103,7.5,83,390,5197,35734
0x90/wifi-arsenal,2,7,1.9,5,79,10649,24217
zyantific/zydis,1,55,6.7,104,384,8209,20254
zlib-ng/minizip-ng,1,11,5.3,19,332,1222,14537
yse/easy_profiler,1,12,4.1,4,110,10288,36337
whoozle/android-file-transfer-linux,1,0,4.9,14,297,2549,14458
wgtdkp/wgtcc,1,5,4.2,14,277,903,12077
webmproject/libwebp,1,181,4.9,120,1344,11752,82897
url-kaist/patchwork-plusplus,1,0,4.5,3,15,63,841
twitter/ios-twitter-image-pipeline,1,15,4.1,119,1300,14806,71046
ttlappalainen/NMEA2000,1,36,5.5,0,130,13901,24596
tidyverse/vroom,1,20,5.6,1,5,6163,44317
thewtex/tmux-mem-cpu-load,1,7,6,2,11,598,1432
tgraf/bmon,1,2,4.2,18,212,1144,6837
tfhe/tfhe,1,25,4.6,0,211,3777,12651
tcbrindle/raytracer.hpp,1,6,4.1,0,1,220,1247
taocpp/PEGTL,1,27,4.6,19,248,1946,22938
sheredom/subprocess.h,1,1,4.9,41,98,861,3173
shellphy/jack-compiler,1,3,3.5,4,64,69,2784
rigtorp/ipc-bench,1,0,4.6,5,9,204,966
reo7sp/tgbot-cpp,1,95,5.4,1,254,5365,12294
rbock/sqlpp11,1,20,7.4,2,42,12342,29945
pygobject/pycairo,1,-1,5,11,327,764,8873
psifidotos/applet-window-appmenu,1,0,4.3,5,108,634,2507
prideout/heman,1,41,4.1,11,145,2446,13685
patrikhuber/superviseddescent,1,0,4.1,0,3,27119,64591
open-mpi/ompi,1,8,6.9,20,91,140738,431339
nvim-telescope/telescope-fzf-native.nvim,1,20,4.9,5,38,56,1858
niXman/yas,1,7,4.3,2,5,13970,31430
ngtcp2/ngtcp2,1,107,7.2,57,685,19233,67183
nemequ/munit,1,-1,4.2,6,39,391,2161
ndless-nspire/Ndless,1,8,3.6,0,2,7129,70783
msracver/Deep-Image-Analogy,1,-1,0.6,157,1064,34262,141124
mlpack/ensmallen,1,338,8,2,25,19522,39460
microsoft/DirectStorage,1,62,6.9,7,78,11139,53069
meganz/sdk,1,0,6.1,323,3600,56688,214686
matt-42/iod,1,2,4.6,2,24,440,5341
mapcrafter/mapcrafter,1,71,5.2,20,459,6299,19820
lzfse/lzfse,1,18,5.9,8,46,1387,3383
lucianodato/noise-repellent,1,-1,4.2,0,91,102,697
luceneplusplus/LucenePlusPlus,1,0,5.8,186,2711,41254,207021
libnet/libnet,1,81,4.5,10,178,8711,19532
libimobiledevice/ifuse,1,0,3.9,3,23,39,753
lemire/EWAHBoolArray,1,236,4.2,4,62,774,5259
kongaskristjan/fire-hpp,1,4,4.4,0,21,231,1820
junhyukoh/caffe-lstm,1,0,2.2,127,949,11584,54434
jpvanoosten/LearningDirectX12,1,166,2.6,31,301,97788,347008
johang/btfs,1,1,4.6,0,32,57,973
jmpews/Dobby,1,1,5.4,8,41,1727,17759
jeremycw/httpserver.h,1,0,4.7,10,87,1252,5990
jbehley/point_labeler,1,50,5.3,10,182,879,6160
jart/hiptext,1,0,3.6,0,3,13886,37677
jarro2783/cxxopts,1,8,5.8,2,5,1225,17112
ja2-stracciatella/ja2-stracciatella,1,16,4.4,35,361,63219,334038
intel/libva,1,1,6.6,21,324,11576,16987
inkooboo/thread-pool-cpp,1,4,4.4,1,19,191,959
hidviz/hidviz,1,0,4.2,1,51,2625,6408
happynear/caffe-windows,1,-1,2.2,192,1210,13836,70317
google/crc32c,1,34,6.7,12,290,166,1295
gmarcais/Jellyfish,1,176,4.4,6,183,10421,35406
firebreath/FireBreath,1,0,3.7,3,109,17603,54287
file/file,1,113,4.5,52,282,2762,17825
elFarto/nvidia-vaapi-driver,1,16,5.9,7,115,6762,11008
doyubkim/fluid-engine-dev,1,21,5.2,63,1538,20470,97641
docopt/docopt.cpp,1,10,5.4,2,23,168,1502
dmlc/dmlc-core,1,19,5.3,2,54,5371,17324
derekmolloy/exploringBB,1,1,2.5,0,68,7377,28481
delfrrr/delaunator-cpp,1,24,4.3,0,7,41,750
ddiakopoulos/tinyply,1,17,4.5,1,2,760,5800
dannagle/PacketSender,1,0,5.1,28,235,559,10317
csmith-project/creduce,1,0,4.7,4,40,5329,32478
creytiv/re,1,263,3.9,51,1256,9168,39059
cmu-sei/pharos,1,0,3.3,0,11,19169,74613
clab/fast_align,1,1,4.3,6,26,85,1399
cboxdoerfer/fsearch,1,0,5.3,33,735,1017,17029
brofield/simpleini,1,0,5.3,0,4,1474,3591
bombela/backward-cpp,1,26,7.3,0,12,831,3759
blurrypiano/littleVulkanEngine,1,45,4.1,0,69,663,4916
bk138/gromit-mpx,1,2,4.8,10,54,395,2830
berndporr/iir1,1,4,4.5,0,45,1994,3518
avluis/Hentoid,1,180,4.6,120,1344,14297,92016
anthonix/ffts,1,4,4.1,6,46,2458,20848
andybarry/flight,1,0,2.4,0,3,27270,77159
alexgkendall/caffe-segnet,1,0,2.2,126,852,11390,50736
alexgkendall/caffe-posenet,1,-1,2.2,129,958,11737,55776
alecthomas/entityx,1,96,5,0,17,1786,16720
alandefreitas/matplotplusplus,1,0,4.3,24,504,11625,1050691
aksnzhy/xlearn,1,0,3.5,0,3,24813,62221
WaterJuice/WjCryptLib,1,47,3.6,0,66,1774,4361
Ubpa/USRefl,1,0,4.4,0,30,168,3120
Tencent/Taitank,1,266,4.6,229,945,9911,33303
Tencent/GameAISDK,1,-1,1.2,12,243,419874,2055241
TartanLlama/expected,1,3,4.6,1,2,112,3504
StanfordPL/stoke,1,0,3.7,0,3,50702,126318
SergiusTheBest/plog,1,0,6,3,40,1142,13872
RaftLib/RaftLib,1,5,5,3,167,7294,15604
REGoth-project/REGoth,1,3,4.2,3,8,11934,36541
OpenHD/OpenHD,1,21,5.2,3,281,4202,18296
Neargye/hello_tf_c_api,1,0,5.8,0,33,1424,14967
Naios/function2,1,1,4.8,6,67,415,2472
MhLiao/TextBoxes_plusplus,1,-1,1.6,256,1342,14173,76114
MegEngine/MegCC,1,3,3.9,12,100,8094,121590
MKXJun/DirectX11-With-Windows-SDK,1,188,4.3,87,935,119368,386559
MIT-SPARK/TEASER-plusplus,1,97,4.8,21,106,2049,5457
Luwx/Lightly,1,0,4.6,42,373,5969,15168
LemonOSProject/LemonOS,1,0,3.9,18,258,3056,42526
LeechanX/Easy-Reactor,1,4,4.1,9,53,155,3074
LSPosed/LSPlant,1,0,6,15,174,393,5580
LMP88959/NTSC-CRT,1,11,4.2,4,16,831,3721
KDAB/GammaRay,1,26,6.6,0,5,17958,103893
Hopson97/MineCraft-One-Week-Challenge,1,12,5,3,125,12068,47076
F8LEFT/FUPK3,1,0,3,26,588,53943,141879
AsPJT/DungeonTemplateLibrary,1,40,4.3,0,10,5731,17901
AirGuanZ/Atrc,1,11,3.5,0,19,13364,87207
AcademySoftwareFoundation/xstudio,1,6,6.2,9,53,13301,131266
834810071/muduo_study,1,0,3.8,14,544,2017,11220
3cky/mbusd,1,7,5.5,3,45,1095,2769
zm0612/eskf-gps-imu-fusion,0,4,4.6,2,33,1277,2071
zhihu/cuBERT,0,0,3.7,2,46,1632,7266
zherczeg/sljit,0,875,6.4,50,161,5782,51725
zeux/volk,0,0,5.8,0,11,124,5179
zeux/pugixml,0,24,6.3,30,433,2056,23713
zeromq/cppzmq,0,0,5.1,0,4,364,5967
zddhub/opensse,0,2,3.8,1,33,2274,7438
zbackup/zbackup,0,23,4.4,1,31,1021,7438
zaps166/QMPlay2,0,0,5.2,1,5,8331,76951
zakirullin/tiny-compiler,0,3,4.5,0,15,4,510
yuanming-hu/taichi_mpm,0,0,3.6,3,37,2621,16968
yuandaimaahao/AndroidFrameworkTutorial,0,0,3.6,0,2,172,1878
yitter/IdGenerator,0,2,5,1,10,307,1668
yhirose/cpp-peglib,0,9,4.8,3,107,511,8218
yasio/yasio,0,22,5.1,1,5,8847,78004
yaml/libyaml,0,54,4.5,66,202,3200,10529
xioTechnologies/Fusion,0,0,5.8,1,14,536,1659
xindongzhang/MNN-APPLICATIONS,0,1,1.9,5,167,47366,206355
xiaoweime/WProtect,0,-1,1.8,60,1043,29591,222049
wjakob/nanobind,0,0,6,19,270,1653,13543
wilix-team/iohook,0,8,3.8,4,76,1751,8244
wecooperate/iMonitor,0,0,4.8,0,40,1181,8985
webcamoid/akvcam,0,0,4.8,6,164,876,6953
wangzhaode/mnn-llm,0,0,4.8,4,161,4845,26941
vmatare/thinkfan,0,90,4.7,4,116,3571,4390
vimpunk/mio,0,2,5,1,3,1068,2206
vector-of-bool/pitchfork,0,0,3.2,0,1,669,5380
urbste/MultiCol-SLAM,0,2,3.4,8,153,58054,142267
unetbootin/unetbootin,0,0,2.3,12,80,376,6252
ulfjack/ryu,0,68,5.4,9,112,11829,386381
ttttupup/wxhelper,0,0,3.2,5,14,3413,19104
trilinos/Trilinos,0,26,6.4,8,168,1457004,4170236
trailofbits/pe-parse,0,22,4.8,24,113,612,5632
tpoisonooo/how-to-optimize-gemm,0,0,4.3,7,61,6594,120033
tplgy/cppcodec,0,155,5,1,7,1142,2482
tomtom-international/cpp-dependencies,0,0,5.7,15,103,248,2675
tkestack/vcuda-controller,0,4,3.9,18,301,2515,8741
tjko/jpegoptim,0,1,5.5,0,24,541,2313
tizonia/tizonia-openmax-il,0,34,3.9,4,93,35903,135243
tio/tio,0,3,6.3,21,71,830,3579
tinycthread/tinycthread,0,10,3.7,2,38,386,1489
thestk/stk,0,3,4.6,10,50,12403,38195
thestk/rtaudio,0,0,5.6,11,64,3989,15462
thekvs/cpp-serializers,0,0,3.9,1,21,135,2294
theinvisible/openfortigui,0,0,4.5,0,13,863,6208
tearshark/librf,0,0,4.9,0,54,1258,9519
taglib/taglib,0,19,5.7,33,704,17996,37578
swwwolf/wdbgark,0,4,3.3,5,110,5467,67678
swoole/phpx,0,3,4.2,0,55,637,5300
svenstaro/rofi-calc,0,1,6,1,16,72,448
streetpea/chiaki4deck,0,0,5,2,48,1274,32743
srdja/Collections-C,0,12,5.5,5,295,5799,15851
spring/spring,0,10,4.4,6,78,104983,422319
sophgo/tpu-mlir,0,0,3.3,0,7,24027,168580
sony/v8eval,0,0,4.4,0,4,31,304
sony/flutter-embedded-linux,0,36,4.7,0,2,7607,28653
sonosaurus/sonobus,0,0,3.5,11,365,276270,1310002
softwareQinc/qpp,0,0,5.1,0,3,36775,87218
sofa-framework/sofa,0,11,6,8,348,180483,547455
soarqin/finalhe,0,152,4.4,17,122,79748,301578
skystrife/cpptoml,0,0,4.8,0,6,432,2993
skiselkov/BetterPushbackC,0,-1,3.6,63,213,1590,8466
simdutf/simdutf,0,0,5.3,16,512,10159,65412
sheredom/utf8.h,0,6,5.6,160,320,524,3933
shekyan/slowhttptest,0,5,5.9,5,36,1084,1794
sharkdp/dbg-macro,0,3,5.7,0,1,51,1242
sgan81/apfs-fuse,0,128,4.4,27,273,1128,14351
serizba/cppflow,0,0,4.8,0,3,4209,14785
serge1/ELFIO,0,9,4.3,0,8,1632,8057
serge-sans-paille/frozen,0,1,5.2,1,5,1619,19770
seanbaxter/shaders,0,0,3.8,0,32,11707,50907
scummvm/scummvm,0,8,6.6,11,110,780643,3990103
sciplot/sciplot,0,8,4.6,0,2,4082,18524
sbarex/QLMarkdown,0,113,3.5,52,279,105684,733366
samhocevar/rinetd,0,8,3.7,3,82,463,3091
s-yata/marisa-trie,0,194,3.8,8,136,1386,21691
ryanhaining/cppitertools,0,0,6.2,0,36,307,10928
rtbkit/rtbkit,0,4,3.9,4,78,45847,243665
rspamd/rspamd,0,10,6.4,10,101,56273,300930
rordenlab/dcm2niix,0,0,5.7,49,251,5122,28655
rogersce/cnpy,0,21,4.5,0,12,57,483
rlguy/FantasyMapGenerator,0,60,4.3,14,291,1335,18420
rigtorp/SPSCQueue,0,1,4.2,2,19,80,605
rigtorp/MPMCQueue,0,4,4.3,1,9,64,393
richkmeli/Richkware,0,0,4.1,0,30,434,2474
rhasspy/piper,0,0,4.4,3,14,11780,31917
raspberrypi/pico-sdk,0,38,4.9,41,487,44739,65648
rapid7/mettle,0,0,5.5,1,6,3826,21829
quora/qmf,0,0,4.8,2,287,8408,21332
qicosmos/cinatra,0,0,5.8,46,647,44688,139458
prusa3d/Prusa-Firmware,0,76,4.8,11,766,20985,96208
prikhi/lightdm-mini-greeter,0,-1,3.6,0,31,196,1079
preshing/turf,0,154,4.2,6,266,2285,8243
preshing/cpp11-on-multicore,0,1,4.1,1,21,288,1501
precice/precice,0,-1,5.8,0,4,14161,91012
pq-crystals/kyber,0,46,5.3,0,213,1551,7322
pothosware/SoapySDR,0,1,4.6,6,277,4015,6134
pond3r/ggpo,0,1,5,7,95,1653,4942
polycube-network/polycube,0,2,3.8,0,32,42105,152479
pnedev/comparePlus,0,0,3.4,0,9,1974,17741
pmed/v8pp,0,9,5.2,0,8,240,5339
ploopyco/headphones,0,2,3.7,1,5,1600,2684
plibither8/2048.cpp,0,0,5,0,68,75,2846
pfultz2/Linq,0,0,4.1,0,1,703,3214
pboettch/json-schema-validator,0,95,6.4,11,71,403,4249
p12tic/libsimdpp,0,0,5,5,32,9947,60010
p-ranav/structopt,0,0,4.3,30,54,1308,12482
owntone/owntone-server,0,3,5.2,0,394,9436,85273
owent/libcopp,0,0,4.5,0,32,2953,21117
overmighty/i-use-arch-btw,0,7,4.1,0,57,237,1705
otya128/winevdm,0,0,6.2,213,1436,51225,373255
openswoole/ext-openswoole,0,2,5.3,9,195,10583,93801
openstf/ios-minicap,0,0,2.5,0,14,8,464
openhpc/ohpc,0,0,5.2,3,26,36388,218835
oneapi-src/oneDPL,0,0,7.8,0,4,21336,113983
olliw42/storm32bgc,0,0,4.3,20,652,97344,314695
no5ix/realtime-server,0,2,4.4,1,10,7963,47792
no1msd/mstch,0,-1,4.1,1,15,0,1429
nmslib/hnswlib,0,0,6.6,10,41,457,4809
ngtcp2/nghttp3,0,209,7,29,355,6693,20617
ngs-lang/ngs,0,7,3.4,16,197,647,7719
nfrechette/rtm,0,17,5.7,52,225,12892,27457
networkit/networkit,0,19,6.9,93,1432,20449,71102
netcan/asyncio,0,1,4.7,0,5,158,2150
nemtrif/utfcpp,0,0,5.9,1,28,229,1766
ncbi/sra-tools,0,0,4.9,3,81,262731,746654
n64dev/cen64,0,0,5.2,45,424,5233,26689
mysql/mysql-workbench,0,1,5.8,0,10,114818,652444
mysql/mysql-connector-cpp,0,136,6.2,17,122,119690,388982
muluoleiguo/interview,0,6,3.8,13,36,580,3915
moli232777144/mtcnn_ncnn,0,0,2.6,0,12,32805,56984
mohabouje/WinToast,0,0,4.8,7,43,72,1707
mkj/dropbear,0,-1,5.8,77,754,26986,97041
mit-dci/opencbdc-tx,0,0,5.5,27,1561,7423,41079
mintomic/mintomic,0,5,4.2,0,70,315,2208
microsoft/xlang,0,0,6,7,143,2870,57340
microsoft/tensorflow-directml,0,0,3.5,2,56,290826,1412782
microsoft/pict,0,35,5.6,22,170,2043,7575
microsoft/etl2pcapng,0,0,5.2,1,13,108,1214
microsoft/cppwinrt,0,0,6.7,1,7,4054,61635
microsoft/DirectX-Headers,0,17,7.1,6,51,3147,49348
memgraph/memgraph,0,0,6.2,0,2,27126,164163
melak47/BorderlessWindow,0,0,4.8,0,9,22,227
meganz/mingw-std-threads,0,0,5.5,0,5,341,3134
mchalupa/dg,0,123,4.5,17,549,5822,55874
mattiasflodin/reckless,0,34,4.3,5,66,1809,6270
matinlotfali/KDE-Rounded-Corners,0,-1,5.1,0,14,117,538
mariusbancila/stduuid,0,3,4.5,0,1,1248,15748
mapequation/infomap,0,-1,3.2,24,188,1583,10471
mailru/icqdesktop.deprecated,0,0,2.4,0,2,7162,274779
madmann91/bvh,0,4,4.6,2,26,157,2389
machinezone/IXWebSocket,0,30,6.8,7,134,5632,37941
luoyesiqiu/dpt-shell,0,0,4.1,19,182,2332,11999
lsalzman/enet,0,25,4.5,14,85,462,4859
lovyan03/LovyanGFX,0,0,6.5,0,7,321798,1249291
limine-bootloader/limine,0,0,5.2,1,4,692,17494
libusb/hidapi,0,0,5.8,0,3,1925,7841
librsync/librsync,0,19,4.3,10,118,2736,4960
libdriver/w25qxx,0,9,5.6,34,132,236507,281649
libdriver/ssd1306,0,1,5.3,5,112,127729,151168
libass/libass,0,77,5.9,40,343,4395,18143
leomccormack/Spatial_Audio_Framework,0,0,4.8,39,402,26928,121648
leo-arch/clifm,0,162,5.1,173,1291,8897,57701
lemire/fast_double_parser,0,32,5.7,0,18,251,1638
leetonidas/demovfuscator,0,0,4.6,8,85,160,3566
leanprover-community/lean,0,0,4.1,165,4475,17247,121893
lcompilers/lpython,0,0,6.6,40,622,7331,93138
kvasir-io/Kvasir,0,0,4.3,1,4,538817,2011384
ku1ik/stderred,0,0,5,0,20,8,883
kosma/minmea,0,30,4.5,2,19,171,1923
kokke/tiny-AES-c,0,1,4.5,0,12,150,678
klonyyy/STMViewer,0,0,4.3,3,30,72558,169105
kimci86/bkcrack,0,0,5.2,6,54,402,2535
kigster/cmake-project-template,0,1,4.5,0,4,13,125
khizmax/libcds,0,1,3.8,2,43,41452,142547
kevinlin311tw/caffe-cvprw15,0,2,2.3,5,120,10468,42717
kcat/openal-soft,0,170,5,64,1091,8118,72448
juj/RectangleBinPack,0,13,4.6,2,50,597,2077
jscheiny/Streams,0,0,4.3,0,27,16,4804
joboccara/pipes,0,0,4.7,0,9,1038,16934
jklmnn/imagejs,0,16,4.1,1,6,77,395
jk-jeon/dragonbox,0,78,5.4,40,208,2071,10730
jianboqi/CSF,0,0,4.5,3,24,871,14923
jgarff/rpi_ws281x,0,3,5.5,4,39,744,2583
jedisct1/minisign,0,8,5.7,1,41,0,1469
jedisct1/libhydrogen,0,0,6,5,13,72,3438
ivmai/libatomic_ops,0,1,5,0,53,3698,19898
itay-grudev/SingleApplication,0,0,5.9,5,92,704,1109
intel/thermal_daemon,0,39,6.2,32,347,2954,16091
intel/libipt,0,8,5.4,18,486,10011,40198
imbs-hl/ranger,0,127,4.9,19,185,1836,8962
imageworks/pystring,0,1,4.7,6,68,514,1924
i3/i3status,0,3,4.7,16,74,703,5229
i3/i3lock,0,-1,5,7,44,391,1921
hydradatabase/hydra,0,0,6.5,19,83,12418,21014
hse-project/hse,0,-1,5,0,11,22738,140329
hosseinmoein/DataFrame,0,0,7.3,2,25,8170,44487
hjk41/Remmy,0,11,4.1,0,2,337,2279
heavyai/heavydb,0,22,3.1,10,74,160085,751499
hanickadot/compile-time-regular-expressions,0,0,5.2,0,5,1693,98139
gvinciguerra/PGM-index,0,13,4.2,0,37,4125,28339
gulrak/filesystem,0,117,4.9,0,18,1660,22012
gsliepen/tinc,0,0,5.7,73,565,4576,32642
gsass1/NTop,0,0,4.1,3,50,198,1952
gromacs/gromacs,0,84,5.2,6,210,267506,703244
graeme-hill/crossguid,0,0,5,1,4,87,592
googleprojectzero/winafl,0,12,5.7,38,151,2436,13192
google/oboe,0,0,6.1,8,412,21324,55770
google/libprotobuf-mutator,0,0,6.5,4,64,530,2908
google/double-conversion,0,24,7.8,5,99,3068,322757
google/cpu_features,0,13,6.2,0,45,1758,8789
google/cld3,0,0,5.6,6,120,3671,68255
gongluck/AnalysisAVP,0,4,3.4,8,115,503,3688
gonetz/GLideN64,0,2,4,24,142,36110,164595
godotengine/godot-cpp,0,0,7.8,7,185,5622,20805
gnuradio/volk,0,0,6.8,8,63,8877,37921
gflags/gflags,0,3,5.5,6,76,1319,3954
getml/reflect-cpp,0,117,5.4,24,125,5346,32083
gboisse/gfx,0,0,5.4,0,2,1236,18648
gbevin/SendMIDI,0,0,3.8,6,185,36858,110989
gansm/finalcut,0,127,5.4,0,1864,18617,94795
fsaintjacques/disruptor--,0,-1,3.8,0,7,565,1170
froghui/yolanda,0,0,3.9,7,132,292,4048
fpagliughi/sockpp,0,4,5.9,0,38,5750,3678
floooh/pacman.c,0,2,4.6,5,75,5446,28561
fholger/vrperfkit,0,1,2.2,7,354,3132,10067
fastos/fastsocket,0,10,4.1,0,36,1946901,8829834
fairygui/FairyGUI-cocos2dx,0,0,4.1,49,741,371,27184
facontidavide/PlotJuggler,0,65,5.4,7,323,47239,185042
facebookresearch/Replica-Dataset,0,0,5.1,10,28,119,1546
facebookincubator/spectrum,0,0,5.3,11,306,6485,28979
facebookincubator/gloo,0,232,9.2,14,171,5535,21592
facebookexperimental/libunifex,0,0,7,7,110,7039,36738
facebook/ThreatExchange,0,29,5.4,4,72,11211,100219
etlegacy/etlegacy,0,0,6.3,939,7831,104966,377615
ethz-adrl/control-toolbox,0,25,4.6,0,22,18450,314542
ethereum/evmone,0,0,6.2,8,77,2274,20564
espressif/ESP8266_RTOS_SDK,0,0,3.6,0,6,76553,294443
eranif/codelite,0,19,3.6,3,185,150406,639841
enkore/j4-dmenu-desktop,0,0,4.8,1,6,269,2376
emqx/neuron,0,0,6.2,2,11,4407,36002
emoon/minifb,0,3,5.2,2,87,520,5624
emmericp/ixy,0,-1,5,6,60,932,5305
emil-e/rapidcheck,0,17,6.4,0,72,1218,20492
eliaskosunen/scnlib,0,0,5.6,21,800,5428,39286
electron/rcedit,0,0,7.2,1,4,46,1127
electro-smith/DaisySP,0,26,6.1,1,100,2340,7231
edouarda/brigand,0,0,5.2,0,3,794,8444
e-dant/watcher,0,0,5.3,5,19,1098,3689
