repo, bugs, ossf score, complex functions, total functions
lastpass/lastpass-cli,3,9.3,20,301
kmammou/v-hacd,3,10,4,28
httperf/httperf,3,10,14,156
grame-cncm/faust,3,6.7,2,62
google/liquidfun,3,10,17,341
github/securitylab,3,9.3,4,313
fireice-uk/xmr-stak-cpu,3,10,3,108
farbrausch/fr_public,3,10,3,28
f4exb/sdrangel,3,6.7,349,5489
eventql/eventql,3,9,3,28
equalsraf/neovim-qt,3,4.9,4,71
dmlc/xgboost,3,8.7,29,667
cutelyst/cutelyst,3,6.4,55,647
commonmark/cmark,3,7,42,230
citp/BlockSci,3,10,226,3245
chriskohlhoff/asio,3,6.4,5,379
boostorg/hana,3,10,19,227
assimp/assimp,3,7.3,93,969
aria2/aria2,3,6,6,36
SFML/SFML,3,6,18,508
RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,3,10,8,61
KjellKod/g3log,3,6.4,1,52
DanielChappuis/reactphysics3d,3,6,22,320
Cocos-BCX/cocos-mainnet,3,9.3,34,85
Cisco-Talos/clamav,3,6,32,145
Benjamin-Dobell/Heimdall,3,6,0,10
xmrig/xmrig,2,10,49,125
xbmc/xbmc,2,9.3,4,53
tsl0922/ttyd,2,5.3,3,45
traviscross/mtr,2,10,15,176
mhx/dwarfs,2,10,5,22
libcheck/check,2,6,17,439
layoutBox/FlexLayout,2,6.5,0,3
laurentkneip/opengv,2,10,8,147
kimwalisch/primesieve,2,6.4,13,144
json-parser/json-parser,2,6,1,6
json-c/json-c,2,10,18,195
jacktrip/jacktrip,2,3.7,22,344
input-leap/input-leap,2,6,29,926
inotify-tools/inotify-tools,2,5.3,13,87
haywire/haywire,2,10,25,144
haikarainen/light,2,10,1,53
google/leveldb,2,9.8,27,637
google/gemmlowp,2,10,2,72
fukuchi/libqrencode,2,6,9,166
fholger/openvr_fsr,2,6,24,645
emmericp/ixy,2,10,6,60
emcrisostomo/fswatch,2,6,1,79
embree/embree,2,7.5,14,269
drogonframework/drogon,2,6,82,832
cjdelisle/cjdns,2,7,37,323
cisco-system-traffic-generator/trex-core,2,10,15,344
chenshuo/muduo,2,10,10,720
banach-space/llvm-tutor,2,6,0,3
andrewrk/libsoundio,2,10,10,128
akheron/jansson,2,6,11,156
aguinet/wannakey,2,10,0,12
adnanaziz/EPIJudge,2,6.4,9,468
a2o/snoopy,2,0.4,3,165
ScanNet/ScanNet,2,9,2,23
ReimuNotMoe/ydotool,2,6,6,12
RaftLib/RaftLib,2,6,3,167
PyMesh/PyMesh,2,8,0,3
OpenRC/openrc,2,6,46,256
OpenHD/OpenHD,2,6,8,417
NLnetLabs/unbound,2,7,274,2390
LukasBanana/LLGL,2,6.4,13,997
Kobzol/hardware-effects,2,9.2,0,34
JakubVojvoda/design-patterns-cpp,2,10,0,24
IronsDu/brynet,2,6,2,36
Icinga/icinga2,2,6,5,29
HKUST-Aerial-Robotics/VINS-Mobile,2,10,142,1293
Ableton/link,2,10,2,33
86Box/86Box,2,7,4,10
0x90/wifi-arsenal,2,10,5,79
whoozle/android-file-transfer-linux,1,7,14,297
webmproject/libwebp,1,10,119,1308
universal-ctags/ctags,1,4.9,6,65
unity3d-jp/MeshSync,1,10,3,89
twitter/twemproxy,1,6,98,546
twitter/ios-twitter-image-pipeline,1,10,119,1300
thewtex/tmux-mem-cpu-load,1,7,1,9
tgraf/bmon,1,10,18,212
tfhe/tfhe,1,10,0,211
taocpp/PEGTL,1,4.9,19,245
strukturag/libheif,1,7,28,427
microsoft/GSL,1,6,0,13
maharmstone/quibble,1,10,84,484
lzfse/lzfse,1,10,8,46
libffi/libffi,1,6,4,54
kcat/openal-soft,1,6,79,891
johang/btfs,1,10,0,32
jmcnamara/libxlsxwriter,1,6,117,881
jeremycw/httpserver.h,1,6.4,10,87
griddb/griddb,1,6.7,3,35
grf-labs/grf,1,10,9,122
googleprojectzero/TinyInst,1,6.4,4,118
doyubkim/fluid-engine-dev,1,5.8,63,1538
docopt/docopt.cpp,1,10,2,23
dmlc/dmlc-core,1,6.7,2,54
dlundquist/sniproxy,1,10,11,177
dannagle/PacketSender,1,6.4,28,233
csmith-project/creduce,1,9.3,4,40
cmu-sei/pharos,1,9.3,0,11
bombela/backward-cpp,1,10,0,5
alibaba/weex,1,6.7,16,334
alexgkendall/caffe-segnet,1,6.7,126,847
alecthomas/entityx,1,5.3,0,17
aksnzhy/xlearn,1,9.3,0,3
aerys/minko,1,10,0,3
WasmEdge/WasmEdge,1,6.7,24,578
Tencent/Tendis,1,4.5,136,2556
Tencent/Hippy,1,3,234,974
Tencent/GameAISDK,1,7.5,12,243
TartanLlama/expected,1,6.4,1,2
SergiusTheBest/plog,1,6,3,40
MultiMC/Launcher,1,10,14,109
MaaAssistantArknights/MaaAssistantArknights,1,4.5,18,393
MKXJun/DirectX11-With-Windows-SDK,1,7,87,935
MIT-SPARK/TEASER-plusplus,1,7.3,19,105
LemonOSProject/LemonOS,1,6,18,258
KDAB/GammaRay,1,10,0,5
Hopson97/MineCraft-One-Week-Challenge,1,10,3,125
CobaltFusion/DebugViewPP,1,6.4,4,299
CLIUtils/CLI11,1,7,0,56
CE-Programming/CEmu,1,6,2,17
AshampooSystems/boden,1,9.2,9,250
AsPJT/DungeonTemplateLibrary,1,10,0,10
ArthurSonzogni/FTXUI,1,6,3,385
yandex/odyssey,0,10,2,166
xemu-project/xemu,0,5.8,10,91
wolfSSL/wolfssl,0,5.6,297,1625
wjakob/nanobind,0,7,13,238
wisdompeak/LeetCode,0,10,0,2
wilix-team/iohook,0,4.8,4,76
webcamoid/webcamoid,0,6,151,4289
wazuh/wazuh,0,5.4,20,338
wang-xinyu/tensorrtx,0,8.2,1,145
vgough/encfs,0,10,5,111
vector-of-bool/pitchfork,0,7.5,0,1
userver-framework/userver,0,5.8,0,1
upx/upx,0,6.7,131,819
uncrustify/uncrustify,0,6,144,677
uber/h3,0,4.2,65,336
turanszkij/WickedEngine,0,6,0,1
tronkko/dirent,0,10,11,29
trilinos/Trilinos,0,9.2,8,158
tomahawk-player/tomahawk,0,6,0,26
tjko/jpegoptim,0,6,0,24
tio/tio,0,10,19,67
tiny-dnn/tiny-dnn,0,9.3,4,176
timescale/timescaledb,0,0,16,1584
thestk/stk,0,10,11,50
thestk/rtaudio,0,6.4,11,64
swoole/swoole-src,0,5.8,14,281
nasa/fprime,0,5.2,0,1
mkj/dropbear,0,6.8,77,751
mit-dci/opencbdc-tx,0,4.2,14,869
microsoft/xlang,0,9,7,143
microsoft/wslg,0,9.3,1,19
microsoft/rDSN,0,9.3,168,701
microsoft/pict,0,6,22,169
microsoft/msquic,0,8.7,127,685
microsoft/cppwinrt,0,6,1,7
mgbellemare/Arcade-Learning-Environment,0,6.7,18,631
matyhtf/phpx,0,6,0,55
marcj/TypeRunner,0,9.5,7,202
mandreyel/mio,0,10,1,3
magma/magma,0,0,0,3
lvgl/lvgl,0,6.8,183,1335
lsalzman/enet,0,10,14,85
lpereira/lwan,0,5.6,37,624
loki-47-6F-64/sunshine,0,8.2,17,123
log4cplus/log4cplus,0,6.4,11,306
linyacool/WebServer,0,10,4,69
limine-bootloader/limine,0,6,1,2
lifting-bits/remill,0,6.8,0,5
libgeos/geos,0,5.6,21,2492
leethomason/tinyxml2,0,6,6,128
kokkos/kokkos,0,6,8,155
kokke/tiny-AES-c,0,6.4,0,12
kimci86/bkcrack,0,6,5,49
kiibohd/controller,0,5.6,1,72
kiddin9/openwrt-packages,0,0,1,5
khizmax/libcds,0,10,2,43
juce-framework/JUCE,0,6.7,6,185
jklmnn/imagejs,0,10,1,6
jgarff/rpi_ws281x,0,10,4,39
jerryscript-project/iotjs,0,10,6,159
jedisct1/minisign,0,6,1,41
jbeder/yaml-cpp,0,6,4,224
ispc/ispc,0,4.4,3,85
inspircd/inspircd,0,7,54,1408
includeos/IncludeOS,0,9.3,0,24
ibireme/yyjson,0,4.9,20,84
i3/i3lock,0,6,7,41
hydradatabase/hydra,0,5.8,19,83
huihut/interview,0,10,0,4
htop-dev/htop,0,7.3,37,455
hosseinmoein/DataFrame,0,9.4,2,25
heavyai/heavydb,0,4.2,10,74
hanickadot/compile-time-regular-expressions,0,6,0,5
gulrak/filesystem,0,6,0,18
gsass1/NTop,0,10,3,50
greatscottgadgets/hackrf,0,6.7,7,376
googleprojectzero/winafl,0,6.4,38,151
google/snappy,0,9.8,10,214
google/skia,0,7,0,1
google/oboe,0,6,8,392
google/double-conversion,0,9.8,5,99
google/cpu_features,0,6,0,45
godotengine/godot-cpp,0,7,6,164
gnss-sdr/gnss-sdr,0,6,5,125
gnif/LookingGlass,0,6.4,176,588
gflags/gflags,0,10,6,76
gem5/gem5,0,9.5,6,237
gaoxiang12/slambook2,0,10,0,4
gaoxiang12/slambook,0,10,0,9
gabime/spdlog,0,6.4,5,385
froghui/yolanda,0,10,7,132
flybywiresim/a32nx,0,4.5,52,512
flashlight/wav2letter,0,8.2,1,10
file/file,0,9.3,52,279
fholger/vrperfkit,0,7.5,7,354
facebookresearch/faiss,0,4.9,0,121
facebookincubator/spectrum,0,7.5,11,306
facebookincubator/gloo,0,10,13,140
facebookexperimental/libunifex,0,5.3,4,69
ethz-adrl/control-toolbox,0,6.4,0,22
espressif/esp-idf,0,5.6,0,1
espressif/ESP8266_RTOS_SDK,0,6.4,0,6
ericniebler/range-v3,0,6.4,4,316
eranif/codelite,0,10,3,185
emilybache/GildedRose-Refactoring-Kata,0,4.2,3,4
emil-e/rapidcheck,0,10,0,72
dresden-elektronik/deconz-rest-plugin,0,4.9,0,8
dpayne/cli-visualizer,0,10,3,65
dosbox-staging/dosbox-staging,0,6.7,272,3372
dolphin-emu/dolphin,0,10,139,410
dokan-dev/dokany,0,10,4,110
dji-sdk/Onboard-SDK,0,10,33,644
diasurgical/devilutionX,0,5.8,385,3807
decaf-emu/decaf-emu,0,6.4,5,58
crosire/blink,0,10,4,24
cpputest/cpputest,0,5.6,4,471
cossacklabs/themis,0,3.7,16,283
contour-terminal/contour,0,5.7,0,1
cocos2d/cocos2d-x,0,6.4,0,5
cocos/cocos-engine,0,3.7,13,400
cnr-isti-vclab/vcglib,0,6,0,3
clab/dynet,0,6.4,0,327
civetweb/civetweb,0,6,0,3
citusdata/citus,0,6.4,19,83
cinit/WSAPatch,0,9.8,0,8
chrisant996/clink,0,6.7,2,5
cemu-project/Cemu,0,6.4,293,4593
catchorg/Catch2,0,6.4,5,385
catboost/catboost,0,7,0,4
carla-simulator/carla,0,8.8,0,5
caozhiyi/CppNet,0,10,19,305
bytedance/bhook,0,10,19,186
butor/blackbird,0,9.3,1,106
bulletphysics/bullet3,0,7.3,0,34
bryanpkc/corkscrew,0,10,1,3
bootchk/resynthesizer,0,9.4,0,10
boost-ext/ut,0,6.4,0,17
boost-ext/sml,0,4.5,0,1
bolero-MURAKAMI/Sprout,0,10,0,4
biometrics/openbr,0,9.8,0,1
benhoyt/inih,0,6.4,1,15
baresip/baresip,0,6,54,1017
baidu/BaikalDB,0,5.6,308,2033
baidu/AnyQ,0,10,2,155
atcoder/ac-library,0,6.8,0,32
asmjit/asmjit,0,6,77,435
arrayfire/arrayfire,0,6,170,2238
apache/mesos,0,6.2,96,3296
android/ndk-samples,0,6,0,24
alexliniger/MPCC,0,10,1,40
akopytov/sysbench,0,9.5,11,105
akermu/emacs-libvterm,0,10,3,43
ajweeks/FlexEngine,0,5.3,2,10
agauniyal/rang,0,10,0,1
actor-framework/actor-framework,0,7,87,1947
aappleby/smhasher,0,10,3,101
Yours3lf/rpi-vk-driver,0,10,7,12
Yelp/MOE,0,8,10,238
Xilinx/Vitis-AI,0,0,8,177
XMuli/QtExamples,0,10,0,4
VcDevel/Vc,0,6,1,7
ValveSoftware/steam-audio,0,10,10,83
USTC-Resource/USTC-Course,0,6.4,5,30
USBGuard/usbguard,0,6,17,400
TsudaKageyu/minhook,0,10,2,16
TrungNguyen1909/qemu-t8030,0,6.7,11,127
ThrowTheSwitch/Unity,0,6.4,21,115
Tencent/puerts,0,6.2,0,39
Tencent/paxosstore,0,10,33,614
Tencent/matrix,0,10,3,157
Tencent/libpag,0,6,0,3
Taywee/args,0,10,0,7
Sysinternals/SysmonForLinux,0,10,1,13
Stiffstream/restinio,0,10,17,122
Slicer/SlicerGitSVNArchive,0,10,18,187
Slicer/Slicer,0,5.6,4,165
Slackadays/Clipboard,0,6,3,156
ShiqiYu/libfacedetection,0,10,1,26
ShiqiYu/CPP,0,10,0,6
SFUMECJF/cmake-examples-Chinese,0,10,0,2
RigsOfRods/rigs-of-rods,0,6.2,21,134
RichieSams/FiberTaskingLib,0,10,3,57
RedisGraph/RedisGraph,0,10,0,45
ReactiveX/RxCpp,0,5.3,0,76
RT-Thread/rt-thread,0,6,28,397
RPISEC/MBE,0,10,2,62
QBDI/QBDI,0,6.7,0,1
Presburger/qmc-decoder,0,6,0,3
PointCloudLibrary/pcl,0,7,0,1
PixlOne/logiops,0,6,22,440
PaddlePaddle/FastDeploy,0,7,10,487
OriginQ/QPanda-2,0,10,5,318
OpenTTD/OpenTTD,0,5.6,471,7054
OpenAtomFoundation/pika,0,6.5,74,1315
ObKo/stm32-cmake,0,6.4,0,106
NytroRST/ShellcodeCompiler,0,10,0,1
Nuand/bladeRF,0,9.3,2,30
Novum/vkQuake,0,5.6,220,1612
NixOS/patchelf,0,7,9,55
Neargye/nameof,0,6.4,0,3
Neargye/magic_enum,0,6.4,0,17
NagiosEnterprises/nagioscore,0,10,1,8
NVIDIA/VideoProcessingFramework,0,5.3,1,73
MisterTea/EternalTerminal,0,4.4,20,262
Mesa3D/mesa,0,8.7,1,4
Meituan-Dianping/SQLAdvisor,0,10,9,31
McNopper/OpenGL,0,10,14,198
MariaDB/server,0,8.9,1,14
Light-City/CPlusPlusThings,0,10,0,16
LibreSprite/LibreSprite,0,6,56,527
LibRaw/LibRaw,0,10,178,567
KhronosGroup/Vulkan-Hpp,0,6,60,427
KDAB/codebrowser,0,10,1,12
JoseExposito/touchegg,0,6,0,113
Intel-Media-SDK/MediaSDK,0,6.4,1,21
ImageMagick/ImageMagick,0,6.7,875,3485
Grive/grive,0,10,0,4
Greedysky/TTKMusicPlayer,0,10,20,151
GameTechDev/IntroductionToVulkan,0,10,4,161
FrictionalGames/AmnesiaAMachineForPigs,0,10,11,1175
FreeCAD/FreeCAD,0,6.7,17,238
FortySevenEffects/arduino_midi_library,0,6.4,0,20
FeralInteractive/gamemode,0,6.4,38,134
Ewenwan/MVision,0,10,2,29
EasyRPG/Player,0,6,0,14
Dobiasd/FunctionalPlus,0,6,0,8
DinoZ1729/Ray,0,10,0,4
Dav1dde/glad,0,7,2,25
DPDK/dpdk,0,7.3,2904,34774
Cyan4973/xxHash,0,7,5,46
CppCon/CppCon2018,0,10,0,20
CppCon/CppCon2016,0,10,0,8
CppCon/CppCon2015,0,10,0,8
Corvusoft/restbed,0,10,130,386
ChaiScript/ChaiScript,0,10,1,26
CVCUDA/CV-CUDA,0,9.3,15,117
BYVoid/OpenCC,0,4.8,7,254
Artelnics/opennn,0,10,53,1086
ArduPilot/ardupilot,0,4.4,0,3
ApolloAuto/apollo,0,0,5,50
Amanieu/asyncplusplus,0,10,1,11
Alia5/GlosSI,0,9.4,0,14
AOMediaCodec/libavif,0,5.6,59,258
256dpi/arduino-mqtt,0,5.3,0,16
